Date,SRTRANSFIN
2017-01-02,884.4
2017-01-03,892.95
2017-01-04,911.8
2017-01-05,914.85
2017-01-06,927.85
2017-01-09,929.5
2017-01-10,939.45
2017-01-11,965.8
2017-01-12,942.6
2017-01-13,955.3
2017-01-16,960.8
2017-01-17,955.2
2017-01-18,947.45
2017-01-19,942.95
2017-01-20,912.25
2017-01-23,920.3
2017-01-24,943.35
2017-01-25,951.35
2017-01-27,961.45
2017-01-30,978.05
2017-01-31,954.75
2017-02-01,979.75
2017-02-02,970.7
2017-02-03,963.95
2017-02-06,964.3
2017-02-07,949.45
2017-02-08,954.65
2017-02-09,952.5
2017-02-10,964.65
2017-02-13,966.3
2017-02-14,951.1
2017-02-15,933.55
2017-02-16,942.15
2017-02-17,939.65
2017-02-20,941.75
2017-02-21,948.5
2017-02-22,944.45
2017-02-23,933.6
2017-02-27,933.55
2017-02-28,929.2
2017-03-01,925.65
2017-03-02,899.2
2017-03-03,919.6
2017-03-06,933.7
2017-03-07,952.2
2017-03-08,960.3
2017-03-09,960.95
2017-03-10,959.35
2017-03-14,1013.55
2017-03-15,1068.2
2017-03-16,1050.05
2017-03-17,1056.6
2017-03-20,1053.7
2017-03-21,1049.65
2017-03-22,1034.35
2017-03-23,1032.9
2017-03-24,1031.9
2017-03-27,1020.8
2017-03-28,1073.6
2017-03-29,1062.2
2017-03-30,1052.7
2017-03-31,1078.0
2017-04-03,1104.1
2017-04-05,1107.55
2017-04-06,1094.0
2017-04-07,1088.15
2017-04-10,1089.45
2017-04-11,1084.1
2017-04-12,1066.8
2017-04-13,1050.85
2017-04-17,1078.45
2017-04-18,1060.45
2017-04-19,1094.95
2017-04-20,1074.95
2017-04-21,1053.5
2017-04-24,1053.55
2017-04-25,1090.6
2017-04-26,1053.7
2017-04-27,1040.5
2017-04-28,1038.65
2017-05-02,1008.65
2017-05-03,1018.5
2017-05-04,1019.65
2017-05-05,1000.9
2017-05-08,998.85
2017-05-09,1004.3
2017-05-10,1011.6
2017-05-11,1014.75
2017-05-12,989.8
2017-05-15,996.2
2017-05-16,1010.3
2017-05-17,1012.65
2017-05-18,994.65
2017-05-19,999.05
2017-05-22,997.4
2017-05-23,959.2
2017-05-24,944.7
2017-05-25,963.6
2017-05-26,986.5
2017-05-29,993.65
2017-05-30,1004.7
2017-05-31,1020.0
2017-06-01,1027.25
2017-06-02,1025.95
2017-06-05,1021.15
2017-06-06,996.85
2017-06-07,1000.15
2017-06-08,1000.05
2017-06-09,991.9
2017-06-12,986.9
2017-06-13,971.05
2017-06-14,954.7
2017-06-15,974.05
2017-06-16,984.25
2017-06-19,994.35
2017-06-20,992.55
2017-06-21,999.5
2017-06-22,992.3
2017-06-23,967.4
2017-06-27,989.45
2017-06-28,999.75
2017-06-29,988.05
2017-06-30,999.8
2017-07-03,1028.85
2017-07-04,1045.8
2017-07-05,1095.75
2017-07-06,1111.05
2017-07-07,1089.7
2017-07-10,1055.5
2017-07-11,1013.9
2017-07-12,1033.15
2017-07-13,1026.3
2017-07-14,1032.55
2017-07-17,1008.55
2017-07-18,964.6
2017-07-19,969.1
2017-07-20,959.75
2017-07-21,967.2
2017-07-24,964.15
2017-07-25,998.15
2017-07-26,982.1
2017-07-27,981.15
2017-07-28,970.1
2017-07-31,1017.0
2017-08-01,1033.8
2017-08-02,1018.3
2017-08-03,995.9
2017-08-04,992.15
2017-08-07,988.1
2017-08-08,970.85
2017-08-09,942.75
2017-08-10,933.75
2017-08-11,952.05
2017-08-14,973.4
2017-08-16,978.1
2017-08-17,976.75
2017-08-18,972.35
2017-08-21,959.55
2017-08-22,958.4
2017-08-23,971.3
2017-08-24,975.0
2017-08-28,981.45
2017-08-29,971.6
2017-08-30,975.3
2017-08-31,985.0
2017-09-01,1019.65
2017-09-04,1070.8
2017-09-05,1073.5
2017-09-06,1059.8
2017-09-07,1077.1
2017-09-08,1054.45
2017-09-11,1057.0
2017-09-12,1072.7
2017-09-13,1059.75
2017-09-14,1076.5
2017-09-15,1082.45
2017-09-18,1084.55
2017-09-19,1069.2
2017-09-20,1067.7
2017-09-21,1065.75
2017-09-22,1001.15
2017-09-25,982.05
2017-09-26,1006.65
2017-09-27,1049.55
2017-09-28,1054.25
2017-09-29,1054.4
2017-10-03,1061.4
2017-10-04,1048.45
2017-10-05,1057.4
2017-10-06,1053.4
2017-10-09,1065.9
2017-10-10,1081.15
2017-10-11,1099.7
2017-10-12,1104.75
2017-10-13,1095.55
2017-10-16,1100.45
2017-10-17,1107.95
2017-10-18,1104.25
2017-10-19,1084.8
2017-10-23,1111.1
2017-10-24,1116.2
2017-10-25,1089.8
2017-10-26,1118.8
2017-10-27,1159.5
2017-10-30,1181.05
2017-10-31,1168.0
