Date,KANORICHEM
2017-01-02,67.1
2017-01-03,69.8
2017-01-04,73.0
2017-01-05,74.0
2017-01-06,71.8
2017-01-09,71.95
2017-01-10,74.1
2017-01-11,72.65
2017-01-12,72.95
2017-01-13,73.5
2017-01-16,74.05
2017-01-17,73.85
2017-01-18,74.05
2017-01-19,75.35
2017-01-20,74.5
2017-01-23,73.9
2017-01-24,76.05
2017-01-25,77.05
2017-01-27,75.7
2017-01-30,73.65
2017-01-31,72.65
2017-02-01,73.45
2017-02-02,73.25
2017-02-03,73.15
2017-02-06,74.3
2017-02-07,75.4
2017-02-08,74.55
2017-02-09,76.1
2017-02-10,72.8
2017-02-13,71.9
2017-02-14,71.1
2017-02-15,69.45
2017-02-16,70.45
2017-02-17,70.9
2017-02-20,70.25
2017-02-21,72.45
2017-02-22,70.35
2017-02-23,70.3
2017-02-27,69.5
2017-02-28,69.95
2017-03-01,70.1
2017-03-02,69.75
2017-03-03,69.2
2017-03-06,69.8
2017-03-07,69.0
2017-03-08,68.35
2017-03-09,68.85
2017-03-10,68.5
2017-03-14,68.3
2017-03-15,68.2
2017-03-16,68.2
2017-03-17,68.5
2017-03-20,69.85
2017-03-21,69.35
2017-03-22,68.4
2017-03-23,72.0
2017-03-24,71.5
2017-03-27,70.05
2017-03-28,69.85
2017-03-29,69.95
2017-03-30,70.4
2017-03-31,69.8
2017-04-03,74.65
2017-04-05,76.75
2017-04-06,76.2
2017-04-07,73.8
2017-04-10,73.5
2017-04-11,74.5
2017-04-12,72.3
2017-04-13,72.6
2017-04-17,72.45
2017-04-18,71.7
2017-04-19,73.35
2017-04-20,73.45
2017-04-21,72.55
2017-04-24,75.85
2017-04-25,74.6
2017-04-26,75.85
2017-04-27,77.85
2017-04-28,76.5
2017-05-02,77.85
2017-05-03,76.95
2017-05-04,77.8
2017-05-05,74.7
2017-05-08,78.15
2017-05-09,77.15
2017-05-10,77.0
2017-05-11,76.45
2017-05-12,75.45
2017-05-15,76.7
2017-05-16,75.65
2017-05-17,75.4
2017-05-18,73.4
2017-05-19,72.5
2017-05-22,71.2
2017-05-23,69.05
2017-05-24,68.9
2017-05-25,70.1
2017-05-26,71.0
2017-05-29,70.65
2017-05-30,70.5
2017-05-31,69.0
2017-06-01,69.2
2017-06-02,70.6
2017-06-05,70.3
2017-06-06,69.5
2017-06-07,68.95
2017-06-08,68.35
2017-06-09,69.0
2017-06-12,69.9
2017-06-13,70.0
2017-06-14,69.65
2017-06-15,75.15
2017-06-16,81.75
2017-06-19,83.3
2017-06-20,83.8
2017-06-21,85.9
2017-06-22,83.7
2017-06-23,82.05
2017-06-27,79.7
2017-06-28,76.4
2017-06-29,77.5
2017-06-30,78.8
2017-07-03,79.8
2017-07-04,83.0
2017-07-05,86.45
2017-07-06,87.65
2017-07-07,94.2
2017-07-10,95.75
2017-07-11,90.0
2017-07-12,96.5
2017-07-13,96.1
2017-07-14,92.1
2017-07-17,92.6
2017-07-18,90.5
2017-07-19,92.0
2017-07-20,89.55
2017-07-21,89.3
2017-07-24,88.1
2017-07-25,87.25
2017-07-26,88.7
2017-07-27,90.8
2017-07-28,90.9
2017-07-31,88.7
2017-08-01,88.1
2017-08-02,86.9
2017-08-03,84.65
2017-08-04,84.45
2017-08-07,83.7
2017-08-08,77.9
2017-08-09,76.3
2017-08-10,72.1
2017-08-11,71.2
2017-08-14,73.55
2017-08-16,76.05
2017-08-17,77.5
2017-08-18,77.75
2017-08-21,76.65
2017-08-22,74.9
2017-08-23,76.2
2017-08-24,74.6
2017-08-28,75.05
2017-08-29,73.6
2017-08-30,75.5
2017-08-31,75.85
2017-09-01,78.55
2017-09-04,76.25
2017-09-05,77.6
2017-09-06,78.15
2017-09-07,77.45
2017-09-08,76.95
2017-09-11,77.35
2017-09-12,77.55
2017-09-13,80.2
2017-09-14,84.45
2017-09-15,82.6
2017-09-18,83.15
2017-09-19,87.4
2017-09-20,87.05
2017-09-21,91.75
2017-09-22,87.65
2017-09-25,84.35
2017-09-26,86.0
2017-09-27,82.35
2017-09-28,83.3
2017-09-29,83.45
2017-10-03,83.7
2017-10-04,82.65
2017-10-05,84.25
2017-10-06,86.7
2017-10-09,91.3
2017-10-10,87.95
2017-10-11,88.25
2017-10-12,87.8
2017-10-13,88.9
2017-10-16,87.85
2017-10-17,87.25
2017-10-18,89.3
2017-10-19,88.3
2017-10-23,87.2
2017-10-24,87.0
2017-10-25,85.2
2017-10-26,85.8
2017-10-27,85.55
2017-10-30,85.05
2017-10-31,87.4
2017-11-01,86.85
2017-11-02,86.0
2017-11-03,86.4
2017-11-06,87.35
2017-11-07,85.4
2017-11-08,84.2
2017-11-09,84.15
2017-11-10,84.55
2017-11-13,82.75
2017-11-14,82.2
2017-11-15,82.85
2017-11-16,83.3
2017-11-17,82.4
2017-11-20,82.5
2017-11-21,85.6
2017-11-22,92.7
2017-11-23,93.05
2017-11-24,95.45
2017-11-27,93.5
2017-11-28,93.15
2017-11-29,103.3
2017-11-30,101.55
2017-12-01,98.8
2017-12-04,95.85
2017-12-05,96.05
2017-12-06,92.95
2017-12-07,98.4
2017-12-08,101.25
2017-12-11,99.7
2017-12-12,96.2
2017-12-13,94.65
2017-12-14,92.45
2017-12-15,94.05
2017-12-18,94.45
2017-12-19,98.55
2017-12-20,100.0
2017-12-21,99.75
2017-12-22,100.0
2017-12-26,98.75
2017-12-27,97.75
2017-12-28,97.6
2017-12-29,97.55
