Date,ATLANTA
2017-01-02,72.25
2017-01-03,73.6
2017-01-04,73.8
2017-01-05,74.5
2017-01-06,73.8
2017-01-09,72.7
2017-01-10,73.9
2017-01-11,78.6
2017-01-12,79.7
2017-01-13,77.1
2017-01-16,77.6
2017-01-17,76.45
2017-01-18,76.8
2017-01-19,75.7
2017-01-20,73.4
2017-01-23,72.4
2017-01-24,73.5
2017-01-25,76.4
2017-01-27,76.45
2017-01-30,75.7
2017-01-31,74.4
2017-02-01,75.5
2017-02-02,74.85
2017-02-03,76.4
2017-02-06,77.5
2017-02-07,77.0
2017-02-08,77.75
2017-02-09,77.6
2017-02-10,80.75
2017-02-13,82.3
2017-02-14,82.3
2017-02-15,81.35
2017-02-16,81.0
2017-02-17,85.95
2017-02-20,89.8
2017-02-21,87.4
2017-02-22,86.3
2017-02-23,84.55
2017-02-27,83.25
2017-02-28,84.1
2017-03-01,83.75
2017-03-02,82.4
2017-03-03,82.8
2017-03-06,83.4
2017-03-07,83.2
2017-03-08,82.5
2017-03-09,82.0
2017-03-10,80.75
2017-03-14,81.5
2017-03-15,82.2
2017-03-16,82.05
2017-03-17,81.7
2017-03-20,83.0
2017-03-21,81.65
2017-03-22,81.05
2017-03-23,83.05
2017-03-24,83.85
2017-03-27,83.0
2017-03-28,82.45
2017-03-29,82.4
2017-03-30,81.95
2017-03-31,80.45
2017-04-03,82.55
2017-04-05,83.35
2017-04-06,82.55
2017-04-07,81.95
2017-04-10,87.0
2017-04-11,87.55
2017-04-12,85.1
2017-04-13,88.75
2017-04-17,92.95
2017-04-18,95.65
2017-04-19,98.35
2017-04-20,106.75
2017-04-21,111.35
2017-04-24,107.75
2017-04-25,106.15
2017-04-26,104.1
2017-04-27,102.95
2017-04-28,104.7
2017-05-02,102.7
2017-05-03,103.55
2017-05-04,103.1
2017-05-05,105.45
2017-05-08,112.7
2017-05-09,114.4
2017-05-10,114.35
2017-05-11,115.6
2017-05-12,116.95
2017-05-15,117.45
2017-05-16,118.25
2017-05-17,115.95
2017-05-18,115.75
2017-05-19,113.05
2017-05-22,113.95
2017-05-23,106.65
2017-05-24,111.2
2017-05-25,113.35
2017-05-26,113.8
2017-05-29,111.4
2017-05-30,111.8
2017-05-31,113.1
2017-06-01,110.5
2017-06-02,110.6
2017-06-05,108.9
2017-06-06,107.45
2017-06-07,109.25
2017-06-08,111.8
2017-06-09,111.45
2017-06-12,110.05
2017-06-13,109.5
2017-06-14,108.5
2017-06-15,108.35
2017-06-16,108.9
2017-06-19,108.65
2017-06-20,107.85
2017-06-21,110.25
2017-06-22,108.35
2017-06-23,105.75
2017-06-27,100.95
2017-06-28,102.45
2017-06-29,102.05
2017-06-30,101.65
2017-07-03,103.45
2017-07-04,108.65
2017-07-05,110.45
2017-07-06,108.6
2017-07-07,108.6
2017-07-10,109.4
2017-07-11,107.9
2017-07-12,108.3
2017-07-13,106.3
2017-07-14,104.65
2017-07-17,104.35
2017-07-18,106.1
2017-07-19,104.1
2017-07-20,104.05
2017-07-21,109.2
2017-07-24,105.1
2017-07-25,103.95
2017-07-26,103.75
2017-07-27,102.2
2017-07-28,102.85
2017-07-31,102.6
2017-08-01,102.65
2017-08-02,103.0
2017-08-03,100.85
2017-08-04,99.9
2017-08-07,100.5
2017-08-08,96.3
2017-08-09,93.6
2017-08-10,87.65
2017-08-11,85.5
2017-08-14,87.05
2017-08-16,87.7
2017-08-17,92.4
2017-08-18,91.0
2017-08-21,88.75
2017-08-22,87.1
2017-08-23,89.25
2017-08-24,89.8
2017-08-28,96.8
2017-08-29,98.9
2017-08-30,94.9
2017-08-31,94.65
2017-09-01,97.4
2017-09-04,96.75
2017-09-05,96.25
2017-09-06,94.85
2017-09-07,92.25
2017-09-08,93.95
2017-09-11,93.4
2017-09-12,93.0
2017-09-13,90.55
2017-09-14,90.4
2017-09-15,89.2
2017-09-18,89.9
2017-09-19,88.8
2017-09-20,87.05
2017-09-21,87.4
2017-09-22,84.85
2017-09-25,81.55
2017-09-26,82.4
2017-09-27,79.9
2017-09-28,78.6
2017-09-29,80.15
2017-10-03,80.2
2017-10-04,83.4
2017-10-05,84.85
2017-10-06,89.75
2017-10-09,92.45
2017-10-10,98.0
2017-10-11,90.95
2017-10-12,91.3
2017-10-13,93.4
2017-10-16,92.8
2017-10-17,93.2
2017-10-18,92.2
2017-10-19,94.75
2017-10-23,96.7
2017-10-24,102.2
2017-10-25,104.3
2017-10-26,103.75
2017-10-27,101.45
2017-10-30,103.25
2017-10-31,105.3
2017-11-01,103.5
2017-11-02,101.3
2017-11-03,102.0
2017-11-06,102.2
2017-11-07,100.45
2017-11-08,97.0
2017-11-09,97.85
2017-11-10,98.25
2017-11-13,97.0
2017-11-14,96.3
2017-11-15,93.75
2017-11-16,94.45
2017-11-17,95.7
2017-11-20,99.25
2017-11-21,100.4
2017-11-22,98.6
2017-11-23,98.7
2017-11-24,99.35
2017-11-27,98.5
2017-11-28,102.55
2017-11-29,104.05
2017-11-30,106.6
2017-12-01,105.7
2017-12-04,103.35
2017-12-05,99.5
2017-12-06,98.2
2017-12-07,99.95
2017-12-08,100.75
2017-12-11,100.4
2017-12-12,99.2
2017-12-13,96.5
2017-12-14,110.45
2017-12-15,110.7
2017-12-18,107.75
2017-12-19,114.15
2017-12-20,117.25
2017-12-21,116.45
2017-12-22,114.4
2017-12-26,117.85
2017-12-27,122.15
2017-12-28,119.6
2017-12-29,118.05
