Date,LUMAXTECH
2017-01-02,434.45
2017-01-03,437.85
2017-01-04,445.0
2017-01-05,441.65
2017-01-06,440.2
2017-01-09,448.8
2017-01-10,436.0
2017-01-11,443.15
2017-01-12,454.15
2017-01-13,451.15
2017-01-16,443.5
2017-01-17,460.05
2017-01-18,452.0
2017-01-19,462.3
2017-01-20,458.65
2017-01-23,457.5
2017-01-24,465.5
2017-01-25,467.45
2017-01-27,478.15
2017-01-30,464.55
2017-01-31,459.5
2017-02-01,467.05
2017-02-02,467.5
2017-02-03,458.15
2017-02-06,440.35
2017-02-07,433.75
2017-02-08,443.45
2017-02-09,448.35
2017-02-10,452.65
2017-02-13,442.25
2017-02-14,434.5
2017-02-15,430.75
2017-02-16,443.35
2017-02-17,441.9
2017-02-20,434.85
2017-02-21,437.05
2017-02-22,430.4
2017-02-23,432.45
2017-02-27,419.4
2017-02-28,440.8
2017-03-01,433.8
2017-03-02,431.2
2017-03-03,430.5
2017-03-06,431.2
2017-03-07,430.0
2017-03-08,435.3
2017-03-09,429.3
2017-03-10,434.85
2017-03-14,432.3
2017-03-15,442.65
2017-03-16,447.75
2017-03-17,452.7
2017-03-20,450.15
2017-03-21,458.65
2017-03-22,461.15
2017-03-23,463.35
2017-03-24,468.5
2017-03-27,460.2
2017-03-28,479.55
2017-03-29,476.85
2017-03-30,499.45
2017-03-31,495.45
2017-04-03,497.4
2017-04-05,508.65
2017-04-06,500.0
2017-04-07,501.95
2017-04-10,520.35
2017-04-11,529.15
2017-04-12,511.65
2017-04-13,507.35
2017-04-17,507.8
2017-04-18,513.35
2017-04-19,505.65
2017-04-20,514.2
2017-04-21,511.85
2017-04-24,530.25
2017-04-25,525.05
2017-04-26,506.45
2017-04-27,512.15
2017-04-28,506.95
2017-05-02,514.0
2017-05-03,520.4
2017-05-04,510.95
2017-05-05,504.7
2017-05-08,509.0
2017-05-09,509.55
2017-05-10,514.55
2017-05-11,510.7
2017-05-12,526.35
2017-05-15,513.55
2017-05-16,496.9
2017-05-17,511.05
2017-05-18,492.35
2017-05-19,493.3
2017-05-22,480.5
2017-05-23,462.45
2017-05-24,453.25
2017-05-25,465.95
2017-05-26,483.75
2017-05-29,470.1
2017-05-30,460.5
2017-05-31,470.25
2017-06-01,470.95
2017-06-02,480.65
2017-06-05,483.1
2017-06-06,470.9
2017-06-07,478.5
2017-06-08,479.85
2017-06-09,481.6
2017-06-12,475.95
2017-06-13,491.9
2017-06-14,481.5
2017-06-15,478.05
2017-06-16,487.25
2017-06-19,490.2
2017-06-20,501.1
2017-06-21,500.55
2017-06-22,500.95
2017-06-23,496.8
2017-06-27,490.3
2017-06-28,489.85
2017-06-29,496.6
2017-06-30,490.15
2017-07-03,496.8
2017-07-04,499.4
2017-07-05,495.05
2017-07-06,504.2
2017-07-07,560.85
2017-07-10,563.1
2017-07-11,555.35
2017-07-12,555.35
2017-07-13,553.7
2017-07-14,545.35
2017-07-17,535.25
2017-07-18,543.2
2017-07-19,537.85
2017-07-20,542.05
2017-07-21,538.8
2017-07-24,531.9
2017-07-25,528.8
2017-07-26,529.2
2017-07-27,514.7
2017-07-28,503.4
2017-07-31,506.6
2017-08-01,505.15
2017-08-02,509.05
2017-08-03,505.15
2017-08-04,505.1
2017-08-07,505.05
2017-08-08,502.95
2017-08-09,493.1
2017-08-10,473.35
2017-08-11,489.35
2017-08-14,489.0
2017-08-16,506.1
2017-08-17,526.45
2017-08-18,509.45
2017-08-21,485.95
2017-08-22,485.5
2017-08-23,500.0
2017-08-24,519.2
2017-08-28,518.25
2017-08-29,503.7
2017-08-30,508.3
2017-08-31,514.6
2017-09-01,512.4
2017-09-04,503.65
2017-09-05,562.3
2017-09-06,555.1
2017-09-07,563.0
2017-09-08,539.0
2017-09-11,534.8
2017-09-12,538.05
2017-09-13,533.7
2017-09-14,537.65
2017-09-15,531.1
2017-09-18,534.05
2017-09-19,525.15
2017-09-20,534.05
2017-09-21,540.05
2017-09-22,525.15
2017-09-25,521.8
2017-09-26,531.6
2017-09-27,534.9
2017-09-28,531.15
2017-09-29,540.4
2017-10-03,532.0
2017-10-04,555.55
2017-10-05,551.95
2017-10-06,580.85
2017-10-09,579.9
2017-10-10,588.95
2017-10-11,588.9
2017-10-12,577.9
2017-10-13,575.15
2017-10-16,569.85
2017-10-17,569.9
2017-10-18,568.65
2017-10-19,595.8
2017-10-23,588.2
2017-10-24,588.6
2017-10-25,587.95
2017-10-26,577.95
2017-10-27,576.05
2017-10-30,579.7
2017-10-31,579.4
2017-11-01,573.3
2017-11-02,580.75
2017-11-03,584.75
2017-11-06,596.1
2017-11-07,583.8
2017-11-08,566.5
2017-11-09,633.95
2017-11-10,610.8
2017-11-13,600.0
2017-11-14,599.45
2017-11-15,586.55
2017-11-16,594.8
2017-11-17,606.2
2017-11-20,602.7
2017-11-21,615.15
2017-11-22,626.35
2017-11-23,629.2
2017-11-24,616.5
2017-11-27,610.65
2017-11-28,619.9
2017-11-29,623.25
2017-11-30,618.2
2017-12-01,621.8
2017-12-04,629.95
2017-12-05,616.7
2017-12-06,634.8
2017-12-07,649.5
2017-12-08,659.2
2017-12-11,697.95
2017-12-12,741.75
2017-12-13,741.05
2017-12-14,728.3
2017-12-15,764.35
2017-12-18,825.6
2017-12-19,866.1
2017-12-20,830.2
2017-12-21,857.75
2017-12-22,817.2
2017-12-26,804.65
2017-12-27,846.15
2017-12-28,846.35
2017-12-29,828.05
