Date,BANSWRAS
2017-01-02,148.15
2017-01-03,150.35
2017-01-04,156.9
2017-01-05,152.0
2017-01-06,151.15
2017-01-09,151.25
2017-01-10,146.75
2017-01-11,147.05
2017-01-12,144.55
2017-01-13,144.1
2017-01-16,144.7
2017-01-17,141.6
2017-01-18,141.4
2017-01-19,141.95
2017-01-20,142.45
2017-01-23,147.75
2017-01-24,156.35
2017-01-25,155.9
2017-01-27,158.0
2017-01-30,156.75
2017-01-31,151.15
2017-02-01,150.0
2017-02-02,156.25
2017-02-03,157.5
2017-02-06,155.6
2017-02-07,153.3
2017-02-08,156.45
2017-02-09,155.05
2017-02-10,148.15
2017-02-13,147.65
2017-02-14,146.95
2017-02-15,142.65
2017-02-16,139.1
2017-02-17,143.9
2017-02-20,145.3
2017-02-21,149.5
2017-02-22,146.25
2017-02-23,145.6
2017-02-27,146.7
2017-02-28,148.35
2017-03-01,148.8
2017-03-02,148.55
2017-03-03,148.7
2017-03-06,148.15
2017-03-07,148.3
2017-03-08,145.6
2017-03-09,148.2
2017-03-10,147.3
2017-03-14,147.5
2017-03-15,149.55
2017-03-16,148.4
2017-03-17,146.45
2017-03-20,146.3
2017-03-21,145.6
2017-03-22,143.65
2017-03-23,151.9
2017-03-24,155.1
2017-03-27,160.9
2017-03-28,163.1
2017-03-29,161.8
2017-03-30,163.65
2017-03-31,161.9
2017-04-03,164.25
2017-04-05,164.55
2017-04-06,169.35
2017-04-07,187.45
2017-04-10,179.15
2017-04-11,183.0
2017-04-12,182.6
2017-04-13,182.75
2017-04-17,182.85
2017-04-18,185.2
2017-04-19,191.9
2017-04-20,195.9
2017-04-21,197.2
2017-04-24,207.85
2017-04-25,213.4
2017-04-26,206.85
2017-04-27,214.05
2017-04-28,224.45
2017-05-02,240.1
2017-05-03,235.85
2017-05-04,233.4
2017-05-05,228.8
2017-05-08,226.8
2017-05-09,228.6
2017-05-10,226.35
2017-05-11,223.0
2017-05-12,216.65
2017-05-15,214.55
2017-05-16,210.4
2017-05-17,204.05
2017-05-18,194.9
2017-05-19,206.9
2017-05-22,207.9
2017-05-23,197.6
2017-05-24,195.2
2017-05-25,188.45
2017-05-26,169.65
2017-05-29,173.7
2017-05-30,176.4
2017-05-31,181.0
2017-06-01,189.05
2017-06-02,195.7
2017-06-05,191.85
2017-06-06,191.8
2017-06-07,186.85
2017-06-08,190.95
2017-06-09,189.15
2017-06-12,185.45
2017-06-13,182.3
2017-06-14,179.25
2017-06-15,182.35
2017-06-16,189.25
2017-06-19,183.7
2017-06-20,187.35
2017-06-21,186.35
2017-06-22,184.0
2017-06-23,180.35
2017-06-27,173.75
2017-06-28,177.65
2017-06-29,177.65
2017-06-30,176.85
2017-07-03,177.5
2017-07-04,178.0
2017-07-05,176.8
2017-07-06,175.4
2017-07-07,173.95
2017-07-10,174.0
2017-07-11,173.15
2017-07-12,172.85
2017-07-13,171.5
2017-07-14,172.4
2017-07-17,174.0
2017-07-18,172.0
2017-07-19,172.35
2017-07-20,172.0
2017-07-21,172.75
2017-07-24,168.9
2017-07-25,168.7
2017-07-26,167.85
2017-07-27,163.85
2017-07-28,166.0
2017-07-31,166.0
2017-08-01,163.95
2017-08-02,164.25
2017-08-03,160.45
2017-08-04,158.55
2017-08-07,155.6
2017-08-08,148.5
2017-08-09,139.75
2017-08-10,137.55
2017-08-11,138.45
2017-08-14,137.6
2017-08-16,141.0
2017-08-17,138.05
2017-08-18,138.25
2017-08-21,135.45
2017-08-22,133.2
2017-08-23,134.15
2017-08-24,139.95
2017-08-28,139.0
2017-08-29,135.8
2017-08-30,135.55
2017-08-31,137.85
2017-09-01,137.15
2017-09-04,137.2
2017-09-05,138.75
2017-09-06,140.1
2017-09-07,141.7
2017-09-08,135.2
2017-09-11,134.3
2017-09-12,132.35
2017-09-13,131.7
2017-09-14,129.7
2017-09-15,126.6
2017-09-18,133.85
2017-09-19,135.25
2017-09-20,138.25
2017-09-21,139.0
2017-09-22,132.5
2017-09-25,128.7
2017-09-26,127.2
2017-09-27,127.75
2017-09-28,125.45
2017-09-29,129.25
2017-10-03,126.6
2017-10-04,124.25
2017-10-05,122.3
2017-10-06,133.65
2017-10-09,128.8
2017-10-10,136.05
2017-10-11,136.1
2017-10-12,135.5
2017-10-13,137.75
2017-10-16,137.95
2017-10-17,137.85
2017-10-18,135.5
2017-10-19,137.3
2017-10-23,129.3
2017-10-24,126.75
2017-10-25,128.1
2017-10-26,132.35
2017-10-27,131.6
2017-10-30,132.95
2017-10-31,131.65
2017-11-01,135.4
2017-11-02,133.8
2017-11-03,135.8
2017-11-06,134.9
2017-11-07,130.7
2017-11-08,131.35
2017-11-09,133.15
2017-11-10,132.5
2017-11-13,130.65
2017-11-14,129.65
2017-11-15,125.65
2017-11-16,123.1
2017-11-17,124.85
2017-11-20,124.75
2017-11-21,126.05
2017-11-22,127.8
2017-11-23,126.85
2017-11-24,131.95
2017-11-27,137.5
2017-11-28,140.8
2017-11-29,138.0
2017-11-30,135.15
2017-12-01,129.1
2017-12-04,132.5
2017-12-05,131.35
2017-12-06,132.15
2017-12-07,134.95
2017-12-08,136.75
2017-12-11,137.3
2017-12-12,137.25
2017-12-13,135.3
2017-12-14,149.5
2017-12-15,142.55
2017-12-18,136.65
2017-12-19,143.05
2017-12-20,141.95
2017-12-21,142.85
2017-12-22,143.35
2017-12-26,145.25
2017-12-27,143.75
2017-12-28,143.9
2017-12-29,145.85
