Date,IFBIND
2017-01-02,450.0
2017-01-03,453.65
2017-01-04,451.95
2017-01-05,473.75
2017-01-06,477.65
2017-01-09,485.05
2017-01-10,489.85
2017-01-11,491.4
2017-01-12,488.45
2017-01-13,482.75
2017-01-16,483.25
2017-01-17,474.95
2017-01-18,476.15
2017-01-19,466.1
2017-01-20,474.55
2017-01-23,492.05
2017-01-24,504.7
2017-01-25,514.85
2017-01-27,522.65
2017-01-30,520.15
2017-01-31,525.15
2017-02-01,549.95
2017-02-02,547.05
2017-02-03,595.65
2017-02-06,597.3
2017-02-07,597.25
2017-02-08,593.4
2017-02-09,583.4
2017-02-10,567.2
2017-02-13,559.9
2017-02-14,556.65
2017-02-15,551.4
2017-02-16,554.7
2017-02-17,618.25
2017-02-20,623.55
2017-02-21,630.9
2017-02-22,641.45
2017-02-23,630.5
2017-02-27,621.65
2017-02-28,604.8
2017-03-01,612.6
2017-03-02,602.25
2017-03-03,600.55
2017-03-06,593.3
2017-03-07,611.35
2017-03-08,597.9
2017-03-09,592.75
2017-03-10,592.65
2017-03-14,595.85
2017-03-15,606.05
2017-03-16,603.5
2017-03-17,617.3
2017-03-20,609.95
2017-03-21,603.8
2017-03-22,599.55
2017-03-23,602.7
2017-03-24,605.85
2017-03-27,597.55
2017-03-28,618.5
2017-03-29,643.65
2017-03-30,643.95
2017-03-31,647.1
2017-04-03,647.15
2017-04-05,635.7
2017-04-06,632.9
2017-04-07,628.5
2017-04-10,613.15
2017-04-11,632.0
2017-04-12,660.6
2017-04-13,669.3
2017-04-17,629.85
2017-04-18,629.0
2017-04-19,633.8
2017-04-20,631.9
2017-04-21,629.95
2017-04-24,635.8
2017-04-25,648.7
2017-04-26,642.3
2017-04-27,651.4
2017-04-28,648.3
2017-05-02,641.8
2017-05-03,642.05
2017-05-04,648.65
2017-05-05,646.7
2017-05-08,638.05
2017-05-09,632.15
2017-05-10,615.75
2017-05-11,617.55
2017-05-12,609.2
2017-05-15,615.2
2017-05-16,612.75
2017-05-17,608.75
2017-05-18,618.8
2017-05-19,621.25
2017-05-22,618.05
2017-05-23,616.55
2017-05-24,626.3
2017-05-25,626.25
2017-05-26,639.65
2017-05-29,629.4
2017-05-30,646.05
2017-05-31,645.3
2017-06-01,638.65
2017-06-02,640.3
2017-06-05,641.15
2017-06-06,641.1
2017-06-07,641.75
2017-06-08,646.95
2017-06-09,645.5
2017-06-12,643.5
2017-06-13,649.2
2017-06-14,664.7
2017-06-15,669.65
2017-06-16,676.45
2017-06-19,668.2
2017-06-20,667.7
2017-06-21,671.05
2017-06-22,749.55
2017-06-23,733.05
2017-06-27,717.1
2017-06-28,723.75
2017-06-29,718.1
2017-06-30,719.5
2017-07-03,742.55
2017-07-04,749.1
2017-07-05,769.55
2017-07-06,760.75
2017-07-07,745.1
2017-07-10,743.4
2017-07-11,719.2
2017-07-12,740.15
2017-07-13,738.8
2017-07-14,726.95
2017-07-17,718.55
2017-07-18,718.55
2017-07-19,726.95
2017-07-20,722.15
2017-07-21,724.05
2017-07-24,706.65
2017-07-25,709.1
2017-07-26,706.4
2017-07-27,703.3
2017-07-28,718.8
2017-07-31,709.1
2017-08-01,702.55
2017-08-02,700.45
2017-08-03,692.15
2017-08-04,676.7
2017-08-07,671.35
2017-08-08,666.85
2017-08-09,659.85
2017-08-10,647.0
2017-08-11,639.6
2017-08-14,666.95
2017-08-16,654.35
2017-08-17,661.4
2017-08-18,677.25
2017-08-21,691.35
2017-08-22,702.5
2017-08-23,701.35
2017-08-24,696.1
2017-08-28,689.7
2017-08-29,700.2
2017-08-30,716.9
2017-08-31,714.0
2017-09-01,715.05
2017-09-04,696.1
2017-09-05,701.65
2017-09-06,728.0
2017-09-07,731.8
2017-09-08,730.1
2017-09-11,723.25
2017-09-12,721.3
2017-09-13,717.25
2017-09-14,708.2
2017-09-15,727.15
2017-09-18,727.35
2017-09-19,726.0
2017-09-20,720.4
2017-09-21,730.55
2017-09-22,723.65
2017-09-25,722.1
2017-09-26,722.15
2017-09-27,709.4
2017-09-28,711.6
2017-09-29,721.85
2017-10-03,718.95
2017-10-04,732.05
2017-10-05,720.25
2017-10-06,720.7
2017-10-09,725.1
2017-10-10,748.85
2017-10-11,772.05
2017-10-12,779.1
2017-10-13,795.4
2017-10-16,808.2
2017-10-17,811.5
2017-10-18,858.3
2017-10-19,910.9
2017-10-23,903.85
2017-10-24,890.55
2017-10-25,890.45
2017-10-26,922.8
2017-10-27,939.35
2017-10-30,950.8
2017-10-31,961.55
2017-11-01,911.85
2017-11-02,895.05
2017-11-03,898.4
2017-11-06,924.7
2017-11-07,957.1
2017-11-08,986.45
2017-11-09,1055.95
2017-11-10,1070.7
2017-11-13,1121.6
2017-11-14,1147.35
2017-11-15,1180.6
2017-11-16,1194.5
2017-11-17,1225.95
2017-11-20,1259.1
2017-11-21,1300.3
2017-11-22,1291.9
2017-11-23,1305.1
2017-11-24,1297.25
2017-11-27,1312.7
2017-11-28,1361.9
2017-11-29,1394.65
2017-11-30,1407.45
2017-12-01,1468.3
2017-12-04,1454.8
2017-12-05,1417.2
2017-12-06,1398.6
2017-12-07,1411.9
2017-12-08,1378.05
2017-12-11,1358.85
2017-12-12,1291.0
2017-12-13,1297.25
2017-12-14,1278.5
2017-12-15,1292.1
2017-12-18,1349.4
2017-12-19,1395.3
2017-12-20,1386.15
2017-12-21,1400.45
2017-12-22,1396.2
2017-12-26,1381.35
2017-12-27,1381.0
2017-12-28,1375.75
2017-12-29,1362.2
