Date,SOBHA
2017-01-02,252.15
2017-01-03,256.7
2017-01-04,260.4
2017-01-05,263.15
2017-01-06,266.5
2017-01-09,264.45
2017-01-10,264.95
2017-01-11,260.5
2017-01-12,259.95
2017-01-13,263.25
2017-01-16,263.1
2017-01-17,261.45
2017-01-18,263.3
2017-01-19,262.25
2017-01-20,259.5
2017-01-23,258.55
2017-01-24,260.05
2017-01-25,258.65
2017-01-27,259.25
2017-01-30,258.45
2017-01-31,260.35
2017-02-01,268.45
2017-02-02,269.15
2017-02-03,270.85
2017-02-06,274.0
2017-02-07,275.9
2017-02-08,276.4
2017-02-09,277.7
2017-02-10,280.4
2017-02-13,281.6
2017-02-14,285.05
2017-02-15,285.3
2017-02-16,286.6
2017-02-17,283.95
2017-02-20,287.25
2017-02-21,289.55
2017-02-22,291.05
2017-02-23,289.7
2017-02-27,291.55
2017-02-28,291.0
2017-03-01,336.4
2017-03-02,318.6
2017-03-03,321.6
2017-03-06,319.25
2017-03-07,326.25
2017-03-08,317.1
2017-03-09,306.35
2017-03-10,300.3
2017-03-14,306.7
2017-03-15,311.45
2017-03-16,316.8
2017-03-17,320.25
2017-03-20,315.2
2017-03-21,316.8
2017-03-22,339.9
2017-03-23,363.15
2017-03-24,357.95
2017-03-27,363.1
2017-03-28,358.6
2017-03-29,359.05
2017-03-30,353.95
2017-03-31,343.5
2017-04-03,343.2
2017-04-05,399.9
2017-04-06,398.5
2017-04-07,398.85
2017-04-10,374.7
2017-04-11,371.35
2017-04-12,362.1
2017-04-13,375.85
2017-04-17,386.25
2017-04-18,374.5
2017-04-19,364.0
2017-04-20,391.75
2017-04-21,399.55
2017-04-24,392.05
2017-04-25,390.6
2017-04-26,385.35
2017-04-27,374.35
2017-04-28,370.55
2017-05-02,395.4
2017-05-03,419.1
2017-05-04,412.3
2017-05-05,407.95
2017-05-08,410.95
2017-05-09,409.8
2017-05-10,409.8
2017-05-11,402.9
2017-05-12,407.7
2017-05-15,407.6
2017-05-16,411.35
2017-05-17,425.8
2017-05-18,410.65
2017-05-19,400.5
2017-05-22,391.4
2017-05-23,388.5
2017-05-24,372.3
2017-05-25,385.9
2017-05-26,392.55
2017-05-29,379.85
2017-05-30,378.4
2017-05-31,371.4
2017-06-01,374.25
2017-06-02,381.35
2017-06-05,389.1
2017-06-06,391.5
2017-06-07,392.6
2017-06-08,388.55
2017-06-09,390.9
2017-06-12,381.1
2017-06-13,375.0
2017-06-14,378.45
2017-06-15,378.8
2017-06-16,387.7
2017-06-19,380.35
2017-06-20,380.05
2017-06-21,392.3
2017-06-22,387.8
2017-06-23,381.6
2017-06-27,373.6
2017-06-28,366.1
2017-06-29,374.9
2017-06-30,368.4
2017-07-03,376.25
2017-07-04,379.85
2017-07-05,381.9
2017-07-06,395.85
2017-07-07,396.9
2017-07-10,394.95
2017-07-11,390.7
2017-07-12,405.9
2017-07-13,408.35
2017-07-14,405.05
2017-07-17,405.0
2017-07-18,400.15
2017-07-19,407.6
2017-07-20,404.4
2017-07-21,397.45
2017-07-24,398.85
2017-07-25,398.05
2017-07-26,395.55
2017-07-27,397.75
2017-07-28,396.55
2017-07-31,399.3
2017-08-01,394.75
2017-08-02,388.95
2017-08-03,385.2
2017-08-04,386.35
2017-08-07,384.2
2017-08-08,378.4
2017-08-09,373.4
2017-08-10,360.15
2017-08-11,370.8
2017-08-14,380.15
2017-08-16,394.65
2017-08-17,392.45
2017-08-18,386.3
2017-08-21,392.3
2017-08-22,387.55
2017-08-23,391.7
2017-08-24,387.0
2017-08-28,384.7
2017-08-29,376.75
2017-08-30,384.8
2017-08-31,393.4
2017-09-01,387.4
2017-09-04,389.15
2017-09-05,400.6
2017-09-06,400.4
2017-09-07,409.5
2017-09-08,410.4
2017-09-11,405.05
2017-09-12,404.35
2017-09-13,400.4
2017-09-14,401.7
2017-09-15,402.6
2017-09-18,411.6
2017-09-19,416.1
2017-09-20,411.45
2017-09-21,408.75
2017-09-22,392.75
2017-09-25,391.3
2017-09-26,390.9
2017-09-27,386.95
2017-09-28,385.7
2017-09-29,388.85
2017-10-03,395.5
2017-10-04,392.65
2017-10-05,393.65
2017-10-06,391.85
2017-10-09,460.0
2017-10-10,437.45
2017-10-11,420.5
2017-10-12,425.25
2017-10-13,464.25
2017-10-16,469.55
2017-10-17,464.0
2017-10-18,466.75
2017-10-19,473.15
2017-10-23,514.15
2017-10-24,535.5
2017-10-25,535.95
2017-10-26,516.5
2017-10-27,519.3
2017-10-30,519.4
2017-10-31,508.95
2017-11-01,513.95
2017-11-02,514.0
2017-11-03,498.45
2017-11-06,492.95
2017-11-07,484.5
2017-11-08,472.35
2017-11-09,481.05
2017-11-10,514.55
2017-11-13,500.2
2017-11-14,512.2
2017-11-15,515.85
2017-11-16,520.45
2017-11-17,527.25
2017-11-20,529.45
2017-11-21,528.5
2017-11-22,535.45
2017-11-23,528.2
2017-11-24,532.9
2017-11-27,529.25
2017-11-28,535.85
2017-11-29,590.3
2017-11-30,624.75
2017-12-01,589.25
2017-12-04,592.65
2017-12-05,570.35
2017-12-06,574.0
2017-12-07,585.0
2017-12-08,583.6
2017-12-11,578.9
2017-12-12,569.95
2017-12-13,550.55
2017-12-14,542.85
2017-12-15,574.45
2017-12-18,593.9
2017-12-19,602.8
2017-12-20,604.95
2017-12-21,600.95
2017-12-22,610.45
2017-12-26,616.85
2017-12-27,609.15
2017-12-28,627.85
2017-12-29,619.0
