Date,ALEMBICLTD
2017-01-02,37.5
2017-01-03,37.25
2017-01-04,36.75
2017-01-05,37.65
2017-01-06,36.6
2017-01-09,36.05
2017-01-10,36.9
2017-01-11,37.15
2017-01-12,36.9
2017-01-13,36.2
2017-01-16,36.8
2017-01-17,37.3
2017-01-18,37.35
2017-01-19,37.65
2017-01-20,36.4
2017-01-23,36.4
2017-01-24,35.95
2017-01-25,35.7
2017-01-27,35.85
2017-01-30,35.95
2017-01-31,35.65
2017-02-01,35.6
2017-02-02,35.95
2017-02-03,35.7
2017-02-06,36.65
2017-02-07,37.6
2017-02-08,38.05
2017-02-09,37.75
2017-02-10,40.65
2017-02-13,38.65
2017-02-14,38.9
2017-02-15,37.25
2017-02-16,37.65
2017-02-17,38.55
2017-02-20,39.3
2017-02-21,39.1
2017-02-22,39.65
2017-02-23,38.8
2017-02-27,39.2
2017-02-28,39.45
2017-03-01,39.2
2017-03-02,37.95
2017-03-03,37.3
2017-03-06,37.8
2017-03-07,38.0
2017-03-08,37.9
2017-03-09,36.95
2017-03-10,37.2
2017-03-14,36.25
2017-03-15,35.85
2017-03-16,36.95
2017-03-17,36.85
2017-03-20,36.85
2017-03-21,36.65
2017-03-22,36.6
2017-03-23,36.35
2017-03-24,36.1
2017-03-27,35.95
2017-03-28,36.65
2017-03-29,36.3
2017-03-30,36.55
2017-03-31,36.65
2017-04-03,37.8
2017-04-05,40.25
2017-04-06,39.9
2017-04-07,39.25
2017-04-10,39.35
2017-04-11,41.9
2017-04-12,45.7
2017-04-13,47.2
2017-04-17,46.3
2017-04-18,44.65
2017-04-19,43.75
2017-04-20,47.35
2017-04-21,48.7
2017-04-24,50.85
2017-04-25,49.6
2017-04-26,48.35
2017-04-27,49.0
2017-04-28,48.0
2017-05-02,47.95
2017-05-03,48.7
2017-05-04,48.85
2017-05-05,47.15
2017-05-08,48.2
2017-05-09,47.65
2017-05-10,48.3
2017-05-11,46.85
2017-05-12,45.95
2017-05-15,45.1
2017-05-16,46.75
2017-05-17,45.7
2017-05-18,43.8
2017-05-19,44.6
2017-05-22,43.85
2017-05-23,42.8
2017-05-24,40.7
2017-05-25,42.35
2017-05-26,42.5
2017-05-29,40.55
2017-05-30,40.35
2017-05-31,41.3
2017-06-01,41.85
2017-06-02,43.0
2017-06-05,42.9
2017-06-06,42.05
2017-06-07,42.8
2017-06-08,42.4
2017-06-09,42.1
2017-06-12,41.5
2017-06-13,41.15
2017-06-14,40.5
2017-06-15,40.75
2017-06-16,40.5
2017-06-19,40.2
2017-06-20,40.2
2017-06-21,39.9
2017-06-22,39.5
2017-06-23,37.8
2017-06-27,37.85
2017-06-28,38.35
2017-06-29,38.6
2017-06-30,39.35
2017-07-03,39.1
2017-07-04,39.85
2017-07-05,39.3
2017-07-06,39.3
2017-07-07,41.85
2017-07-10,41.9
2017-07-11,42.5
2017-07-12,42.15
2017-07-13,41.3
2017-07-14,40.55
2017-07-17,40.0
2017-07-18,39.85
2017-07-19,40.0
2017-07-20,40.35
2017-07-21,40.05
2017-07-24,43.45
2017-07-25,42.9
2017-07-26,43.2
2017-07-27,42.1
2017-07-28,41.55
2017-07-31,40.95
2017-08-01,40.95
2017-08-02,40.9
2017-08-03,40.6
2017-08-04,39.95
2017-08-07,39.8
2017-08-08,38.95
2017-08-09,38.95
2017-08-10,37.2
2017-08-11,35.65
2017-08-14,37.3
2017-08-16,37.7
2017-08-17,38.0
2017-08-18,37.2
2017-08-21,37.35
2017-08-22,37.5
2017-08-23,37.3
2017-08-24,40.15
2017-08-28,40.95
2017-08-29,40.15
2017-08-30,40.15
2017-08-31,40.2
2017-09-01,40.0
2017-09-04,39.35
2017-09-05,39.8
2017-09-06,40.0
2017-09-07,39.5
2017-09-08,38.8
2017-09-11,38.8
2017-09-12,38.55
2017-09-13,38.7
2017-09-14,38.95
2017-09-15,38.4
2017-09-18,38.7
2017-09-19,38.75
2017-09-20,38.5
2017-09-21,43.1
2017-09-22,40.2
2017-09-25,38.7
2017-09-26,38.8
2017-09-27,38.1
2017-09-28,38.05
2017-09-29,38.55
2017-10-03,38.3
2017-10-04,39.05
2017-10-05,39.15
2017-10-06,39.9
2017-10-09,38.9
2017-10-10,39.05
2017-10-11,39.3
2017-10-12,39.1
2017-10-13,38.65
2017-10-16,38.6
2017-10-17,38.6
2017-10-18,38.85
2017-10-19,39.0
2017-10-23,39.05
2017-10-24,39.05
2017-10-25,38.75
2017-10-26,38.45
2017-10-27,39.05
2017-10-30,40.25
2017-10-31,39.3
2017-11-01,41.95
2017-11-02,42.25
2017-11-03,42.85
2017-11-06,42.45
2017-11-07,40.95
2017-11-08,40.35
2017-11-09,40.05
2017-11-10,39.55
2017-11-13,39.1
2017-11-14,39.35
2017-11-15,38.95
2017-11-16,39.0
2017-11-17,39.3
2017-11-20,39.35
2017-11-21,39.45
2017-11-22,39.1
2017-11-23,39.25
2017-11-24,39.35
2017-11-27,39.55
2017-11-28,41.05
2017-11-29,43.8
2017-11-30,42.65
2017-12-01,42.05
2017-12-04,40.7
2017-12-05,40.2
2017-12-06,40.45
2017-12-07,41.1
2017-12-08,43.75
2017-12-11,44.4
2017-12-12,44.75
2017-12-13,42.35
2017-12-14,41.9
2017-12-15,42.9
2017-12-18,43.55
2017-12-19,48.0
2017-12-20,47.15
2017-12-21,53.5
2017-12-22,55.6
2017-12-26,55.85
2017-12-27,56.55
2017-12-28,60.85
2017-12-29,57.75
