Date,CIPLA
2017-01-02,566.0
2017-01-03,573.65
2017-01-04,568.25
2017-01-05,579.85
2017-01-06,582.85
2017-01-09,576.7
2017-01-10,574.9
2017-01-11,576.95
2017-01-12,586.25
2017-01-13,583.4
2017-01-16,588.8
2017-01-17,587.25
2017-01-18,580.8
2017-01-19,580.35
2017-01-20,577.6
2017-01-23,575.75
2017-01-24,579.9
2017-01-25,585.65
2017-01-27,580.15
2017-01-30,582.25
2017-01-31,575.35
2017-02-01,572.15
2017-02-02,584.35
2017-02-03,607.9
2017-02-06,601.6
2017-02-07,597.55
2017-02-08,603.2
2017-02-09,587.65
2017-02-10,579.95
2017-02-13,582.65
2017-02-14,576.05
2017-02-15,574.25
2017-02-16,584.6
2017-02-17,593.25
2017-02-20,592.75
2017-02-21,593.1
2017-02-22,589.25
2017-02-23,592.4
2017-02-27,585.25
2017-02-28,583.7
2017-03-01,586.3
2017-03-02,589.25
2017-03-03,588.6
2017-03-06,590.1
2017-03-07,588.05
2017-03-08,591.85
2017-03-09,589.2
2017-03-10,589.1
2017-03-14,600.2
2017-03-15,600.2
2017-03-16,601.4
2017-03-17,597.3
2017-03-20,596.3
2017-03-21,591.85
2017-03-22,595.2
2017-03-23,596.25
2017-03-24,593.95
2017-03-27,592.1
2017-03-28,594.15
2017-03-29,593.15
2017-03-30,598.35
2017-03-31,592.95
2017-04-03,592.65
2017-04-05,593.05
2017-04-06,590.3
2017-04-07,590.0
2017-04-10,589.65
2017-04-11,580.05
2017-04-12,579.4
2017-04-13,577.25
2017-04-17,576.5
2017-04-18,575.8
2017-04-19,575.4
2017-04-20,574.05
2017-04-21,564.45
2017-04-24,557.05
2017-04-25,552.95
2017-04-26,556.75
2017-04-27,561.7
2017-04-28,557.45
2017-05-02,555.35
2017-05-03,556.05
2017-05-04,549.95
2017-05-05,549.95
2017-05-08,551.55
2017-05-09,552.95
2017-05-10,561.05
2017-05-11,561.95
2017-05-12,567.95
2017-05-15,569.0
2017-05-16,565.6
2017-05-17,562.35
2017-05-18,560.1
2017-05-19,564.95
2017-05-22,563.1
2017-05-23,533.2
2017-05-24,519.65
2017-05-25,504.0
2017-05-26,488.9
2017-05-29,505.35
2017-05-30,510.5
2017-05-31,516.35
2017-06-01,515.55
2017-06-02,530.05
2017-06-05,534.8
2017-06-06,534.65
2017-06-07,540.2
2017-06-08,550.15
2017-06-09,551.1
2017-06-12,553.35
2017-06-13,551.55
2017-06-14,539.9
2017-06-15,549.45
2017-06-16,536.75
2017-06-19,539.75
2017-06-20,547.85
2017-06-21,541.0
2017-06-22,540.15
2017-06-23,541.15
2017-06-27,534.65
2017-06-28,536.85
2017-06-29,543.75
2017-06-30,555.6
2017-07-03,551.85
2017-07-04,545.05
2017-07-05,545.9
2017-07-06,542.85
2017-07-07,547.15
2017-07-10,549.2
2017-07-11,538.45
2017-07-12,539.95
2017-07-13,543.65
2017-07-14,548.05
2017-07-17,556.5
2017-07-18,559.75
2017-07-19,568.25
2017-07-20,571.9
2017-07-21,566.2
2017-07-24,569.75
2017-07-25,564.4
2017-07-26,575.45
2017-07-27,568.7
2017-07-28,566.1
2017-07-31,560.1
2017-08-01,562.45
2017-08-02,568.55
2017-08-03,557.15
2017-08-04,568.7
2017-08-07,566.5
2017-08-08,578.6
2017-08-09,561.85
2017-08-10,548.2
2017-08-11,541.4
2017-08-14,570.05
2017-08-16,590.45
2017-08-17,573.2
2017-08-18,565.3
2017-08-21,561.75
2017-08-22,559.25
2017-08-23,559.15
2017-08-24,574.05
2017-08-28,574.1
2017-08-29,568.9
2017-08-30,566.35
2017-08-31,571.9
2017-09-01,568.4
2017-09-04,561.7
2017-09-05,559.6
2017-09-06,558.3
2017-09-07,554.2
2017-09-08,552.0
2017-09-11,553.85
2017-09-12,560.5
2017-09-13,554.4
2017-09-14,565.95
2017-09-15,561.4
2017-09-18,570.7
2017-09-19,573.4
2017-09-20,569.7
2017-09-21,591.9
2017-09-22,585.35
2017-09-25,577.2
2017-09-26,579.0
2017-09-27,570.1
2017-09-28,582.65
2017-09-29,586.1
2017-10-03,578.9
2017-10-04,581.05
2017-10-05,585.35
2017-10-06,585.4
2017-10-09,585.55
2017-10-10,590.15
2017-10-11,586.15
2017-10-12,589.65
2017-10-13,592.85
2017-10-16,606.75
2017-10-17,632.1
2017-10-18,611.0
2017-10-19,607.8
2017-10-23,592.9
2017-10-24,595.05
2017-10-25,592.65
2017-10-26,611.5
2017-10-27,625.05
2017-10-30,626.05
2017-10-31,627.6
2017-11-01,626.75
2017-11-02,636.0
2017-11-03,640.1
2017-11-06,654.8
2017-11-07,607.55
2017-11-08,622.6
2017-11-09,614.55
2017-11-10,609.3
2017-11-13,602.1
2017-11-14,602.45
2017-11-15,593.65
2017-11-16,592.85
2017-11-17,608.55
2017-11-20,604.25
2017-11-21,616.1
2017-11-22,619.25
2017-11-23,617.6
2017-11-24,615.7
2017-11-27,614.8
2017-11-28,611.8
2017-11-29,607.9
2017-11-30,600.9
2017-12-01,598.1
2017-12-04,596.7
2017-12-05,596.45
2017-12-06,596.45
2017-12-07,593.45
2017-12-08,603.1
2017-12-11,603.65
2017-12-12,591.65
2017-12-13,578.15
2017-12-14,590.45
2017-12-15,576.45
2017-12-18,591.65
2017-12-19,603.9
2017-12-20,600.65
2017-12-21,599.8
2017-12-22,601.2
2017-12-26,611.75
2017-12-27,612.65
2017-12-28,606.05
2017-12-29,608.5
