Date,AMRUTANJAN
2017-01-02,537.4
2017-01-03,540.3
2017-01-04,539.5
2017-01-05,550.05
2017-01-06,554.6
2017-01-09,552.8
2017-01-10,616.05
2017-01-11,604.25
2017-01-12,589.35
2017-01-13,594.5
2017-01-16,616.35
2017-01-17,606.65
2017-01-18,594.35
2017-01-19,640.55
2017-01-20,622.3
2017-01-23,619.75
2017-01-24,611.7
2017-01-25,605.65
2017-01-27,607.3
2017-01-30,605.05
2017-01-31,597.9
2017-02-01,605.35
2017-02-02,612.6
2017-02-03,605.55
2017-02-06,635.1
2017-02-07,617.5
2017-02-08,606.25
2017-02-09,608.05
2017-02-10,595.8
2017-02-13,584.0
2017-02-14,577.1
2017-02-15,565.0
2017-02-16,573.2
2017-02-17,569.5
2017-02-20,568.2
2017-02-21,573.45
2017-02-22,582.7
2017-02-23,578.95
2017-02-27,575.35
2017-02-28,574.45
2017-03-01,571.1
2017-03-02,574.6
2017-03-03,571.1
2017-03-06,569.85
2017-03-07,569.55
2017-03-08,568.3
2017-03-09,564.8
2017-03-10,551.05
2017-03-14,549.85
2017-03-15,537.8
2017-03-16,537.25
2017-03-17,540.25
2017-03-20,547.05
2017-03-21,561.3
2017-03-22,549.75
2017-03-23,559.15
2017-03-24,561.35
2017-03-27,580.2
2017-03-28,580.55
2017-03-29,579.15
2017-03-30,590.2
2017-03-31,590.9
2017-04-03,616.05
2017-04-05,625.85
2017-04-06,627.75
2017-04-07,623.55
2017-04-10,612.9
2017-04-11,631.8
2017-04-12,632.8
2017-04-13,638.15
2017-04-17,698.7
2017-04-18,677.6
2017-04-19,690.1
2017-04-20,673.45
2017-04-21,678.15
2017-04-24,693.45
2017-04-25,714.65
2017-04-26,700.0
2017-04-27,699.4
2017-04-28,699.95
2017-05-02,701.3
2017-05-03,711.15
2017-05-04,709.1
2017-05-05,704.0
2017-05-08,704.25
2017-05-09,725.65
2017-05-10,738.95
2017-05-11,770.5
2017-05-12,759.25
2017-05-15,772.7
2017-05-16,767.9
2017-05-17,720.8
2017-05-18,694.4
2017-05-19,712.85
2017-05-22,728.6
2017-05-23,708.45
2017-05-24,687.5
2017-05-25,694.85
2017-05-26,695.5
2017-05-29,689.7
2017-05-30,685.45
2017-05-31,682.05
2017-06-01,682.75
2017-06-02,678.7
2017-06-05,686.2
2017-06-06,680.45
2017-06-07,691.75
2017-06-08,692.05
2017-06-09,697.1
2017-06-12,695.6
2017-06-13,693.0
2017-06-14,694.55
2017-06-15,694.05
2017-06-16,695.7
2017-06-19,695.0
2017-06-20,695.05
2017-06-21,695.5
2017-06-22,694.25
2017-06-23,695.0
2017-06-27,683.75
2017-06-28,678.35
2017-06-29,679.35
2017-06-30,678.0
2017-07-03,693.95
2017-07-04,682.1
2017-07-05,680.15
2017-07-06,680.25
2017-07-07,679.7
2017-07-10,684.7
2017-07-11,682.05
2017-07-12,678.3
2017-07-13,671.8
2017-07-14,665.7
2017-07-17,665.35
2017-07-18,660.4
2017-07-19,661.25
2017-07-20,660.55
2017-07-21,654.85
2017-07-24,650.35
2017-07-25,663.55
2017-07-26,652.0
2017-07-27,644.85
2017-07-28,640.5
2017-07-31,641.15
2017-08-01,638.1
2017-08-02,625.25
2017-08-03,639.05
2017-08-04,630.95
2017-08-07,626.7
2017-08-08,622.5
2017-08-09,608.85
2017-08-10,594.5
2017-08-11,590.75
2017-08-14,603.4
2017-08-16,614.7
2017-08-17,608.0
2017-08-18,595.2
2017-08-21,583.4
2017-08-22,580.45
2017-08-23,588.9
2017-08-24,595.6
2017-08-28,600.0
2017-08-29,597.55
2017-08-30,596.65
2017-08-31,597.1
2017-09-01,618.85
2017-09-04,619.7
2017-09-05,624.3
2017-09-06,613.65
2017-09-07,619.75
2017-09-08,623.55
2017-09-11,629.9
2017-09-12,629.65
2017-09-13,613.85
2017-09-14,609.9
2017-09-15,601.75
2017-09-18,599.1
2017-09-19,610.95
2017-09-20,616.05
2017-09-21,607.65
2017-09-22,580.95
2017-09-25,585.65
2017-09-26,582.6
2017-09-27,581.25
2017-09-28,581.95
2017-09-29,584.25
2017-10-03,576.4
2017-10-04,577.7
2017-10-05,587.4
2017-10-06,587.0
2017-10-09,593.3
2017-10-10,586.45
2017-10-11,581.05
2017-10-12,583.25
2017-10-13,578.05
2017-10-16,578.3
2017-10-17,574.5
2017-10-18,577.5
2017-10-19,586.7
2017-10-23,579.6
2017-10-24,581.05
2017-10-25,576.6
2017-10-26,566.85
2017-10-27,581.15
2017-10-30,590.0
2017-10-31,583.2
2017-11-01,590.55
2017-11-02,593.8
2017-11-03,620.6
2017-11-06,647.85
2017-11-07,625.65
2017-11-08,632.1
2017-11-09,632.75
2017-11-10,623.35
2017-11-13,607.2
2017-11-14,606.75
2017-11-15,599.4
2017-11-16,600.05
2017-11-17,614.65
2017-11-20,612.7
2017-11-21,620.45
2017-11-22,635.6
2017-11-23,624.6
2017-11-24,625.25
2017-11-27,634.05
2017-11-28,626.8
2017-11-29,625.85
2017-11-30,616.55
2017-12-01,611.05
2017-12-04,603.1
2017-12-05,599.45
2017-12-06,588.25
2017-12-07,587.2
2017-12-08,595.65
2017-12-11,600.35
2017-12-12,600.1
2017-12-13,598.0
2017-12-14,585.4
2017-12-15,590.0
2017-12-18,587.95
2017-12-19,598.5
2017-12-20,592.35
2017-12-21,584.05
2017-12-22,651.8
2017-12-26,679.85
2017-12-27,665.95
2017-12-28,648.95
2017-12-29,649.2
