Date,ADANIENT
2017-01-02,76.95
2017-01-03,76.55
2017-01-04,77.8
2017-01-05,79.15
2017-01-06,78.65
2017-01-09,78.75
2017-01-10,80.2
2017-01-11,80.85
2017-01-12,80.15
2017-01-13,78.5
2017-01-16,79.8
2017-01-17,78.95
2017-01-18,79.2
2017-01-19,80.6
2017-01-20,77.5
2017-01-23,78.2
2017-01-24,79.65
2017-01-25,80.0
2017-01-27,92.6
2017-01-30,92.35
2017-01-31,87.15
2017-02-01,90.85
2017-02-02,93.95
2017-02-03,94.55
2017-02-06,97.2
2017-02-07,91.85
2017-02-08,92.1
2017-02-09,93.65
2017-02-10,92.85
2017-02-13,91.7
2017-02-14,90.75
2017-02-15,92.25
2017-02-16,94.3
2017-02-17,93.8
2017-02-20,97.4
2017-02-21,97.45
2017-02-22,94.55
2017-02-23,96.6
2017-02-27,96.05
2017-02-28,98.5
2017-03-01,98.0
2017-03-02,93.6
2017-03-03,94.7
2017-03-06,95.4
2017-03-07,97.85
2017-03-08,94.65
2017-03-09,93.6
2017-03-10,94.05
2017-03-14,97.55
2017-03-15,101.2
2017-03-16,102.75
2017-03-17,103.7
2017-03-20,103.3
2017-03-21,103.6
2017-03-22,101.75
2017-03-23,104.55
2017-03-24,105.75
2017-03-27,103.85
2017-03-28,104.55
2017-03-29,104.45
2017-03-30,105.8
2017-03-31,108.55
2017-04-03,111.8
2017-04-05,114.6
2017-04-06,115.75
2017-04-07,117.4
2017-04-10,120.1
2017-04-11,121.3
2017-04-12,114.35
2017-04-13,116.85
2017-04-17,123.35
2017-04-18,144.9
2017-04-19,145.15
2017-04-20,146.25
2017-04-21,145.95
2017-04-24,150.05
2017-04-25,149.95
2017-04-26,118.55
2017-04-27,114.15
2017-04-28,108.95
2017-05-02,112.75
2017-05-03,112.65
2017-05-04,113.4
2017-05-05,113.7
2017-05-08,114.55
2017-05-09,118.2
2017-05-10,122.8
2017-05-11,120.15
2017-05-12,121.55
2017-05-15,121.9
2017-05-16,122.8
2017-05-17,121.5
2017-05-18,120.35
2017-05-19,121.9
2017-05-22,121.35
2017-05-23,113.15
2017-05-24,113.6
2017-05-25,116.25
2017-05-26,115.95
2017-05-29,111.4
2017-05-30,117.9
2017-05-31,116.8
2017-06-01,116.75
2017-06-02,117.5
2017-06-05,117.5
2017-06-06,128.05
2017-06-07,131.3
2017-06-08,129.8
2017-06-09,132.25
2017-06-12,130.75
2017-06-13,132.4
2017-06-14,131.25
2017-06-15,132.5
2017-06-16,130.9
2017-06-19,131.95
2017-06-20,130.9
2017-06-21,131.85
2017-06-22,130.85
2017-06-23,126.35
2017-06-27,131.0
2017-06-28,134.4
2017-06-29,133.25
2017-06-30,132.6
2017-07-03,136.5
2017-07-04,133.55
2017-07-05,135.25
2017-07-06,135.2
2017-07-07,134.2
2017-07-10,134.85
2017-07-11,133.4
2017-07-12,141.3
2017-07-13,140.8
2017-07-14,139.4
2017-07-17,139.4
2017-07-18,137.85
2017-07-19,139.5
2017-07-20,140.4
2017-07-21,141.2
2017-07-24,140.25
2017-07-25,139.3
2017-07-26,140.75
2017-07-27,138.5
2017-07-28,138.7
2017-07-31,137.9
2017-08-01,140.2
2017-08-02,141.95
2017-08-03,137.75
2017-08-04,138.0
2017-08-07,140.1
2017-08-08,137.35
2017-08-09,124.25
2017-08-10,115.85
2017-08-11,113.7
2017-08-14,116.65
2017-08-16,115.2
2017-08-17,113.4
2017-08-18,112.25
2017-08-21,107.5
2017-08-22,106.3
2017-08-23,110.05
2017-08-24,109.15
2017-08-28,119.2
2017-08-29,118.95
2017-08-30,128.15
2017-08-31,132.55
2017-09-01,136.6
2017-09-04,130.8
2017-09-05,133.1
2017-09-06,130.8
2017-09-07,130.4
2017-09-08,127.6
2017-09-11,130.65
2017-09-12,133.95
2017-09-13,130.75
2017-09-14,131.9
2017-09-15,130.65
2017-09-18,130.85
2017-09-19,131.0
2017-09-20,129.4
2017-09-21,127.7
2017-09-22,121.75
2017-09-25,116.65
2017-09-26,118.6
2017-09-27,114.25
2017-09-28,115.3
2017-09-29,116.3
2017-10-03,111.8
2017-10-04,115.3
2017-10-05,121.6
2017-10-06,123.45
2017-10-09,119.3
2017-10-10,120.25
2017-10-11,118.95
2017-10-12,120.1
2017-10-13,119.85
2017-10-16,117.4
2017-10-17,118.1
2017-10-18,122.6
2017-10-19,125.6
2017-10-23,126.95
2017-10-24,126.3
2017-10-25,127.7
2017-10-26,131.0
2017-10-27,129.95
2017-10-30,134.2
2017-10-31,132.3
2017-11-01,133.1
2017-11-02,133.35
2017-11-03,140.5
2017-11-06,149.7
2017-11-07,148.35
2017-11-08,151.5
2017-11-09,154.4
2017-11-10,156.4
2017-11-13,152.8
2017-11-14,155.35
2017-11-15,147.05
2017-11-16,144.75
2017-11-17,156.6
2017-11-20,160.4
2017-11-21,153.45
2017-11-22,157.8
2017-11-23,152.5
2017-11-24,153.25
2017-11-27,151.25
2017-11-28,148.85
2017-11-29,147.45
2017-11-30,146.6
2017-12-01,142.35
2017-12-04,142.6
2017-12-05,145.75
2017-12-06,142.25
2017-12-07,147.55
2017-12-08,151.05
2017-12-11,153.3
2017-12-12,152.55
2017-12-13,147.5
2017-12-14,148.55
2017-12-15,155.2
2017-12-18,159.95
2017-12-19,160.4
2017-12-20,160.95
2017-12-21,162.6
2017-12-22,162.9
2017-12-26,163.2
2017-12-27,165.95
2017-12-28,165.25
2017-12-29,166.35
