Date,ROLTA
2017-01-02,63.05
2017-01-03,63.7
2017-01-04,62.8
2017-01-05,64.2
2017-01-06,63.3
2017-01-09,63.7
2017-01-10,64.05
2017-01-11,63.8
2017-01-12,63.3
2017-01-13,62.85
2017-01-16,62.95
2017-01-17,62.85
2017-01-18,62.8
2017-01-19,62.9
2017-01-20,64.95
2017-01-23,66.25
2017-01-24,66.8
2017-01-25,67.0
2017-01-27,65.7
2017-01-30,67.2
2017-01-31,65.2
2017-02-01,63.5
2017-02-02,65.25
2017-02-03,64.85
2017-02-06,64.9
2017-02-07,64.55
2017-02-08,64.95
2017-02-09,64.65
2017-02-10,65.1
2017-02-13,64.65
2017-02-14,65.5
2017-02-15,62.95
2017-02-16,63.45
2017-02-17,62.9
2017-02-20,63.15
2017-02-21,63.75
2017-02-22,63.3
2017-02-23,63.05
2017-02-27,62.6
2017-02-28,62.4
2017-03-01,62.8
2017-03-02,61.35
2017-03-03,61.0
2017-03-06,61.25
2017-03-07,60.85
2017-03-08,59.7
2017-03-09,58.95
2017-03-10,58.6
2017-03-14,58.8
2017-03-15,59.0
2017-03-16,59.65
2017-03-17,60.45
2017-03-20,60.6
2017-03-21,58.85
2017-03-22,58.45
2017-03-23,58.9
2017-03-24,59.05
2017-03-27,58.1
2017-03-28,58.1
2017-03-29,57.85
2017-03-30,58.2
2017-03-31,58.05
2017-04-03,60.25
2017-04-05,60.65
2017-04-06,61.35
2017-04-07,60.8
2017-04-10,60.5
2017-04-11,60.6
2017-04-12,59.75
2017-04-13,59.1
2017-04-17,58.8
2017-04-18,59.0
2017-04-19,61.05
2017-04-20,61.75
2017-04-21,62.95
2017-04-24,63.3
2017-04-25,61.9
2017-04-26,60.75
2017-04-27,60.4
2017-04-28,60.65
2017-05-02,60.5
2017-05-03,60.9
2017-05-04,60.35
2017-05-05,59.35
2017-05-08,59.55
2017-05-09,60.45
2017-05-10,60.2
2017-05-11,60.15
2017-05-12,59.5
2017-05-15,59.2
2017-05-16,59.2
2017-05-17,59.15
2017-05-18,57.95
2017-05-19,57.5
2017-05-22,58.2
2017-05-23,56.5
2017-05-24,55.15
2017-05-25,55.2
2017-05-26,56.2
2017-05-29,55.05
2017-05-30,54.85
2017-05-31,54.0
2017-06-01,54.35
2017-06-02,54.2
2017-06-05,53.5
2017-06-06,53.2
2017-06-07,52.25
2017-06-08,52.35
2017-06-09,52.05
2017-06-12,51.5
2017-06-13,52.05
2017-06-14,51.2
2017-06-15,53.35
2017-06-16,55.8
2017-06-19,54.1
2017-06-20,53.65
2017-06-21,54.8
2017-06-22,53.0
2017-06-23,52.2
2017-06-27,51.45
2017-06-28,51.55
2017-06-29,51.65
2017-06-30,51.45
2017-07-03,52.4
2017-07-04,54.3
2017-07-05,54.25
2017-07-06,54.2
2017-07-07,53.3
2017-07-10,61.6
2017-07-11,60.3
2017-07-12,61.0
2017-07-13,60.0
2017-07-14,58.9
2017-07-17,61.55
2017-07-18,60.8
2017-07-19,60.85
2017-07-20,60.15
2017-07-21,59.9
2017-07-24,59.2
2017-07-25,58.5
2017-07-26,58.9
2017-07-27,58.0
2017-07-28,57.35
2017-07-31,58.1
2017-08-01,60.0
2017-08-02,58.35
2017-08-03,57.1
2017-08-04,56.4
2017-08-07,56.5
2017-08-08,55.15
2017-08-09,54.55
2017-08-10,52.5
2017-08-11,51.9
2017-08-14,53.5
2017-08-16,54.75
2017-08-17,55.1
2017-08-18,53.75
2017-08-21,53.15
2017-08-22,52.7
2017-08-23,52.95
2017-08-24,53.1
2017-08-28,53.35
2017-08-29,53.0
2017-08-30,54.25
2017-08-31,55.75
2017-09-01,55.65
2017-09-04,54.55
2017-09-05,54.65
2017-09-06,54.75
2017-09-07,59.85
2017-09-08,59.25
2017-09-11,58.7
2017-09-12,59.45
2017-09-13,58.75
2017-09-14,58.15
2017-09-15,56.85
2017-09-18,57.25
2017-09-19,57.95
2017-09-20,58.05
2017-09-21,58.4
2017-09-22,56.3
2017-09-25,54.85
2017-09-26,54.8
2017-09-27,53.65
2017-09-28,53.45
2017-09-29,52.7
2017-10-03,52.3
2017-10-04,53.05
2017-10-05,52.5
2017-10-06,52.95
2017-10-09,54.05
2017-10-10,54.55
2017-10-11,53.35
2017-10-12,54.55
2017-10-13,54.15
2017-10-16,53.15
2017-10-17,53.2
2017-10-18,54.2
2017-10-19,54.05
2017-10-23,54.2
2017-10-24,54.1
2017-10-25,54.3
2017-10-26,54.75
2017-10-27,54.5
2017-10-30,55.65
2017-10-31,56.25
2017-11-01,59.8
2017-11-02,62.25
2017-11-03,63.05
2017-11-06,63.1
2017-11-07,60.05
2017-11-08,60.5
2017-11-09,60.9
2017-11-10,59.65
2017-11-13,56.6
2017-11-14,55.4
2017-11-15,53.05
2017-11-16,54.0
2017-11-17,54.1
2017-11-20,54.65
2017-11-21,54.65
2017-11-22,56.15
2017-11-23,57.35
2017-11-24,58.7
2017-11-27,58.95
2017-11-28,58.0
2017-11-29,56.95
2017-11-30,56.25
2017-12-01,55.15
2017-12-04,54.5
2017-12-05,55.1
2017-12-06,54.8
2017-12-07,55.1
2017-12-08,55.45
2017-12-11,54.9
2017-12-12,56.4
2017-12-13,55.2
2017-12-14,54.35
2017-12-15,54.2
2017-12-18,53.75
2017-12-19,54.25
2017-12-20,54.8
2017-12-21,56.55
2017-12-22,57.6
2017-12-26,61.25
2017-12-27,59.35
2017-12-28,58.9
2017-12-29,59.6
