Date,TRENT
2017-01-02,201.8
2017-01-03,201.0
2017-01-04,199.9
2017-01-05,200.35
2017-01-06,200.0
2017-01-09,200.45
2017-01-10,198.85
2017-01-11,199.05
2017-01-12,196.95
2017-01-13,214.0
2017-01-16,213.05
2017-01-17,211.6
2017-01-18,212.0
2017-01-19,210.7
2017-01-20,206.75
2017-01-23,210.05
2017-01-24,245.9
2017-01-25,254.1
2017-01-27,243.95
2017-01-30,242.4
2017-01-31,238.75
2017-02-01,239.35
2017-02-02,251.5
2017-02-03,251.1
2017-02-06,245.0
2017-02-07,257.4
2017-02-08,261.6
2017-02-09,256.95
2017-02-10,250.15
2017-02-13,251.85
2017-02-14,250.2
2017-02-15,247.8
2017-02-16,247.0
2017-02-17,246.1
2017-02-20,253.85
2017-02-21,249.85
2017-02-22,248.85
2017-02-23,246.65
2017-02-27,246.65
2017-02-28,244.6
2017-03-01,246.1
2017-03-02,238.15
2017-03-03,241.75
2017-03-06,242.2
2017-03-07,246.9
2017-03-08,242.4
2017-03-09,240.95
2017-03-10,239.7
2017-03-14,243.1
2017-03-15,241.3
2017-03-16,243.45
2017-03-17,248.3
2017-03-20,251.95
2017-03-21,247.6
2017-03-22,244.25
2017-03-23,242.9
2017-03-24,241.1
2017-03-27,240.25
2017-03-28,246.3
2017-03-29,249.0
2017-03-30,256.15
2017-03-31,266.7
2017-04-03,271.9
2017-04-05,271.7
2017-04-06,268.9
2017-04-07,267.75
2017-04-10,271.1
2017-04-11,269.35
2017-04-12,265.35
2017-04-13,269.45
2017-04-17,264.95
2017-04-18,262.95
2017-04-19,263.65
2017-04-20,261.85
2017-04-21,263.8
2017-04-24,259.6
2017-04-25,257.8
2017-04-26,257.25
2017-04-27,254.45
2017-04-28,251.4
2017-05-02,249.75
2017-05-03,251.65
2017-05-04,253.95
2017-05-05,257.5
2017-05-08,255.55
2017-05-09,255.2
2017-05-10,254.15
2017-05-11,257.1
2017-05-12,253.75
2017-05-15,252.8
2017-05-16,250.9
2017-05-17,250.5
2017-05-18,247.6
2017-05-19,243.9
2017-05-22,247.9
2017-05-23,245.5
2017-05-24,239.35
2017-05-25,243.0
2017-05-26,247.25
2017-05-29,247.65
2017-05-30,243.75
2017-05-31,244.15
2017-06-01,244.2
2017-06-02,247.9
2017-06-05,251.85
2017-06-06,249.75
2017-06-07,251.5
2017-06-08,248.1
2017-06-09,249.75
2017-06-12,254.2
2017-06-13,255.4
2017-06-14,253.8
2017-06-15,250.4
2017-06-16,247.65
2017-06-19,246.1
2017-06-20,246.75
2017-06-21,243.3
2017-06-22,244.45
2017-06-23,242.15
2017-06-27,235.9
2017-06-28,234.9
2017-06-29,236.85
2017-06-30,237.0
2017-07-03,240.0
2017-07-04,236.75
2017-07-05,236.75
2017-07-06,244.8
2017-07-07,248.4
2017-07-10,247.25
2017-07-11,242.85
2017-07-12,244.05
2017-07-13,248.7
2017-07-14,262.2
2017-07-17,259.5
2017-07-18,253.65
2017-07-19,255.45
2017-07-20,260.4
2017-07-21,258.55
2017-07-24,261.3
2017-07-25,260.4
2017-07-26,255.35
2017-07-27,259.95
2017-07-28,259.25
2017-07-31,267.8
2017-08-01,272.7
2017-08-02,276.1
2017-08-03,277.95
2017-08-04,279.25
2017-08-07,281.75
2017-08-08,277.2
2017-08-09,274.15
2017-08-10,267.3
2017-08-11,266.3
2017-08-14,276.85
2017-08-16,272.3
2017-08-17,271.9
2017-08-18,266.4
2017-08-21,269.65
2017-08-22,280.1
2017-08-23,286.75
2017-08-24,290.4
2017-08-28,297.95
2017-08-29,296.15
2017-08-30,299.75
2017-08-31,297.9
2017-09-01,294.75
2017-09-04,287.8
2017-09-05,299.1
2017-09-06,290.35
2017-09-07,290.05
2017-09-08,290.25
2017-09-11,293.95
2017-09-12,300.85
2017-09-13,292.7
2017-09-14,294.45
2017-09-15,290.0
2017-09-18,290.65
2017-09-19,311.0
2017-09-20,300.0
2017-09-21,303.7
2017-09-22,297.25
2017-09-25,285.15
2017-09-26,292.25
2017-09-27,290.0
2017-09-28,291.1
2017-09-29,295.6
2017-10-03,295.45
2017-10-04,295.4
2017-10-05,296.7
2017-10-06,313.35
2017-10-09,311.2
2017-10-10,311.8
2017-10-11,304.2
2017-10-12,308.65
2017-10-13,315.3
2017-10-16,323.4
2017-10-17,314.0
2017-10-18,316.05
2017-10-19,315.75
2017-10-23,312.6
2017-10-24,312.7
2017-10-25,305.7
2017-10-26,297.1
2017-10-27,292.55
2017-10-30,300.15
2017-10-31,295.65
2017-11-01,298.05
2017-11-02,297.35
2017-11-03,298.75
2017-11-06,299.3
2017-11-07,294.7
2017-11-08,309.05
2017-11-09,309.95
2017-11-10,311.45
2017-11-13,305.15
2017-11-14,305.9
2017-11-15,305.15
2017-11-16,315.6
2017-11-17,318.65
2017-11-20,313.7
2017-11-21,336.25
2017-11-22,340.1
2017-11-23,345.25
2017-11-24,343.15
2017-11-27,350.8
2017-11-28,351.25
2017-11-29,338.85
2017-11-30,342.45
2017-12-01,328.35
2017-12-04,327.35
2017-12-05,333.85
2017-12-06,334.25
2017-12-07,337.55
2017-12-08,335.6
2017-12-11,331.05
2017-12-12,327.65
2017-12-13,327.0
2017-12-14,326.9
2017-12-15,329.75
2017-12-18,326.4
2017-12-19,326.35
2017-12-20,326.55
2017-12-21,329.8
2017-12-22,332.75
2017-12-26,329.3
2017-12-27,328.5
2017-12-28,329.15
2017-12-29,337.15
