Date,INDHOTEL
2017-01-02,98.35
2017-01-03,97.15
2017-01-04,96.7
2017-01-05,95.0
2017-01-06,95.75
2017-01-09,97.3
2017-01-10,97.35
2017-01-11,97.75
2017-01-12,100.45
2017-01-13,102.55
2017-01-16,101.9
2017-01-17,102.8
2017-01-18,106.85
2017-01-19,108.5
2017-01-20,107.05
2017-01-23,108.9
2017-01-24,108.9
2017-01-25,109.4
2017-01-27,111.7
2017-01-30,109.95
2017-01-31,108.05
2017-02-01,111.2
2017-02-02,110.2
2017-02-03,109.3
2017-02-06,114.95
2017-02-07,114.05
2017-02-08,115.6
2017-02-09,117.6
2017-02-10,117.6
2017-02-13,115.9
2017-02-14,117.4
2017-02-15,119.15
2017-02-16,120.3
2017-02-17,116.35
2017-02-20,120.3
2017-02-21,124.15
2017-02-22,122.4
2017-02-23,121.95
2017-02-27,120.75
2017-02-28,125.45
2017-03-01,126.0
2017-03-02,123.45
2017-03-03,120.85
2017-03-06,119.5
2017-03-07,122.4
2017-03-08,122.7
2017-03-09,121.05
2017-03-10,121.0
2017-03-14,120.85
2017-03-15,122.0
2017-03-16,121.6
2017-03-17,123.0
2017-03-20,122.4
2017-03-21,122.85
2017-03-22,122.0
2017-03-23,124.35
2017-03-24,123.7
2017-03-27,123.0
2017-03-28,124.7
2017-03-29,125.25
2017-03-30,126.55
2017-03-31,126.9
2017-04-03,127.3
2017-04-05,130.8
2017-04-06,129.85
2017-04-07,130.35
2017-04-10,129.25
2017-04-11,129.25
2017-04-12,128.1
2017-04-13,128.2
2017-04-17,127.8
2017-04-18,128.65
2017-04-19,127.95
2017-04-20,126.55
2017-04-21,126.45
2017-04-24,125.9
2017-04-25,126.6
2017-04-26,126.85
2017-04-27,125.75
2017-04-28,128.35
2017-05-02,129.1
2017-05-03,128.1
2017-05-04,129.1
2017-05-05,128.95
2017-05-08,128.95
2017-05-09,130.1
2017-05-10,132.5
2017-05-11,134.2
2017-05-12,133.1
2017-05-15,137.15
2017-05-16,144.25
2017-05-17,143.35
2017-05-18,138.5
2017-05-19,139.25
2017-05-22,141.1
2017-05-23,136.9
2017-05-24,136.25
2017-05-25,136.85
2017-05-26,137.5
2017-05-29,132.4
2017-05-30,131.75
2017-05-31,137.1
2017-06-01,134.45
2017-06-02,136.2
2017-06-05,136.05
2017-06-06,136.0
2017-06-07,137.45
2017-06-08,136.05
2017-06-09,132.25
2017-06-12,128.85
2017-06-13,127.35
2017-06-14,128.1
2017-06-15,129.3
2017-06-16,127.15
2017-06-19,125.2
2017-06-20,126.2
2017-06-21,129.2
2017-06-22,129.1
2017-06-23,130.75
2017-06-27,129.65
2017-06-28,128.1
2017-06-29,128.7
2017-06-30,133.8
2017-07-03,130.55
2017-07-04,127.0
2017-07-05,127.5
2017-07-06,127.3
2017-07-07,127.25
2017-07-10,127.4
2017-07-11,125.9
2017-07-12,124.95
2017-07-13,125.6
2017-07-14,124.5
2017-07-17,123.35
2017-07-18,123.05
2017-07-19,124.25
2017-07-20,127.4
2017-07-21,126.35
2017-07-24,127.05
2017-07-25,125.55
2017-07-26,124.25
2017-07-27,125.35
2017-07-28,123.3
2017-07-31,124.65
2017-08-01,127.1
2017-08-02,129.3
2017-08-03,126.9
2017-08-04,128.0
2017-08-07,129.05
2017-08-08,129.95
2017-08-09,126.15
2017-08-10,124.75
2017-08-11,122.4
2017-08-14,125.05
2017-08-16,125.95
2017-08-17,126.5
2017-08-18,123.95
2017-08-21,119.9
2017-08-22,111.45
2017-08-23,111.65
2017-08-24,110.9
2017-08-28,112.85
2017-08-29,114.75
2017-08-30,115.0
2017-08-31,118.85
2017-09-01,118.0
2017-09-04,117.95
2017-09-05,120.05
2017-09-06,119.5
2017-09-07,117.25
2017-09-08,115.1
2017-09-11,120.15
2017-09-12,120.45
2017-09-13,118.6
2017-09-14,118.7
2017-09-15,116.0
2017-09-18,115.4
2017-09-19,114.65
2017-09-20,115.1
2017-09-21,114.9
2017-09-22,112.1
2017-09-25,114.05
2017-09-26,119.35
2017-09-27,118.15
2017-09-28,117.9
2017-09-29,116.3
2017-10-03,121.9
2017-10-04,110.4
2017-10-05,108.8
2017-10-06,108.1
2017-10-09,107.7
2017-10-10,105.25
2017-10-11,105.6
2017-10-12,104.3
2017-10-13,105.25
2017-10-16,108.0
2017-10-17,110.05
2017-10-18,113.45
2017-10-19,114.1
2017-10-23,112.8
2017-10-24,111.3
2017-10-25,113.1
2017-10-26,113.05
2017-10-27,112.15
2017-10-30,114.45
2017-10-31,113.25
2017-11-01,114.75
2017-11-02,114.2
2017-11-03,114.5
2017-11-06,114.5
2017-11-07,112.3
2017-11-08,110.25
2017-11-09,111.3
2017-11-10,111.95
2017-11-13,112.95
2017-11-14,112.05
2017-11-15,111.95
2017-11-16,110.95
2017-11-17,111.85
2017-11-20,110.75
2017-11-21,111.0
2017-11-22,110.95
2017-11-23,118.7
2017-11-24,120.75
2017-11-27,122.45
2017-11-28,119.8
2017-11-29,123.5
2017-11-30,123.6
2017-12-01,119.7
2017-12-04,120.45
2017-12-05,123.2
2017-12-06,120.85
2017-12-07,121.85
2017-12-08,120.85
2017-12-11,119.9
2017-12-12,120.65
2017-12-13,120.25
2017-12-14,120.1
2017-12-15,119.85
2017-12-18,120.35
2017-12-19,117.85
2017-12-20,117.85
2017-12-21,119.65
2017-12-22,119.7
2017-12-26,119.75
2017-12-27,118.25
2017-12-28,117.5
2017-12-29,117.8
