Date,DCW
2017-01-02,29.45
2017-01-03,30.95
2017-01-04,31.0
2017-01-05,32.1
2017-01-06,31.2
2017-01-09,31.7
2017-01-10,31.45
2017-01-11,32.0
2017-01-12,33.35
2017-01-13,34.15
2017-01-16,34.15
2017-01-17,36.55
2017-01-18,36.25
2017-01-19,36.85
2017-01-20,35.85
2017-01-23,36.3
2017-01-24,36.2
2017-01-25,35.15
2017-01-27,34.05
2017-01-30,33.15
2017-01-31,32.0
2017-02-01,33.7
2017-02-02,33.45
2017-02-03,32.85
2017-02-06,34.05
2017-02-07,33.35
2017-02-08,33.35
2017-02-09,33.15
2017-02-10,32.95
2017-02-13,32.05
2017-02-14,32.25
2017-02-15,31.1
2017-02-16,31.5
2017-02-17,30.9
2017-02-20,31.1
2017-02-21,31.0
2017-02-22,32.25
2017-02-23,32.6
2017-02-27,32.35
2017-02-28,32.35
2017-03-01,32.5
2017-03-02,31.7
2017-03-03,31.2
2017-03-06,31.6
2017-03-07,31.55
2017-03-08,30.85
2017-03-09,30.75
2017-03-10,30.3
2017-03-14,30.45
2017-03-15,30.3
2017-03-16,31.4
2017-03-17,30.7
2017-03-20,30.6
2017-03-21,31.35
2017-03-22,31.15
2017-03-23,31.5
2017-03-24,31.6
2017-03-27,31.05
2017-03-28,30.7
2017-03-29,31.05
2017-03-30,31.15
2017-03-31,30.6
2017-04-03,33.45
2017-04-05,34.9
2017-04-06,33.8
2017-04-07,34.35
2017-04-10,33.85
2017-04-11,34.05
2017-04-12,33.55
2017-04-13,36.5
2017-04-17,36.95
2017-04-18,35.75
2017-04-19,37.15
2017-04-20,37.95
2017-04-21,37.0
2017-04-24,37.35
2017-04-25,37.45
2017-04-26,36.25
2017-04-27,37.5
2017-04-28,37.0
2017-05-02,37.7
2017-05-03,39.2
2017-05-04,38.55
2017-05-05,37.6
2017-05-08,36.9
2017-05-09,39.55
2017-05-10,38.7
2017-05-11,37.7
2017-05-12,38.0
2017-05-15,38.15
2017-05-16,37.5
2017-05-17,37.55
2017-05-18,36.35
2017-05-19,35.3
2017-05-22,34.65
2017-05-23,33.55
2017-05-24,33.35
2017-05-25,35.95
2017-05-26,37.95
2017-05-29,36.65
2017-05-30,35.6
2017-05-31,36.4
2017-06-01,36.05
2017-06-02,34.8
2017-06-05,35.1
2017-06-06,34.6
2017-06-07,34.7
2017-06-08,34.6
2017-06-09,34.25
2017-06-12,33.9
2017-06-13,36.0
2017-06-14,34.6
2017-06-15,35.35
2017-06-16,36.15
2017-06-19,35.55
2017-06-20,34.3
2017-06-21,34.85
2017-06-22,34.45
2017-06-23,33.7
2017-06-27,33.3
2017-06-28,33.0
2017-06-29,32.95
2017-06-30,32.95
2017-07-03,33.9
2017-07-04,34.65
2017-07-05,36.3
2017-07-06,35.25
2017-07-07,36.15
2017-07-10,35.65
2017-07-11,35.05
2017-07-12,34.85
2017-07-13,35.35
2017-07-14,36.1
2017-07-17,38.45
2017-07-18,39.65
2017-07-19,42.8
2017-07-20,40.5
2017-07-21,39.1
2017-07-24,38.1
2017-07-25,37.7
2017-07-26,37.65
2017-07-27,36.45
2017-07-28,36.45
2017-07-31,35.9
2017-08-01,36.3
2017-08-02,36.3
2017-08-03,34.5
2017-08-04,34.95
2017-08-07,35.75
2017-08-08,34.2
2017-08-09,33.95
2017-08-10,31.55
2017-08-11,32.05
2017-08-14,31.3
2017-08-16,32.9
2017-08-17,33.3
2017-08-18,32.85
2017-08-21,32.55
2017-08-22,31.85
2017-08-23,32.2
2017-08-24,32.0
2017-08-28,32.6
2017-08-29,32.15
2017-08-30,33.0
2017-08-31,33.7
2017-09-01,33.85
2017-09-04,33.65
2017-09-05,34.2
2017-09-06,37.1
2017-09-07,38.25
2017-09-08,39.2
2017-09-11,38.95
2017-09-12,39.9
2017-09-13,39.1
2017-09-14,39.2
2017-09-15,37.9
2017-09-18,39.6
2017-09-19,39.1
2017-09-20,38.25
2017-09-21,37.3
2017-09-22,35.55
2017-09-25,34.6
2017-09-26,35.35
2017-09-27,34.25
2017-09-28,34.0
2017-09-29,34.85
2017-10-03,34.45
2017-10-04,35.55
2017-10-05,37.15
2017-10-06,38.15
2017-10-09,39.0
2017-10-10,40.75
2017-10-11,43.6
2017-10-12,45.5
2017-10-13,43.85
2017-10-16,42.1
2017-10-17,44.75
2017-10-18,47.6
2017-10-19,47.9
2017-10-23,46.45
2017-10-24,46.95
2017-10-25,46.8
2017-10-26,51.9
2017-10-27,52.5
2017-10-30,52.2
2017-10-31,50.45
2017-11-01,50.65
2017-11-02,48.75
2017-11-03,49.8
2017-11-06,51.9
2017-11-07,50.0
2017-11-08,48.2
2017-11-09,49.8
2017-11-10,46.0
2017-11-13,40.15
