Date,MINDTREE
2017-01-02,516.7
2017-01-03,507.9
2017-01-04,526.4
2017-01-05,523.7
2017-01-06,500.2
2017-01-09,495.5
2017-01-10,487.15
2017-01-11,487.3
2017-01-12,491.3
2017-01-13,490.85
2017-01-16,484.95
2017-01-17,484.85
2017-01-18,495.5
2017-01-19,485.1
2017-01-20,475.25
2017-01-23,471.3
2017-01-24,470.25
2017-01-25,461.65
2017-01-27,472.5
2017-01-30,465.55
2017-01-31,450.5
2017-02-01,459.85
2017-02-02,461.0
2017-02-03,459.35
2017-02-06,464.85
2017-02-07,452.8
2017-02-08,450.1
2017-02-09,457.6
2017-02-10,466.65
2017-02-13,468.15
2017-02-14,455.1
2017-02-15,457.65
2017-02-16,468.0
2017-02-17,475.15
2017-02-20,474.4
2017-02-21,474.4
2017-02-22,468.2
2017-02-23,469.9
2017-02-27,471.15
2017-02-28,474.3
2017-03-01,471.95
2017-03-02,460.3
2017-03-03,464.6
2017-03-06,460.25
2017-03-07,478.7
2017-03-08,469.25
2017-03-09,472.65
2017-03-10,474.8
2017-03-14,470.85
2017-03-15,466.55
2017-03-16,469.75
2017-03-17,473.45
2017-03-20,474.1
2017-03-21,474.85
2017-03-22,472.3
2017-03-23,472.2
2017-03-24,469.55
2017-03-27,461.3
2017-03-28,459.95
2017-03-29,456.1
2017-03-30,453.2
2017-03-31,452.95
2017-04-03,457.6
2017-04-05,454.45
2017-04-06,448.6
2017-04-07,446.65
2017-04-10,445.2
2017-04-11,450.85
2017-04-12,448.05
2017-04-13,442.9
2017-04-17,436.2
2017-04-18,440.75
2017-04-19,441.65
2017-04-20,442.6
2017-04-21,449.85
2017-04-24,450.45
2017-04-25,470.55
2017-04-26,478.4
2017-04-27,490.35
2017-04-28,485.3
2017-05-02,485.45
2017-05-03,486.05
2017-05-04,486.6
2017-05-05,495.95
2017-05-08,502.85
2017-05-09,505.1
2017-05-10,500.65
2017-05-11,505.75
2017-05-12,510.6
2017-05-15,509.45
2017-05-16,511.3
2017-05-17,506.35
2017-05-18,492.9
2017-05-19,497.5
2017-05-22,502.35
2017-05-23,501.15
2017-05-24,509.95
2017-05-25,543.9
2017-05-26,535.2
2017-05-29,530.55
2017-05-30,537.4
2017-05-31,543.95
2017-06-01,537.4
2017-06-02,539.9
2017-06-05,557.45
2017-06-06,546.7
2017-06-07,536.9
2017-06-08,543.5
2017-06-09,538.75
2017-06-12,539.8
2017-06-13,531.8
2017-06-14,523.3
2017-06-15,517.85
2017-06-16,514.95
2017-06-19,515.9
2017-06-20,519.75
2017-06-21,519.6
2017-06-22,521.0
2017-06-23,532.0
2017-06-27,526.65
2017-06-28,531.1
2017-06-29,528.7
2017-06-30,529.0
2017-07-03,529.05
2017-07-04,534.4
2017-07-05,541.8
2017-07-06,544.8
2017-07-07,539.15
2017-07-10,529.65
2017-07-11,524.7
2017-07-12,514.3
2017-07-13,513.75
2017-07-14,514.95
2017-07-17,514.0
2017-07-18,508.4
2017-07-19,506.65
2017-07-20,484.3
2017-07-21,484.25
2017-07-24,483.55
2017-07-25,481.85
2017-07-26,480.2
2017-07-27,481.8
2017-07-28,479.5
2017-07-31,477.45
2017-08-01,472.6
2017-08-02,473.3
2017-08-03,465.9
2017-08-04,471.05
2017-08-07,483.2
2017-08-08,473.65
2017-08-09,464.35
2017-08-10,451.3
2017-08-11,457.15
2017-08-14,467.25
2017-08-16,468.0
2017-08-17,475.7
2017-08-18,466.2
2017-08-21,461.4
2017-08-22,453.95
2017-08-23,460.9
2017-08-24,468.2
2017-08-28,478.0
2017-08-29,472.1
2017-08-30,462.1
2017-08-31,461.0
2017-09-01,460.85
2017-09-04,454.9
2017-09-05,455.1
2017-09-06,450.6
2017-09-07,445.25
2017-09-08,442.85
2017-09-11,446.6
2017-09-12,442.5
2017-09-13,444.25
2017-09-14,462.55
2017-09-15,465.05
2017-09-18,472.95
2017-09-19,473.45
2017-09-20,464.3
2017-09-21,462.5
2017-09-22,464.2
2017-09-25,465.05
2017-09-26,471.1
2017-09-27,458.8
2017-09-28,461.9
2017-09-29,464.85
2017-10-03,479.2
2017-10-04,480.2
2017-10-05,478.35
2017-10-06,480.05
2017-10-09,479.65
2017-10-10,490.3
2017-10-11,486.3
2017-10-12,483.35
2017-10-13,484.55
2017-10-16,494.25
2017-10-17,504.35
2017-10-18,502.1
2017-10-19,497.35
2017-10-23,502.95
2017-10-24,502.8
2017-10-25,507.15
2017-10-26,486.5
2017-10-27,476.35
2017-10-30,479.55
2017-10-31,479.65
2017-11-01,474.75
2017-11-02,473.85
2017-11-03,480.95
2017-11-06,486.8
2017-11-07,484.55
2017-11-08,493.35
2017-11-09,493.75
2017-11-10,494.25
2017-11-13,507.6
2017-11-14,497.5
2017-11-15,492.25
2017-11-16,510.8
2017-11-17,516.45
2017-11-20,507.5
2017-11-21,507.9
2017-11-22,519.45
2017-11-23,513.3
2017-11-24,512.45
2017-11-27,550.05
2017-11-28,545.85
2017-11-29,548.7
2017-11-30,539.2
2017-12-01,529.9
2017-12-04,552.75
2017-12-05,539.95
2017-12-06,539.85
2017-12-07,556.9
2017-12-08,546.1
2017-12-11,545.85
2017-12-12,564.45
2017-12-13,564.2
2017-12-14,565.6
2017-12-15,566.55
2017-12-18,575.65
2017-12-19,571.3
2017-12-20,577.45
2017-12-21,576.65
2017-12-22,599.7
2017-12-26,598.45
2017-12-27,611.1
2017-12-28,613.0
2017-12-29,612.4
