Date,NETWORK18
2017-01-02,33.95
2017-01-03,34.55
2017-01-04,35.15
2017-01-05,35.65
2017-01-06,35.1
2017-01-09,35.1
2017-01-10,35.55
2017-01-11,36.05
2017-01-12,37.0
2017-01-13,36.75
2017-01-16,36.55
2017-01-17,35.7
2017-01-18,35.85
2017-01-19,36.25
2017-01-20,35.2
2017-01-23,35.35
2017-01-24,35.6
2017-01-25,35.55
2017-01-27,35.7
2017-01-30,35.75
2017-01-31,35.65
2017-02-01,35.9
2017-02-02,35.55
2017-02-03,37.25
2017-02-06,37.85
2017-02-07,38.3
2017-02-08,37.8
2017-02-09,37.75
2017-02-10,37.75
2017-02-13,37.3
2017-02-14,36.7
2017-02-15,36.1
2017-02-16,36.25
2017-02-17,36.3
2017-02-20,36.65
2017-02-21,37.9
2017-02-22,38.35
2017-02-23,37.95
2017-02-27,37.95
2017-02-28,38.0
2017-03-01,39.45
2017-03-02,37.0
2017-03-03,36.15
2017-03-06,35.85
2017-03-07,35.85
2017-03-08,35.55
2017-03-09,34.9
2017-03-10,34.8
2017-03-14,34.6
2017-03-15,35.6
2017-03-16,36.2
2017-03-17,35.2
2017-03-20,35.75
2017-03-21,36.0
2017-03-22,35.4
2017-03-23,35.15
2017-03-24,35.0
2017-03-27,34.6
2017-03-28,35.0
2017-03-29,34.5
2017-03-30,34.2
2017-03-31,35.5
2017-04-03,40.05
2017-04-05,40.95
2017-04-06,40.4
2017-04-07,39.0
2017-04-10,39.55
2017-04-11,42.45
2017-04-12,42.1
2017-04-13,41.5
2017-04-17,41.2
2017-04-18,40.15
2017-04-19,40.3
2017-04-20,41.55
2017-04-21,45.5
2017-04-24,45.0
2017-04-25,47.05
2017-04-26,45.95
2017-04-27,48.75
2017-04-28,49.3
2017-05-02,47.75
2017-05-03,46.95
2017-05-04,46.55
2017-05-05,44.75
2017-05-08,45.45
2017-05-09,46.85
2017-05-10,50.75
2017-05-11,50.2
2017-05-12,48.75
2017-05-15,53.35
2017-05-16,53.9
2017-05-17,51.65
2017-05-18,49.25
2017-05-19,49.0
2017-05-22,48.95
2017-05-23,47.35
2017-05-24,45.4
2017-05-25,47.8
2017-05-26,48.0
2017-05-29,46.3
2017-05-30,47.0
2017-05-31,47.05
2017-06-01,46.65
2017-06-02,47.8
2017-06-05,47.45
2017-06-06,46.3
2017-06-07,47.55
2017-06-08,46.4
2017-06-09,47.2
2017-06-12,48.55
2017-06-13,52.35
2017-06-14,51.55
2017-06-15,53.75
2017-06-16,52.65
2017-06-19,52.55
2017-06-20,52.25
2017-06-21,53.85
2017-06-22,53.15
2017-06-23,50.75
2017-06-27,50.15
2017-06-28,49.65
2017-06-29,49.95
2017-06-30,52.05
2017-07-03,52.6
2017-07-04,51.55
2017-07-05,53.1
2017-07-06,51.35
2017-07-07,51.45
2017-07-10,51.75
2017-07-11,50.8
2017-07-12,51.6
2017-07-13,57.75
2017-07-14,56.35
2017-07-17,56.75
2017-07-18,51.55
2017-07-19,53.55
2017-07-20,52.8
2017-07-21,54.85
2017-07-24,55.1
2017-07-25,58.05
2017-07-26,58.5
2017-07-27,56.35
2017-07-28,57.1
2017-07-31,55.6
2017-08-01,55.25
2017-08-02,54.35
2017-08-03,53.9
2017-08-04,54.1
2017-08-07,54.8
2017-08-08,53.2
2017-08-09,52.25
2017-08-10,51.05
2017-08-11,51.05
2017-08-14,51.55
2017-08-16,53.4
2017-08-17,52.65
2017-08-18,51.55
2017-08-21,50.35
2017-08-22,49.05
2017-08-23,50.35
2017-08-24,49.75
2017-08-28,50.3
2017-08-29,48.9
2017-08-30,49.55
2017-08-31,49.75
2017-09-01,49.75
2017-09-04,51.2
2017-09-05,50.95
2017-09-06,51.85
2017-09-07,51.65
2017-09-08,49.65
2017-09-11,49.3
2017-09-12,49.2
2017-09-13,49.4
2017-09-14,49.65
2017-09-15,49.2
2017-09-18,50.0
2017-09-19,49.75
2017-09-20,49.45
2017-09-21,48.95
2017-09-22,47.35
2017-09-25,44.75
2017-09-26,44.35
2017-09-27,43.95
2017-09-28,44.45
2017-09-29,45.2
2017-10-03,44.6
2017-10-04,45.15
2017-10-05,46.9
2017-10-06,46.6
2017-10-09,46.45
2017-10-10,47.4
2017-10-11,47.8
2017-10-12,47.1
2017-10-13,50.1
2017-10-16,50.0
2017-10-17,50.1
2017-10-18,50.55
2017-10-19,51.0
2017-10-23,49.6
2017-10-24,51.1
2017-10-25,50.35
2017-10-26,51.35
2017-10-27,50.5
2017-10-30,49.05
2017-10-31,51.3
2017-11-01,51.2
2017-11-02,49.65
2017-11-03,50.75
2017-11-06,50.55
2017-11-07,49.0
2017-11-08,48.3
2017-11-09,48.4
2017-11-10,48.7
2017-11-13,49.3
2017-11-14,48.1
2017-11-15,47.3
2017-11-16,47.55
2017-11-17,48.1
2017-11-20,48.2
2017-11-21,50.75
2017-11-22,50.45
2017-11-23,50.0
2017-11-24,52.15
2017-11-27,54.55
2017-11-28,53.75
2017-11-29,54.65
2017-11-30,55.0
2017-12-01,53.8
2017-12-04,54.55
2017-12-05,53.85
2017-12-06,52.5
2017-12-07,54.2
2017-12-08,53.45
2017-12-11,53.25
2017-12-12,53.0
2017-12-13,51.45
2017-12-14,51.3
2017-12-15,51.7
2017-12-18,51.15
2017-12-19,53.2
2017-12-20,53.75
2017-12-21,54.6
2017-12-22,60.3
2017-12-26,59.5
2017-12-27,60.75
2017-12-28,60.7
2017-12-29,60.95
