Date,MIRZAINT
2017-01-02,86.8
2017-01-03,89.4
2017-01-04,90.5
2017-01-05,92.85
2017-01-06,92.8
2017-01-09,91.95
2017-01-10,91.6
2017-01-11,95.75
2017-01-12,97.15
2017-01-13,95.15
2017-01-16,93.45
2017-01-17,93.05
2017-01-18,93.25
2017-01-19,91.9
2017-01-20,90.3
2017-01-23,89.15
2017-01-24,91.3
2017-01-25,91.25
2017-01-27,91.15
2017-01-30,91.05
2017-01-31,89.65
2017-02-01,91.45
2017-02-02,92.25
2017-02-03,92.9
2017-02-06,95.2
2017-02-07,93.9
2017-02-08,93.25
2017-02-09,94.7
2017-02-10,93.25
2017-02-13,92.05
2017-02-14,91.6
2017-02-15,88.65
2017-02-16,89.75
2017-02-17,89.95
2017-02-20,93.5
2017-02-21,93.2
2017-02-22,91.4
2017-02-23,91.9
2017-02-27,90.85
2017-02-28,92.25
2017-03-01,90.4
2017-03-02,90.0
2017-03-03,89.1
2017-03-06,89.75
2017-03-07,89.1
2017-03-08,88.15
2017-03-09,88.35
2017-03-10,88.35
2017-03-14,90.55
2017-03-15,89.65
2017-03-16,90.2
2017-03-17,90.25
2017-03-20,88.6
2017-03-21,87.55
2017-03-22,86.35
2017-03-23,86.25
2017-03-24,84.15
2017-03-27,85.8
2017-03-28,85.9
2017-03-29,85.05
2017-03-30,85.1
2017-03-31,86.0
2017-04-03,86.45
2017-04-05,89.1
2017-04-06,88.6
2017-04-07,86.9
2017-04-10,86.8
2017-04-11,86.7
2017-04-12,85.6
2017-04-13,84.35
2017-04-17,90.7
2017-04-18,88.75
2017-04-19,88.7
2017-04-20,90.3
2017-04-21,91.2
2017-04-24,98.7
2017-04-25,106.0
2017-04-26,111.8
2017-04-27,107.65
2017-04-28,106.55
2017-05-02,112.65
2017-05-03,115.75
2017-05-04,116.1
2017-05-05,116.1
2017-05-08,117.9
2017-05-09,116.3
2017-05-10,131.9
2017-05-11,126.4
2017-05-12,125.0
2017-05-15,135.75
2017-05-16,135.2
2017-05-17,144.5
2017-05-18,142.9
2017-05-19,151.55
2017-05-22,158.4
2017-05-23,144.85
2017-05-24,140.45
2017-05-25,148.9
2017-05-26,148.4
2017-05-29,139.1
2017-05-30,139.5
2017-05-31,146.5
2017-06-01,144.7
2017-06-02,145.1
2017-06-05,142.75
2017-06-06,140.2
2017-06-07,140.2
2017-06-08,145.0
2017-06-09,155.65
2017-06-12,163.0
2017-06-13,163.6
2017-06-14,158.5
2017-06-15,155.95
2017-06-16,161.8
2017-06-19,159.55
2017-06-20,158.3
2017-06-21,158.65
2017-06-22,155.65
2017-06-23,149.15
2017-06-27,144.05
2017-06-28,147.65
2017-06-29,150.85
2017-06-30,153.4
2017-07-03,153.9
2017-07-04,168.55
2017-07-05,165.15
2017-07-06,162.0
2017-07-07,158.7
2017-07-10,157.2
2017-07-11,152.85
2017-07-12,157.75
2017-07-13,156.75
2017-07-14,153.9
2017-07-17,155.65
2017-07-18,156.3
2017-07-19,158.2
2017-07-20,168.5
2017-07-21,169.55
2017-07-24,165.05
2017-07-25,162.25
2017-07-26,160.8
2017-07-27,156.85
2017-07-28,152.05
2017-07-31,154.55
2017-08-01,156.55
2017-08-02,161.95
2017-08-03,173.55
2017-08-04,162.55
2017-08-07,158.75
2017-08-08,155.3
2017-08-09,158.6
2017-08-10,153.3
2017-08-11,152.3
2017-08-14,156.85
2017-08-16,158.35
2017-08-17,159.05
2017-08-18,156.95
2017-08-21,154.7
2017-08-22,152.55
2017-08-23,154.55
2017-08-24,154.85
2017-08-28,159.55
2017-08-29,156.7
2017-08-30,157.7
2017-08-31,159.75
2017-09-01,160.0
2017-09-04,159.8
2017-09-05,159.9
2017-09-06,159.8
2017-09-07,158.8
2017-09-08,165.5
2017-09-11,176.2
2017-09-12,175.75
2017-09-13,166.5
2017-09-14,174.4
2017-09-15,169.5
2017-09-18,171.1
2017-09-19,167.5
2017-09-20,164.7
2017-09-21,164.65
2017-09-22,159.75
2017-09-25,160.3
2017-09-26,159.9
2017-09-27,156.05
2017-09-28,156.4
2017-09-29,158.8
2017-10-03,156.65
2017-10-04,158.5
2017-10-05,164.3
2017-10-06,163.95
2017-10-09,164.1
2017-10-10,161.9
2017-10-11,161.15
2017-10-12,162.3
2017-10-13,162.25
2017-10-16,159.15
2017-10-17,158.95
2017-10-18,160.9
2017-10-19,160.0
2017-10-23,158.65
2017-10-24,158.8
2017-10-25,156.2
2017-10-26,159.75
2017-10-27,159.25
2017-10-30,163.25
2017-10-31,159.85
2017-11-01,170.15
2017-11-02,165.0
2017-11-03,161.9
2017-11-06,162.0
2017-11-07,165.5
2017-11-08,158.15
2017-11-09,165.45
2017-11-10,160.3
2017-11-13,159.35
2017-11-14,158.05
2017-11-15,150.75
2017-11-16,151.95
2017-11-17,151.95
2017-11-20,153.25
2017-11-21,165.6
2017-11-22,162.8
2017-11-23,163.1
2017-11-24,162.8
2017-11-27,162.7
2017-11-28,162.15
2017-11-29,160.25
2017-11-30,158.75
2017-12-01,157.45
2017-12-04,156.6
2017-12-05,158.2
2017-12-06,158.45
2017-12-07,157.8
2017-12-08,157.25
2017-12-11,157.3
2017-12-12,156.7
2017-12-13,156.5
2017-12-14,154.4
2017-12-15,165.8
2017-12-18,162.4
2017-12-19,160.3
2017-12-20,161.75
2017-12-21,160.25
2017-12-22,160.8
2017-12-26,158.6
2017-12-27,159.05
2017-12-28,159.95
2017-12-29,158.9
