Date,ONGC
2017-01-02,192.25
2017-01-03,192.5
2017-01-04,194.8
2017-01-05,199.65
2017-01-06,202.55
2017-01-09,198.0
2017-01-10,198.45
2017-01-11,197.65
2017-01-12,199.55
2017-01-13,201.3
2017-01-16,198.35
2017-01-17,194.8
2017-01-18,198.0
2017-01-19,200.85
2017-01-20,197.3
2017-01-23,199.9
2017-01-24,201.6
2017-01-25,204.9
2017-01-27,204.5
2017-01-30,201.85
2017-01-31,202.55
2017-02-01,200.2
2017-02-02,200.85
2017-02-03,200.95
2017-02-06,199.0
2017-02-07,193.3
2017-02-08,194.4
2017-02-09,192.9
2017-02-10,193.65
2017-02-13,192.25
2017-02-14,195.7
2017-02-15,194.95
2017-02-16,194.1
2017-02-17,194.4
2017-02-20,195.3
2017-02-21,196.25
2017-02-22,195.6
2017-02-23,196.0
2017-02-27,194.7
2017-02-28,193.55
2017-03-01,193.85
2017-03-02,192.7
2017-03-03,193.05
2017-03-06,193.8
2017-03-07,196.4
2017-03-08,192.95
2017-03-09,189.65
2017-03-10,191.6
2017-03-14,191.9
2017-03-15,190.7
2017-03-16,191.8
2017-03-17,190.0
2017-03-20,190.85
2017-03-21,194.05
2017-03-22,192.5
2017-03-23,193.6
2017-03-24,191.9
2017-03-27,188.9
2017-03-28,186.9
2017-03-29,186.95
2017-03-30,183.9
2017-03-31,185.0
2017-04-03,185.8
2017-04-05,186.25
2017-04-06,187.55
2017-04-07,186.4
2017-04-10,186.45
2017-04-11,187.85
2017-04-12,186.7
2017-04-13,184.8
2017-04-17,183.1
2017-04-18,180.95
2017-04-19,179.85
2017-04-20,179.1
2017-04-21,180.25
2017-04-24,181.45
2017-04-25,181.5
2017-04-26,180.1
2017-04-27,179.1
2017-04-28,186.55
2017-05-02,192.4
2017-05-03,191.1
2017-05-04,188.9
2017-05-05,183.8
2017-05-08,185.95
2017-05-09,186.1
2017-05-10,187.95
2017-05-11,183.6
2017-05-12,184.85
2017-05-15,186.75
2017-05-16,185.15
2017-05-17,184.5
2017-05-18,180.9
2017-05-19,180.05
2017-05-22,177.15
2017-05-23,174.65
2017-05-24,173.7
2017-05-25,174.15
2017-05-26,175.75
2017-05-29,175.75
2017-05-30,178.65
2017-05-31,177.0
2017-06-01,174.0
2017-06-02,174.0
2017-06-05,175.75
2017-06-06,171.45
2017-06-07,172.05
2017-06-08,170.55
2017-06-09,169.2
2017-06-12,168.5
2017-06-13,169.1
2017-06-14,169.5
2017-06-15,167.15
2017-06-16,167.15
2017-06-19,166.05
2017-06-20,169.1
2017-06-21,164.8
2017-06-22,160.45
2017-06-23,158.1
2017-06-27,159.95
2017-06-28,158.1
2017-06-29,157.85
2017-06-30,157.3
2017-07-03,159.1
2017-07-04,159.9
2017-07-05,162.8
2017-07-06,161.7
2017-07-07,159.6
2017-07-10,162.4
2017-07-11,160.25
2017-07-12,162.85
2017-07-13,158.9
2017-07-14,158.35
2017-07-17,160.05
2017-07-18,161.7
2017-07-19,163.0
2017-07-20,165.85
2017-07-21,164.35
2017-07-24,163.25
2017-07-25,163.3
2017-07-26,164.0
2017-07-27,162.9
2017-07-28,164.75
2017-07-31,169.4
2017-08-01,167.4
2017-08-02,165.4
2017-08-03,165.7
2017-08-04,166.4
2017-08-07,165.9
2017-08-08,164.0
2017-08-09,165.7
2017-08-10,163.7
2017-08-11,159.65
2017-08-14,161.7
2017-08-16,160.95
2017-08-17,160.6
2017-08-18,160.9
2017-08-21,157.15
2017-08-22,159.45
2017-08-23,159.7
2017-08-24,159.45
2017-08-28,160.6
2017-08-29,157.25
2017-08-30,158.4
2017-08-31,156.95
2017-09-01,159.95
2017-09-04,161.8
2017-09-05,162.8
2017-09-06,162.3
2017-09-07,162.3
2017-09-08,161.85
2017-09-11,163.05
2017-09-12,162.3
2017-09-13,161.05
2017-09-14,159.35
2017-09-15,166.75
2017-09-18,165.2
2017-09-19,165.9
2017-09-20,167.7
2017-09-21,165.9
2017-09-22,164.45
2017-09-25,164.8
2017-09-26,171.4
2017-09-27,170.2
2017-09-28,171.55
2017-09-29,170.95
2017-10-03,170.65
2017-10-04,172.1
2017-10-05,171.2
2017-10-06,173.85
2017-10-09,170.7
2017-10-10,170.35
2017-10-11,169.15
2017-10-12,169.7
2017-10-13,169.65
2017-10-16,172.05
2017-10-17,171.2
2017-10-18,174.45
2017-10-19,172.05
2017-10-23,171.7
2017-10-24,176.0
2017-10-25,176.85
2017-10-26,177.35
2017-10-27,184.0
2017-10-30,186.6
2017-10-31,191.1
2017-11-01,191.0
2017-11-02,188.0
2017-11-03,191.85
2017-11-06,199.25
2017-11-07,193.8
2017-11-08,192.55
2017-11-09,189.6
2017-11-10,191.1
2017-11-13,184.2
2017-11-14,182.0
2017-11-15,177.55
2017-11-16,179.15
2017-11-17,177.6
2017-11-20,180.0
2017-11-21,180.9
2017-11-22,181.3
2017-11-23,181.7
2017-11-24,181.0
2017-11-27,184.05
2017-11-28,181.25
2017-11-29,182.45
2017-11-30,180.65
2017-12-01,179.65
2017-12-04,181.6
2017-12-05,178.4
2017-12-06,175.85
2017-12-07,177.05
2017-12-08,180.25
2017-12-11,178.9
2017-12-12,183.3
2017-12-13,183.9
2017-12-14,184.35
2017-12-15,183.0
2017-12-18,183.05
2017-12-19,185.2
2017-12-20,188.0
2017-12-21,188.0
2017-12-22,193.4
2017-12-26,193.7
2017-12-27,192.6
2017-12-28,193.0
2017-12-29,195.2
