Date,CEBBCO
2017-01-02,13.25
2017-01-03,13.2
2017-01-04,13.6
2017-01-05,13.65
2017-01-06,14.1
2017-01-09,14.1
2017-01-10,15.25
2017-01-11,15.3
2017-01-12,14.6
2017-01-13,14.2
2017-01-16,14.15
2017-01-17,14.15
2017-01-18,14.15
2017-01-19,13.75
2017-01-20,14.0
2017-01-23,14.0
2017-01-24,14.0
2017-01-25,13.9
2017-01-27,13.95
2017-01-30,14.1
2017-01-31,13.65
2017-02-01,13.8
2017-02-02,13.95
2017-02-03,13.95
2017-02-06,14.05
2017-02-07,13.8
2017-02-08,14.6
2017-02-09,15.15
2017-02-10,14.55
2017-02-13,14.35
2017-02-14,13.9
2017-02-15,13.45
2017-02-16,13.7
2017-02-17,13.8
2017-02-20,13.9
2017-02-21,13.9
2017-02-22,13.65
2017-02-23,13.5
2017-02-27,13.3
2017-02-28,13.85
2017-03-01,14.0
2017-03-02,13.6
2017-03-03,13.55
2017-03-06,13.25
2017-03-07,13.4
2017-03-08,13.15
2017-03-09,13.2
2017-03-10,13.1
2017-03-14,13.45
2017-03-15,13.05
2017-03-16,13.35
2017-03-17,13.2
2017-03-20,13.1
2017-03-21,12.95
2017-03-22,12.95
2017-03-23,13.25
2017-03-24,13.65
2017-03-27,13.25
2017-03-28,13.2
2017-03-29,12.95
2017-03-30,13.2
2017-03-31,13.3
2017-04-03,13.45
2017-04-05,13.75
2017-04-06,13.9
2017-04-07,14.4
2017-04-10,15.7
2017-04-11,15.4
2017-04-12,14.95
2017-04-13,14.65
2017-04-17,14.9
2017-04-18,14.0
2017-04-19,14.1
2017-04-20,14.2
2017-04-21,14.2
2017-04-24,14.1
2017-04-25,14.2
2017-04-26,13.85
2017-04-27,13.8
2017-04-28,13.75
2017-05-02,13.8
2017-05-03,13.7
2017-05-04,13.8
2017-05-05,13.5
2017-05-08,13.65
2017-05-09,13.65
2017-05-10,13.6
2017-05-11,13.5
2017-05-12,13.35
2017-05-15,13.35
2017-05-16,13.3
2017-05-17,13.2
2017-05-18,12.9
2017-05-19,12.75
2017-05-22,12.65
2017-05-23,12.75
2017-05-24,12.25
2017-05-25,12.4
2017-05-26,12.55
2017-05-29,12.6
2017-05-30,12.2
2017-05-31,11.95
2017-06-01,11.9
2017-06-02,11.95
2017-06-05,11.95
2017-06-06,11.8
2017-06-07,11.85
2017-06-08,11.9
2017-06-09,11.75
2017-06-12,11.7
2017-06-13,11.85
2017-06-14,11.65
2017-06-15,11.55
2017-06-16,11.3
2017-06-19,11.05
2017-06-20,11.0
2017-06-21,12.05
2017-06-22,11.5
2017-06-23,11.15
2017-06-27,11.05
2017-06-28,11.15
2017-06-29,11.1
2017-06-30,11.0
2017-07-03,10.95
2017-07-04,11.0
2017-07-05,13.2
2017-07-06,12.2
2017-07-07,12.3
2017-07-10,12.25
2017-07-11,12.1
2017-07-12,11.85
2017-07-13,12.0
2017-07-14,14.25
2017-07-17,13.5
2017-07-18,12.95
2017-07-19,13.0
2017-08-23,10.55
2017-08-24,10.6
2017-08-28,10.25
2017-08-29,10.4
2017-08-30,10.6
2017-08-31,10.3
2017-09-01,10.8
2017-09-04,10.7
2017-09-05,10.55
2017-09-06,10.5
2017-09-07,10.65
2017-09-08,10.95
2017-09-11,10.8
2017-09-12,10.4
2017-09-13,10.35
2017-09-14,10.45
2017-09-15,10.5
2017-09-18,10.55
2017-09-19,10.45
2017-09-20,10.65
2017-09-21,10.3
2017-09-22,10.8
2017-09-25,11.3
2017-09-26,11.85
2017-09-27,11.3
2017-09-28,10.9
2017-09-29,11.0
2017-10-03,11.55
2017-10-04,11.9
2017-10-05,11.8
2017-10-06,12.1
2017-10-09,11.75
2017-10-10,11.95
2017-10-11,11.5
2017-10-12,11.1
2017-10-13,11.1
2017-10-16,11.25
2017-10-17,11.1
2017-10-18,10.85
2017-10-19,11.05
2017-10-23,11.05
2017-10-24,11.05
2017-10-25,10.95
2017-10-26,10.95
2017-10-27,10.95
2017-10-30,11.25
2017-10-31,11.25
2017-11-01,11.2
2017-11-02,12.3
2017-11-03,12.65
2017-11-06,13.15
2017-11-07,13.4
2017-11-08,13.0
2017-11-09,13.0
2017-11-10,12.8
2017-11-13,12.4
2017-11-14,12.2
2017-11-15,11.95
2017-11-16,12.25
2017-11-17,12.6
2017-11-20,13.85
2017-11-21,14.45
2017-11-22,14.1
2017-11-23,14.1
2017-11-24,13.95
2017-11-27,14.05
2017-11-28,13.95
2017-11-29,13.8
2017-11-30,13.5
2017-12-01,13.3
2017-12-04,13.4
2017-12-05,13.35
2017-12-06,12.95
2017-12-07,15.5
2017-12-08,17.6
2017-12-11,18.4
2017-12-12,17.75
2017-12-13,17.25
2017-12-14,16.55
2017-12-15,16.95
2017-12-18,17.4
2017-12-19,17.55
2017-12-20,17.55
