Date,RELIGARE
2017-01-02,252.25
2017-01-03,250.15
2017-01-04,250.85
2017-01-05,248.95
2017-01-06,255.05
2017-01-09,252.45
2017-01-10,248.0
2017-01-11,253.05
2017-01-12,251.65
2017-01-13,248.3
2017-01-16,247.75
2017-01-17,247.55
2017-01-18,247.5
2017-01-19,250.0
2017-01-20,247.05
2017-01-23,244.45
2017-01-24,244.95
2017-01-25,246.55
2017-01-27,247.0
2017-01-30,243.0
2017-01-31,245.5
2017-02-01,245.35
2017-02-02,245.25
2017-02-03,243.9
2017-02-06,240.9
2017-02-07,242.05
2017-02-08,242.45
2017-02-09,239.65
2017-02-10,238.2
2017-02-13,235.2
2017-02-14,236.8
2017-02-15,234.0
2017-02-16,237.1
2017-02-17,234.65
2017-02-20,234.2
2017-02-21,234.0
2017-02-22,235.05
2017-02-23,231.65
2017-02-27,232.85
2017-02-28,229.55
2017-03-01,229.85
2017-03-02,232.55
2017-03-03,224.45
2017-03-06,225.9
2017-03-07,225.0
2017-03-08,215.25
2017-03-09,219.5
2017-03-10,211.9
2017-03-14,214.65
2017-03-15,229.45
2017-03-16,230.9
2017-03-17,226.1
2017-03-20,226.1
2017-03-21,223.25
2017-03-22,218.9
2017-03-23,222.15
2017-03-24,222.3
2017-03-27,219.75
2017-03-28,216.65
2017-03-29,215.9
2017-03-30,216.55
2017-03-31,216.25
2017-04-03,222.65
2017-04-05,223.45
2017-04-06,230.85
2017-04-07,219.35
2017-04-10,216.25
2017-04-11,210.9
2017-04-12,203.0
2017-04-13,203.55
2017-04-17,204.95
2017-04-18,203.55
2017-04-19,198.5
2017-04-20,196.25
2017-04-21,209.45
2017-04-24,209.95
2017-04-25,207.1
2017-04-26,203.25
2017-04-27,203.4
2017-04-28,201.65
2017-05-02,201.35
2017-05-03,200.3
2017-05-04,190.25
2017-05-05,182.9
2017-05-08,178.75
2017-05-09,183.2
2017-05-10,185.2
2017-05-11,184.55
2017-05-12,190.2
2017-05-15,190.15
2017-05-16,190.85
2017-05-17,181.85
2017-05-18,182.0
2017-05-19,175.8
2017-05-22,180.3
2017-05-23,182.55
2017-05-24,187.55
2017-05-25,189.0
2017-05-26,193.0
2017-05-29,185.5
2017-05-30,186.35
2017-05-31,190.45
2017-06-01,182.8
2017-06-02,184.75
2017-06-05,184.0
2017-06-06,183.25
2017-06-07,188.4
2017-06-08,185.3
2017-06-09,187.8
2017-06-12,186.15
2017-06-13,185.3
2017-06-14,184.05
2017-06-15,183.75
2017-06-16,182.25
2017-06-19,182.15
2017-06-20,181.15
2017-06-21,179.5
2017-06-22,178.25
2017-06-23,179.75
2017-06-27,175.5
2017-06-28,173.7
2017-06-29,176.6
2017-06-30,170.65
2017-07-03,164.75
2017-07-04,158.55
2017-07-05,150.85
2017-07-06,150.75
2017-07-07,142.95
2017-07-10,128.0
2017-07-11,102.4
2017-07-12,103.05
2017-07-13,108.0
2017-07-14,116.65
2017-07-17,112.8
2017-07-18,109.0
2017-07-19,107.45
2017-07-20,106.75
2017-07-21,103.35
2017-07-24,100.4
2017-07-25,99.55
2017-07-26,100.05
2017-07-27,101.6
2017-07-28,97.55
2017-07-31,100.6
2017-08-01,104.05
2017-08-02,103.6
2017-08-03,102.7
2017-08-04,102.15
2017-08-07,103.5
2017-08-08,99.95
2017-08-09,97.8
2017-08-10,93.25
2017-08-11,87.4
2017-08-14,82.65
2017-08-16,69.6
2017-08-17,67.9
2017-08-18,66.5
2017-08-21,63.7
2017-08-22,57.45
2017-08-23,60.1
2017-08-24,57.9
2017-08-28,55.55
2017-08-29,54.6
2017-08-30,53.65
2017-08-31,49.75
2017-09-01,44.8
2017-09-04,43.4
2017-09-05,42.2
2017-09-06,40.15
2017-09-07,38.2
2017-09-08,40.1
2017-09-11,42.1
2017-09-12,44.2
2017-09-13,46.4
2017-09-14,48.7
2017-09-15,49.65
2017-09-18,47.3
2017-09-19,44.95
2017-09-20,43.1
2017-09-21,40.95
2017-09-22,39.0
2017-09-25,37.85
2017-09-26,37.15
2017-09-27,35.6
2017-09-28,35.6
2017-09-29,37.35
2017-10-03,39.2
2017-10-04,41.15
2017-10-05,43.2
2017-10-06,45.35
2017-10-09,49.85
2017-10-10,54.8
2017-10-11,49.35
2017-10-12,50.95
2017-10-13,52.15
2017-10-16,50.2
2017-10-17,47.7
2017-10-18,43.65
2017-10-19,46.15
2017-10-23,44.75
2017-10-24,42.95
2017-10-25,41.65
2017-10-26,40.85
2017-10-27,38.9
2017-10-30,37.65
2017-10-31,41.4
2017-11-01,45.5
2017-11-02,47.95
2017-11-03,47.05
2017-11-06,45.6
2017-11-07,42.9
2017-11-08,44.35
2017-11-09,45.9
2017-11-10,44.15
2017-11-13,44.5
2017-11-14,42.0
2017-11-15,46.2
2017-11-16,50.8
2017-11-17,51.2
2017-11-20,51.4
2017-11-21,50.5
2017-11-22,48.95
2017-11-23,47.9
2017-11-24,48.0
2017-11-27,52.8
2017-11-28,54.7
2017-11-29,60.0
2017-11-30,60.4
2017-12-01,58.3
2017-12-04,57.9
2017-12-05,56.45
2017-12-06,55.3
2017-12-07,58.05
2017-12-08,60.95
2017-12-11,61.9
2017-12-12,60.1
2017-12-13,57.35
2017-12-14,60.2
2017-12-15,63.2
2017-12-18,66.35
2017-12-19,69.65
2017-12-20,73.1
2017-12-21,76.75
2017-12-22,75.6
2017-12-26,72.0
2017-12-27,69.35
2017-12-28,70.05
2017-12-29,70.05
