Date,ARCOTECH
2017-01-02,555.9
2017-01-03,583.8
2017-01-04,504.4
2017-01-05,523.0
2017-01-06,542.15
2017-01-09,550.65
2017-01-10,571.35
2017-01-11,593.6
2017-01-12,592.75
2017-01-13,595.15
2017-01-16,594.35
2017-01-17,592.35
2017-01-18,588.35
2017-01-19,594.9
2017-01-20,582.75
2017-01-23,588.35
2017-01-24,593.45
2017-01-25,587.55
2017-01-27,582.55
2017-01-30,579.35
2017-01-31,574.8
2017-02-01,635.15
2017-02-02,601.75
2017-02-03,580.75
2017-02-06,583.2
2017-02-07,582.15
2017-02-08,581.4
2017-02-09,613.3
2017-02-10,735.95
2017-02-13,782.0
2017-02-14,628.35
2017-02-15,631.5
2017-02-16,634.95
2017-02-17,632.1
2017-02-20,630.85
2017-02-21,629.35
2017-02-22,725.55
2017-02-23,735.3
2017-02-27,730.4
2017-02-28,737.9
2017-03-01,743.25
2017-03-02,728.3
2017-03-03,714.85
2017-03-06,723.1
2017-03-07,713.9
2017-03-08,700.7
2017-03-09,695.15
2017-03-10,680.6
2017-03-14,667.5
2017-03-15,669.1
2017-03-16,678.3
2017-03-17,552.3
2017-03-20,558.15
2017-03-21,543.15
2017-03-22,540.7
2017-03-23,503.2
2017-03-24,502.7
2017-03-27,492.05
2017-03-28,489.05
2017-03-29,493.4
2017-03-30,521.75
2017-03-31,527.2
2017-04-03,519.35
2017-04-05,512.55
2017-04-06,498.3
2017-04-07,511.85
2017-04-10,503.65
2017-04-11,502.6
2017-04-12,491.65
2017-04-13,496.3
2017-04-17,484.95
2017-04-18,492.65
2017-04-19,486.45
2017-04-20,490.55
2017-04-21,483.65
2017-04-24,486.85
2017-04-25,485.6
2017-04-26,478.0
2017-04-27,473.15
2017-04-28,467.7
2017-05-02,449.85
2017-05-03,425.65
2017-05-04,408.05
2017-05-05,402.35
2017-05-08,455.2
2017-05-09,477.75
2017-05-10,402.05
2017-05-11,400.45
2017-05-12,392.95
2017-05-15,383.3
2017-05-16,372.95
2017-05-17,371.15
2017-05-18,367.7
2017-05-19,372.4
2017-05-22,370.25
2017-05-23,354.45
2017-05-24,343.05
2017-05-25,340.5
2017-05-26,349.65
2017-05-29,344.45
2017-05-30,337.45
2017-05-31,339.55
2017-06-01,341.75
2017-06-02,338.75
2017-06-05,334.85
2017-06-06,344.85
2017-06-07,355.45
2017-06-08,363.0
2017-06-09,363.3
2017-06-12,379.5
2017-06-13,389.55
2017-06-14,409.75
2017-06-15,410.25
2017-06-16,405.35
2017-06-19,387.35
2017-06-20,412.35
2017-06-21,421.95
2017-06-22,81.0
2017-06-23,96.65
2017-06-27,96.25
2017-06-28,97.45
2017-06-29,80.9
2017-06-30,79.85
2017-07-03,79.65
2017-07-04,76.75
2017-07-05,74.2
2017-07-06,71.15
2017-07-07,72.05
2017-07-10,73.8
2017-07-11,72.45
2017-07-12,72.8
2017-07-13,73.2
2017-07-14,71.8
2017-07-17,71.45
2017-07-18,70.75
2017-07-19,74.2
2017-07-20,84.6
2017-07-21,98.2
2017-07-24,100.15
2017-07-25,99.35
2017-07-26,97.0
2017-07-27,101.8
2017-07-28,103.4
2017-07-31,101.65
2017-08-01,100.1
2017-08-02,102.1
2017-08-03,102.0
2017-08-04,101.35
2017-08-07,102.6
2017-08-08,101.3
2017-08-09,93.05
2017-08-10,89.4
2017-08-11,85.0
2017-08-14,84.95
2017-08-16,84.85
2017-08-17,84.3
2017-08-18,82.05
2017-08-21,82.95
2017-08-22,81.75
2017-08-23,82.05
2017-08-24,82.75
2017-08-28,84.25
2017-08-29,87.0
2017-08-30,90.55
2017-08-31,99.55
2017-09-01,97.85
2017-09-04,95.0
2017-09-05,94.65
2017-09-06,93.45
2017-09-07,92.0
2017-09-08,89.6
2017-09-11,92.95
2017-09-12,89.4
2017-09-13,87.8
2017-09-14,88.0
2017-09-15,88.15
2017-09-18,90.9
2017-09-19,90.5
2017-09-20,88.25
2017-09-21,87.95
2017-09-22,84.2
2017-09-25,83.55
2017-09-26,83.3
2017-09-27,80.35
2017-09-28,80.55
2017-09-29,88.6
2017-10-03,88.25
2017-10-04,86.4
2017-10-05,86.65
2017-10-06,85.75
2017-10-09,85.0
2017-10-10,102.0
2017-10-11,114.85
2017-10-12,94.6
2017-10-13,81.35
2017-10-16,65.1
2017-10-17,64.95
2017-10-18,61.2
2017-10-19,62.5
2017-10-23,60.0
2017-10-24,60.35
2017-10-25,58.95
2017-10-26,53.1
2017-10-27,48.0
2017-10-30,50.4
2017-10-31,48.0
2017-11-01,50.2
2017-11-02,47.7
2017-11-03,49.2
2017-11-06,51.65
2017-11-07,54.2
2017-11-08,56.9
2017-11-09,56.5
2017-11-10,54.8
2017-11-13,53.2
2017-11-14,51.35
2017-11-15,49.45
2017-11-16,51.9
2017-11-17,51.9
2017-11-20,51.35
2017-11-21,51.5
2017-11-22,50.55
2017-11-23,51.9
2017-11-24,52.05
2017-11-27,51.5
2017-11-28,51.5
2017-11-29,54.05
2017-11-30,54.35
2017-12-01,52.2
2017-12-04,51.85
2017-12-05,51.4
2017-12-06,51.45
2017-12-07,56.7
2017-12-08,55.15
2017-12-11,55.45
2017-12-12,57.8
2017-12-13,55.5
2017-12-14,55.7
2017-12-15,54.5
2017-12-18,54.95
2017-12-19,54.85
2017-12-20,55.0
2017-12-21,55.25
2017-12-22,54.95
2017-12-26,55.1
2017-12-27,54.25
2017-12-28,55.8
2017-12-29,55.75
