Date,IRB
2017-01-02,204.15
2017-01-03,206.0
2017-01-04,206.8
2017-01-05,214.05
2017-01-06,214.1
2017-01-09,214.6
2017-01-10,214.9
2017-01-11,216.3
2017-01-12,212.9
2017-01-13,213.6
2017-01-16,216.65
2017-01-17,220.4
2017-01-18,219.8
2017-01-19,219.9
2017-01-20,214.2
2017-01-23,212.4
2017-01-24,217.35
2017-01-25,228.3
2017-01-27,231.4
2017-01-30,232.45
2017-01-31,231.4
2017-02-01,237.55
2017-02-02,237.05
2017-02-03,234.0
2017-02-06,236.05
2017-02-07,233.2
2017-02-08,233.6
2017-02-09,236.65
2017-02-10,233.2
2017-02-13,232.7
2017-02-14,230.55
2017-02-15,225.3
2017-02-16,228.4
2017-02-17,227.85
2017-02-20,232.55
2017-02-21,233.35
2017-02-22,231.65
2017-02-23,231.05
2017-02-27,228.85
2017-02-28,231.75
2017-03-01,237.35
2017-03-02,229.3
2017-03-03,227.95
2017-03-06,229.5
2017-03-07,231.65
2017-03-08,228.3
2017-03-09,226.35
2017-03-10,226.05
2017-03-14,230.55
2017-03-15,244.45
2017-03-16,246.8
2017-03-17,244.55
2017-03-20,241.95
2017-03-21,239.95
2017-03-22,230.75
2017-03-23,234.45
2017-03-24,235.0
2017-03-27,233.0
2017-03-28,233.0
2017-03-29,232.9
2017-03-30,236.4
2017-03-31,236.4
2017-04-03,241.1
2017-04-05,241.15
2017-04-06,244.9
2017-04-07,238.25
2017-04-10,237.0
2017-04-11,239.75
2017-04-12,235.1
2017-04-13,234.65
2017-04-17,239.15
2017-04-18,248.35
2017-04-19,253.0
2017-04-20,240.3
2017-04-21,246.75
2017-04-24,246.75
2017-04-25,254.85
2017-04-26,251.95
2017-04-27,254.45
2017-04-28,260.85
2017-05-02,266.9
2017-05-03,265.0
2017-05-04,263.85
2017-05-05,255.8
2017-05-08,256.0
2017-05-09,259.1
2017-05-10,262.55
2017-05-11,260.9
2017-05-12,256.15
2017-05-15,260.2
2017-05-16,256.25
2017-05-17,256.45
2017-05-18,242.85
2017-05-19,238.45
2017-05-22,233.2
2017-05-23,224.75
2017-05-24,216.0
2017-05-25,224.65
2017-05-26,226.9
2017-05-29,219.85
2017-05-30,223.75
2017-05-31,227.4
2017-06-01,225.2
2017-06-02,231.8
2017-06-05,234.2
2017-06-06,230.9
2017-06-07,232.4
2017-06-08,229.2
2017-06-09,229.05
2017-06-12,227.65
2017-06-13,225.3
2017-06-14,227.95
2017-06-15,228.45
2017-06-16,228.4
2017-06-19,228.45
2017-06-20,227.45
2017-06-21,224.2
2017-06-22,219.75
2017-06-23,214.8
2017-06-27,207.55
2017-06-28,206.65
2017-06-29,210.05
2017-06-30,209.1
2017-07-03,213.85
2017-07-04,212.75
2017-07-05,213.45
2017-07-06,216.9
2017-07-07,214.7
2017-07-10,217.65
2017-07-11,216.1
2017-07-12,217.7
2017-07-13,218.2
2017-07-14,219.3
2017-07-17,216.5
2017-07-18,214.7
2017-07-19,216.6
2017-07-20,216.25
2017-07-21,214.4
2017-07-24,216.8
2017-07-25,217.15
2017-07-26,214.75
2017-07-27,217.7
2017-07-28,225.75
2017-07-31,225.3
2017-08-01,227.9
2017-08-02,225.85
2017-08-03,220.0
2017-08-04,221.2
2017-08-07,225.0
2017-08-08,219.45
2017-08-09,211.45
2017-08-10,200.75
2017-08-11,203.05
2017-08-14,208.9
2017-08-16,212.1
2017-08-17,211.05
2017-08-18,213.4
2017-08-21,206.45
2017-08-22,209.85
2017-08-23,212.6
2017-08-24,212.55
2017-08-28,212.15
2017-08-29,210.75
2017-08-30,213.5
2017-08-31,214.1
2017-09-01,218.2
2017-09-04,212.95
2017-09-05,216.6
2017-09-06,218.85
2017-09-07,217.15
2017-09-08,216.55
2017-09-11,211.3
2017-09-12,213.9
2017-09-13,213.1
2017-09-14,219.95
2017-09-15,216.5
2017-09-18,218.8
2017-09-19,221.55
2017-09-20,223.05
2017-09-21,222.05
2017-09-22,213.3
2017-09-25,209.95
2017-09-26,210.05
2017-09-27,206.1
2017-09-28,221.9
2017-09-29,212.85
2017-10-03,209.9
2017-10-04,209.3
2017-10-05,209.75
2017-10-06,208.75
2017-10-09,209.75
2017-10-10,210.1
2017-10-11,205.95
2017-10-12,207.85
2017-10-13,206.85
2017-10-16,207.3
2017-10-17,208.05
2017-10-18,210.0
2017-10-19,207.95
2017-10-23,211.7
2017-10-24,214.3
2017-10-25,226.75
2017-10-26,237.95
2017-10-27,235.9
2017-10-30,237.55
2017-10-31,242.55
2017-11-01,240.6
2017-11-02,241.2
2017-11-03,243.95
2017-11-06,245.9
2017-11-07,238.95
2017-11-08,236.65
2017-11-09,232.3
2017-11-10,227.3
2017-11-13,229.15
2017-11-14,231.0
2017-11-15,226.0
2017-11-16,230.1
2017-11-17,233.1
2017-11-20,235.0
2017-11-21,229.35
2017-11-22,231.2
2017-11-23,229.8
2017-11-24,232.3
2017-11-27,232.3
2017-11-28,234.85
2017-11-29,234.1
2017-11-30,229.75
2017-12-01,221.75
2017-12-04,213.65
2017-12-05,208.95
2017-12-06,209.75
2017-12-07,204.8
2017-12-08,203.85
2017-12-11,204.35
2017-12-12,202.5
2017-12-13,195.15
2017-12-14,209.6
2017-12-15,216.05
2017-12-18,222.1
2017-12-19,227.8
2017-12-20,233.0
2017-12-21,232.65
2017-12-22,235.6
2017-12-26,234.95
2017-12-27,237.1
2017-12-28,233.35
2017-12-29,238.0
