Date,VIPULLTD
2017-01-02,57.7
2017-01-03,62.75
2017-01-04,70.9
2017-01-05,74.55
2017-01-06,75.3
2017-01-09,78.45
2017-01-10,76.05
2017-01-11,80.1
2017-01-12,82.2
2017-01-13,84.3
2017-01-16,84.1
2017-01-17,86.25
2017-01-18,85.45
2017-01-19,85.7
2017-01-20,85.0
2017-01-23,87.6
2017-01-24,87.65
2017-01-25,86.6
2017-01-27,84.95
2017-01-30,84.65
2017-01-31,83.25
2017-02-01,84.25
2017-02-02,83.45
2017-02-03,83.0
2017-02-06,79.0
2017-02-07,72.9
2017-02-08,74.35
2017-02-09,72.8
2017-02-10,73.55
2017-02-13,72.95
2017-02-14,73.2
2017-02-15,69.3
2017-02-16,72.5
2017-02-17,71.75
2017-02-20,70.15
2017-02-21,69.3
2017-02-22,69.6
2017-02-23,68.9
2017-02-27,67.4
2017-02-28,68.6
2017-03-01,76.35
2017-03-02,72.65
2017-03-03,71.25
2017-03-06,73.15
2017-03-07,71.25
2017-03-08,70.6
2017-03-09,69.35
2017-03-10,69.15
2017-03-14,67.85
2017-03-15,67.55
2017-03-16,67.9
2017-03-17,66.1
2017-03-20,69.05
2017-03-21,70.6
2017-03-22,70.15
2017-03-23,68.45
2017-03-24,60.1
2017-03-27,64.75
2017-03-28,66.65
2017-03-29,66.3
2017-03-30,65.05
2017-03-31,62.0
2017-04-03,62.35
2017-04-05,63.25
2017-04-06,64.9
2017-04-07,64.0
2017-04-10,64.0
2017-04-11,63.3
2017-04-12,60.1
2017-04-13,60.0
2017-04-17,62.75
2017-04-18,68.45
2017-04-19,67.25
2017-04-20,73.2
2017-04-21,73.35
2017-04-24,79.6
2017-04-25,80.6
2017-04-26,83.4
2017-04-27,85.45
2017-04-28,87.6
2017-05-02,87.1
2017-05-03,86.85
2017-05-04,94.3
2017-05-05,89.75
2017-05-08,92.8
2017-05-09,93.75
2017-05-10,90.75
2017-05-11,90.8
2017-05-12,89.25
2017-05-15,90.25
2017-05-16,89.95
2017-05-17,90.55
2017-05-18,85.65
2017-05-19,86.7
2017-05-22,86.15
2017-05-23,84.25
2017-05-24,82.85
2017-05-25,84.95
2017-05-26,84.45
2017-05-29,82.75
2017-05-30,82.65
2017-05-31,81.15
2017-06-01,81.4
2017-06-02,78.75
2017-06-05,81.85
2017-06-06,79.5
2017-06-07,79.05
2017-06-08,79.25
2017-06-09,80.75
2017-06-12,79.0
2017-06-13,83.15
2017-06-14,80.15
2017-06-15,79.15
2017-06-16,82.6
2017-06-19,79.35
2017-06-20,79.05
2017-06-21,84.8
2017-06-22,83.05
2017-06-23,79.75
2017-06-27,79.15
2017-06-28,79.0
2017-06-29,80.85
2017-06-30,79.95
2017-07-03,81.0
2017-07-04,80.6
2017-07-05,80.15
2017-07-06,79.8
2017-07-07,79.6
2017-07-10,83.75
2017-07-11,88.2
2017-07-12,86.05
2017-07-13,87.7
2017-07-14,86.1
2017-07-17,89.45
2017-07-18,87.75
2017-07-19,89.55
2017-07-20,86.8
2017-07-21,85.8
2017-07-24,86.25
2017-07-25,88.05
2017-07-26,87.15
2017-07-27,84.6
2017-07-28,84.75
2017-07-31,82.5
2017-08-01,84.0
2017-08-02,84.65
2017-08-03,84.05
2017-08-04,84.9
2017-08-07,86.6
2017-08-08,85.25
2017-08-09,84.5
2017-08-10,81.8
2017-08-11,80.2
2017-08-14,83.55
2017-08-16,84.35
2017-08-17,83.4
2017-08-18,82.35
2017-08-21,88.65
2017-08-22,91.15
2017-08-23,95.35
2017-08-24,98.95
2017-08-28,96.55
2017-08-29,90.65
2017-08-30,94.35
2017-08-31,93.7
2017-09-01,93.4
2017-09-04,95.8
2017-09-05,97.05
2017-09-06,98.6
2017-09-07,99.45
2017-09-08,95.8
2017-09-11,97.9
2017-09-12,97.75
2017-09-13,93.5
2017-09-14,94.0
2017-09-15,93.4
2017-09-18,92.5
2017-09-19,90.7
2017-09-20,88.6
2017-09-21,89.25
2017-09-22,84.75
2017-09-25,83.35
2017-09-26,82.85
2017-09-27,79.55
2017-09-28,80.55
2017-09-29,80.85
2017-10-03,82.3
2017-10-04,89.5
2017-10-05,84.25
2017-10-06,85.15
2017-10-09,83.95
2017-10-10,83.85
2017-10-11,84.35
2017-10-12,85.75
2017-10-13,84.0
2017-10-16,84.5
2017-10-17,84.15
2017-10-18,86.6
2017-10-19,86.45
2017-10-23,85.15
2017-10-24,84.3
2017-10-25,83.0
2017-10-26,83.6
2017-10-27,82.2
2017-10-30,83.55
2017-10-31,88.75
2017-11-01,86.3
2017-11-02,85.3
2017-11-03,83.95
2017-11-06,93.15
2017-11-07,87.4
2017-11-08,86.85
2017-11-09,89.4
2017-11-10,85.25
2017-11-13,83.6
2017-11-14,83.8
2017-11-15,82.85
2017-11-16,82.2
2017-11-17,80.75
2017-11-20,81.75
2017-11-21,80.85
2017-11-22,81.0
2017-11-23,80.3
2017-11-24,81.65
2017-11-27,81.8
2017-11-28,81.3
2017-11-29,80.1
2017-11-30,78.5
2017-12-01,77.6
2017-12-04,75.75
2017-12-05,75.15
2017-12-06,74.55
2017-12-07,75.2
2017-12-08,74.5
2017-12-11,74.75
2017-12-12,73.85
2017-12-13,73.4
2017-12-14,73.4
2017-12-15,71.15
2017-12-18,71.65
2017-12-19,72.45
2017-12-20,72.5
2017-12-21,76.7
2017-12-22,76.7
2017-12-26,74.85
2017-12-27,74.25
2017-12-28,73.8
2017-12-29,75.85
