Date,TECHM
2017-01-02,488.0
2017-01-03,491.55
2017-01-04,500.6
2017-01-05,488.1
2017-01-06,469.75
2017-01-09,473.45
2017-01-10,473.5
2017-01-11,474.05
2017-01-12,481.2
2017-01-13,488.5
2017-01-16,487.15
2017-01-17,486.75
2017-01-18,483.65
2017-01-19,481.4
2017-01-20,468.65
2017-01-23,469.7
2017-01-24,469.9
2017-01-25,465.65
2017-01-27,467.1
2017-01-30,471.6
2017-01-31,452.2
2017-02-01,449.7
2017-02-02,461.1
2017-02-03,480.45
2017-02-06,477.5
2017-02-07,470.85
2017-02-08,474.6
2017-02-09,485.0
2017-02-10,499.9
2017-02-13,499.65
2017-02-14,504.6
2017-02-15,495.65
2017-02-16,504.5
2017-02-17,503.5
2017-02-20,499.95
2017-02-21,507.9
2017-02-22,507.95
2017-02-23,503.65
2017-02-27,499.8
2017-02-28,499.4
2017-03-01,499.75
2017-03-02,499.9
2017-03-03,503.7
2017-03-06,499.95
2017-03-07,499.95
2017-03-08,491.9
2017-03-09,488.95
2017-03-10,475.8
2017-03-14,479.85
2017-03-15,479.65
2017-03-16,481.1
2017-03-17,484.25
2017-03-20,481.9
2017-03-21,476.95
2017-03-22,475.4
2017-03-23,482.15
2017-03-24,474.15
2017-03-27,468.8
2017-03-28,455.7
2017-03-29,458.25
2017-03-30,461.2
2017-03-31,459.15
2017-04-03,453.1
2017-04-05,446.95
2017-04-06,446.9
2017-04-07,443.2
2017-04-10,443.05
2017-04-11,445.2
2017-04-12,437.65
2017-04-13,429.95
2017-04-17,421.95
2017-04-18,418.9
2017-04-19,414.3
2017-04-20,420.5
2017-04-21,427.65
2017-04-24,429.25
2017-04-25,438.15
2017-04-26,427.05
2017-04-27,424.95
2017-04-28,416.95
2017-05-02,418.15
2017-05-03,419.85
2017-05-04,419.1
2017-05-05,413.0
2017-05-08,421.15
2017-05-09,426.2
2017-05-10,430.4
2017-05-11,434.75
2017-05-12,442.25
2017-05-15,442.6
2017-05-16,443.75
2017-05-17,430.85
2017-05-18,422.3
2017-05-19,416.15
2017-05-22,412.35
2017-05-23,415.75
2017-05-24,417.15
2017-05-25,426.0
2017-05-26,429.15
2017-05-29,379.45
2017-05-30,388.3
2017-05-31,390.0
2017-06-01,397.7
2017-06-02,399.6
2017-06-05,402.75
2017-06-06,408.65
2017-06-07,399.9
2017-06-08,397.4
2017-06-09,386.8
2017-06-12,397.3
2017-06-13,393.4
2017-06-14,396.7
2017-06-15,393.65
2017-06-16,390.3
2017-06-19,389.45
2017-06-20,394.35
2017-06-21,390.95
2017-06-22,386.95
2017-06-23,380.7
2017-06-27,380.1
2017-06-28,392.25
2017-06-29,388.85
2017-06-30,382.0
2017-07-03,381.25
2017-07-04,377.7
2017-07-05,377.15
2017-07-06,376.3
2017-07-07,380.0
2017-07-10,384.1
2017-07-11,385.2
2017-07-12,387.3
2017-07-13,389.25
2017-07-14,388.95
2017-07-17,391.85
2017-07-18,391.3
2017-07-19,396.75
2017-07-20,391.5
2017-07-21,394.7
2017-07-24,399.05
2017-07-25,391.1
2017-07-26,389.35
2017-07-27,377.25
2017-07-28,381.3
2017-07-31,385.85
2017-08-01,402.45
2017-08-02,402.05
2017-08-03,407.15
2017-08-04,409.0
2017-08-07,406.35
2017-08-08,398.25
2017-08-09,393.85
2017-08-10,404.0
2017-08-11,402.8
2017-08-14,402.2
2017-08-16,419.95
2017-08-17,424.4
2017-08-18,428.85
2017-08-21,431.1
2017-08-22,439.35
2017-08-23,430.2
2017-08-24,427.7
2017-08-28,427.75
2017-08-29,431.75
2017-08-30,425.75
2017-08-31,428.15
2017-09-01,423.4
2017-09-04,416.1
2017-09-05,427.85
2017-09-06,424.6
2017-09-07,426.05
2017-09-08,430.8
2017-09-11,441.5
2017-09-12,441.4
2017-09-13,440.8
2017-09-14,441.4
2017-09-15,444.3
2017-09-18,445.1
2017-09-19,447.75
2017-09-20,448.9
2017-09-21,460.25
2017-09-22,458.4
2017-09-25,451.95
2017-09-26,447.35
2017-09-27,449.95
2017-09-28,454.45
2017-09-29,457.85
2017-10-03,463.3
2017-10-04,465.05
2017-10-05,450.95
2017-10-06,456.85
2017-10-09,463.3
2017-10-10,466.3
2017-10-11,467.25
2017-10-12,474.2
2017-10-13,476.1
2017-10-16,473.8
2017-10-17,473.0
2017-10-18,458.45
2017-10-19,458.35
2017-10-23,463.1
2017-10-24,454.8
2017-10-25,468.1
2017-10-26,477.25
2017-10-27,476.4
2017-10-30,485.55
2017-10-31,482.05
2017-11-01,488.5
2017-11-02,467.95
2017-11-03,463.45
2017-11-06,460.45
2017-11-07,470.5
2017-11-08,489.9
2017-11-09,490.25
2017-11-10,491.0
2017-11-13,490.1
2017-11-14,487.9
2017-11-15,496.55
2017-11-16,499.9
2017-11-17,484.55
2017-11-20,476.8
2017-11-21,493.85
2017-11-22,482.6
2017-11-23,489.6
2017-11-24,494.1
2017-11-27,498.75
2017-11-28,499.7
2017-11-29,496.55
2017-11-30,489.25
2017-12-01,472.9
2017-12-04,472.8
2017-12-05,465.4
2017-12-06,472.25
2017-12-07,497.3
2017-12-08,496.1
2017-12-11,500.65
2017-12-12,501.2
2017-12-13,503.6
2017-12-14,514.25
2017-12-15,500.75
2017-12-18,494.0
2017-12-19,495.35
2017-12-20,492.95
2017-12-21,490.65
2017-12-22,493.45
2017-12-26,493.4
2017-12-27,503.0
2017-12-28,497.05
2017-12-29,504.05
