Date,RELCAPITAL
2017-01-02,439.9
2017-01-03,442.35
2017-01-04,443.65
2017-01-05,444.55
2017-01-06,447.8
2017-01-09,446.55
2017-01-10,448.3
2017-01-11,455.75
2017-01-12,453.4
2017-01-13,450.4
2017-01-16,452.45
2017-01-17,462.75
2017-01-18,463.6
2017-01-19,464.9
2017-01-20,451.5
2017-01-23,455.65
2017-01-24,456.95
2017-01-25,459.1
2017-01-27,464.6
2017-01-30,461.4
2017-01-31,450.05
2017-02-01,465.1
2017-02-02,471.35
2017-02-03,489.95
2017-02-06,485.5
2017-02-07,480.6
2017-02-08,484.55
2017-02-09,493.25
2017-02-10,492.9
2017-02-13,477.75
2017-02-14,487.45
2017-02-15,473.1
2017-02-16,490.6
2017-02-17,517.85
2017-02-20,522.65
2017-02-21,521.0
2017-02-22,523.95
2017-02-23,519.45
2017-02-27,525.7
2017-02-28,533.2
2017-03-01,533.85
2017-03-02,520.35
2017-03-03,532.3
2017-03-06,542.95
2017-03-07,543.0
2017-03-08,541.15
2017-03-09,540.05
2017-03-10,535.3
2017-03-14,558.0
2017-03-15,556.75
2017-03-16,604.1
2017-03-17,602.95
2017-03-20,608.25
2017-03-21,598.35
2017-03-22,589.0
2017-03-23,612.1
2017-03-24,599.8
2017-03-27,593.9
2017-03-28,603.9
2017-03-29,601.8
2017-03-30,607.4
2017-03-31,615.1
2017-04-03,620.6
2017-04-05,622.6
2017-04-06,619.35
2017-04-07,606.2
2017-04-10,604.45
2017-04-11,620.1
2017-04-12,609.0
2017-04-13,604.2
2017-04-17,617.1
2017-04-18,601.8
2017-04-19,604.7
2017-04-20,609.35
2017-04-21,609.55
2017-04-24,612.45
2017-04-25,629.95
2017-04-26,641.05
2017-04-27,669.85
2017-04-28,664.8
2017-05-02,665.25
2017-05-03,671.7
2017-05-04,672.0
2017-05-05,652.25
2017-05-08,660.5
2017-05-09,682.5
2017-05-10,685.25
2017-05-11,673.7
2017-05-12,667.35
2017-05-15,675.25
2017-05-16,677.8
2017-05-17,677.45
2017-05-18,657.2
2017-05-19,654.5
2017-05-22,636.7
2017-05-23,621.15
2017-05-24,578.55
2017-05-25,576.3
2017-05-26,593.8
2017-05-29,539.35
2017-05-30,551.55
2017-05-31,561.5
2017-06-01,551.05
2017-06-02,551.4
2017-06-05,557.95
2017-06-06,562.4
2017-06-07,584.85
2017-06-08,579.4
2017-06-09,588.4
2017-06-12,590.15
2017-06-13,587.25
2017-06-14,597.35
2017-06-15,600.3
2017-06-16,602.85
2017-06-19,611.9
2017-06-20,611.45
2017-06-21,625.95
2017-06-22,627.25
2017-06-23,651.5
2017-06-27,658.4
2017-06-28,651.45
2017-06-29,648.05
2017-06-30,643.6
2017-07-03,656.55
2017-07-04,649.9
2017-07-05,662.95
2017-07-06,664.1
2017-07-07,661.0
2017-07-10,664.25
2017-07-11,650.2
2017-07-12,658.0
2017-07-13,663.3
2017-07-14,675.6
2017-07-17,670.45
2017-07-18,670.35
2017-07-19,660.55
2017-07-20,659.55
2017-07-21,650.4
2017-07-24,650.4
2017-07-25,650.05
2017-07-26,655.65
2017-07-27,659.5
2017-07-28,718.65
2017-07-31,724.4
2017-08-01,723.3
2017-08-02,730.45
2017-08-03,722.7
2017-08-04,744.1
2017-08-07,781.4
2017-08-08,786.05
2017-08-09,799.5
2017-08-10,764.25
2017-08-11,748.9
2017-08-14,774.2
2017-08-16,791.2
2017-08-17,783.25
2017-08-18,783.55
2017-08-21,775.45
2017-08-22,744.45
2017-08-23,767.3
2017-08-24,776.9
2017-08-28,788.05
2017-08-29,769.5
2017-08-30,779.9
2017-08-31,805.3
2017-09-01,856.8
2017-09-04,818.8
2017-09-05,750.45
2017-09-06,759.45
2017-09-07,770.55
2017-09-08,762.3
2017-09-11,773.95
2017-09-12,775.3
2017-09-13,754.3
2017-09-14,748.55
2017-09-15,752.95
2017-09-18,765.55
2017-09-19,753.2
2017-09-20,745.4
2017-09-21,717.9
2017-09-22,661.25
2017-09-25,621.75
2017-09-26,620.55
2017-09-27,584.7
2017-09-28,599.7
2017-09-29,586.0
2017-10-03,561.0
2017-10-04,573.85
2017-10-05,562.75
2017-10-06,552.9
2017-10-09,567.3
2017-10-10,556.45
2017-10-11,542.75
2017-10-12,547.9
2017-10-13,540.75
2017-10-16,536.4
2017-10-17,562.35
2017-10-18,558.2
2017-10-19,551.25
2017-10-23,566.6
2017-10-24,572.6
2017-10-25,572.75
2017-10-26,566.4
2017-10-27,576.0
2017-10-30,585.6
2017-10-31,577.15
2017-11-01,576.9
2017-11-02,581.85
2017-11-03,588.05
2017-11-06,557.2
2017-11-07,537.05
2017-11-08,503.9
2017-11-09,492.85
2017-11-10,489.85
2017-11-13,468.65
2017-11-14,470.8
2017-11-15,422.8
2017-11-16,429.7
2017-11-17,433.45
2017-11-20,446.05
2017-11-21,452.9
2017-11-22,455.45
2017-11-23,449.85
2017-11-24,452.3
2017-11-27,456.45
2017-11-28,448.15
2017-11-29,442.4
2017-11-30,433.15
2017-12-01,422.15
2017-12-04,418.1
2017-12-05,425.5
2017-12-06,415.4
2017-12-07,422.3
2017-12-08,420.75
2017-12-11,427.3
2017-12-12,419.85
2017-12-13,416.25
2017-12-14,413.15
2017-12-15,411.45
2017-12-18,412.2
2017-12-19,424.35
2017-12-20,454.75
2017-12-21,479.35
2017-12-22,484.95
2017-12-26,519.1
2017-12-27,519.95
2017-12-28,569.95
2017-12-29,579.15
