Date,ASHOKA
2017-01-02,159.4
2017-01-03,159.5
2017-01-04,163.85
2017-01-05,159.8
2017-01-06,155.0
2017-01-09,154.8
2017-01-10,154.4
2017-01-11,154.4
2017-01-12,159.4
2017-01-13,160.35
2017-01-16,161.25
2017-01-17,166.65
2017-01-18,168.7
2017-01-19,168.95
2017-01-20,162.9
2017-01-23,166.3
2017-01-24,172.5
2017-01-25,175.1
2017-01-27,184.45
2017-01-30,186.95
2017-01-31,183.25
2017-02-01,192.15
2017-02-02,193.3
2017-02-03,192.85
2017-02-06,192.95
2017-02-07,189.75
2017-02-08,195.25
2017-02-09,196.15
2017-02-10,192.3
2017-02-13,188.1
2017-02-14,189.0
2017-02-15,186.95
2017-02-16,189.55
2017-02-17,190.75
2017-02-20,189.75
2017-02-21,185.65
2017-02-22,183.4
2017-02-23,178.5
2017-02-27,177.6
2017-02-28,173.4
2017-03-01,179.6
2017-03-02,181.25
2017-03-03,182.15
2017-03-06,180.2
2017-03-07,183.25
2017-03-08,182.95
2017-03-09,181.6
2017-03-10,180.45
2017-03-14,182.75
2017-03-15,185.25
2017-03-16,193.8
2017-03-17,194.3
2017-03-20,193.0
2017-03-21,192.65
2017-03-22,187.8
2017-03-23,186.9
2017-03-24,187.0
2017-03-27,189.55
2017-03-28,191.65
2017-03-29,193.75
2017-03-30,194.15
2017-03-31,197.0
2017-04-03,195.35
2017-04-05,207.5
2017-04-06,211.55
2017-04-07,204.95
2017-04-10,208.7
2017-04-11,209.9
2017-04-12,212.95
2017-04-13,211.85
2017-04-17,210.3
2017-04-18,211.55
2017-04-19,210.0
2017-04-20,207.85
2017-04-21,204.45
2017-04-24,203.95
2017-04-25,199.0
2017-04-26,198.65
2017-04-27,199.0
2017-04-28,196.75
2017-05-02,194.15
2017-05-03,210.3
2017-05-04,212.05
2017-05-05,209.75
2017-05-08,208.4
2017-05-09,204.75
2017-05-10,207.55
2017-05-11,212.05
2017-05-12,210.35
2017-05-15,216.05
2017-05-16,214.9
2017-05-17,217.0
2017-05-18,209.65
2017-05-19,206.25
2017-05-22,201.6
2017-05-23,197.65
2017-05-24,196.0
2017-05-25,199.55
2017-05-26,199.9
2017-05-29,200.05
2017-05-30,194.9
2017-05-31,190.35
2017-06-01,187.5
2017-06-02,190.25
2017-06-05,192.0
2017-06-06,187.6
2017-06-07,186.15
2017-06-08,186.25
2017-06-09,185.05
2017-06-12,189.8
2017-06-13,192.25
2017-06-14,190.65
2017-06-15,190.55
2017-06-16,193.3
2017-06-19,194.8
2017-06-20,199.2
2017-06-21,198.25
2017-06-22,191.55
2017-06-23,184.15
2017-06-27,182.75
2017-06-28,183.65
2017-06-29,186.65
2017-06-30,184.6
2017-07-03,185.75
2017-07-04,188.3
2017-07-05,190.0
2017-07-06,187.25
2017-07-07,190.0
2017-07-10,188.45
2017-07-11,189.45
2017-07-12,191.65
2017-07-13,193.8
2017-07-14,190.95
2017-07-17,188.5
2017-07-18,187.0
2017-07-19,189.7
2017-07-20,187.1
2017-07-21,188.05
2017-07-24,184.8
2017-07-25,185.0
2017-07-26,181.95
2017-07-27,183.95
2017-07-28,184.3
2017-07-31,185.55
2017-08-01,179.95
2017-08-02,185.4
2017-08-03,179.65
2017-08-04,179.35
2017-08-07,187.4
2017-08-08,181.75
2017-08-09,180.7
2017-08-10,178.0
2017-08-11,176.4
2017-08-14,188.3
2017-08-16,190.75
2017-08-17,190.0
2017-08-18,189.95
2017-08-21,183.7
2017-08-22,186.1
2017-08-23,183.3
2017-08-24,184.5
2017-08-28,186.1
2017-08-29,187.0
2017-08-30,191.25
2017-08-31,195.45
2017-09-01,192.75
2017-09-04,189.85
2017-09-05,188.9
2017-09-06,187.45
2017-09-07,185.1
2017-09-08,187.4
2017-09-11,196.35
2017-09-12,199.95
2017-09-13,198.0
2017-09-14,198.9
2017-09-15,197.85
2017-09-18,198.5
2017-09-19,193.1
2017-09-20,196.05
2017-09-21,194.5
2017-09-22,192.15
2017-09-25,187.05
2017-09-26,186.2
2017-09-27,181.85
2017-09-28,185.05
2017-09-29,187.7
2017-10-03,183.3
2017-10-04,187.1
2017-10-05,195.05
2017-10-06,198.85
2017-10-09,192.9
2017-10-10,188.65
2017-10-11,186.2
2017-10-12,187.7
2017-10-13,188.85
2017-10-16,187.95
2017-10-17,185.1
2017-10-18,185.2
2017-10-19,187.2
2017-10-23,187.05
2017-10-24,192.5
2017-10-25,209.7
2017-10-26,213.15
2017-10-27,218.0
2017-10-30,215.2
2017-10-31,212.95
2017-11-01,216.7
2017-11-02,233.5
2017-11-03,231.9
2017-11-06,230.0
2017-11-07,238.4
2017-11-08,232.9
2017-11-09,223.95
2017-11-10,218.9
2017-11-13,207.35
2017-11-14,209.45
2017-11-15,201.4
2017-11-16,203.15
2017-11-17,210.15
2017-11-20,207.6
2017-11-21,213.75
2017-11-22,228.1
2017-11-23,235.95
2017-11-24,238.4
2017-11-27,247.3
2017-11-28,250.15
2017-11-29,252.7
2017-11-30,251.8
2017-12-01,243.8
2017-12-04,249.8
2017-12-05,248.4
2017-12-06,241.95
2017-12-07,249.45
2017-12-08,248.85
2017-12-11,246.05
2017-12-12,241.2
2017-12-13,235.6
2017-12-14,232.25
2017-12-15,237.95
2017-12-18,241.0
2017-12-19,238.6
2017-12-20,238.9
2017-12-21,255.3
2017-12-22,254.1
2017-12-26,254.05
2017-12-27,248.75
2017-12-28,244.05
2017-12-29,244.65
