Date,SICAL
2017-01-02,202.4
2017-01-03,206.4
2017-01-04,203.65
2017-01-05,206.6
2017-01-06,205.9
2017-01-09,208.4
2017-01-10,212.0
2017-01-11,219.35
2017-01-12,216.95
2017-01-13,217.2
2017-01-16,234.25
2017-01-17,236.25
2017-01-18,235.05
2017-01-19,236.6
2017-01-20,231.7
2017-01-23,226.5
2017-01-24,231.0
2017-01-25,230.3
2017-01-27,226.4
2017-01-30,226.55
2017-01-31,222.7
2017-02-01,226.45
2017-02-02,232.65
2017-02-03,233.25
2017-02-06,235.15
2017-02-07,229.5
2017-02-08,223.85
2017-02-09,233.1
2017-02-10,255.65
2017-02-13,253.85
2017-02-14,256.4
2017-02-15,247.3
2017-02-16,250.6
2017-02-17,241.2
2017-02-20,242.3
2017-02-21,240.85
2017-02-22,256.8
2017-02-23,262.15
2017-02-27,260.9
2017-02-28,268.25
2017-03-01,266.8
2017-03-02,257.45
2017-03-03,257.2
2017-03-06,261.0
2017-03-07,260.25
2017-03-08,257.65
2017-03-09,256.15
2017-03-10,252.8
2017-03-14,255.05
2017-03-15,254.1
2017-03-16,254.05
2017-03-17,260.95
2017-03-20,259.05
2017-03-21,255.8
2017-03-22,253.85
2017-03-23,252.3
2017-03-24,253.0
2017-03-27,256.85
2017-03-28,256.0
2017-03-29,262.5
2017-03-30,259.1
2017-03-31,262.85
2017-04-03,264.0
2017-04-05,267.35
2017-04-06,264.35
2017-04-07,260.25
2017-04-10,255.15
2017-04-11,258.0
2017-04-12,253.8
2017-04-13,260.35
2017-04-17,262.85
2017-04-18,258.0
2017-04-19,256.5
2017-04-20,257.25
2017-04-21,266.6
2017-04-24,263.75
2017-04-25,261.95
2017-04-26,257.2
2017-04-27,257.45
2017-04-28,255.8
2017-05-02,252.25
2017-05-03,253.1
2017-05-04,253.7
2017-05-05,247.2
2017-05-08,252.5
2017-05-09,269.7
2017-05-10,270.85
2017-05-11,268.95
2017-05-12,260.85
2017-05-15,264.35
2017-05-16,263.65
2017-05-17,258.25
2017-05-18,250.55
2017-05-19,248.0
2017-05-22,243.45
2017-05-23,238.05
2017-05-24,232.65
2017-05-25,243.05
2017-05-26,243.3
2017-05-29,243.1
2017-05-30,245.7
2017-05-31,249.05
2017-06-01,247.4
2017-06-02,253.15
2017-06-05,251.25
2017-06-06,250.05
2017-06-07,258.7
2017-06-08,255.45
2017-06-09,252.4
2017-06-12,249.9
2017-06-13,252.9
2017-06-14,251.7
2017-06-15,248.0
2017-06-16,247.65
2017-06-19,243.5
2017-06-20,253.95
2017-06-21,264.3
2017-06-22,255.7
2017-06-23,254.65
2017-06-27,244.65
2017-06-28,243.25
2017-06-29,247.9
2017-06-30,251.45
2017-07-03,251.75
2017-07-04,248.3
2017-07-05,257.35
2017-07-06,260.15
2017-07-07,254.35
2017-07-10,252.45
2017-07-11,251.7
2017-07-12,249.0
2017-07-13,247.45
2017-07-14,244.05
2017-07-17,245.35
2017-07-18,246.75
2017-07-19,247.65
2017-07-20,247.0
2017-07-21,244.5
2017-07-24,249.2
2017-07-25,254.2
2017-07-26,251.85
2017-07-27,253.65
2017-07-28,253.1
2017-07-31,259.75
2017-08-01,260.15
2017-08-02,261.1
2017-08-03,261.3
2017-08-04,258.75
2017-08-07,261.3
2017-08-08,255.75
2017-08-09,250.85
2017-08-10,237.7
2017-08-11,238.85
2017-08-14,236.8
2017-08-16,240.45
2017-08-17,238.65
2017-08-18,236.3
2017-08-21,232.1
2017-08-22,229.95
2017-08-23,232.7
2017-08-24,231.1
2017-08-28,232.35
2017-08-29,232.1
2017-08-30,232.15
2017-08-31,232.35
2017-09-01,234.95
2017-09-04,231.8
2017-09-05,234.95
2017-09-06,234.7
2017-09-07,231.8
2017-09-08,228.6
2017-09-11,230.65
2017-09-12,229.05
2017-09-13,230.35
2017-09-14,229.2
2017-09-15,227.35
2017-09-18,225.9
2017-09-19,227.6
2017-09-20,226.15
2017-09-21,217.05
2017-09-22,219.85
2017-09-25,205.7
2017-09-26,209.2
2017-09-27,200.4
2017-09-28,211.45
2017-09-29,209.85
2017-10-03,209.05
2017-10-04,206.5
2017-10-05,206.1
2017-10-06,206.1
2017-10-09,204.25
2017-10-10,204.1
2017-10-11,211.75
2017-10-12,208.75
2017-10-13,210.35
2017-10-16,208.65
2017-10-17,210.2
2017-10-18,208.6
2017-10-19,209.1
2017-10-23,206.9
2017-10-24,207.35
2017-10-25,207.3
2017-10-26,215.4
2017-10-27,217.05
2017-10-30,232.8
2017-10-31,229.6
2017-11-01,226.95
2017-11-02,227.7
2017-11-03,226.6
2017-11-06,213.8
2017-11-07,209.15
2017-11-08,207.1
2017-11-09,207.85
2017-11-10,208.1
2017-11-13,208.5
2017-11-14,205.15
2017-11-15,207.35
2017-11-16,208.4
2017-11-17,222.15
2017-11-20,222.0
2017-11-21,219.3
2017-11-22,218.85
2017-11-23,222.3
2017-11-24,223.8
2017-11-27,220.3
2017-11-28,216.75
2017-11-29,238.7
2017-11-30,239.05
2017-12-01,232.8
2017-12-04,231.25
2017-12-05,215.75
2017-12-06,219.1
2017-12-07,220.15
2017-12-08,225.45
2017-12-11,224.5
2017-12-12,219.6
2017-12-13,219.95
2017-12-14,221.75
2017-12-15,227.35
2017-12-18,234.65
2017-12-19,242.7
2017-12-20,243.0
2017-12-21,252.35
2017-12-22,252.75
2017-12-26,257.85
2017-12-27,255.65
2017-12-28,257.7
2017-12-29,256.0
