Date,PAISALO
2017-01-02,190.45
2017-01-03,191.0
2017-01-04,190.55
2017-01-05,191.05
2017-01-06,191.3
2017-01-09,196.1
2017-01-10,191.9
2017-01-11,195.15
2017-01-12,189.65
2017-01-13,189.5
2017-01-16,188.2
2017-01-17,192.7
2017-01-18,190.0
2017-01-19,190.05
2017-01-20,184.65
2017-01-23,187.2
2017-01-24,183.9
2017-01-25,188.75
2017-01-27,187.3
2017-01-30,181.4
2017-01-31,183.85
2017-02-01,181.8
2017-02-02,182.0
2017-02-03,182.15
2017-02-06,185.65
2017-02-07,190.6
2017-02-08,187.3
2017-02-09,181.25
2017-02-10,185.55
2017-02-13,184.0
2017-02-14,178.9
2017-02-15,177.55
2017-02-16,178.15
2017-02-17,178.2
2017-02-20,179.1
2017-02-21,180.1
2017-02-22,178.6
2017-02-23,179.2
2017-02-27,179.8
2017-02-28,179.65
2017-03-01,184.95
2017-03-02,178.3
2017-03-03,178.0
2017-03-06,179.25
2017-03-07,179.0
2017-03-08,178.35
2017-03-09,180.15
2017-03-10,176.2
2017-03-14,173.9
2017-03-15,174.25
2017-03-16,174.95
2017-03-17,173.95
2017-03-20,178.55
2017-03-21,180.4
2017-03-22,177.9
2017-03-23,177.3
2017-03-24,177.5
2017-03-27,176.5
2017-03-28,174.4
2017-03-29,171.6
2017-03-30,172.05
2017-03-31,172.5
2017-04-03,175.35
2017-04-05,175.05
2017-04-06,179.5
2017-04-07,173.85
2017-04-10,174.35
2017-04-11,179.1
2017-04-12,174.85
2017-04-13,178.5
2017-04-17,179.0
2017-04-18,176.55
2017-04-19,177.9
2017-04-20,181.0
2017-04-21,183.5
2017-04-24,184.75
2017-04-25,190.5
2017-04-26,189.15
2017-04-27,187.7
2017-04-28,189.35
2017-05-02,179.7
2017-05-03,181.75
2017-05-04,178.15
2017-05-05,176.0
2017-05-08,177.0
2017-05-09,174.3
2017-05-10,177.95
2017-05-11,175.65
2017-05-12,173.2
2017-05-15,174.0
2017-05-16,171.1
2017-05-17,172.4
2017-05-18,169.2
2017-05-19,167.05
2017-05-22,164.5
2017-05-23,160.45
2017-05-24,158.1
2017-05-25,158.55
2017-05-26,160.85
2017-05-29,162.35
2017-05-30,161.8
2017-05-31,162.5
2017-06-01,162.6
2017-06-02,160.05
2017-06-05,159.5
2017-06-06,157.45
2017-06-07,157.4
2017-06-08,153.65
2017-06-09,157.3
2017-06-12,156.35
2017-06-13,159.45
2017-06-14,162.65
2017-06-15,159.15
2017-06-16,158.85
2017-06-19,156.2
2017-06-20,159.1
2017-06-21,157.25
2017-06-22,154.85
2017-06-23,155.0
2017-06-27,150.0
2017-06-28,152.2
2017-06-29,149.7
2017-06-30,153.95
2017-07-03,150.75
2017-07-04,149.4
2017-07-05,148.85
2017-07-06,152.5
2017-07-07,153.25
2017-07-10,152.05
2017-07-11,149.75
2017-07-12,150.9
2017-07-13,150.5
2017-07-14,153.7
2017-07-17,155.0
2017-07-18,154.85
2017-07-19,184.95
2017-07-20,220.5
2017-07-21,218.8
2017-07-24,203.85
2017-07-25,209.2
2017-07-26,202.95
2017-07-27,207.0
2017-07-28,208.3
2017-07-31,203.2
2017-08-01,187.45
2017-08-02,186.8
2017-08-03,180.1
2017-08-04,176.35
2017-08-07,180.95
2017-08-08,173.0
2017-08-09,164.1
2017-08-10,150.0
2017-08-11,172.05
2017-08-14,195.5
2017-08-16,188.75
2017-08-17,186.35
2017-08-18,178.7
2017-08-21,176.65
2017-08-22,174.0
2017-08-23,173.25
2017-08-24,174.15
2017-08-28,171.55
2017-08-29,172.85
2017-08-30,174.8
2017-08-31,178.4
2017-09-01,178.3
2017-09-04,172.25
2017-09-05,170.35
2017-09-06,171.25
2017-09-07,171.25
2017-09-08,171.3
2017-09-11,170.05
2017-09-12,204.05
2017-09-13,244.85
2017-09-14,246.25
2017-09-15,236.8
2017-09-18,228.3
2017-09-19,218.05
2017-09-20,210.35
2017-09-21,208.7
2017-09-22,191.15
2017-09-25,192.6
2017-09-26,194.9
2017-09-27,192.6
2017-09-28,191.9
2017-09-29,188.25
2017-10-03,191.65
2017-10-04,187.55
2017-10-05,189.05
2017-10-06,191.85
2017-10-09,192.75
2017-10-10,190.4
2017-10-11,187.95
2017-10-12,188.55
2017-10-13,187.0
2017-10-16,188.0
2017-10-17,187.0
2017-10-18,184.9
2017-10-19,188.95
2017-10-23,187.2
2017-10-24,204.5
2017-10-25,194.9
2017-10-26,193.35
2017-10-27,192.1
2017-10-30,211.3
2017-10-31,217.15
2017-11-01,210.65
2017-11-02,209.5
2017-11-03,207.15
2017-11-06,204.8
2017-11-07,198.75
2017-11-08,195.55
2017-11-09,199.9
2017-11-10,199.55
2017-11-13,196.8
2017-11-14,195.05
2017-11-15,194.15
2017-11-16,194.5
2017-11-17,195.0
2017-11-20,193.5
2017-11-21,195.25
2017-11-22,206.15
2017-11-23,202.0
2017-11-24,222.2
2017-11-27,222.3
2017-11-28,224.95
2017-11-29,222.2
2017-11-30,218.15
2017-12-01,218.85
2017-12-04,219.85
2017-12-05,215.9
2017-12-06,212.8
2017-12-07,227.35
2017-12-08,225.1
2017-12-11,225.2
2017-12-12,218.75
2017-12-13,225.65
2017-12-14,218.6
2017-12-15,218.9
2017-12-18,225.25
2017-12-19,221.75
2017-12-20,221.85
2017-12-21,224.5
2017-12-22,221.7
2017-12-26,222.55
2017-12-27,220.7
2017-12-28,215.95
2017-12-29,215.95
