Date,LOKESHMACH
2017-01-02,67.15
2017-01-03,70.05
2017-01-04,71.6
2017-01-05,73.85
2017-01-06,71.45
2017-01-09,72.2
2017-01-10,72.15
2017-01-11,73.8
2017-01-12,73.8
2017-01-13,72.75
2017-01-16,72.75
2017-01-17,73.35
2017-01-18,73.25
2017-01-19,72.45
2017-01-20,71.7
2017-01-23,71.2
2017-01-24,72.5
2017-01-25,70.85
2017-01-27,79.0
2017-01-30,80.5
2017-01-31,82.4
2017-02-01,79.75
2017-02-02,78.55
2017-02-03,79.25
2017-02-06,81.0
2017-02-07,82.4
2017-02-08,84.8
2017-02-09,86.25
2017-02-10,86.1
2017-02-13,84.7
2017-02-14,83.15
2017-02-15,78.35
2017-02-16,80.35
2017-02-17,79.05
2017-02-20,79.65
2017-02-21,80.1
2017-02-22,81.5
2017-02-23,79.15
2017-02-27,77.6
2017-02-28,79.45
2017-03-01,79.9
2017-03-02,77.65
2017-03-03,78.55
2017-03-06,80.65
2017-03-07,80.05
2017-03-08,78.4
2017-03-09,81.4
2017-03-10,84.1
2017-03-14,81.35
2017-03-15,81.7
2017-03-16,82.3
2017-03-17,81.15
2017-03-20,83.0
2017-03-21,82.05
2017-03-22,81.4
2017-03-23,84.6
2017-03-24,82.4
2017-03-27,81.7
2017-03-28,82.2
2017-03-29,82.4
2017-03-30,83.35
2017-03-31,82.45
2017-04-03,86.8
2017-04-05,89.9
2017-04-06,88.6
2017-04-07,87.75
2017-04-10,86.75
2017-04-11,87.2
2017-04-12,87.8
2017-04-13,85.9
2017-04-17,84.65
2017-04-18,82.65
2017-04-19,84.05
2017-04-20,84.4
2017-04-21,83.45
2017-04-24,84.5
2017-04-25,101.4
2017-04-26,98.25
2017-04-27,94.0
2017-04-28,91.3
2017-05-02,91.15
2017-05-03,100.75
2017-05-04,104.55
2017-05-05,100.4
2017-05-08,102.8
2017-05-09,99.5
2017-05-10,99.6
2017-05-11,96.9
2017-05-12,97.0
2017-05-15,101.3
2017-05-16,99.75
2017-05-17,102.4
2017-05-18,96.3
2017-05-19,96.3
2017-05-22,92.9
2017-05-23,88.0
2017-05-24,85.2
2017-05-25,87.55
2017-05-26,87.85
2017-05-29,85.55
2017-05-30,85.85
2017-05-31,85.6
2017-06-01,86.2
2017-06-02,87.65
2017-06-05,88.05
2017-06-06,83.85
2017-06-07,89.75
2017-06-08,87.85
2017-06-09,87.15
2017-06-12,86.45
2017-06-13,86.9
2017-06-14,86.25
2017-06-15,87.65
2017-06-16,87.05
2017-06-19,84.45
2017-06-20,83.55
2017-06-21,82.0
2017-06-22,79.8
2017-06-23,77.8
2017-06-27,75.45
2017-06-28,75.85
2017-06-29,76.5
2017-06-30,77.05
2017-07-03,79.6
2017-07-04,78.5
2017-07-05,80.5
2017-07-06,79.8
2017-07-07,82.4
2017-07-10,81.1
2017-07-11,87.5
2017-07-12,84.8
2017-07-13,85.6
2017-07-14,82.35
2017-07-17,81.75
2017-07-18,80.55
2017-07-19,81.6
2017-07-20,81.15
2017-07-21,80.95
2017-07-24,83.65
2017-07-25,82.75
2017-07-26,85.05
2017-07-27,81.95
2017-07-28,81.45
2017-07-31,81.2
2017-08-01,79.75
2017-08-02,86.85
2017-08-03,84.15
2017-08-04,83.85
2017-08-07,85.0
2017-08-08,81.4
2017-08-09,80.15
2017-08-10,77.05
2017-08-11,78.4
2017-08-14,79.2
2017-08-16,81.05
2017-08-17,80.4
2017-08-18,80.25
2017-08-21,78.15
2017-08-22,77.6
2017-08-23,81.1
2017-08-24,80.35
2017-08-28,81.4
2017-08-29,79.1
2017-08-30,81.2
2017-08-31,79.8
2017-09-01,76.95
2017-09-04,75.75
2017-09-05,77.95
2017-09-06,77.75
2017-09-07,78.6
2017-09-08,77.25
2017-09-11,79.25
2017-09-12,80.25
2017-09-13,79.75
2017-09-14,77.85
2017-09-15,76.6
2017-09-18,76.4
2017-09-19,77.4
2017-09-20,81.3
2017-09-21,80.3
2017-09-22,77.85
2017-09-25,74.4
2017-09-26,74.65
2017-09-27,71.45
2017-09-28,73.1
2017-09-29,72.4
2017-10-03,71.8
2017-10-04,73.5
2017-10-05,74.45
2017-10-06,76.15
2017-10-09,76.0
2017-10-10,76.05
2017-10-11,73.7
2017-10-12,73.5
2017-10-13,74.65
2017-10-16,73.75
2017-10-17,73.55
2017-10-18,72.75
2017-10-19,73.6
2017-10-23,73.8
2017-10-24,76.0
2017-10-25,79.15
2017-10-26,78.8
2017-10-27,78.2
2017-10-30,76.5
2017-10-31,76.65
2017-11-01,78.2
2017-11-02,76.7
2017-11-03,78.75
2017-11-06,77.4
2017-11-07,74.75
2017-11-08,74.0
2017-11-09,74.8
2017-11-10,73.25
2017-11-13,72.7
2017-11-14,71.8
2017-11-15,70.55
2017-11-16,71.65
2017-11-17,71.25
2017-11-20,72.15
2017-11-21,72.5
2017-11-22,69.45
2017-11-23,69.8
2017-11-24,70.85
2017-11-27,71.6
2017-11-28,70.6
2017-11-29,70.85
2017-11-30,70.55
2017-12-01,70.6
2017-12-04,70.15
2017-12-05,68.9
2017-12-06,69.0
2017-12-07,70.2
2017-12-08,69.85
2017-12-11,70.15
2017-12-12,68.4
2017-12-13,66.85
2017-12-14,67.8
2017-12-15,68.95
2017-12-18,68.45
2017-12-19,73.7
2017-12-20,71.8
2017-12-21,72.0
2017-12-22,74.55
2017-12-26,74.4
2017-12-27,71.9
2017-12-28,71.65
2017-12-29,72.9
