Date,SMARTLINK
2017-01-02,104.6
2017-01-03,106.9
2017-01-04,106.25
2017-01-05,107.4
2017-01-06,105.3
2017-01-09,104.6
2017-01-10,104.3
2017-01-11,103.2
2017-01-12,101.55
2017-01-13,100.55
2017-01-16,102.0
2017-01-17,103.7
2017-01-18,101.95
2017-01-19,100.8
2017-01-20,100.45
2017-01-23,106.0
2017-01-24,105.25
2017-01-25,104.35
2017-01-27,103.4
2017-01-30,103.3
2017-01-31,101.15
2017-02-01,102.35
2017-02-02,102.25
2017-02-03,101.8
2017-02-06,102.6
2017-02-07,101.85
2017-02-08,102.95
2017-02-09,103.05
2017-02-10,102.4
2017-02-13,99.75
2017-02-14,98.9
2017-02-15,94.55
2017-02-16,95.55
2017-02-17,96.95
2017-02-20,96.0
2017-02-21,95.05
2017-02-22,92.35
2017-02-23,92.4
2017-02-27,90.75
2017-02-28,90.95
2017-03-01,99.35
2017-03-02,93.2
2017-03-03,95.5
2017-03-06,94.75
2017-03-07,96.1
2017-03-08,93.3
2017-03-09,93.2
2017-03-10,93.0
2017-03-14,93.4
2017-03-15,93.1
2017-03-16,94.4
2017-03-17,93.9
2017-03-20,103.75
2017-03-21,100.65
2017-03-22,99.2
2017-03-23,98.45
2017-03-24,99.6
2017-03-27,98.55
2017-03-28,99.35
2017-03-29,96.85
2017-03-30,97.95
2017-03-31,97.85
2017-04-03,99.05
2017-04-05,100.15
2017-04-06,102.35
2017-04-07,102.85
2017-04-10,102.15
2017-04-11,103.8
2017-04-12,101.3
2017-04-13,100.1
2017-04-17,100.35
2017-04-18,101.2
2017-04-19,101.85
2017-04-20,101.9
2017-04-21,99.7
2017-04-24,99.65
2017-04-25,99.9
2017-04-26,101.05
2017-04-27,103.1
2017-04-28,101.6
2017-05-02,100.15
2017-05-03,101.3
2017-05-04,100.05
2017-05-05,99.3
2017-05-08,99.05
2017-05-09,99.0
2017-05-10,98.55
2017-05-11,99.2
2017-05-12,98.75
2017-05-15,97.0
2017-05-16,97.5
2017-05-17,99.55
2017-05-18,94.85
2017-05-19,93.95
2017-05-22,93.3
2017-05-23,90.25
2017-05-24,89.0
2017-05-25,90.45
2017-05-26,89.75
2017-05-29,91.7
2017-05-30,89.6
2017-05-31,90.45
2017-06-01,90.1
2017-06-02,91.55
2017-06-05,92.7
2017-06-06,91.8
2017-06-07,91.15
2017-06-08,90.15
2017-06-09,90.35
2017-06-12,92.0
2017-06-13,92.05
2017-06-14,92.85
2017-06-15,92.05
2017-06-16,93.1
2017-06-19,95.45
2017-06-20,93.75
2017-06-21,91.95
2017-06-22,95.65
2017-06-23,96.55
2017-06-27,96.2
2017-06-28,96.4
2017-06-29,97.05
2017-06-30,95.3
2017-07-03,94.55
2017-07-04,94.55
2017-07-05,93.65
2017-07-06,94.35
2017-07-07,99.75
2017-07-10,99.65
2017-07-11,99.7
2017-07-12,98.75
2017-07-13,99.55
2017-07-14,97.9
2017-07-17,95.95
2017-07-18,94.2
2017-07-19,94.4
2017-07-20,99.95
2017-07-21,98.3
2017-07-24,97.35
2017-07-25,96.45
2017-07-26,95.4
2017-07-27,95.7
2017-07-28,95.7
2017-07-31,96.0
2017-08-01,95.1
2017-08-02,93.6
2017-08-03,94.0
2017-08-04,93.45
2017-08-07,93.55
2017-08-08,92.05
2017-08-09,90.75
2017-08-10,87.45
2017-08-11,86.55
2017-08-14,87.9
2017-08-16,90.5
2017-08-17,89.95
2017-08-18,89.95
2017-08-21,91.3
2017-08-22,93.5
2017-08-23,92.45
2017-08-24,91.8
2017-08-28,91.35
2017-08-29,91.5
2017-08-30,91.1
2017-08-31,95.8
2017-09-01,94.9
2017-09-04,92.5
2017-09-05,92.3
2017-09-06,92.05
2017-09-07,93.35
2017-09-08,93.05
2017-09-11,90.7
2017-09-12,91.6
2017-09-13,91.05
2017-09-14,96.4
2017-09-15,93.5
2017-09-18,95.2
2017-09-19,93.7
2017-09-20,95.1
2017-09-21,95.45
2017-09-22,93.3
2017-09-25,95.25
2017-09-26,96.3
2017-09-27,95.05
2017-09-28,99.35
2017-09-29,99.6
2017-10-03,102.55
2017-10-04,101.15
2017-10-05,105.1
2017-10-06,105.35
2017-10-09,105.35
2017-10-10,107.1
2017-10-11,102.4
2017-10-12,102.9
2017-10-13,103.6
2017-10-16,103.9
2017-10-17,102.55
2017-10-18,101.2
2017-10-19,100.75
2017-10-23,104.25
2017-10-24,106.85
2017-10-25,105.15
2017-10-26,103.05
2017-10-27,103.5
2017-10-30,104.7
2017-10-31,102.95
2017-11-01,105.65
2017-11-02,107.25
2017-11-03,106.1
2017-11-06,105.15
2017-11-07,100.7
2017-11-08,100.65
2017-11-09,98.65
2017-11-10,97.05
2017-11-13,96.5
2017-11-14,97.35
2017-11-15,96.0
2017-11-16,97.15
2017-11-17,108.7
2017-11-20,111.6
2017-11-21,111.5
2017-11-22,108.7
2017-11-23,109.4
2017-11-24,107.45
2017-11-27,109.1
2017-11-28,107.1
2017-11-29,106.0
2017-11-30,104.8
2017-12-01,102.85
2017-12-04,101.05
2017-12-05,102.1
2017-12-06,100.55
2017-12-07,101.4
2017-12-08,100.4
2017-12-11,101.95
2017-12-12,101.6
2017-12-13,100.4
2017-12-14,99.4
2017-12-15,100.6
2017-12-18,101.75
2017-12-19,109.6
2017-12-20,108.35
2017-12-21,106.95
2017-12-22,112.15
2017-12-26,111.65
2017-12-27,108.5
2017-12-28,110.4
2017-12-29,111.4
