Date,SCI
2017-01-02,60.3
2017-01-03,60.95
2017-01-04,64.25
2017-01-05,65.6
2017-01-06,63.65
2017-01-09,65.0
2017-01-10,65.3
2017-01-11,65.75
2017-01-12,66.35
2017-01-13,66.05
2017-01-16,66.45
2017-01-17,65.7
2017-01-18,65.55
2017-01-19,68.4
2017-01-20,67.1
2017-01-23,67.4
2017-01-24,67.25
2017-01-25,67.05
2017-01-27,67.15
2017-01-30,68.35
2017-01-31,66.75
2017-02-01,67.05
2017-02-02,68.85
2017-02-03,67.65
2017-02-06,67.65
2017-02-07,69.0
2017-02-08,69.7
2017-02-09,68.55
2017-02-10,66.55
2017-02-13,65.3
2017-02-14,64.0
2017-02-15,62.8
2017-02-16,63.05
2017-02-17,63.4
2017-02-20,63.75
2017-02-21,63.65
2017-02-22,62.75
2017-02-23,63.1
2017-02-27,62.25
2017-02-28,62.7
2017-03-01,62.85
2017-03-02,63.3
2017-03-03,64.05
2017-03-06,63.25
2017-03-07,62.55
2017-03-08,62.25
2017-03-09,61.95
2017-03-10,61.95
2017-03-14,62.85
2017-03-15,63.7
2017-03-16,64.75
2017-03-17,65.05
2017-03-20,67.4
2017-03-21,67.7
2017-03-22,69.35
2017-03-23,68.6
2017-03-24,67.25
2017-03-27,67.4
2017-03-28,69.65
2017-03-29,73.5
2017-03-30,72.95
2017-03-31,76.65
2017-04-03,76.65
2017-04-05,78.85
2017-04-06,76.75
2017-04-07,76.05
2017-04-10,76.8
2017-04-11,76.2
2017-04-12,73.4
2017-04-13,73.95
2017-04-17,73.75
2017-04-18,72.15
2017-04-19,75.2
2017-04-20,77.35
2017-04-21,84.0
2017-04-24,79.85
2017-04-25,81.55
2017-04-26,80.5
2017-04-27,79.4
2017-04-28,80.65
2017-05-02,80.0
2017-05-03,78.35
2017-05-04,77.1
2017-05-05,79.9
2017-05-08,80.85
2017-05-09,79.55
2017-05-10,79.8
2017-05-11,78.8
2017-05-12,83.0
2017-05-15,82.3
2017-05-16,82.35
2017-05-17,81.55
2017-05-18,78.4
2017-05-19,75.25
2017-05-22,74.1
2017-05-23,71.95
2017-05-24,68.25
2017-05-25,69.65
2017-05-26,72.35
2017-05-29,69.8
2017-05-30,70.25
2017-05-31,74.25
2017-06-01,77.85
2017-06-02,77.2
2017-06-05,74.45
2017-06-06,71.25
2017-06-07,72.1
2017-06-08,73.0
2017-06-09,73.5
2017-06-12,71.8
2017-06-13,78.05
2017-06-14,79.4
2017-06-15,85.8
2017-06-16,83.0
2017-06-19,84.85
2017-06-20,82.15
2017-06-21,83.0
2017-06-22,81.85
2017-06-23,80.35
2017-06-27,78.0
2017-06-28,77.5
2017-06-29,83.05
2017-06-30,85.75
2017-07-03,83.0
2017-07-04,82.65
2017-07-05,81.7
2017-07-06,83.7
2017-07-07,86.4
2017-07-10,85.6
2017-07-11,84.25
2017-07-12,84.7
2017-07-13,83.65
2017-07-14,84.5
2017-07-17,83.35
2017-07-18,80.85
2017-07-19,83.05
2017-07-20,82.25
2017-07-21,82.4
2017-07-24,81.3
2017-07-25,80.15
2017-07-26,83.85
2017-07-27,83.25
2017-07-28,82.25
2017-07-31,82.8
2017-08-01,82.3
2017-08-02,84.65
2017-08-03,86.05
2017-08-04,89.1
2017-08-07,88.75
2017-08-08,88.35
2017-08-09,90.6
2017-08-10,88.0
2017-08-11,82.4
2017-08-14,83.1
2017-08-16,84.4
2017-08-17,87.6
2017-08-18,90.75
2017-08-21,89.5
2017-08-22,90.0
2017-08-23,93.65
2017-08-24,94.7
2017-08-28,94.9
2017-08-29,95.2
2017-08-30,97.95
2017-08-31,99.95
2017-09-01,97.25
2017-09-04,97.0
2017-09-05,99.35
2017-09-06,97.7
2017-09-07,96.65
2017-09-08,98.6
2017-09-11,97.25
2017-09-12,95.9
2017-09-13,94.45
2017-09-14,92.1
2017-09-15,92.5
2017-09-18,93.9
2017-09-19,93.5
2017-09-20,92.25
2017-09-21,89.7
2017-09-22,87.55
2017-09-25,97.95
2017-09-26,94.15
2017-09-27,92.3
2017-09-28,90.95
2017-09-29,89.6
2017-10-03,88.0
2017-10-04,87.6
2017-10-05,89.7
2017-10-06,90.9
2017-10-09,90.9
2017-10-10,91.2
2017-10-11,87.7
2017-10-12,89.55
2017-10-13,89.0
2017-10-16,88.0
2017-10-17,88.95
2017-10-18,90.9
2017-10-19,90.25
2017-10-23,89.2
2017-10-24,96.1
2017-10-25,92.9
2017-10-26,94.15
2017-10-27,95.9
2017-10-30,93.95
2017-10-31,92.3
2017-11-01,103.2
2017-11-02,107.95
2017-11-03,109.15
2017-11-06,103.55
2017-11-07,101.5
2017-11-08,96.6
2017-11-09,96.65
2017-11-10,94.4
2017-11-13,91.45
2017-11-14,90.4
2017-11-15,88.7
2017-11-16,90.5
2017-11-17,89.15
2017-11-20,92.5
2017-11-21,93.2
2017-11-22,92.1
2017-11-23,92.55
2017-11-24,95.6
2017-11-27,94.25
2017-11-28,95.3
2017-11-29,96.05
2017-11-30,93.3
2017-12-01,91.1
2017-12-04,98.25
2017-12-05,94.45
2017-12-06,92.4
2017-12-07,96.55
2017-12-08,100.05
2017-12-11,95.05
2017-12-12,94.25
2017-12-13,93.45
2017-12-14,93.85
2017-12-15,94.1
2017-12-18,93.0
2017-12-19,95.3
2017-12-20,95.05
2017-12-21,94.1
2017-12-22,93.8
2017-12-26,93.75
2017-12-27,93.05
2017-12-28,94.3
2017-12-29,94.6
