Date,HINDZINC
2017-01-02,259.55
2017-01-03,259.4
2017-01-04,251.3
2017-01-05,261.9
2017-01-06,264.5
2017-01-09,269.95
2017-01-10,272.85
2017-01-11,278.15
2017-01-12,275.45
2017-01-13,277.6
2017-01-16,285.75
2017-01-17,284.95
2017-01-18,289.55
2017-01-19,293.15
2017-01-20,288.05
2017-01-23,295.1
2017-01-24,303.65
2017-01-25,300.45
2017-01-27,300.65
2017-01-30,300.35
2017-01-31,298.9
2017-02-01,306.7
2017-02-02,322.55
2017-02-03,321.85
2017-02-06,314.95
2017-02-07,311.0
2017-02-08,317.25
2017-02-09,317.9
2017-02-10,313.7
2017-02-13,314.75
2017-02-14,303.4
2017-02-15,293.15
2017-02-16,302.4
2017-02-17,299.8
2017-02-20,302.5
2017-02-21,303.35
2017-02-22,302.35
2017-02-23,302.0
2017-02-27,307.15
2017-02-28,308.35
2017-03-01,318.2
2017-03-02,310.35
2017-03-03,313.65
2017-03-06,309.3
2017-03-07,298.55
2017-03-08,296.95
2017-03-09,291.2
2017-03-10,284.15
2017-03-14,291.4
2017-03-15,292.4
2017-03-16,307.8
2017-03-17,310.05
2017-03-20,311.35
2017-03-21,307.2
2017-03-22,311.85
2017-03-23,319.55
2017-03-24,323.25
2017-03-27,323.9
2017-03-28,326.0
2017-03-29,290.05
2017-03-30,285.8
2017-03-31,288.8
2017-04-03,291.6
2017-04-05,291.4
2017-04-06,288.15
2017-04-07,283.95
2017-04-10,286.9
2017-04-11,284.45
2017-04-12,281.95
2017-04-13,281.5
2017-04-17,277.9
2017-04-18,272.9
2017-04-19,271.05
2017-04-20,282.35
2017-04-21,272.8
2017-04-24,275.25
2017-04-25,272.65
2017-04-26,272.35
2017-04-27,266.5
2017-04-28,267.95
2017-05-02,268.8
2017-05-03,264.8
2017-05-04,260.75
2017-05-05,250.35
2017-05-08,247.9
2017-05-09,254.0
2017-05-10,254.7
2017-05-11,259.2
2017-05-12,254.35
2017-05-15,256.7
2017-05-16,251.35
2017-05-17,252.05
2017-05-18,244.6
2017-05-19,246.05
2017-05-22,247.9
2017-05-23,240.0
2017-05-24,231.85
2017-05-25,234.2
2017-05-26,241.55
2017-05-29,238.85
2017-05-30,243.25
2017-05-31,240.35
2017-06-01,238.7
2017-06-02,238.05
2017-06-05,234.65
2017-06-06,231.95
2017-06-07,232.35
2017-06-08,237.0
2017-06-09,241.6
2017-06-12,243.6
2017-06-13,244.4
2017-06-14,243.2
2017-06-15,242.85
2017-06-16,241.3
2017-06-19,246.6
2017-06-20,253.2
2017-06-21,248.65
2017-06-22,252.85
2017-06-23,251.0
2017-06-27,255.25
2017-06-28,260.35
2017-06-29,262.05
2017-06-30,263.65
2017-07-03,265.05
2017-07-04,265.9
2017-07-05,270.15
2017-07-06,266.45
2017-07-07,267.3
2017-07-10,268.55
2017-07-11,271.3
2017-07-12,272.9
2017-07-13,276.6
2017-07-14,274.0
2017-07-17,279.6
2017-07-18,277.65
2017-07-19,280.8
2017-07-20,280.4
2017-07-21,280.7
2017-07-24,277.9
2017-07-25,282.05
2017-07-26,284.8
2017-07-27,275.15
2017-07-28,277.85
2017-07-31,282.9
2017-08-01,282.25
2017-08-02,283.8
2017-08-03,282.7
2017-08-04,285.9
2017-08-07,285.15
2017-08-08,284.65
2017-08-09,286.65
2017-08-10,280.8
2017-08-11,270.5
2017-08-14,281.0
2017-08-16,290.9
2017-08-17,294.8
2017-08-18,294.5
2017-08-21,290.9
2017-08-22,287.05
2017-08-23,286.5
2017-08-24,283.95
2017-08-28,286.5
2017-08-29,284.1
2017-08-30,295.35
2017-08-31,294.55
2017-09-01,303.15
2017-09-04,299.25
2017-09-05,304.3
2017-09-06,306.35
2017-09-07,307.35
2017-09-08,304.35
2017-09-11,308.65
2017-09-12,312.6
2017-09-13,307.1
2017-09-14,304.85
2017-09-15,304.25
2017-09-18,310.9
2017-09-19,308.4
2017-09-20,304.85
2017-09-21,303.85
2017-09-22,292.9
2017-09-25,293.1
2017-09-26,300.05
2017-09-27,293.1
2017-09-28,291.45
2017-09-29,295.9
2017-10-03,313.45
2017-10-04,312.05
2017-10-05,313.5
2017-10-06,318.95
2017-10-09,316.55
2017-10-10,313.4
2017-10-11,309.35
2017-10-12,314.75
2017-10-13,320.25
2017-10-16,319.85
2017-10-17,326.75
2017-10-18,323.2
2017-10-19,322.0
2017-10-23,318.5
2017-10-24,315.15
2017-10-25,319.0
2017-10-26,317.15
2017-10-27,316.0
2017-10-30,317.85
2017-10-31,315.25
2017-11-01,324.6
2017-11-02,321.75
2017-11-03,322.3
2017-11-06,323.75
2017-11-07,318.65
2017-11-08,312.35
2017-11-09,314.55
2017-11-10,312.65
2017-11-13,310.45
2017-11-14,309.9
2017-11-15,296.4
2017-11-16,301.8
2017-11-17,310.95
2017-11-20,315.0
2017-11-21,317.15
2017-11-22,313.7
2017-11-23,313.6
2017-11-24,308.9
2017-11-27,305.25
2017-11-28,302.1
2017-11-29,303.5
2017-11-30,299.4
2017-12-01,296.6
2017-12-04,299.7
2017-12-05,295.9
2017-12-06,285.85
2017-12-07,287.4
2017-12-08,292.15
2017-12-11,293.7
2017-12-12,290.4
2017-12-13,288.8
2017-12-14,290.7
2017-12-15,292.55
2017-12-18,297.55
2017-12-19,301.85
2017-12-20,304.2
2017-12-21,303.45
2017-12-22,307.7
2017-12-26,307.0
2017-12-27,303.45
2017-12-28,311.45
2017-12-29,308.85
