Date,TATAINVEST
2017-01-02,573.45
2017-01-03,574.3
2017-01-04,575.95
2017-01-05,580.3
2017-01-06,576.95
2017-01-09,579.8
2017-01-10,577.15
2017-01-11,580.05
2017-01-12,578.8
2017-01-13,579.8
2017-01-16,576.65
2017-01-17,579.45
2017-01-18,581.5
2017-01-19,578.45
2017-01-20,574.85
2017-01-23,574.55
2017-01-24,578.4
2017-01-25,574.35
2017-01-27,577.5
2017-01-30,585.0
2017-01-31,580.95
2017-02-01,585.55
2017-02-02,612.2
2017-02-03,608.55
2017-02-06,609.15
2017-02-07,600.35
2017-02-08,603.75
2017-02-09,604.7
2017-02-10,608.1
2017-02-13,606.25
2017-02-14,591.35
2017-02-15,578.05
2017-02-16,589.4
2017-02-17,588.3
2017-02-20,590.9
2017-02-21,591.4
2017-02-22,593.3
2017-02-23,591.35
2017-02-27,584.65
2017-02-28,594.15
2017-03-01,601.5
2017-03-02,589.75
2017-03-03,647.1
2017-03-06,641.0
2017-03-07,643.4
2017-03-08,628.9
2017-03-09,620.15
2017-03-10,626.15
2017-03-14,626.55
2017-03-15,627.95
2017-03-16,635.6
2017-03-17,627.05
2017-03-20,623.4
2017-03-21,622.9
2017-03-22,616.4
2017-03-23,623.15
2017-03-24,619.95
2017-03-27,617.95
2017-03-28,615.05
2017-03-29,615.7
2017-03-30,620.25
2017-03-31,636.05
2017-04-03,637.45
2017-04-05,646.1
2017-04-06,643.65
2017-04-07,645.6
2017-04-10,665.55
2017-04-11,683.6
2017-04-12,667.55
2017-04-13,673.95
2017-04-17,670.6
2017-04-18,662.35
2017-04-19,656.0
2017-04-20,655.45
2017-04-21,670.6
2017-04-24,673.45
2017-04-25,671.75
2017-04-26,668.6
2017-04-27,660.8
2017-04-28,672.7
2017-05-02,679.6
2017-05-03,678.8
2017-05-04,677.45
2017-05-05,666.95
2017-05-08,670.5
2017-05-09,665.0
2017-05-10,668.5
2017-05-11,664.95
2017-05-12,661.25
2017-05-15,668.3
2017-05-16,678.8
2017-05-17,689.5
2017-05-18,676.45
2017-05-19,674.4
2017-05-22,668.75
2017-05-23,654.4
2017-05-24,649.8
2017-05-25,644.6
2017-05-26,663.65
2017-05-29,659.55
2017-05-30,653.7
2017-05-31,659.9
2017-06-01,662.7
2017-06-02,667.4
2017-06-05,686.9
2017-06-06,682.8
2017-06-07,682.45
2017-06-08,679.7
2017-06-09,677.2
2017-06-12,670.95
2017-06-13,706.8
2017-06-14,723.55
2017-06-15,729.25
2017-06-16,720.25
2017-06-19,716.25
2017-06-20,768.9
2017-06-21,751.1
2017-06-22,745.05
2017-06-23,724.05
2017-06-27,715.25
2017-06-28,710.55
2017-06-29,709.9
2017-06-30,740.15
2017-07-03,731.75
2017-07-04,734.65
2017-07-05,731.0
2017-07-06,733.35
2017-07-07,727.55
2017-07-10,729.8
2017-07-11,748.05
2017-07-12,767.75
2017-07-13,772.85
2017-07-14,766.15
2017-07-17,792.75
2017-07-18,780.65
2017-07-19,798.5
2017-07-20,789.5
2017-07-21,797.35
2017-07-24,831.15
2017-07-25,832.4
2017-07-26,852.0
2017-07-27,867.1
2017-07-28,893.8
2017-07-31,889.6
2017-08-01,872.8
2017-08-02,855.05
2017-08-03,857.1
2017-08-04,852.65
2017-08-07,852.9
2017-08-08,835.9
2017-08-09,803.15
2017-08-10,776.3
2017-08-11,770.25
2017-08-14,783.15
2017-08-16,861.95
2017-08-17,857.3
2017-08-18,851.95
2017-08-21,861.85
2017-08-22,845.95
2017-08-23,857.75
2017-08-24,850.95
2017-08-28,841.0
2017-08-29,818.95
2017-08-30,838.15
2017-08-31,848.0
2017-09-01,859.6
2017-09-04,847.1
2017-09-05,883.2
2017-09-06,873.8
2017-09-07,874.9
2017-09-08,876.0
2017-09-11,873.0
2017-09-12,878.2
2017-09-13,872.15
2017-09-14,911.65
2017-09-15,926.15
2017-09-18,929.55
2017-09-19,936.45
2017-09-20,927.45
2017-09-21,922.7
2017-09-22,882.65
2017-09-25,859.45
2017-09-26,868.7
2017-09-27,851.35
2017-09-28,850.05
2017-09-29,845.3
2017-10-03,883.7
2017-10-04,894.9
2017-10-05,896.35
2017-10-06,896.65
2017-10-09,887.45
2017-10-10,888.35
2017-10-11,871.45
2017-10-12,879.7
2017-10-13,876.7
2017-10-16,874.6
2017-10-17,873.8
2017-10-18,872.2
2017-10-19,879.0
2017-10-23,866.4
2017-10-24,861.5
2017-10-25,865.15
2017-10-26,860.5
2017-10-27,869.0
2017-10-30,871.85
2017-10-31,869.05
2017-11-01,872.6
2017-11-02,868.8
2017-11-03,869.65
2017-11-06,892.35
2017-11-07,873.05
2017-11-08,859.4
2017-11-09,871.8
2017-11-10,864.15
2017-11-13,850.7
2017-11-14,846.0
2017-11-15,829.4
2017-11-16,837.5
2017-11-17,863.65
2017-11-20,873.45
2017-11-21,868.85
2017-11-22,884.25
2017-11-23,879.05
2017-11-24,871.5
2017-11-27,901.55
2017-11-28,900.45
2017-11-29,907.8
2017-11-30,893.5
2017-12-01,880.35
2017-12-04,863.9
2017-12-05,861.45
2017-12-06,854.2
2017-12-07,857.5
2017-12-08,871.65
2017-12-11,858.0
2017-12-12,842.0
2017-12-13,830.25
2017-12-14,837.45
2017-12-15,839.4
2017-12-18,841.35
2017-12-19,847.05
2017-12-20,846.35
2017-12-21,856.8
2017-12-22,857.4
2017-12-26,853.3
2017-12-27,866.15
2017-12-28,868.55
2017-12-29,889.6
