Date,STRTECH
2017-01-02,96.15
2017-01-03,98.05
2017-01-04,98.15
2017-01-05,103.6
2017-01-06,103.9
2017-01-09,102.4
2017-01-10,104.05
2017-01-11,103.55
2017-01-12,103.3
2017-01-13,103.2
2017-01-16,107.0
2017-01-17,106.95
2017-01-18,108.95
2017-01-19,110.8
2017-01-20,107.85
2017-01-23,111.35
2017-01-24,115.5
2017-01-25,121.8
2017-01-27,120.35
2017-01-30,125.25
2017-01-31,124.8
2017-02-01,130.1
2017-02-02,129.15
2017-02-03,131.7
2017-02-06,134.25
2017-02-07,135.85
2017-02-08,133.25
2017-02-09,130.4
2017-02-10,127.85
2017-02-13,129.7
2017-02-14,130.05
2017-02-15,125.65
2017-02-16,128.95
2017-02-17,128.6
2017-02-20,131.15
2017-02-21,134.05
2017-02-22,132.0
2017-02-23,131.05
2017-02-27,128.45
2017-02-28,129.6
2017-03-01,127.9
2017-03-02,126.95
2017-03-03,126.1
2017-03-06,125.0
2017-03-07,125.2
2017-03-08,124.2
2017-03-09,123.25
2017-03-10,123.5
2017-03-14,123.05
2017-03-15,123.45
2017-03-16,124.5
2017-03-17,124.7
2017-03-20,122.45
2017-03-21,121.25
2017-03-22,121.45
2017-03-23,125.95
2017-03-24,127.9
2017-03-27,125.5
2017-03-28,125.95
2017-03-29,124.8
2017-03-30,126.3
2017-03-31,125.9
2017-04-03,132.3
2017-04-05,132.05
2017-04-06,132.9
2017-04-07,131.15
2017-04-10,131.8
2017-04-11,136.9
2017-04-12,139.95
2017-04-13,148.85
2017-04-17,150.35
2017-04-18,140.45
2017-04-19,144.2
2017-04-20,147.05
2017-04-21,145.65
2017-04-24,152.7
2017-04-25,152.6
2017-04-26,150.75
2017-04-27,144.9
2017-04-28,146.95
2017-05-02,154.5
2017-05-03,159.65
2017-05-04,157.5
2017-05-05,154.2
2017-05-08,156.1
2017-05-09,157.1
2017-05-10,154.2
2017-05-11,153.65
2017-05-12,154.6
2017-05-15,159.7
2017-05-16,162.55
2017-05-17,168.65
2017-05-18,160.6
2017-05-19,160.25
2017-05-22,160.65
2017-05-23,158.2
2017-05-24,152.65
2017-05-25,158.05
2017-05-26,160.05
2017-05-29,156.4
2017-05-30,157.25
2017-05-31,155.05
2017-06-01,154.6
2017-06-02,155.15
2017-06-05,154.3
2017-06-06,153.55
2017-06-07,154.65
2017-06-08,153.7
2017-06-09,155.85
2017-06-12,154.6
2017-06-13,154.8
2017-06-14,154.05
2017-06-15,153.95
2017-06-16,153.05
2017-06-19,150.05
2017-06-20,154.45
2017-06-21,151.55
2017-06-22,150.95
2017-06-23,146.5
2017-06-27,149.4
2017-06-28,145.85
2017-06-29,148.75
2017-06-30,146.65
2017-07-03,148.55
2017-07-04,146.8
2017-07-05,158.05
2017-07-06,155.65
2017-07-07,158.95
2017-07-10,159.75
2017-07-11,161.35
2017-07-12,161.25
2017-07-13,160.85
2017-07-14,160.05
2017-07-17,159.35
2017-07-18,158.15
2017-07-19,172.7
2017-07-20,207.2
2017-07-21,222.8
2017-07-24,231.6
2017-07-25,215.9
2017-07-26,213.6
2017-07-27,207.55
2017-07-28,215.1
2017-07-31,211.6
2017-08-01,211.5
2017-08-02,220.7
2017-08-03,225.2
2017-08-04,219.85
2017-08-07,238.0
2017-08-08,241.1
2017-08-09,230.65
2017-08-10,212.85
2017-08-11,218.6
2017-08-14,219.85
2017-08-16,226.7
2017-08-17,227.9
2017-08-18,223.55
2017-08-21,215.5
2017-08-22,213.7
2017-08-23,215.75
2017-08-24,217.1
2017-08-28,223.25
2017-08-29,216.3
2017-08-30,219.5
2017-08-31,220.8
2017-09-01,232.05
2017-09-04,231.55
2017-09-05,235.45
2017-09-06,235.6
2017-09-07,233.2
2017-09-08,231.0
2017-09-11,226.25
2017-09-12,228.8
2017-09-13,225.75
2017-09-14,227.95
2017-09-15,217.8
2017-09-18,222.7
2017-09-19,235.55
2017-09-20,233.6
2017-09-21,232.7
2017-09-22,225.4
2017-09-25,221.75
2017-09-26,227.95
2017-09-27,226.5
2017-09-28,224.05
2017-09-29,223.65
2017-10-03,222.75
2017-10-04,222.6
2017-10-05,220.85
2017-10-06,221.8
2017-10-09,222.2
2017-10-10,243.9
2017-10-11,257.45
2017-10-12,272.15
2017-10-13,268.6
2017-10-16,262.45
2017-10-17,262.45
2017-10-18,257.0
2017-10-19,258.45
2017-10-23,260.55
2017-10-24,267.15
2017-10-25,265.25
2017-10-26,268.05
2017-10-27,267.4
2017-10-30,273.6
2017-10-31,284.9
2017-11-01,293.7
2017-11-02,283.7
2017-11-03,275.5
2017-11-06,264.25
2017-11-07,274.05
2017-11-08,274.65
2017-11-09,290.2
2017-11-10,285.45
2017-11-13,279.2
2017-11-14,268.0
2017-11-15,264.35
2017-11-16,261.9
2017-11-17,262.7
2017-11-20,267.45
2017-11-21,267.8
2017-11-22,268.6
2017-11-23,266.45
2017-11-24,270.3
2017-11-27,270.55
2017-11-28,269.0
2017-11-29,265.5
2017-11-30,275.5
2017-12-01,269.85
2017-12-04,268.35
2017-12-05,276.45
2017-12-06,274.85
2017-12-07,281.5
2017-12-08,292.45
2017-12-11,286.65
2017-12-12,281.85
2017-12-13,295.9
2017-12-14,299.9
2017-12-15,297.75
2017-12-18,294.0
2017-12-19,298.15
2017-12-20,293.35
2017-12-21,292.1
2017-12-22,291.55
2017-12-26,297.4
2017-12-27,294.2
2017-12-28,291.55
2017-12-29,292.55
