Date,GHCL
2017-01-02,256.25
2017-01-03,254.7
2017-01-04,256.1
2017-01-05,255.9
2017-01-06,259.7
2017-01-09,263.2
2017-01-10,268.35
2017-01-11,272.75
2017-01-12,266.9
2017-01-13,266.25
2017-01-16,271.85
2017-01-17,273.6
2017-01-18,272.65
2017-01-19,273.45
2017-01-20,267.85
2017-01-23,271.05
2017-01-24,274.5
2017-01-25,278.75
2017-01-27,287.9
2017-01-30,286.05
2017-01-31,277.05
2017-02-01,275.35
2017-02-02,277.9
2017-02-03,275.45
2017-02-06,270.25
2017-02-07,268.4
2017-02-08,269.75
2017-02-09,270.15
2017-02-10,265.15
2017-02-13,265.65
2017-02-14,266.65
2017-02-15,266.7
2017-02-16,268.1
2017-02-17,263.8
2017-02-20,260.55
2017-02-21,266.05
2017-02-22,266.35
2017-02-23,263.1
2017-02-27,262.55
2017-02-28,263.85
2017-03-01,260.4
2017-03-02,255.7
2017-03-03,253.55
2017-03-06,258.05
2017-03-07,263.4
2017-03-08,264.25
2017-03-09,262.3
2017-03-10,263.85
2017-03-14,269.6
2017-03-15,271.65
2017-03-16,269.1
2017-03-17,268.5
2017-03-20,267.15
2017-03-21,266.95
2017-03-22,263.35
2017-03-23,263.35
2017-03-24,263.55
2017-03-27,263.3
2017-03-28,261.55
2017-03-29,259.6
2017-03-30,268.4
2017-03-31,265.5
2017-04-03,268.9
2017-04-05,273.35
2017-04-06,275.4
2017-04-07,269.8
2017-04-10,271.7
2017-04-11,271.4
2017-04-12,269.65
2017-04-13,268.45
2017-04-17,270.0
2017-04-18,262.15
2017-04-19,262.4
2017-04-20,262.35
2017-04-21,263.2
2017-04-24,261.2
2017-04-25,262.25
2017-04-26,258.45
2017-04-27,257.4
2017-04-28,260.25
2017-05-02,261.2
2017-05-03,259.2
2017-05-04,257.3
2017-05-05,253.85
2017-05-08,251.9
2017-05-09,256.2
2017-05-10,256.6
2017-05-11,256.1
2017-05-12,251.2
2017-05-15,256.35
2017-05-16,264.2
2017-05-17,264.2
2017-05-18,259.15
2017-05-19,256.5
2017-05-22,252.55
2017-05-23,243.75
2017-05-24,237.95
2017-05-25,245.85
2017-05-26,246.95
2017-05-29,246.4
2017-05-30,244.15
2017-05-31,243.75
2017-06-01,245.1
2017-06-02,246.75
2017-06-05,245.2
2017-06-06,244.3
2017-06-07,242.15
2017-06-08,242.15
2017-06-09,238.45
2017-06-12,239.55
2017-06-13,243.85
2017-06-14,243.85
2017-06-15,243.4
2017-06-16,241.95
2017-06-19,244.35
2017-06-20,241.65
2017-06-21,235.95
2017-06-22,229.95
2017-06-23,230.35
2017-06-27,225.4
2017-06-28,230.75
2017-06-29,226.95
2017-06-30,225.8
2017-07-03,232.7
2017-07-04,229.7
2017-07-05,236.45
2017-07-06,243.55
2017-07-07,240.35
2017-07-10,241.7
2017-07-11,238.3
2017-07-12,240.15
2017-07-13,240.05
2017-07-14,239.6
2017-07-17,237.55
2017-07-18,240.5
2017-07-19,240.3
2017-07-20,239.65
2017-07-21,237.5
2017-07-24,239.6
2017-07-25,237.95
2017-07-26,236.1
2017-07-27,233.3
2017-07-28,230.5
2017-07-31,236.25
2017-08-01,234.55
2017-08-02,235.1
2017-08-03,235.05
2017-08-04,234.95
2017-08-07,238.8
2017-08-08,238.25
2017-08-09,237.45
2017-08-10,224.7
2017-08-11,225.0
2017-08-14,226.1
2017-08-16,229.25
2017-08-17,227.55
2017-08-18,227.35
2017-08-21,225.0
2017-08-22,225.15
2017-08-23,224.9
2017-08-24,227.2
2017-08-28,229.6
2017-08-29,237.3
2017-08-30,240.4
2017-08-31,241.2
2017-09-01,239.8
2017-09-04,238.9
2017-09-05,239.1
2017-09-06,232.75
2017-09-07,231.75
2017-09-08,227.55
2017-09-11,229.2
2017-09-12,225.45
2017-09-13,223.0
2017-09-14,219.65
2017-09-15,232.25
2017-09-18,232.25
2017-09-19,229.9
2017-09-20,225.55
2017-09-21,223.9
2017-09-22,220.05
2017-09-25,212.4
2017-09-26,209.9
2017-09-27,204.95
2017-09-28,208.9
2017-09-29,210.5
2017-10-03,212.6
2017-10-04,210.4
2017-10-05,210.35
2017-10-06,209.95
2017-10-09,218.3
2017-10-10,236.4
2017-10-11,244.75
2017-10-12,248.85
2017-10-13,241.15
2017-10-16,237.05
2017-10-17,247.95
2017-10-18,259.2
2017-10-19,261.05
2017-10-23,251.05
2017-10-24,230.15
2017-10-25,225.9
2017-10-26,224.1
2017-10-27,223.75
2017-10-30,225.65
2017-10-31,227.4
2017-11-01,229.45
2017-11-02,250.2
2017-11-03,256.35
2017-11-06,252.0
2017-11-07,252.0
2017-11-08,246.45
2017-11-09,246.2
2017-11-10,243.1
2017-11-13,242.6
2017-11-14,243.85
2017-11-15,242.05
2017-11-16,243.2
2017-11-17,249.0
2017-11-20,254.15
2017-11-21,264.05
2017-11-22,256.8
2017-11-23,267.55
2017-11-24,274.4
2017-11-27,302.75
2017-11-28,293.9
2017-11-29,291.1
2017-11-30,283.2
2017-12-01,289.05
2017-12-04,292.45
2017-12-05,283.55
2017-12-06,280.45
2017-12-07,283.4
2017-12-08,291.6
2017-12-11,303.75
2017-12-12,293.1
2017-12-13,291.5
2017-12-14,297.6
2017-12-15,309.5
2017-12-18,312.8
2017-12-19,313.95
2017-12-20,315.0
2017-12-21,310.2
2017-12-22,312.1
2017-12-26,311.3
2017-12-27,317.5
2017-12-28,317.5
2017-12-29,317.9
