Date,BEML
2017-01-02,996.3
2017-01-03,1009.3
2017-01-04,1005.8
2017-01-05,1001.6
2017-01-06,993.55
2017-01-09,1150.75
2017-01-10,1170.75
2017-01-11,1219.3
2017-01-12,1222.75
2017-01-13,1205.75
2017-01-16,1212.8
2017-01-17,1189.45
2017-01-18,1181.85
2017-01-19,1172.25
2017-01-20,1158.55
2017-01-23,1231.9
2017-01-24,1233.1
2017-01-25,1238.1
2017-01-27,1220.8
2017-01-30,1221.35
2017-01-31,1203.8
2017-02-01,1243.05
2017-02-02,1215.55
2017-02-03,1256.4
2017-02-06,1244.0
2017-02-07,1263.1
2017-02-08,1274.65
2017-02-09,1330.7
2017-02-10,1308.45
2017-02-13,1287.0
2017-02-14,1290.1
2017-02-15,1256.25
2017-02-16,1285.0
2017-02-17,1289.25
2017-02-20,1317.7
2017-02-21,1313.35
2017-02-22,1296.8
2017-02-23,1322.15
2017-02-27,1344.45
2017-02-28,1339.15
2017-03-01,1330.9
2017-03-02,1295.85
2017-03-03,1300.7
2017-03-06,1302.25
2017-03-07,1290.9
2017-03-08,1278.6
2017-03-09,1284.6
2017-03-10,1278.05
2017-03-14,1302.45
2017-03-15,1299.35
2017-03-16,1333.1
2017-03-17,1312.9
2017-03-20,1297.7
2017-03-21,1292.7
2017-03-22,1296.15
2017-03-23,1317.3
2017-03-24,1302.3
2017-03-27,1309.55
2017-03-28,1310.45
2017-03-29,1309.45
2017-03-30,1311.6
2017-03-31,1362.0
2017-04-03,1370.2
2017-04-05,1363.9
2017-04-06,1387.8
2017-04-07,1363.3
2017-04-10,1381.75
2017-04-11,1379.1
2017-04-12,1379.1
2017-04-13,1378.7
2017-04-17,1379.75
2017-04-18,1353.1
2017-04-19,1351.25
2017-04-20,1360.35
2017-04-21,1367.1
2017-04-24,1381.3
2017-04-25,1385.45
2017-04-26,1424.4
2017-04-27,1407.85
2017-04-28,1402.9
2017-05-02,1390.55
2017-05-03,1370.75
2017-05-04,1381.15
2017-05-05,1358.4
2017-05-08,1344.8
2017-05-09,1332.4
2017-05-10,1361.4
2017-05-11,1383.1
2017-05-12,1363.35
2017-05-15,1364.65
2017-05-16,1377.1
2017-05-17,1391.8
2017-05-18,1343.25
2017-05-19,1278.4
2017-05-22,1247.65
2017-05-23,1192.7
2017-05-24,1133.5
2017-05-25,1171.65
2017-05-26,1215.8
2017-05-29,1180.85
2017-05-30,1167.95
2017-05-31,1221.75
2017-06-01,1222.1
2017-06-02,1250.35
2017-06-05,1238.75
2017-06-06,1233.75
2017-06-07,1244.55
2017-06-08,1279.15
2017-06-09,1285.35
2017-06-12,1295.6
2017-06-13,1312.7
2017-06-14,1345.4
2017-06-15,1352.2
2017-06-16,1455.0
2017-06-19,1443.05
2017-06-20,1501.45
2017-06-21,1511.0
2017-06-22,1547.05
2017-06-23,1541.65
2017-06-27,1483.9
2017-06-28,1438.2
2017-06-29,1454.2
2017-06-30,1533.25
2017-07-03,1536.6
2017-07-04,1514.25
2017-07-05,1565.75
2017-07-06,1561.85
2017-07-07,1564.35
2017-07-10,1572.35
2017-07-11,1554.05
2017-07-12,1547.4
2017-07-13,1563.55
2017-07-14,1535.55
2017-07-17,1538.55
2017-07-18,1521.8
2017-07-19,1540.8
2017-07-20,1534.95
2017-07-21,1588.6
2017-07-24,1649.95
2017-07-25,1648.95
2017-07-26,1658.6
2017-07-27,1658.35
2017-07-28,1673.8
2017-07-31,1726.15
2017-08-01,1717.0
2017-08-02,1706.5
2017-08-03,1687.8
2017-08-04,1727.65
2017-08-07,1718.05
2017-08-08,1697.75
2017-08-09,1624.7
2017-08-10,1492.0
2017-08-11,1556.2
2017-08-14,1749.7
2017-08-16,1717.2
2017-08-17,1858.85
2017-08-18,1884.65
2017-08-21,1832.75
2017-08-22,1789.45
2017-08-23,1804.05
2017-08-24,1791.0
2017-08-28,1785.2
2017-08-29,1726.15
2017-08-30,1735.75
2017-08-31,1763.35
2017-09-01,1846.3
2017-09-04,1855.6
2017-09-05,1851.0
2017-09-06,1836.15
2017-09-07,1882.95
2017-09-08,1855.95
2017-09-11,1867.55
2017-09-12,1884.85
2017-09-13,1845.5
2017-09-14,1866.85
2017-09-15,1847.5
2017-09-18,1852.6
2017-09-19,1934.1
2017-09-20,1871.4
2017-09-21,1826.4
2017-09-22,1723.25
2017-09-25,1673.95
2017-09-26,1686.25
2017-09-27,1643.55
2017-09-28,1643.4
2017-09-29,1585.95
2017-10-03,1599.8
2017-10-04,1668.7
2017-10-05,1729.2
2017-10-06,1739.9
2017-10-09,1704.6
2017-10-10,1729.85
2017-10-11,1699.1
2017-10-12,1719.85
2017-10-13,1721.3
2017-10-16,1727.85
2017-10-17,1778.95
2017-10-18,1731.75
2017-10-19,1691.0
2017-10-23,1723.6
2017-10-24,1738.25
2017-10-25,1746.25
2017-10-26,1701.1
2017-10-27,1701.4
2017-10-30,1702.5
2017-10-31,1713.6
2017-11-01,1720.4
2017-11-02,1719.55
2017-11-03,1740.6
2017-11-06,1784.6
2017-11-07,1744.8
2017-11-08,1736.45
2017-11-09,1766.65
2017-11-10,1753.9
2017-11-13,1685.95
2017-11-14,1662.85
2017-11-15,1653.6
2017-11-16,1629.0
2017-11-17,1627.45
2017-11-20,1623.9
2017-11-21,1634.1
2017-11-22,1625.0
2017-11-23,1701.2
2017-11-24,1678.85
2017-11-27,1691.35
2017-11-28,1698.05
2017-11-29,1678.4
2017-11-30,1669.7
2017-12-01,1642.85
2017-12-04,1606.6
2017-12-05,1564.55
2017-12-06,1512.0
2017-12-07,1572.4
2017-12-08,1591.25
2017-12-11,1585.9
2017-12-12,1560.7
2017-12-13,1500.3
2017-12-14,1476.35
2017-12-15,1502.4
2017-12-18,1505.05
2017-12-19,1586.3
2017-12-20,1566.9
2017-12-21,1572.2
2017-12-22,1606.5
2017-12-26,1606.8
2017-12-27,1589.75
2017-12-28,1588.25
2017-12-29,1618.25
