Date,HIL
2017-01-02,618.4
2017-01-03,622.6
2017-01-04,617.6
2017-01-05,623.75
2017-01-06,622.95
2017-01-09,622.15
2017-01-10,622.95
2017-01-11,627.45
2017-01-12,623.25
2017-01-13,627.0
2017-01-16,635.65
2017-01-17,663.1
2017-01-18,655.6
2017-01-19,664.95
2017-01-20,672.6
2017-01-23,680.05
2017-01-24,679.1
2017-01-25,680.1
2017-01-27,677.15
2017-01-30,668.3
2017-01-31,656.2
2017-02-01,660.05
2017-02-02,649.5
2017-02-03,646.4
2017-02-06,646.65
2017-02-07,649.0
2017-02-08,650.2
2017-02-09,646.55
2017-02-10,641.1
2017-02-13,632.05
2017-02-14,631.1
2017-02-15,634.0
2017-02-16,634.95
2017-02-17,643.05
2017-02-20,640.45
2017-02-21,644.1
2017-02-22,635.05
2017-02-23,637.95
2017-02-27,636.1
2017-02-28,632.15
2017-03-01,639.1
2017-03-02,625.3
2017-03-03,624.85
2017-03-06,629.45
2017-03-07,628.0
2017-03-08,634.55
2017-03-09,637.3
2017-03-10,633.0
2017-03-14,638.4
2017-03-15,641.9
2017-03-16,644.1
2017-03-17,690.9
2017-03-20,702.65
2017-03-21,696.55
2017-03-22,690.35
2017-03-23,699.5
2017-03-24,704.4
2017-03-27,703.4
2017-03-28,737.05
2017-03-29,757.05
2017-03-30,761.0
2017-03-31,784.25
2017-04-03,809.3
2017-04-05,823.1
2017-04-06,853.2
2017-04-07,852.35
2017-04-10,837.55
2017-04-11,848.2
2017-04-12,830.6
2017-04-13,837.4
2017-04-17,829.8
2017-04-18,809.25
2017-04-19,820.65
2017-04-20,836.45
2017-04-21,826.8
2017-04-24,849.0
2017-04-25,865.2
2017-04-26,849.85
2017-04-27,797.35
2017-04-28,821.65
2017-05-02,841.25
2017-05-03,847.05
2017-05-04,857.05
2017-05-05,861.45
2017-05-08,852.2
2017-05-09,850.85
2017-05-10,839.2
2017-05-11,845.8
2017-05-12,837.4
2017-05-15,838.85
2017-05-16,839.55
2017-05-17,843.45
2017-05-18,819.1
2017-05-19,799.55
2017-05-22,789.95
2017-05-23,767.6
2017-05-24,745.1
2017-05-25,750.4
2017-05-26,785.25
2017-05-29,796.8
2017-05-30,805.05
2017-05-31,808.05
2017-06-01,806.65
2017-06-02,804.4
2017-06-05,812.3
2017-06-06,810.8
2017-06-07,826.9
2017-06-08,828.9
2017-06-09,824.7
2017-06-12,829.35
2017-06-13,835.85
2017-06-14,846.0
2017-06-15,900.25
2017-06-16,899.9
2017-06-19,942.95
2017-06-20,954.3
2017-06-21,945.95
2017-06-22,956.4
2017-06-23,961.0
2017-06-27,935.1
2017-06-28,946.9
2017-06-29,970.4
2017-06-30,983.0
2017-07-03,1043.2
2017-07-04,1022.75
2017-07-05,1020.25
2017-07-06,1036.15
2017-07-07,1048.55
2017-07-10,1045.7
2017-07-11,1014.6
2017-07-12,1029.85
2017-07-13,1031.55
2017-07-14,1039.85
2017-07-17,1073.7
2017-07-18,1021.3
2017-07-19,995.1
2017-07-20,1091.5
2017-07-21,1081.3
2017-07-24,1054.3
2017-07-25,1082.3
2017-07-26,1087.45
2017-07-27,1116.5
2017-07-28,1148.15
2017-07-31,1169.45
2017-08-01,1135.65
2017-08-02,1134.6
2017-08-03,1120.85
2017-08-04,1097.65
2017-08-07,1116.15
2017-08-08,1084.4
2017-08-09,1047.75
2017-08-10,981.6
2017-08-11,1025.55
2017-08-14,1088.45
2017-08-16,1156.0
2017-08-17,1160.8
2017-08-18,1143.1
2017-08-21,1123.2
2017-08-22,1092.85
2017-08-23,1109.3
2017-08-24,1117.3
2017-08-28,1205.5
2017-08-29,1197.25
2017-08-30,1225.3
2017-08-31,1235.25
2017-09-01,1223.0
2017-09-04,1184.95
2017-09-05,1233.2
2017-09-06,1221.35
2017-09-07,1240.6
2017-09-08,1239.3
2017-09-11,1242.15
2017-09-12,1260.9
2017-09-13,1225.35
2017-09-14,1250.35
2017-09-15,1244.65
2017-09-18,1241.0
2017-09-19,1248.25
2017-09-20,1233.2
2017-09-21,1222.1
2017-09-22,1155.35
2017-09-25,1146.05
2017-09-26,1161.5
2017-09-27,1155.1
2017-09-28,1166.35
2017-09-29,1239.75
2017-10-03,1218.7
2017-10-04,1232.0
2017-10-05,1237.25
2017-10-06,1257.0
2017-10-09,1250.8
2017-10-10,1257.05
2017-10-11,1225.4
2017-10-12,1252.05
2017-10-13,1253.55
2017-10-16,1286.45
2017-10-17,1260.25
2017-10-18,1283.15
2017-10-19,1296.35
2017-10-23,1307.35
2017-10-24,1331.4
2017-10-25,1365.95
2017-10-26,1407.0
2017-10-27,1384.45
2017-10-30,1360.0
2017-10-31,1310.0
2017-11-01,1313.9
2017-11-02,1295.0
2017-11-03,1304.95
2017-11-06,1268.25
2017-11-07,1221.25
2017-11-08,1192.95
2017-11-09,1192.05
2017-11-10,1204.4
2017-11-13,1206.75
2017-11-14,1225.45
2017-11-15,1198.2
2017-11-16,1224.55
2017-11-17,1282.35
2017-11-20,1277.7
2017-11-21,1286.8
2017-11-22,1323.35
2017-11-23,1305.25
2017-11-24,1343.3
2017-11-27,1343.35
2017-11-28,1344.5
2017-11-29,1347.3
2017-11-30,1343.85
2017-12-01,1277.75
2017-12-04,1255.15
2017-12-05,1261.6
2017-12-06,1244.95
2017-12-07,1278.3
2017-12-08,1289.5
2017-12-11,1279.5
2017-12-12,1253.5
2017-12-13,1237.95
2017-12-14,1221.7
2017-12-15,1274.3
2017-12-18,1265.9
2017-12-19,1248.95
2017-12-20,1272.3
2017-12-21,1315.1
2017-12-22,1375.5
2017-12-26,1401.95
2017-12-27,1488.65
2017-12-28,1495.05
2017-12-29,1499.5
