Date,TREEHOUSE
2017-01-02,19.15
2017-01-03,20.1
2017-01-04,21.1
2017-01-05,22.15
2017-01-06,23.25
2017-01-09,24.4
2017-01-10,25.6
2017-01-11,26.85
2017-01-12,26.0
2017-01-13,24.7
2017-01-16,23.5
2017-01-17,22.4
2017-01-18,23.5
2017-03-07,19.4
2017-03-08,19.2
2017-03-09,19.0
2017-03-10,19.0
2017-03-14,18.85
2017-03-15,18.2
2017-03-16,17.95
2017-03-17,18.25
2017-03-20,19.15
2017-03-21,20.1
2017-03-22,20.6
2017-03-23,20.5
2017-03-24,19.8
2017-03-27,19.3
2017-03-28,19.1
2017-03-29,18.7
2017-03-30,18.9
2017-03-31,18.8
2017-04-03,19.1
2017-04-05,19.05
2017-04-06,19.15
2017-04-07,19.2
2017-04-10,18.9
2017-04-11,18.95
2017-04-12,18.75
2017-04-13,19.35
2017-04-17,19.65
2017-04-18,19.95
2017-04-19,19.95
2017-04-20,18.9
2017-04-21,18.8
2017-04-24,18.85
2017-04-25,18.75
2017-04-26,18.55
2017-04-27,18.6
2017-04-28,18.5
2017-05-02,18.45
2017-05-03,18.0
2017-05-04,17.95
2017-05-05,17.3
2017-05-08,17.35
2017-05-09,17.35
2017-05-10,17.45
2017-05-11,17.75
2017-05-12,17.8
2017-05-15,17.15
2017-05-16,17.0
2017-05-17,16.9
2017-05-18,17.0
2017-05-19,16.65
2017-05-22,15.85
2017-05-23,15.35
2017-05-24,14.65
2017-05-25,14.4
2017-05-26,14.9
2017-05-29,16.35
2017-05-30,17.4
2017-05-31,17.65
2017-06-01,17.5
2017-06-02,16.95
2017-06-05,16.75
2017-06-06,16.4
2017-06-07,16.5
2017-06-08,16.3
2017-06-09,16.2
2017-06-12,15.65
2017-06-13,16.25
2017-06-14,15.9
2017-06-15,16.35
2017-06-16,16.05
2017-06-19,15.5
2017-06-20,15.0
2017-06-21,14.95
2017-06-22,14.95
2017-06-23,14.8
2017-06-27,14.65
2017-06-28,14.4
2017-06-29,14.6
2017-06-30,14.35
2017-07-03,14.35
2017-07-04,14.6
2017-07-05,14.65
2017-07-06,17.55
2017-07-07,19.9
2017-07-10,19.85
2017-07-11,18.15
2017-07-12,17.65
2017-07-13,17.7
2017-07-14,17.75
2017-07-17,17.6
2017-07-18,16.7
2017-07-19,16.85
2017-07-20,16.65
2017-07-21,16.65
2017-07-24,17.0
2017-07-25,16.85
2017-07-26,16.8
2017-07-27,16.65
2017-07-28,16.6
2017-07-31,16.1
2017-08-01,16.25
2017-08-02,16.2
2017-08-03,15.95
2017-08-04,15.9
2017-08-07,16.0
2017-08-08,15.5
2017-08-09,15.7
2017-08-10,15.35
2017-08-11,14.65
2017-08-14,15.7
2017-08-16,15.35
2017-08-17,15.35
2017-08-18,15.05
2017-08-21,14.75
2017-08-22,14.75
2017-08-23,14.8
2017-08-24,15.2
2017-08-28,15.35
2017-08-29,14.85
2017-08-30,15.0
2017-08-31,14.85
2017-09-01,15.15
2017-09-04,15.05
2017-09-05,15.15
2017-09-06,15.1
2017-09-07,15.15
2017-09-08,15.0
2017-09-11,15.1
2017-09-12,15.05
2017-09-13,15.05
2017-09-14,15.05
2017-09-15,15.0
2017-09-18,14.9
2017-09-19,14.9
2017-09-20,15.05
2017-09-21,14.6
2017-09-22,14.55
2017-09-25,14.3
2017-09-26,14.35
2017-09-27,13.75
2017-09-28,13.85
2017-09-29,13.9
2017-10-03,14.05
2017-10-04,13.75
2017-10-05,13.7
2017-10-06,13.55
2017-10-09,13.65
2017-10-10,13.55
2017-10-11,13.4
2017-10-12,13.75
2017-10-13,13.55
2017-10-16,13.6
2017-10-17,13.45
2017-10-18,13.5
2017-10-19,13.85
2017-10-23,13.8
2017-10-24,13.6
2017-10-25,13.55
2017-10-26,13.55
2017-10-27,13.6
2017-10-30,13.55
2017-10-31,13.7
2017-11-01,13.7
2017-11-02,13.8
2017-11-03,13.85
2017-11-06,13.75
2017-11-07,13.3
2017-11-08,13.45
2017-11-09,13.4
2017-11-10,13.15
2017-11-13,12.9
2017-11-14,12.85
2017-11-15,12.45
2017-11-16,12.65
2017-11-17,12.4
2017-11-20,12.3
2017-11-21,12.55
2017-11-22,12.25
2017-11-23,12.65
2017-11-24,12.85
2017-11-27,12.75
2017-11-28,12.65
2017-11-29,13.0
2017-11-30,15.6
2017-12-01,17.15
2017-12-04,15.9
2017-12-05,14.75
2017-12-06,15.8
