Date,BRFL
2017-01-02,148.8
2017-01-03,148.45
2017-01-04,147.8
2017-01-05,149.5
2017-01-06,145.45
2017-01-09,145.3
2017-01-10,147.0
2017-01-11,150.15
2017-01-12,149.8
2017-01-13,149.4
2017-01-16,146.95
2017-01-17,147.95
2017-01-18,151.45
2017-01-19,154.6
2017-01-20,152.9
2017-01-23,150.85
2017-01-24,154.85
2017-01-25,153.5
2017-01-27,151.0
2017-01-30,153.25
2017-01-31,155.95
2017-02-01,155.1
2017-02-02,154.35
2017-02-03,155.8
2017-02-06,157.65
2017-02-07,154.95
2017-02-08,156.0
2017-02-09,158.0
2017-02-10,158.35
2017-02-13,157.35
2017-02-14,155.7
2017-02-15,155.0
2017-02-16,154.85
2017-02-17,157.25
2017-02-20,154.0
2017-02-21,158.9
2017-02-22,159.45
2017-02-23,158.0
2017-02-27,160.85
2017-02-28,160.35
2017-03-01,158.4
2017-03-02,158.25
2017-03-03,154.6
2017-03-06,154.9
2017-03-07,155.0
2017-03-08,157.15
2017-03-09,155.6
2017-03-10,155.75
2017-03-14,156.15
2017-03-15,152.75
2017-03-16,150.0
2017-03-17,150.0
2017-03-20,148.85
2017-03-21,141.25
2017-03-22,137.7
2017-03-23,137.5
2017-03-24,133.0
2017-03-27,127.15
2017-03-28,124.45
2017-03-29,121.65
2017-03-30,122.05
2017-03-31,125.3
2017-04-03,125.95
2017-04-05,123.5
2017-04-06,122.75
2017-04-07,121.5
2017-04-10,122.3
2017-04-11,120.4
2017-04-12,124.35
2017-04-13,121.75
2017-04-17,123.75
2017-04-18,125.7
2017-04-19,124.2
2017-04-20,126.05
2017-04-21,125.55
2017-04-24,135.0
2017-04-25,131.25
2017-04-26,129.55
2017-04-27,127.35
2017-04-28,125.95
2017-05-02,126.25
2017-05-03,125.5
2017-05-04,125.45
2017-05-05,123.85
2017-05-08,130.5
2017-05-09,136.15
2017-05-10,143.0
2017-05-11,140.2
2017-05-12,138.05
2017-05-15,134.35
2017-05-16,129.05
2017-05-17,143.65
2017-05-18,142.05
2017-05-19,138.15
2017-05-22,136.8
2017-05-23,129.65
2017-05-24,130.35
2017-05-25,139.85
2017-05-26,150.0
2017-05-29,149.5
2017-05-30,150.75
2017-05-31,148.95
2017-06-01,151.0
2017-06-02,150.05
2017-06-05,145.25
2017-06-06,141.25
2017-06-07,138.25
2017-06-08,137.6
2017-06-09,137.9
2017-06-12,140.2
2017-06-13,137.35
2017-06-14,135.5
2017-06-15,138.3
2017-06-16,137.55
2017-06-19,140.2
2017-06-20,136.9
2017-06-21,136.55
2017-06-22,136.8
2017-06-23,137.65
2017-06-27,133.6
2017-06-28,134.6
2017-06-29,131.25
2017-06-30,126.9
2017-07-03,129.65
2017-07-04,129.3
2017-07-05,128.7
2017-07-06,128.85
2017-07-07,126.3
2017-07-10,126.45
2017-07-11,125.0
2017-07-12,123.75
2017-07-13,125.1
2017-07-14,123.9
2017-07-17,123.15
2017-07-18,122.2
2017-07-19,121.8
2017-07-20,121.1
2017-07-21,120.15
2017-07-24,144.15
2017-07-25,150.7
2017-07-26,150.85
2017-07-27,146.8
2017-07-28,146.75
2017-07-31,151.65
2017-08-01,150.1
2017-08-02,152.1
2017-08-03,147.75
2017-08-04,148.15
2017-08-07,147.8
2017-08-08,131.35
2017-08-09,136.65
2017-08-10,129.85
2017-08-11,129.4
2017-08-14,131.3
2017-08-16,132.85
2017-08-17,131.35
2017-08-18,139.75
2017-08-21,139.85
2017-08-22,137.65
2017-08-23,141.7
2017-08-24,140.95
2017-08-28,138.85
2017-08-29,132.6
2017-08-30,135.3
2017-08-31,136.55
2017-09-01,134.15
2017-09-04,132.7
2017-09-05,135.75
2017-09-06,135.9
2017-09-07,140.25
2017-09-08,134.95
2017-09-11,134.2
2017-09-12,139.55
2017-09-13,138.65
2017-09-14,135.9
2017-09-15,130.25
2017-09-18,130.3
2017-09-19,131.4
2017-09-20,130.95
2017-09-21,128.65
2017-09-22,126.05
2017-09-25,124.35
2017-09-26,124.85
2017-09-27,121.75
2017-09-28,126.9
2017-09-29,125.75
2017-10-03,123.65
2017-10-04,122.45
2017-10-05,120.4
2017-10-06,120.15
2017-10-09,120.6
2017-10-10,120.8
2017-10-11,119.8
2017-10-12,121.45
2017-10-13,118.65
2017-10-16,113.15
2017-10-17,116.65
2017-10-18,118.45
2017-10-19,120.1
2017-10-23,121.45
2017-10-24,124.95
2017-10-25,127.5
2017-10-26,129.5
2017-10-27,129.65
2017-10-30,131.85
2017-10-31,132.7
2017-11-01,136.55
2017-11-02,136.7
2017-11-03,134.65
2017-11-06,132.8
2017-11-07,125.65
2017-11-08,129.25
2017-11-09,128.0
2017-11-10,131.8
2017-11-13,128.65
2017-11-14,131.35
2017-11-15,131.3
2017-11-16,135.05
2017-11-17,133.0
2017-11-20,155.7
2017-11-21,166.8
2017-11-22,165.65
2017-11-23,165.25
2017-11-24,166.8
2017-11-27,176.3
2017-11-28,211.55
2017-11-29,202.2
2017-11-30,197.35
2017-12-01,187.55
2017-12-04,175.05
2017-12-05,177.75
2017-12-06,188.8
2017-12-07,195.9
2017-12-08,204.35
2017-12-11,214.55
2017-12-12,217.0
2017-12-13,219.05
2017-12-14,221.05
2017-12-15,224.65
2017-12-18,207.8
2017-12-19,187.05
2017-12-20,168.35
2017-12-21,159.95
2017-12-22,152.0
2017-12-26,144.4
2017-12-27,137.2
2017-12-28,130.35
2017-12-29,123.85
