Date,HITECHGEAR
2017-01-02,303.85
2017-01-03,313.5
2017-01-04,329.1
2017-01-05,327.4
2017-01-06,314.65
2017-01-09,311.8
2017-01-10,320.35
2017-01-11,319.3
2017-01-12,323.2
2017-01-13,317.7
2017-01-16,319.1
2017-01-17,321.3
2017-01-18,317.5
2017-01-19,320.35
2017-01-20,316.2
2017-01-23,315.6
2017-01-24,317.2
2017-01-25,330.95
2017-01-27,323.65
2017-01-30,316.85
2017-01-31,315.45
2017-02-01,323.5
2017-02-02,319.75
2017-02-03,323.45
2017-02-06,326.1
2017-02-07,319.35
2017-02-08,318.9
2017-02-09,314.75
2017-02-10,301.45
2017-02-13,296.15
2017-02-14,303.05
2017-02-15,293.5
2017-02-16,300.3
2017-02-17,295.35
2017-02-20,300.2
2017-02-21,304.65
2017-02-22,300.55
2017-02-23,301.85
2017-02-27,298.3
2017-02-28,297.75
2017-03-01,312.85
2017-03-02,303.9
2017-03-03,308.75
2017-03-06,297.75
2017-03-07,299.7
2017-03-08,296.6
2017-03-09,298.0
2017-03-10,296.65
2017-03-14,298.85
2017-03-15,301.0
2017-03-16,306.45
2017-03-17,301.6
2017-03-20,299.35
2017-03-21,295.5
2017-03-22,296.7
2017-03-23,298.25
2017-03-24,318.15
2017-03-27,319.75
2017-03-28,313.25
2017-03-29,312.0
2017-03-30,316.4
2017-03-31,317.4
2017-04-03,333.0
2017-04-05,332.2
2017-04-06,366.75
2017-04-07,350.2
2017-04-10,360.5
2017-04-11,358.95
2017-04-12,344.1
2017-04-13,349.9
2017-04-17,350.5
2017-04-18,351.95
2017-04-19,354.25
2017-04-20,363.1
2017-04-21,354.9
2017-04-24,353.9
2017-04-25,349.75
2017-04-26,348.3
2017-04-27,348.5
2017-04-28,342.95
2017-05-02,339.25
2017-05-03,338.7
2017-05-04,335.25
2017-05-05,329.15
2017-05-08,329.05
2017-05-09,329.25
2017-05-10,338.6
2017-05-11,333.0
2017-05-12,335.3
2017-05-15,340.9
2017-05-16,350.4
2017-05-17,347.15
2017-05-18,341.25
2017-05-19,330.95
2017-05-22,326.8
2017-05-23,321.2
2017-05-24,311.45
2017-05-25,314.95
2017-05-26,320.95
2017-05-29,320.25
2017-05-30,320.35
2017-05-31,321.35
2017-06-01,320.85
2017-06-02,340.25
2017-06-05,351.8
2017-06-06,345.5
2017-06-07,343.75
2017-06-08,343.7
2017-06-09,340.45
2017-06-12,339.65
2017-06-13,345.9
2017-06-14,347.55
2017-06-15,351.65
2017-06-16,361.2
2017-06-19,352.15
2017-06-20,369.0
2017-06-21,367.15
2017-06-22,364.8
2017-06-23,352.1
2017-06-27,342.85
2017-06-28,343.2
2017-06-29,343.3
2017-06-30,349.55
2017-07-03,356.5
2017-07-04,359.85
2017-07-05,359.05
2017-07-06,357.3
2017-07-07,352.25
2017-07-10,352.7
2017-07-11,374.55
2017-07-12,379.9
2017-07-13,371.3
2017-07-14,377.6
2017-07-17,372.1
2017-07-18,374.05
2017-07-19,377.1
2017-07-20,376.1
2017-07-21,371.0
2017-07-24,377.2
2017-07-25,371.8
2017-07-26,375.55
2017-07-27,370.2
2017-07-28,374.2
2017-07-31,374.0
2017-08-01,367.8
2017-08-02,365.8
2017-08-03,360.65
2017-08-04,360.95
2017-08-07,359.6
2017-08-08,350.75
2017-08-09,340.0
2017-08-10,330.8
2017-08-11,330.05
2017-08-14,343.5
2017-08-16,339.45
2017-08-17,340.6
2017-08-18,337.5
2017-08-21,337.0
2017-08-22,331.75
2017-08-23,336.4
2017-08-24,333.1
2017-08-28,338.75
2017-08-29,334.55
2017-08-30,340.4
2017-08-31,341.25
2017-09-01,372.5
2017-09-04,363.7
2017-09-05,362.2
2017-09-06,356.85
2017-09-07,365.5
2017-09-08,364.3
2017-09-11,363.75
2017-09-12,357.75
2017-09-13,358.35
2017-09-14,361.5
2017-09-15,356.0
2017-09-18,359.7
2017-09-19,359.6
2017-09-20,357.0
2017-09-21,359.25
2017-09-22,348.4
2017-09-25,346.65
2017-09-26,347.55
2017-09-27,341.9
2017-09-28,336.05
2017-09-29,338.7
2017-10-03,338.9
2017-10-04,336.05
2017-10-05,337.0
2017-10-06,338.8
2017-10-09,336.6
2017-10-10,336.8
2017-10-11,332.4
2017-10-12,338.9
2017-10-13,330.55
2017-10-16,335.0
2017-10-17,348.9
2017-10-18,344.0
2017-10-19,342.5
2017-10-23,354.75
2017-10-24,350.2
2017-10-25,353.65
2017-10-26,348.8
2017-10-27,346.9
2017-10-30,370.1
2017-10-31,373.0
2017-11-01,435.25
2017-11-02,418.85
2017-11-03,430.5
2017-11-06,422.5
2017-11-07,409.1
2017-11-08,401.35
2017-11-09,395.85
2017-11-10,390.5
2017-11-13,391.85
2017-11-14,391.0
2017-11-15,397.9
2017-11-16,396.25
2017-11-17,390.9
2017-11-20,395.1
2017-11-21,399.6
2017-11-22,409.5
2017-11-23,411.2
2017-11-24,406.8
2017-11-27,407.85
2017-11-28,409.35
2017-11-29,412.1
2017-11-30,437.1
2017-12-01,419.7
2017-12-04,448.85
2017-12-05,467.5
2017-12-06,456.45
2017-12-07,496.8
2017-12-08,515.75
2017-12-11,528.35
2017-12-12,544.3
2017-12-13,548.75
2017-12-14,546.75
2017-12-15,547.2
2017-12-18,548.85
2017-12-19,570.7
2017-12-20,580.65
2017-12-21,571.1
2017-12-22,571.5
2017-12-26,565.9
2017-12-27,558.75
2017-12-28,570.8
2017-12-29,563.0
