Date,OBEROIRLTY
2017-01-02,311.9
2017-01-03,310.2
2017-01-04,310.35
2017-01-05,313.3
2017-01-06,305.65
2017-01-09,305.35
2017-01-10,306.75
2017-01-11,310.55
2017-01-12,311.9
2017-01-13,319.25
2017-01-16,313.15
2017-01-17,318.75
2017-01-18,318.8
2017-01-19,314.25
2017-01-20,309.75
2017-01-23,313.8
2017-01-24,312.85
2017-01-25,309.95
2017-01-27,310.9
2017-01-30,307.65
2017-01-31,311.25
2017-02-01,331.6
2017-02-02,334.75
2017-02-03,334.9
2017-02-06,338.0
2017-02-07,331.25
2017-02-08,331.85
2017-02-09,327.55
2017-02-10,341.5
2017-02-13,340.2
2017-02-14,339.45
2017-02-15,331.85
2017-02-16,334.15
2017-02-17,330.45
2017-02-20,329.7
2017-02-21,331.55
2017-02-22,329.5
2017-02-23,324.4
2017-02-27,329.0
2017-02-28,323.45
2017-03-01,342.4
2017-03-02,331.25
2017-03-03,335.55
2017-03-06,340.4
2017-03-07,340.5
2017-03-08,340.2
2017-03-09,343.0
2017-03-10,342.65
2017-03-14,347.3
2017-03-15,344.95
2017-03-16,348.15
2017-03-17,361.4
2017-03-20,365.25
2017-03-21,370.9
2017-03-22,385.2
2017-03-23,378.55
2017-03-24,380.3
2017-03-27,379.3
2017-03-28,374.05
2017-03-29,373.45
2017-03-30,370.35
2017-03-31,368.45
2017-04-03,369.8
2017-04-05,377.35
2017-04-06,384.0
2017-04-07,379.55
2017-04-10,380.95
2017-04-11,381.5
2017-04-12,380.05
2017-04-13,367.8
2017-04-17,371.35
2017-04-18,374.75
2017-04-19,382.7
2017-04-20,397.95
2017-04-21,393.95
2017-04-24,404.35
2017-04-25,397.5
2017-04-26,394.4
2017-04-27,398.05
2017-04-28,397.5
2017-05-02,392.75
2017-05-03,396.35
2017-05-04,396.45
2017-05-05,404.45
2017-05-08,396.3
2017-05-09,400.4
2017-05-10,411.65
2017-05-11,410.15
2017-05-12,395.65
2017-05-15,402.25
2017-05-16,400.95
2017-05-17,397.45
2017-05-18,388.75
2017-05-19,392.05
2017-05-22,385.9
2017-05-23,374.45
2017-05-24,374.5
2017-05-25,388.8
2017-05-26,382.5
2017-05-29,385.75
2017-05-30,370.85
2017-05-31,377.3
2017-06-01,376.9
2017-06-02,398.3
2017-06-05,386.9
2017-06-06,380.9
2017-06-07,379.65
2017-06-08,379.8
2017-06-09,392.3
2017-06-12,383.6
2017-06-13,382.7
2017-06-14,377.35
2017-06-15,377.3
2017-06-16,377.4
2017-06-19,377.15
2017-06-20,374.3
2017-06-21,368.85
2017-06-22,373.95
2017-06-23,360.15
2017-06-27,344.95
2017-06-28,344.7
2017-06-29,344.5
2017-06-30,357.7
2017-07-03,368.0
2017-07-04,368.5
2017-07-05,362.2
2017-07-06,364.4
2017-07-07,382.35
2017-07-10,387.55
2017-07-11,384.8
2017-07-12,381.45
2017-07-13,378.75
2017-07-14,376.1
2017-07-17,369.95
2017-07-18,376.05
2017-07-19,381.25
2017-07-20,383.95
2017-07-21,380.2
2017-07-24,381.35
2017-07-25,379.95
2017-07-26,376.9
2017-07-27,388.45
2017-07-28,391.7
2017-07-31,386.35
2017-08-01,386.9
2017-08-02,379.95
2017-08-03,386.6
2017-08-04,397.35
2017-08-07,385.75
2017-08-08,376.25
2017-08-09,372.65
2017-08-10,362.55
2017-08-11,367.35
2017-08-14,372.95
2017-08-16,370.05
2017-08-17,369.1
2017-08-18,369.9
2017-08-21,369.1
2017-08-22,374.85
2017-08-23,377.55
2017-08-24,366.1
2017-08-28,376.1
2017-08-29,371.85
2017-08-30,375.0
2017-08-31,381.0
2017-09-01,390.0
2017-09-04,394.0
2017-09-05,421.75
2017-09-06,420.0
2017-09-07,430.95
2017-09-08,417.85
2017-09-11,412.9
2017-09-12,415.55
2017-09-13,399.1
2017-09-14,388.65
2017-09-15,396.55
2017-09-18,420.15
2017-09-19,423.45
2017-09-20,424.2
2017-09-21,417.15
2017-09-22,408.2
2017-09-25,420.25
2017-09-26,420.45
2017-09-27,414.75
2017-09-28,410.5
2017-09-29,423.8
2017-10-03,419.25
2017-10-04,422.3
2017-10-05,419.6
2017-10-06,424.75
2017-10-09,427.55
2017-10-10,419.15
2017-10-11,403.75
2017-10-12,419.55
2017-10-13,445.7
2017-10-16,478.3
2017-10-17,468.8
2017-10-18,464.75
2017-10-19,465.7
2017-10-23,466.45
2017-10-24,465.9
2017-10-25,458.65
2017-10-26,456.25
2017-10-27,451.75
2017-10-30,458.3
2017-10-31,474.75
2017-11-01,486.2
2017-11-02,493.5
2017-11-03,494.45
2017-11-06,494.7
2017-11-07,491.7
2017-11-08,489.6
2017-11-09,489.3
2017-11-10,477.25
2017-11-13,461.95
2017-11-14,456.0
2017-11-15,467.65
2017-11-16,468.9
2017-11-17,468.5
2017-11-20,480.0
2017-11-21,492.7
2017-11-22,508.6
2017-11-23,513.0
2017-11-24,492.3
2017-11-27,482.25
2017-11-28,489.9
2017-11-29,491.95
2017-11-30,487.2
2017-12-01,474.8
2017-12-04,469.75
2017-12-05,467.0
2017-12-06,467.65
2017-12-07,466.8
2017-12-08,459.7
2017-12-11,455.3
2017-12-12,451.05
2017-12-13,451.65
2017-12-14,470.5
2017-12-15,475.05
2017-12-18,469.7
2017-12-19,477.85
2017-12-20,480.15
2017-12-21,476.15
2017-12-22,471.75
2017-12-26,473.6
2017-12-27,471.95
2017-12-28,472.2
2017-12-29,481.2
