Date,BIOCON
2017-01-02,951.95
2017-01-03,945.3
2017-01-04,933.9
2017-01-05,946.2
2017-01-06,959.55
2017-01-09,1013.55
2017-01-10,997.1
2017-01-11,1002.7
2017-01-12,1008.85
2017-01-13,994.45
2017-01-16,997.95
2017-01-17,996.6
2017-01-18,991.5
2017-01-19,993.4
2017-01-20,973.8
2017-01-23,998.0
2017-01-24,998.95
2017-01-25,1022.6
2017-01-27,1019.5
2017-01-30,1019.95
2017-01-31,1010.95
2017-02-01,1017.2
2017-02-02,1059.3
2017-02-03,1057.5
2017-02-06,1098.6
2017-02-07,1097.4
2017-02-08,1088.8
2017-02-09,1089.8
2017-02-10,1089.1
2017-02-13,1079.9
2017-02-14,1075.4
2017-02-15,1058.7
2017-02-16,1095.3
2017-02-17,1105.35
2017-02-20,1126.55
2017-02-21,1132.7
2017-02-22,1111.4
2017-02-23,1111.75
2017-02-27,1124.5
2017-02-28,1122.45
2017-03-01,1114.25
2017-03-02,1032.9
2017-03-03,1071.95
2017-03-06,1068.45
2017-03-07,1078.15
2017-03-08,1078.55
2017-03-09,1071.3
2017-03-10,1061.15
2017-03-14,1094.4
2017-03-15,1116.45
2017-03-16,1120.2
2017-03-17,1120.45
2017-03-20,1126.6
2017-03-21,1148.15
2017-03-22,1135.1
2017-03-23,1128.6
2017-03-24,1142.7
2017-03-27,1132.45
2017-03-28,1140.25
2017-03-29,1150.45
2017-03-30,1139.05
2017-03-31,1132.3
2017-04-03,1131.2
2017-04-05,1123.7
2017-04-06,1114.4
2017-04-07,1099.15
2017-04-10,1105.1
2017-04-11,1113.15
2017-04-12,1120.0
2017-04-13,1096.35
2017-04-17,1110.9
2017-04-18,1112.35
2017-04-19,1110.45
2017-04-20,1116.8
2017-04-21,1092.55
2017-04-24,1065.55
2017-04-25,1165.45
2017-04-26,1127.0
2017-04-27,1120.6
2017-04-28,1103.7
2017-05-02,1086.8
2017-05-03,1032.6
2017-05-04,1055.4
2017-05-05,1036.6
2017-05-08,1053.4
2017-05-09,1046.05
2017-05-10,1004.4
2017-05-11,1000.65
2017-05-12,981.55
2017-05-15,1011.5
2017-05-16,1005.75
2017-05-17,993.1
2017-05-18,988.2
2017-05-19,979.8
2017-05-22,983.1
2017-05-23,946.35
2017-05-24,892.7
2017-05-25,934.0
2017-05-26,939.6
2017-05-29,945.95
2017-05-30,942.6
2017-05-31,948.65
2017-06-01,956.85
2017-06-02,971.25
2017-06-05,983.95
2017-06-06,991.55
2017-06-07,997.75
2017-06-08,1023.3
2017-06-09,1022.75
2017-06-12,1035.75
2017-06-13,1023.15
2017-06-14,1019.75
2017-06-15,344.8
2017-06-16,339.1
2017-06-19,330.3
2017-06-20,334.8
2017-06-21,337.55
2017-06-22,332.1
2017-06-23,328.9
2017-06-27,322.95
2017-06-28,328.0
2017-06-29,332.15
2017-06-30,331.05
2017-07-03,331.3
2017-07-04,333.65
2017-07-05,339.55
2017-07-06,339.25
2017-07-07,336.85
2017-07-10,322.05
2017-07-11,322.8
2017-07-12,366.75
2017-07-13,367.7
2017-07-14,400.35
2017-07-17,409.0
2017-07-18,413.05
2017-07-19,416.95
2017-07-20,402.6
2017-07-21,400.25
2017-07-24,399.0
2017-07-25,403.7
2017-07-26,403.4
2017-07-27,399.3
2017-07-28,390.65
2017-07-31,384.7
2017-08-01,376.7
2017-08-02,384.35
2017-08-03,374.85
2017-08-04,357.0
2017-08-07,354.25
2017-08-08,349.95
2017-08-09,339.0
2017-08-10,331.1
2017-08-11,340.55
2017-08-14,349.3
2017-08-16,328.4
2017-08-17,328.4
2017-08-18,328.95
2017-08-21,327.35
2017-08-22,328.4
2017-08-23,330.1
2017-08-24,338.95
2017-08-28,344.1
2017-08-29,342.55
2017-08-30,343.8
2017-08-31,337.0
2017-09-01,338.05
2017-09-04,331.75
2017-09-05,334.1
2017-09-06,333.05
2017-09-07,334.75
2017-09-08,342.45
2017-09-11,336.75
2017-09-12,341.35
2017-09-13,338.8
2017-09-14,344.05
2017-09-15,348.05
2017-09-18,356.9
2017-09-19,359.2
2017-09-20,354.75
2017-09-21,364.15
2017-09-22,355.3
2017-09-25,342.5
2017-09-26,344.5
2017-09-27,338.25
2017-09-28,330.35
2017-09-29,332.15
2017-10-03,337.0
2017-10-04,339.85
2017-10-05,343.95
2017-10-06,350.9
2017-10-09,344.2
2017-10-10,369.15
2017-10-11,367.35
2017-10-12,371.85
2017-10-13,370.65
2017-10-16,375.0
2017-10-17,385.9
2017-10-18,382.05
2017-10-19,376.25
2017-10-23,362.4
2017-10-24,365.8
2017-10-25,367.05
2017-10-26,368.25
2017-10-27,358.95
2017-10-30,366.45
2017-10-31,359.2
2017-11-01,362.95
2017-11-02,380.3
2017-11-03,406.7
2017-11-06,412.0
2017-11-07,403.2
2017-11-08,403.0
2017-11-09,400.85
2017-11-10,390.25
2017-11-13,377.55
2017-11-14,367.4
2017-11-15,391.7
2017-11-16,382.45
2017-11-17,394.35
2017-11-20,423.2
2017-11-21,419.35
2017-11-22,408.7
2017-11-23,411.75
2017-11-24,414.65
2017-11-27,414.8
2017-11-28,432.1
2017-11-29,427.5
2017-11-30,432.15
2017-12-01,447.25
2017-12-04,512.75
2017-12-05,512.85
2017-12-06,519.0
2017-12-07,523.25
2017-12-08,521.7
2017-12-11,524.65
2017-12-12,520.55
2017-12-13,515.25
2017-12-14,513.55
2017-12-15,521.2
2017-12-18,515.95
2017-12-19,537.85
2017-12-20,528.8
