Date,DENORA
2017-01-02,245.0
2017-01-03,257.35
2017-01-04,247.8
2017-01-05,250.4
2017-01-06,243.1
2017-01-09,237.2
2017-01-10,244.0
2017-01-11,257.05
2017-01-12,251.9
2017-01-13,253.55
2017-01-16,248.6
2017-01-17,251.9
2017-01-18,252.85
2017-01-19,262.1
2017-01-20,257.1
2017-01-23,253.85
2017-01-24,263.4
2017-01-25,259.25
2017-01-27,255.85
2017-01-30,250.45
2017-01-31,246.15
2017-02-01,249.5
2017-02-02,251.5
2017-02-03,254.65
2017-02-06,260.45
2017-02-07,263.45
2017-02-08,261.0
2017-02-09,236.05
2017-02-10,235.85
2017-02-13,229.95
2017-02-14,225.1
2017-02-15,219.4
2017-02-16,219.8
2017-02-17,219.7
2017-02-20,221.5
2017-02-21,223.5
2017-02-22,238.25
2017-02-23,236.1
2017-02-27,234.7
2017-02-28,231.85
2017-03-01,231.65
2017-03-02,229.45
2017-03-03,233.15
2017-03-06,228.85
2017-03-07,228.3
2017-03-08,225.6
2017-03-09,221.9
2017-03-10,221.8
2017-03-14,219.15
2017-03-15,221.4
2017-03-16,233.8
2017-03-17,235.05
2017-03-20,228.05
2017-03-21,225.6
2017-03-22,223.75
2017-03-23,227.1
2017-03-24,228.95
2017-03-27,230.15
2017-03-28,228.35
2017-03-29,231.55
2017-03-30,228.65
2017-03-31,227.35
2017-04-03,234.0
2017-04-05,242.7
2017-04-06,240.9
2017-04-07,245.15
2017-04-10,247.85
2017-04-11,267.6
2017-04-12,274.15
2017-04-13,288.7
2017-04-17,290.7
2017-04-18,277.3
2017-04-19,275.95
2017-04-20,281.7
2017-04-21,278.05
2017-04-24,277.45
2017-04-25,271.75
2017-04-26,265.45
2017-04-27,257.95
2017-04-28,257.2
2017-05-02,257.55
2017-05-03,270.95
2017-05-04,277.15
2017-05-05,269.55
2017-05-08,281.95
2017-05-09,280.35
2017-05-10,276.3
2017-05-11,269.95
2017-05-12,268.9
2017-05-15,258.25
2017-05-16,256.35
2017-05-17,258.05
2017-05-18,256.15
2017-05-19,258.0
2017-05-22,254.5
2017-05-23,247.45
2017-05-24,237.2
2017-05-25,239.8
2017-05-26,245.3
2017-05-29,243.6
2017-05-30,240.2
2017-05-31,250.2
2017-06-01,260.85
2017-06-02,257.25
2017-06-05,260.0
2017-06-06,250.45
2017-06-07,254.45
2017-06-08,256.5
2017-06-09,255.6
2017-06-12,262.6
2017-06-13,261.55
2017-06-14,260.3
2017-06-15,274.0
2017-06-16,269.7
2017-06-19,267.65
2017-06-20,265.6
2017-06-21,263.35
2017-06-22,257.6
2017-06-23,251.5
2017-06-27,247.65
2017-06-28,253.8
2017-06-29,253.45
2017-06-30,253.3
2017-07-03,260.15
2017-07-04,260.7
2017-07-05,276.1
2017-07-06,270.15
2017-07-07,270.45
2017-07-10,278.1
2017-07-11,293.95
2017-07-12,288.25
2017-07-13,324.6
2017-07-14,305.55
2017-07-17,304.7
2017-07-18,293.5
2017-07-19,298.45
2017-07-20,293.0
2017-07-21,291.15
2017-07-24,291.1
2017-07-25,289.0
2017-07-26,289.5
2017-07-27,281.25
2017-07-28,276.3
2017-07-31,277.95
2017-08-01,278.95
2017-08-02,275.35
2017-08-03,270.05
2017-08-04,266.1
2017-08-07,265.2
2017-08-08,263.4
2017-08-09,269.1
2017-08-10,249.2
2017-08-11,253.3
2017-08-14,262.4
2017-08-16,270.4
2017-08-17,269.25
2017-08-18,269.4
2017-08-21,263.3
2017-08-22,256.55
2017-08-23,257.7
2017-08-24,262.2
2017-08-28,263.8
2017-08-29,262.4
2017-08-30,262.25
2017-08-31,260.35
2017-09-01,261.65
2017-09-04,260.85
2017-09-05,278.2
2017-09-06,279.5
2017-09-07,285.9
2017-09-08,294.85
2017-09-11,272.85
2017-09-12,265.35
2017-09-13,258.15
2017-09-14,258.45
2017-09-15,255.85
2017-09-18,255.65
2017-09-19,259.05
2017-09-20,263.4
2017-09-21,260.05
2017-09-22,249.2
2017-09-25,245.15
2017-09-26,245.5
2017-09-27,242.05
2017-09-28,241.0
2017-09-29,250.9
2017-10-03,244.15
2017-10-04,243.75
2017-10-05,242.6
2017-10-06,245.35
2017-10-09,245.5
2017-10-10,252.85
2017-10-11,245.95
2017-10-12,249.85
2017-10-13,246.2
2017-10-16,242.7
2017-10-17,244.0
2017-10-18,241.85
2017-10-19,243.45
2017-10-23,244.5
2017-10-24,245.45
2017-10-25,246.3
2017-10-26,246.7
2017-10-27,243.95
2017-10-30,245.0
2017-10-31,259.0
2017-11-01,273.75
2017-11-02,268.65
2017-11-03,266.5
2017-11-06,262.55
2017-11-07,258.75
2017-11-08,259.25
2017-11-09,256.5
2017-11-10,255.9
2017-11-13,253.2
2017-11-14,260.1
2017-11-15,249.4
2017-11-16,253.85
2017-11-17,254.0
2017-11-20,249.3
2017-11-21,251.95
2017-11-22,254.6
2017-11-23,244.85
2017-11-24,245.3
2017-11-27,250.85
2017-11-28,249.3
2017-11-29,245.55
2017-11-30,241.65
2017-12-01,243.4
2017-12-04,245.45
2017-12-05,243.0
2017-12-06,244.1
2017-12-07,242.15
2017-12-08,242.1
2017-12-11,242.1
2017-12-12,242.6
2017-12-13,237.5
2017-12-14,235.2
2017-12-15,232.85
2017-12-18,232.7
2017-12-19,279.2
2017-12-20,303.5
2017-12-21,298.1
2017-12-22,295.95
2017-12-26,288.9
2017-12-27,298.2
2017-12-28,293.4
2017-12-29,288.35
