Date,HEXAWARE
2017-01-02,210.15
2017-01-03,210.35
2017-01-04,213.25
2017-01-05,209.3
2017-01-06,201.1
2017-01-09,203.5
2017-01-10,202.0
2017-01-11,199.25
2017-01-12,203.35
2017-01-13,200.5
2017-01-16,199.5
2017-01-17,200.05
2017-01-18,200.05
2017-01-19,198.65
2017-01-20,193.65
2017-01-23,196.8
2017-01-24,197.5
2017-01-25,196.45
2017-01-27,201.45
2017-01-30,200.0
2017-01-31,194.55
2017-02-01,189.35
2017-02-02,192.75
2017-02-03,195.25
2017-02-06,196.45
2017-02-07,196.65
2017-02-08,198.4
2017-02-09,202.3
2017-02-10,205.1
2017-02-13,206.35
2017-02-14,208.45
2017-02-15,210.2
2017-02-16,217.05
2017-02-17,212.4
2017-02-20,215.05
2017-02-21,213.5
2017-02-22,219.35
2017-02-23,221.05
2017-02-27,222.85
2017-02-28,224.2
2017-03-01,226.55
2017-03-02,217.95
2017-03-03,222.9
2017-03-06,218.55
2017-03-07,225.5
2017-03-08,221.45
2017-03-09,220.7
2017-03-10,218.7
2017-03-14,221.95
2017-03-15,224.75
2017-03-16,223.1
2017-03-17,223.8
2017-03-20,223.9
2017-03-21,219.3
2017-03-22,220.05
2017-03-23,223.7
2017-03-24,220.8
2017-03-27,216.95
2017-03-28,221.1
2017-03-29,219.7
2017-03-30,218.65
2017-03-31,214.95
2017-04-03,214.7
2017-04-05,214.65
2017-04-06,211.4
2017-04-07,212.55
2017-04-10,210.85
2017-04-11,211.25
2017-04-12,210.35
2017-04-13,205.95
2017-04-17,205.9
2017-04-18,200.8
2017-04-19,207.15
2017-04-20,206.8
2017-04-21,215.85
2017-04-24,220.2
2017-04-25,224.95
2017-04-26,223.0
2017-04-27,230.7
2017-04-28,231.05
2017-05-02,227.5
2017-05-03,234.9
2017-05-04,239.3
2017-05-05,239.3
2017-05-08,249.65
2017-05-09,250.7
2017-05-10,249.05
2017-05-11,251.2
2017-05-12,249.3
2017-05-15,255.35
2017-05-16,255.9
2017-05-17,251.25
2017-05-18,255.65
2017-05-19,252.35
2017-05-22,255.25
2017-05-23,245.5
2017-05-24,245.65
2017-05-25,252.25
2017-05-26,252.35
2017-05-29,247.25
2017-05-30,236.25
2017-05-31,235.0
2017-06-01,242.2
2017-06-02,242.75
2017-06-05,253.0
2017-06-06,259.6
2017-06-07,245.45
2017-06-08,243.15
2017-06-09,239.6
2017-06-12,239.6
2017-06-13,241.65
2017-06-14,237.55
2017-06-15,248.8
2017-06-16,251.45
2017-06-19,249.35
2017-06-20,257.35
2017-06-21,259.45
2017-06-22,251.9
2017-06-23,247.0
2017-06-27,246.05
2017-06-28,242.1
2017-06-29,247.45
2017-06-30,242.25
2017-07-03,240.0
2017-07-04,241.6
2017-07-05,240.4
2017-07-06,239.95
2017-07-07,237.85
2017-07-10,244.65
2017-07-11,252.4
2017-07-12,252.3
2017-07-13,246.6
2017-07-14,242.05
2017-07-17,243.25
2017-07-18,244.0
2017-07-19,247.75
2017-07-20,245.1
2017-07-21,242.75
2017-07-24,242.35
2017-07-25,247.55
2017-07-26,256.25
2017-07-27,258.15
2017-07-28,260.25
2017-07-31,261.95
2017-08-01,256.45
2017-08-02,249.75
2017-08-03,246.5
2017-08-04,252.1
2017-08-07,253.55
2017-08-08,261.4
2017-08-09,260.2
2017-08-10,253.75
2017-08-11,254.5
2017-08-14,263.5
2017-08-16,264.45
2017-08-17,278.25
2017-08-18,273.75
2017-08-21,265.65
2017-08-22,265.1
2017-08-23,269.0
2017-08-24,274.15
2017-08-28,274.0
2017-08-29,270.05
2017-08-30,273.95
2017-08-31,273.2
2017-09-01,270.75
2017-09-04,268.3
2017-09-05,274.75
2017-09-06,270.0
2017-09-07,271.9
2017-09-08,271.75
2017-09-11,271.8
2017-09-12,273.55
2017-09-13,275.55
2017-09-14,275.1
2017-09-15,277.95
2017-09-18,279.65
2017-09-19,278.7
2017-09-20,275.45
2017-09-21,273.1
2017-09-22,268.35
2017-09-25,264.95
2017-09-26,269.3
2017-09-27,260.2
2017-09-28,266.95
2017-09-29,269.85
2017-10-03,264.65
2017-10-04,266.85
2017-10-05,264.95
2017-10-06,265.6
2017-10-09,266.1
2017-10-10,279.25
2017-10-11,267.6
2017-10-12,275.2
2017-10-13,275.7
2017-10-16,276.9
2017-10-17,280.85
2017-10-18,285.05
2017-10-19,281.4
2017-10-23,283.7
2017-10-24,289.1
2017-10-25,289.7
2017-10-26,284.5
2017-10-27,283.7
2017-10-30,292.25
2017-10-31,284.8
2017-11-01,281.15
2017-11-02,318.95
2017-11-03,316.05
2017-11-06,320.15
2017-11-07,335.4
2017-11-08,337.15
2017-11-09,344.65
2017-11-10,339.2
2017-11-13,344.4
2017-11-14,342.95
2017-11-15,335.55
2017-11-16,335.55
2017-11-17,330.5
2017-11-20,330.35
2017-11-21,335.45
2017-11-22,331.75
2017-11-23,328.95
2017-11-24,325.9
2017-11-27,323.65
2017-11-28,318.1
2017-11-29,337.0
2017-11-30,337.1
2017-12-01,339.35
2017-12-04,334.4
2017-12-05,344.15
2017-12-06,335.45
2017-12-07,330.65
2017-12-08,330.1
2017-12-11,329.0
2017-12-12,323.3
2017-12-13,320.25
2017-12-14,325.75
2017-12-15,320.4
2017-12-18,322.15
2017-12-19,327.1
2017-12-20,324.55
2017-12-21,329.6
2017-12-22,336.25
2017-12-26,337.1
2017-12-27,335.8
2017-12-28,338.7
2017-12-29,340.65
