Date,KIRLOSENG
2017-01-02,324.8
2017-01-03,322.15
2017-01-04,325.3
2017-01-05,337.75
2017-01-06,333.95
2017-01-09,328.1
2017-01-10,330.15
2017-01-11,332.6
2017-01-12,329.9
2017-01-13,330.0
2017-01-16,330.55
2017-01-17,327.05
2017-01-18,329.45
2017-01-19,330.15
2017-01-20,330.55
2017-01-23,330.15
2017-01-24,332.05
2017-01-25,330.35
2017-01-27,329.9
2017-01-30,327.5
2017-01-31,330.05
2017-02-01,340.75
2017-02-02,340.0
2017-02-03,342.9
2017-02-06,345.25
2017-02-07,345.15
2017-02-08,346.75
2017-02-09,356.7
2017-02-10,347.35
2017-02-13,354.5
2017-02-14,349.6
2017-02-15,346.0
2017-02-16,350.5
2017-02-17,349.15
2017-02-20,350.15
2017-02-21,350.15
2017-02-22,349.6
2017-02-23,350.4
2017-02-27,352.0
2017-02-28,351.6
2017-03-01,358.95
2017-03-02,360.85
2017-03-03,377.4
2017-03-06,396.1
2017-03-07,390.6
2017-03-08,388.1
2017-03-09,380.9
2017-03-10,382.1
2017-03-14,376.85
2017-03-15,385.6
2017-03-16,386.55
2017-03-17,390.8
2017-03-20,390.05
2017-03-21,398.95
2017-03-22,389.35
2017-03-23,390.15
2017-03-24,391.55
2017-03-27,388.5
2017-03-28,387.55
2017-03-29,387.1
2017-03-30,391.35
2017-03-31,388.4
2017-04-03,386.25
2017-04-05,389.5
2017-04-06,390.55
2017-04-07,396.25
2017-04-10,393.25
2017-04-11,392.55
2017-04-12,392.2
2017-04-13,390.0
2017-04-17,393.95
2017-04-18,395.35
2017-04-19,396.0
2017-04-20,395.75
2017-04-21,396.1
2017-04-24,395.75
2017-04-25,395.05
2017-04-26,394.9
2017-04-27,397.0
2017-04-28,395.05
2017-05-02,397.6
2017-05-03,401.9
2017-05-04,400.8
2017-05-05,399.2
2017-05-08,399.4
2017-05-09,398.3
2017-05-10,399.85
2017-05-11,396.75
2017-05-12,398.05
2017-05-15,396.0
2017-05-16,397.05
2017-05-17,391.55
2017-05-18,394.9
2017-05-19,389.75
2017-05-22,387.25
2017-05-23,385.2
2017-05-24,377.25
2017-05-25,380.35
2017-05-26,383.5
2017-05-29,382.55
2017-05-30,382.25
2017-05-31,383.85
2017-06-01,383.0
2017-06-02,387.75
2017-06-05,385.5
2017-06-06,381.8
2017-06-07,380.7
2017-06-08,385.6
2017-06-09,384.8
2017-06-12,386.1
2017-06-13,383.8
2017-06-14,386.15
2017-06-15,386.25
2017-06-16,385.0
2017-06-19,384.0
2017-06-20,387.05
2017-06-21,410.5
2017-06-22,409.95
2017-06-23,406.3
2017-06-27,403.85
2017-06-28,399.45
2017-06-29,400.05
2017-06-30,400.05
2017-07-03,397.0
2017-07-04,388.6
2017-07-05,392.8
2017-07-06,395.45
2017-07-07,393.5
2017-07-10,395.25
2017-07-11,392.35
2017-07-12,390.35
2017-07-13,394.85
2017-07-14,394.9
2017-07-17,392.25
2017-07-18,395.45
2017-07-19,399.0
2017-07-20,399.95
2017-07-21,399.95
2017-07-24,400.0
2017-07-25,399.95
2017-07-26,399.85
2017-07-27,400.25
2017-07-28,400.0
2017-07-31,403.7
2017-08-01,403.2
2017-08-02,400.0
2017-08-03,400.0
2017-08-04,400.3
2017-08-07,400.0
2017-08-08,395.3
2017-08-09,393.35
2017-08-10,390.05
2017-08-11,384.85
2017-08-14,388.2
2017-08-16,394.55
2017-08-17,392.95
2017-08-18,385.4
2017-08-21,380.85
2017-08-22,382.8
2017-08-23,384.45
2017-08-24,376.6
2017-08-28,375.65
2017-08-29,376.1
2017-08-30,376.1
2017-08-31,371.65
2017-09-01,374.65
2017-09-04,369.3
2017-09-05,370.8
2017-09-06,366.65
2017-09-07,366.7
2017-09-08,361.45
2017-09-11,358.6
2017-09-12,365.05
2017-09-13,359.05
2017-09-14,355.2
2017-09-15,360.7
2017-09-18,360.15
2017-09-19,360.1
2017-09-20,360.4
2017-09-21,362.15
2017-09-22,361.3
2017-09-25,359.95
2017-09-26,362.1
2017-09-27,360.25
2017-09-28,362.1
2017-09-29,364.8
2017-10-03,362.55
2017-10-04,360.05
2017-10-05,354.95
2017-10-06,354.4
2017-10-09,360.1
2017-10-10,360.0
2017-10-11,360.0
2017-10-12,361.4
2017-10-13,372.1
2017-10-16,360.2
2017-10-17,360.2
2017-10-18,358.95
2017-10-19,368.7
2017-10-23,359.55
2017-10-24,360.45
2017-10-25,358.5
2017-10-26,360.15
2017-10-27,360.0
2017-10-30,356.3
2017-10-31,356.0
2017-11-01,354.95
2017-11-02,354.8
2017-11-03,353.35
2017-11-06,357.05
2017-11-07,350.9
2017-11-08,357.8
2017-11-09,355.45
2017-11-10,347.55
2017-11-13,339.9
2017-11-14,338.45
2017-11-15,335.25
2017-11-16,344.95
2017-11-17,345.65
2017-11-20,349.25
2017-11-21,358.0
2017-11-22,355.9
2017-11-23,353.95
2017-11-24,348.15
2017-11-27,352.35
2017-11-28,355.0
2017-11-29,347.35
2017-11-30,350.0
2017-12-01,352.95
2017-12-04,353.0
2017-12-05,353.65
2017-12-06,358.9
2017-12-07,369.75
2017-12-08,372.9
2017-12-11,374.75
2017-12-12,372.15
2017-12-13,364.6
2017-12-14,369.1
2017-12-15,370.35
2017-12-18,374.2
2017-12-19,382.7
2017-12-20,380.7
2017-12-21,380.7
2017-12-22,379.1
2017-12-26,416.3
2017-12-27,388.15
2017-12-28,385.5
2017-12-29,380.55
