Date,OCL
2017-01-02,745.55
2017-01-03,763.7
2017-01-04,761.75
2017-01-05,757.45
2017-01-06,755.9
2017-01-09,751.65
2017-01-10,753.35
2017-01-11,790.9
2017-01-12,827.35
2017-01-13,823.3
2017-01-16,841.15
2017-01-17,838.4
2017-01-18,858.1
2017-01-19,861.9
2017-01-20,841.8
2017-01-23,848.25
2017-01-24,899.65
2017-01-25,883.65
2017-01-27,887.9
2017-01-30,871.3
2017-01-31,857.65
2017-02-01,903.2
2017-02-02,915.65
2017-02-03,957.2
2017-02-06,964.35
2017-02-07,930.15
2017-02-08,954.2
2017-02-09,946.75
2017-02-10,960.7
2017-02-13,939.3
2017-02-14,936.45
2017-02-15,908.8
2017-02-16,916.05
2017-02-17,902.15
2017-02-20,909.9
2017-02-21,916.1
2017-02-22,894.15
2017-02-23,920.5
2017-02-27,901.8
2017-02-28,906.75
2017-03-01,891.95
2017-03-02,891.4
2017-03-03,894.15
2017-03-06,905.1
2017-03-07,905.8
2017-03-08,908.3
2017-03-09,917.5
2017-03-10,900.8
2017-03-14,911.1
2017-03-15,902.55
2017-03-16,904.6
2017-03-17,907.85
2017-03-20,909.85
2017-03-21,911.35
2017-03-22,908.4
2017-03-23,907.55
2017-03-24,921.35
2017-03-27,924.05
2017-03-28,931.0
2017-03-29,918.65
2017-03-30,906.95
2017-03-31,926.75
2017-04-03,937.35
2017-04-05,954.15
2017-04-06,995.85
2017-04-07,1006.8
2017-04-10,1006.0
2017-04-11,1008.2
2017-04-12,1019.0
2017-04-13,1001.45
2017-04-17,991.5
2017-04-18,994.35
2017-04-19,996.1
2017-04-20,1001.8
2017-04-21,998.2
2017-04-24,1007.05
2017-04-25,991.7
2017-04-26,990.45
2017-04-27,991.3
2017-04-28,1012.65
2017-05-02,1003.95
2017-05-03,1017.4
2017-05-04,1033.45
2017-05-05,1032.85
2017-05-08,1072.25
2017-05-09,1113.8
2017-05-10,1099.05
2017-05-11,1225.35
2017-05-12,1223.6
2017-05-15,1229.5
2017-05-16,1232.95
2017-05-17,1231.4
2017-05-18,1206.05
2017-05-19,1198.45
2017-05-22,1162.35
2017-05-23,1176.5
2017-05-24,1144.5
2017-05-25,1143.1
2017-05-26,1172.9
2017-05-29,1148.45
2017-05-30,1141.15
2017-05-31,1180.4
2017-06-01,1173.0
2017-06-02,1199.95
2017-06-05,1182.55
2017-06-06,1182.1
2017-06-07,1174.45
2017-06-08,1194.8
2017-06-09,1229.9
2017-06-12,1213.95
2017-06-13,1202.1
2017-06-14,1199.55
2017-06-15,1193.85
2017-06-16,1181.75
2017-06-19,1238.85
2017-06-20,1210.9
2017-06-21,1207.8
2017-06-22,1207.5
2017-06-23,1187.9
2017-06-27,1144.8
2017-06-28,1167.3
2017-06-29,1166.5
