Date,KTKBANK
2017-01-02,113.45
2017-01-03,116.25
2017-01-04,115.4
2017-01-05,116.2
2017-01-06,116.5
2017-01-09,118.0
2017-01-10,117.95
2017-01-11,119.5
2017-01-12,119.2
2017-01-13,119.15
2017-01-16,122.65
2017-01-17,123.0
2017-01-18,122.6
2017-01-19,122.9
2017-01-20,120.15
2017-01-23,119.85
2017-01-24,113.95
2017-01-25,114.2
2017-01-27,116.3
2017-01-30,116.4
2017-01-31,114.05
2017-02-01,117.35
2017-02-02,119.5
2017-02-03,120.1
2017-02-06,122.4
2017-02-07,121.4
2017-02-08,120.35
2017-02-09,119.15
2017-02-10,118.75
2017-02-13,117.35
2017-02-14,116.55
2017-02-15,114.45
2017-02-16,115.05
2017-02-17,115.3
2017-02-20,122.35
2017-02-21,122.55
2017-02-22,127.7
2017-02-23,129.9
2017-02-27,128.7
2017-02-28,137.8
2017-03-01,137.65
2017-03-02,137.85
2017-03-03,136.55
2017-03-06,138.2
2017-03-07,136.7
2017-03-08,135.45
2017-03-09,136.7
2017-03-10,136.3
2017-03-14,139.55
2017-03-15,139.65
2017-03-16,141.7
2017-03-17,139.6
2017-03-20,139.4
2017-03-21,138.75
2017-03-22,136.8
2017-03-23,138.0
2017-03-24,138.8
2017-03-27,139.75
2017-03-28,139.7
2017-03-29,140.35
2017-03-30,140.1
2017-03-31,140.7
2017-04-03,141.05
2017-04-05,146.05
2017-04-06,146.2
2017-04-07,144.3
2017-04-10,146.15
2017-04-11,159.35
2017-04-12,155.1
2017-04-13,154.2
2017-04-17,152.15
2017-04-18,150.25
2017-04-19,152.0
2017-04-20,152.55
2017-04-21,154.6
2017-04-24,155.3
2017-04-25,156.8
2017-04-26,154.75
2017-04-27,154.9
2017-04-28,163.75
2017-05-02,168.35
2017-05-03,169.55
2017-05-04,171.8
2017-05-05,167.05
2017-05-08,166.75
2017-05-09,168.05
2017-05-10,168.8
2017-05-11,166.75
2017-05-12,165.6
2017-05-15,163.95
2017-05-16,172.4
2017-05-17,170.75
2017-05-18,166.4
2017-05-19,166.45
2017-05-22,163.35
2017-05-23,161.75
2017-05-24,157.7
2017-05-25,159.05
2017-05-26,167.3
2017-05-29,165.8
2017-05-30,169.35
2017-05-31,171.85
2017-06-01,178.9
2017-06-02,176.8
2017-06-05,175.65
2017-06-06,173.45
2017-06-07,175.95
2017-06-08,173.55
2017-06-09,173.7
2017-06-12,170.7
2017-06-13,173.35
2017-06-14,174.05
2017-06-15,175.2
2017-06-16,177.3
2017-06-19,176.9
2017-06-20,176.8
2017-06-21,174.3
2017-06-22,171.7
2017-06-23,164.95
2017-06-27,160.75
2017-06-28,161.85
2017-06-29,162.85
2017-06-30,163.0
2017-07-03,164.7
2017-07-04,163.75
2017-07-05,166.75
2017-07-06,164.0
2017-07-07,165.8
2017-07-10,167.45
2017-07-11,163.9
2017-07-12,165.6
2017-07-13,165.3
2017-07-14,165.75
2017-07-17,158.65
2017-07-18,158.05
2017-07-19,157.7
2017-07-20,158.6
2017-07-21,157.05
2017-07-24,157.3
2017-07-25,156.7
2017-07-26,156.5
2017-07-27,151.7
2017-07-28,153.05
2017-07-31,153.9
2017-08-01,152.9
2017-08-02,152.9
2017-08-03,149.2
2017-08-04,148.7
2017-08-07,154.9
2017-08-08,150.75
2017-08-09,146.4
2017-08-10,138.05
2017-08-11,138.5
2017-08-14,142.7
2017-08-16,145.65
2017-08-17,148.5
2017-08-18,146.3
2017-08-21,141.8
2017-08-22,140.95
2017-08-23,144.4
2017-08-24,151.45
2017-08-28,152.55
2017-08-29,147.9
2017-08-30,150.15
2017-08-31,151.5
2017-09-01,153.35
2017-09-04,151.1
2017-09-05,153.95
2017-09-06,152.8
2017-09-07,151.25
2017-09-08,149.85
2017-09-11,151.2
2017-09-12,155.8
2017-09-13,154.7
2017-09-14,155.85
2017-09-15,153.9
2017-09-18,155.2
2017-09-19,154.8
2017-09-20,163.0
2017-09-21,159.45
2017-09-22,151.8
2017-09-25,147.25
2017-09-26,146.05
2017-09-27,142.0
2017-09-28,139.95
2017-09-29,141.55
2017-10-03,142.55
2017-10-04,144.45
2017-10-05,146.45
2017-10-06,146.7
2017-10-09,146.35
2017-10-10,147.25
2017-10-11,149.1
2017-10-12,153.35
2017-10-13,163.45
2017-10-16,160.2
2017-10-17,156.95
2017-10-18,159.55
2017-10-19,157.25
2017-10-23,156.1
2017-10-24,159.25
2017-10-25,156.4
2017-10-26,155.95
2017-10-27,157.9
2017-10-30,158.85
2017-10-31,162.5
2017-11-01,162.5
2017-11-02,160.6
2017-11-03,168.55
2017-11-06,166.0
2017-11-07,158.2
2017-11-08,154.55
2017-11-09,155.45
2017-11-10,154.6
2017-11-13,156.3
2017-11-14,156.3
2017-11-15,154.55
2017-11-16,156.8
2017-11-17,157.25
2017-11-20,158.8
2017-11-21,158.5
2017-11-22,158.6
2017-11-23,159.95
2017-11-24,159.6
2017-11-27,160.85
2017-11-28,158.65
2017-11-29,159.4
2017-11-30,155.05
2017-12-01,153.15
2017-12-04,152.45
2017-12-05,151.2
2017-12-06,148.15
2017-12-07,149.4
2017-12-08,151.5
2017-12-11,151.25
2017-12-12,148.65
2017-12-13,145.4
2017-12-14,147.6
2017-12-15,147.65
2017-12-18,148.1
2017-12-19,149.9
2017-12-20,151.3
2017-12-21,151.75
2017-12-22,152.05
2017-12-26,152.65
2017-12-27,151.9
2017-12-28,149.4
2017-12-29,151.65
