Date,TATACOMM
2017-01-02,629.25
2017-01-03,625.65
2017-01-04,625.7
2017-01-05,637.45
2017-01-06,633.6
2017-01-09,630.35
2017-01-10,631.2
2017-01-11,634.1
2017-01-12,671.85
2017-01-13,672.0
2017-01-16,675.65
2017-01-17,671.3
2017-01-18,674.35
2017-01-19,686.3
2017-01-20,674.15
2017-01-23,672.95
2017-01-24,708.9
2017-01-25,713.6
2017-01-27,721.8
2017-01-30,729.15
2017-01-31,706.6
2017-02-01,721.75
2017-02-02,756.05
2017-02-03,749.2
2017-02-06,755.4
2017-02-07,746.3
2017-02-08,761.05
2017-02-09,774.6
2017-02-10,751.75
2017-02-13,741.55
2017-02-14,743.35
2017-02-15,730.5
2017-02-16,742.1
2017-02-17,752.1
2017-02-20,749.65
2017-02-21,750.6
2017-02-22,740.8
2017-02-23,741.9
2017-02-27,728.9
2017-02-28,737.15
2017-03-01,743.15
2017-03-02,732.85
2017-03-03,744.3
2017-03-06,759.6
2017-03-07,754.05
2017-03-08,747.35
2017-03-09,752.75
2017-03-10,751.85
2017-03-14,747.5
2017-03-15,752.45
2017-03-16,776.45
2017-03-17,763.2
2017-03-20,762.1
2017-03-21,746.3
2017-03-22,728.0
2017-03-23,733.55
2017-03-24,729.15
2017-03-27,717.55
2017-03-28,719.35
2017-03-29,723.25
2017-03-30,713.8
2017-03-31,722.05
2017-04-03,732.2
2017-04-05,727.75
2017-04-06,719.3
2017-04-07,712.15
2017-04-10,704.85
2017-04-11,713.75
2017-04-12,710.65
2017-04-13,710.9
2017-04-17,707.8
2017-04-18,712.35
2017-04-19,710.0
2017-04-20,713.05
2017-04-21,705.85
2017-04-24,709.25
2017-04-25,712.55
2017-04-26,716.2
2017-04-27,722.25
2017-04-28,721.05
2017-05-02,714.35
2017-05-03,707.1
2017-05-04,705.75
2017-05-05,641.4
2017-05-08,653.4
2017-05-09,653.3
2017-05-10,662.4
2017-05-11,666.3
2017-05-12,672.25
2017-05-15,687.05
2017-05-16,679.65
2017-05-17,673.0
2017-05-18,674.8
2017-05-19,675.05
2017-05-22,670.7
2017-05-23,669.95
2017-05-24,648.85
2017-05-25,655.35
2017-05-26,655.8
2017-05-29,705.4
2017-05-30,700.75
2017-05-31,730.35
2017-06-01,725.1
2017-06-02,734.95
2017-06-05,741.5
2017-06-06,742.4
2017-06-07,730.65
2017-06-08,739.1
2017-06-09,766.45
2017-06-12,733.1
2017-06-13,751.5
2017-06-14,747.85
2017-06-15,744.1
2017-06-16,735.75
2017-06-19,735.3
2017-06-20,745.9
2017-06-21,752.5
2017-06-22,751.1
2017-06-23,722.9
2017-06-27,724.3
2017-06-28,718.55
2017-06-29,723.05
2017-06-30,722.9
2017-07-03,718.05
2017-07-04,690.85
2017-07-05,677.2
2017-07-06,676.0
2017-07-07,668.5
2017-07-10,669.55
2017-07-11,653.6
2017-07-12,666.05
2017-07-13,659.2
2017-07-14,670.3
2017-07-17,665.8
2017-07-18,664.85
2017-07-19,675.55
2017-07-20,667.2
2017-07-21,655.0
2017-07-24,646.65
2017-07-25,670.85
2017-07-26,678.85
2017-07-27,674.35
2017-07-28,674.5
2017-07-31,671.1
2017-08-01,657.4
2017-08-02,659.55
2017-08-03,637.65
2017-08-04,641.35
2017-08-07,651.3
2017-08-08,628.8
2017-08-09,606.95
2017-08-10,594.25
2017-08-11,587.95
2017-08-14,628.4
2017-08-16,628.55
2017-08-17,641.2
2017-08-18,641.95
2017-08-21,631.0
2017-08-22,615.25
2017-08-23,637.55
2017-08-24,641.55
2017-08-28,664.55
2017-08-29,648.0
2017-08-30,652.45
2017-08-31,651.9
2017-09-01,667.75
2017-09-04,654.05
2017-09-05,662.2
2017-09-06,658.9
2017-09-07,666.75
2017-09-08,663.45
2017-09-11,676.5
2017-09-12,698.9
2017-09-13,684.4
2017-09-14,703.35
2017-09-15,708.75
2017-09-18,707.65
2017-09-19,706.25
2017-09-20,694.7
2017-09-21,703.55
2017-09-22,680.35
2017-09-25,688.45
2017-09-26,687.95
2017-09-27,667.25
2017-09-28,671.9
2017-09-29,685.3
2017-10-03,692.6
2017-10-04,691.35
2017-10-05,698.3
2017-10-06,709.05
2017-10-09,690.0
2017-10-10,689.75
2017-10-11,673.6
2017-10-12,687.45
2017-10-13,690.7
2017-10-16,719.3
2017-10-17,723.05
2017-10-18,710.15
2017-10-19,702.65
2017-10-23,717.45
2017-10-24,729.4
2017-10-25,712.8
2017-10-26,675.7
2017-10-27,656.05
2017-10-30,659.4
2017-10-31,684.45
2017-11-01,692.9
2017-11-02,680.7
2017-11-03,689.4
2017-11-06,687.3
2017-11-07,671.35
2017-11-08,678.0
2017-11-09,693.95
2017-11-10,700.95
2017-11-13,693.15
2017-11-14,695.6
2017-11-15,681.5
2017-11-16,695.7
2017-11-17,701.1
2017-11-20,702.6
2017-11-21,697.35
2017-11-22,694.95
2017-11-23,697.4
2017-11-24,693.0
2017-11-27,691.25
2017-11-28,690.55
2017-11-29,692.1
2017-11-30,689.85
2017-12-01,680.45
2017-12-04,668.6
2017-12-05,668.4
2017-12-06,667.2
2017-12-07,682.25
2017-12-08,679.65
2017-12-11,715.4
2017-12-12,698.3
2017-12-13,696.4
2017-12-14,701.05
2017-12-15,686.9
2017-12-18,683.6
2017-12-19,688.55
2017-12-20,679.7
2017-12-21,678.2
2017-12-22,679.0
2017-12-26,679.95
2017-12-27,692.0
2017-12-28,679.35
2017-12-29,681.55
