Date,GAL
2017-01-02,11.7
2017-01-03,12.15
2017-01-04,12.4
2017-01-05,12.2
2017-01-06,12.0
2017-01-09,11.9
2017-01-10,12.05
2017-01-11,12.0
2017-01-12,12.1
2017-01-13,12.5
2017-01-16,12.55
2017-01-17,12.25
2017-01-18,12.15
2017-01-19,11.95
2017-01-20,11.7
2017-01-23,11.6
2017-01-24,12.2
2017-01-25,12.05
2017-01-27,12.4
2017-01-30,12.3
2017-01-31,12.2
2017-02-01,12.6
2017-02-02,12.4
2017-02-03,12.5
2017-02-06,12.7
2017-02-07,12.4
2017-02-08,13.25
2017-02-09,13.4
2017-02-10,13.4
2017-02-13,12.85
2017-02-14,12.8
2017-02-15,12.7
2017-02-16,12.75
2017-02-17,12.55
2017-02-20,12.3
2017-02-21,13.45
2017-02-22,13.9
2017-02-23,13.5
2017-02-27,13.2
2017-02-28,13.1
2017-03-01,13.0
2017-03-02,12.3
2017-03-03,12.25
2017-03-06,12.0
2017-03-07,11.65
2017-03-08,11.45
2017-03-09,11.25
2017-03-10,11.55
2017-03-14,11.75
2017-03-15,11.45
2017-03-16,11.3
2017-03-17,11.15
2017-03-20,11.35
2017-03-21,11.3
2017-03-22,11.25
2017-03-23,11.2
2017-03-24,11.35
2017-03-27,11.65
2017-03-28,11.8
2017-03-29,11.55
2017-03-30,11.45
2017-03-31,11.0
2017-04-03,11.2
2017-04-05,11.1
2017-04-06,11.0
2017-04-07,11.1
2017-04-10,11.1
2017-04-11,11.35
2017-04-12,11.25
2017-04-13,11.65
2017-04-17,11.8
2017-04-18,12.25
2017-04-19,12.15
2017-04-20,12.45
2017-04-21,12.55
2017-04-24,12.25
2017-04-25,13.0
2017-04-26,12.65
2017-04-27,12.55
2017-04-28,10.05
2017-05-02,10.55
2017-05-03,10.2
2017-05-04,10.35
2017-05-05,10.35
2017-05-08,10.0
2017-05-09,10.5
2017-05-10,10.05
2017-05-11,10.1
2017-05-12,10.15
2017-05-15,10.2
2017-05-16,9.1
2017-05-17,7.3
2017-05-18,6.9
2017-05-19,7.25
2017-05-22,7.25
2017-05-23,7.25
2017-05-24,7.05
2017-05-25,7.0
2017-05-26,7.0
2017-05-29,6.75
2017-05-30,6.75
2017-05-31,6.6
2017-06-01,6.1
2017-06-02,6.0
2017-06-05,6.0
2017-06-06,5.95
2017-06-07,5.7
2017-06-08,5.65
2017-06-09,5.6
2017-06-12,5.6
2017-06-13,6.5
2017-06-14,6.7
2017-06-15,6.6
2017-06-16,6.65
2017-06-19,6.55
2017-06-20,6.5
2017-06-21,6.6
2017-06-22,7.0
2017-06-23,7.0
2017-06-27,6.8
2017-06-28,6.85
2017-06-29,7.5
2017-06-30,7.15
2017-07-03,7.3
2017-07-04,7.3
2017-07-05,7.45
2017-07-06,7.8
2017-07-07,7.8
2017-07-10,8.0
2017-07-11,8.0
2017-07-12,8.25
2017-07-13,8.05
2017-07-14,7.9
2017-07-17,7.95
2017-07-18,7.8
2017-07-19,7.85
2017-07-20,7.6
2017-07-21,7.6
2017-07-24,7.65
2017-07-25,8.55
2017-07-26,8.85
2017-07-27,8.6
2017-07-28,8.6
2017-07-31,8.05
2017-08-01,7.75
2017-08-02,7.6
2017-08-03,7.55
2017-08-04,7.6
2017-08-07,7.7
2017-08-08,7.45
2017-08-09,7.05
2017-08-10,7.1
2017-08-11,7.0
2017-08-14,6.65
2017-08-16,6.75
2017-08-17,6.75
2017-08-18,6.8
2017-08-21,6.95
2017-08-22,6.65
2017-08-23,6.7
2017-08-24,6.75
2017-08-28,6.7
2017-08-29,6.55
2017-08-30,6.65
2017-08-31,6.6
2017-09-01,6.65
2017-09-04,6.7
2017-09-05,6.7
2017-09-06,6.65
2017-09-07,6.65
2017-09-08,6.65
2017-09-11,6.55
2017-09-12,6.5
2017-09-13,6.6
2017-09-14,6.5
2017-09-15,6.45
2017-09-18,6.45
2017-09-19,6.6
2017-09-20,6.8
2017-09-21,6.85
2017-09-22,6.85
2017-09-25,6.5
2017-09-26,6.55
2017-09-27,6.45
2017-09-28,6.35
2017-09-29,6.7
2017-10-03,6.85
2017-10-04,7.1
2017-10-05,7.3
2017-10-06,7.55
2017-10-09,7.65
2017-10-10,7.85
2017-10-11,7.65
2017-10-12,7.8
2017-10-13,7.95
2017-10-16,7.65
2017-10-17,8.6
2017-10-18,10.1
2017-10-19,10.7
2017-10-23,10.8
2017-10-24,9.75
2017-10-25,8.95
