Date,BLISSGVS
2017-01-02,158.4
2017-01-03,157.8
2017-01-04,160.0
2017-01-05,159.8
2017-01-06,158.95
2017-01-09,157.25
2017-01-10,155.1
2017-01-11,155.85
2017-01-12,152.05
2017-01-13,151.55
2017-01-16,153.0
2017-01-17,150.4
2017-01-18,152.15
2017-01-19,152.05
2017-01-20,149.4
2017-01-23,149.75
2017-01-24,152.3
2017-01-25,153.55
2017-01-27,153.2
2017-01-30,151.55
2017-01-31,148.0
2017-02-01,148.25
2017-02-02,151.25
2017-02-03,149.75
2017-02-06,155.8
2017-02-07,154.6
2017-02-08,156.55
2017-02-09,155.15
2017-02-10,150.85
2017-02-13,151.35
2017-02-14,148.35
2017-02-15,144.15
2017-02-16,150.5
2017-02-17,152.75
2017-02-20,151.35
2017-02-21,152.85
2017-02-22,152.95
2017-02-23,153.15
2017-02-27,155.25
2017-02-28,154.8
2017-03-01,153.8
2017-03-02,152.85
2017-03-03,144.75
2017-03-06,146.0
2017-03-07,145.0
2017-03-08,146.15
2017-03-09,145.0
2017-03-10,146.0
2017-03-14,146.75
2017-03-15,148.75
2017-03-16,153.0
2017-03-17,152.95
2017-03-20,161.2
2017-03-21,170.0
2017-03-22,174.5
2017-03-23,175.65
2017-03-24,179.35
2017-03-27,179.7
2017-03-28,179.85
2017-03-29,178.9
2017-03-30,176.85
2017-03-31,176.65
2017-04-03,178.65
2017-04-05,175.95
2017-04-06,169.6
2017-04-07,167.15
2017-04-10,169.45
2017-04-11,169.85
2017-04-12,174.25
2017-04-13,173.05
2017-04-17,170.05
2017-04-18,166.8
2017-04-19,169.95
2017-04-20,171.6
2017-04-21,169.9
2017-04-24,170.9
2017-04-25,171.2
2017-04-26,167.0
2017-04-27,162.2
2017-04-28,170.0
2017-05-02,170.6
2017-05-03,172.2
2017-05-04,169.25
2017-05-05,166.8
2017-05-08,167.9
2017-05-09,166.85
2017-05-10,168.1
2017-05-11,165.9
2017-05-12,164.8
2017-05-15,173.65
2017-05-16,178.2
2017-05-17,177.2
2017-05-18,179.65
2017-05-19,181.35
2017-05-22,193.05
2017-05-23,188.0
2017-05-24,185.2
2017-05-25,190.5
2017-05-26,191.3
2017-05-29,195.9
2017-05-30,195.8
2017-05-31,195.15
2017-06-01,198.25
2017-06-02,199.3
2017-06-05,201.55
2017-06-06,161.25
2017-06-07,169.1
2017-06-08,169.75
2017-06-09,167.05
2017-06-12,172.1
2017-06-13,165.5
2017-06-14,165.45
2017-06-15,166.35
2017-06-16,165.65
2017-06-19,162.95
2017-06-20,157.8
2017-06-21,158.45
2017-06-22,156.75
2017-06-23,155.65
2017-06-27,153.85
2017-06-28,155.4
2017-06-29,154.1
2017-06-30,151.55
2017-07-03,150.3
2017-07-04,148.55
2017-07-05,148.65
2017-07-06,148.25
2017-07-07,151.05
2017-07-10,151.15
2017-07-11,155.3
2017-07-12,165.15
2017-07-13,163.6
2017-07-14,158.55
2017-07-17,158.05
2017-07-18,154.75
2017-07-19,156.25
2017-07-20,156.55
2017-07-21,155.7
2017-07-24,159.6
2017-07-25,161.75
2017-07-26,163.4
2017-07-27,159.0
2017-07-28,160.45
2017-07-31,163.95
2017-08-01,165.75
2017-08-02,173.85
2017-08-03,173.4
2017-08-04,175.95
2017-08-07,173.85
2017-08-08,168.95
2017-08-09,163.6
2017-08-10,158.0
2017-08-11,160.8
2017-08-14,163.15
2017-08-16,166.8
2017-08-17,166.7
2017-08-18,166.55
2017-08-21,169.9
2017-08-22,167.35
2017-08-23,169.85
2017-08-24,172.45
2017-08-28,169.55
2017-08-29,168.1
2017-08-30,168.35
2017-08-31,168.55
2017-09-01,169.85
2017-09-04,168.8
2017-09-05,168.35
2017-09-06,167.1
2017-09-07,167.1
2017-09-08,164.05
2017-09-11,166.45
2017-09-12,167.85
2017-09-13,167.65
2017-09-14,165.55
2017-09-15,164.3
2017-09-18,162.65
2017-09-19,161.15
2017-09-20,164.4
2017-09-21,162.1
2017-09-22,160.9
2017-09-25,158.6
2017-09-26,158.7
2017-09-27,157.65
2017-09-28,158.9
2017-09-29,159.25
2017-10-03,158.25
2017-10-04,158.3
2017-10-05,156.0
2017-10-06,157.25
2017-10-09,158.75
2017-10-10,156.4
2017-10-11,158.6
2017-10-12,158.55
2017-10-13,157.0
2017-10-16,172.85
2017-10-17,176.85
2017-10-18,175.9
2017-10-19,182.7
2017-10-23,181.0
2017-10-24,176.15
2017-10-25,177.3
2017-10-26,177.9
2017-10-27,174.1
2017-10-30,173.3
2017-10-31,173.65
2017-11-01,176.05
2017-11-02,180.2
2017-11-03,181.35
2017-11-06,183.5
2017-11-07,178.7
2017-11-08,181.15
2017-11-09,182.85
2017-11-10,184.2
2017-11-13,184.15
2017-11-14,190.55
2017-11-15,191.8
2017-11-16,193.8
2017-11-17,195.0
2017-11-20,195.65
2017-11-21,193.75
2017-11-22,194.45
2017-11-23,191.15
2017-11-24,191.05
2017-11-27,189.95
2017-11-28,193.7
2017-11-29,192.9
2017-11-30,193.5
2017-12-01,189.45
2017-12-04,190.6
2017-12-05,191.15
2017-12-06,189.1
2017-12-07,201.7
2017-12-08,203.5
2017-12-11,200.5
2017-12-12,198.9
2017-12-13,197.25
2017-12-14,197.15
2017-12-15,202.25
2017-12-18,197.55
2017-12-19,200.65
2017-12-20,202.5
2017-12-21,210.35
2017-12-22,215.05
2017-12-26,215.2
2017-12-27,215.65
2017-12-28,214.85
2017-12-29,212.0
