Date,KECL
2017-01-02,41.55
2017-01-03,41.75
2017-01-04,41.05
2017-01-05,41.75
2017-01-06,42.85
2017-01-09,42.05
2017-01-10,42.1
2017-01-11,43.1
2017-01-12,43.7
2017-01-13,43.35
2017-01-16,43.45
2017-01-17,43.3
2017-01-18,46.45
2017-01-19,47.35
2017-01-20,45.65
2017-01-23,45.9
2017-01-24,46.05
2017-01-25,45.85
2017-01-27,45.2
2017-01-30,43.9
2017-01-31,43.15
2017-02-01,43.7
2017-02-02,44.0
2017-02-03,44.35
2017-02-06,44.8
2017-02-07,44.8
2017-02-08,45.1
2017-02-09,44.85
2017-02-10,43.4
2017-02-13,42.0
2017-02-14,39.35
2017-02-15,38.8
2017-02-16,39.2
2017-02-17,38.8
2017-02-20,39.25
2017-02-21,40.95
2017-02-22,40.15
2017-02-23,39.25
2017-02-27,39.7
2017-02-28,39.8
2017-03-01,39.55
2017-03-02,38.6
2017-03-03,39.0
2017-03-06,39.0
2017-03-07,38.85
2017-03-08,38.0
2017-03-09,37.75
2017-03-10,36.7
2017-03-14,37.1
2017-03-15,42.1
2017-03-16,41.7
2017-03-17,41.15
2017-03-20,41.75
2017-03-21,40.1
2017-03-22,39.2
2017-03-23,39.9
2017-03-24,39.25
2017-03-27,38.55
2017-03-28,38.75
2017-03-29,38.3
2017-03-30,40.45
2017-03-31,40.3
2017-04-03,43.15
2017-04-05,43.3
2017-04-06,43.75
2017-04-07,43.45
2017-04-10,42.3
2017-04-11,42.4
2017-04-12,41.3
2017-04-13,42.5
2017-04-17,42.5
2017-04-18,42.15
2017-04-19,42.05
2017-04-20,41.6
2017-04-21,43.0
2017-04-24,43.3
2017-04-25,43.35
2017-04-26,42.75
2017-04-27,42.25
2017-04-28,42.0
2017-05-02,42.0
2017-05-03,42.65
2017-05-04,42.75
2017-05-05,41.55
2017-05-08,42.0
2017-05-09,41.95
2017-05-10,41.45
2017-05-11,41.9
2017-05-12,47.65
2017-05-15,49.65
2017-05-16,49.6
2017-05-17,50.35
2017-05-18,47.95
2017-05-19,46.85
2017-05-22,44.7
2017-05-23,42.55
2017-05-24,41.5
2017-05-25,43.25
2017-05-26,44.0
2017-05-29,42.1
2017-05-30,41.75
2017-05-31,42.75
2017-06-01,42.95
2017-06-02,43.05
2017-06-05,42.2
2017-06-06,41.1
2017-06-07,41.5
2017-06-08,41.4
2017-06-09,41.25
2017-06-12,40.8
2017-06-13,40.7
2017-06-14,42.85
2017-06-15,42.55
2017-06-16,42.15
2017-06-19,42.85
2017-06-20,43.8
2017-06-21,43.3
2017-06-22,42.45
2017-06-23,40.9
2017-06-27,40.2
2017-06-28,40.1
2017-06-29,40.1
2017-06-30,41.3
2017-07-03,41.3
2017-07-04,41.05
2017-07-05,43.55
2017-07-06,43.95
2017-07-07,44.35
2017-07-10,44.05
2017-07-11,43.85
2017-07-12,49.15
2017-07-13,48.15
2017-07-14,47.4
2017-07-17,47.95
2017-07-18,47.6
2017-07-19,49.2
2017-07-20,50.7
2017-07-21,53.5
2017-07-24,55.85
2017-07-25,54.9
2017-07-26,53.7
2017-07-27,51.9
2017-07-28,54.55
2017-07-31,54.55
2017-08-01,53.2
2017-08-02,51.5
2017-08-03,48.8
2017-08-04,48.75
2017-08-07,50.15
2017-08-08,49.45
2017-08-09,48.7
2017-08-10,46.2
2017-08-11,46.4
2017-08-14,48.5
2017-08-16,50.55
2017-08-17,51.25
2017-08-18,51.05
2017-08-21,51.3
2017-08-22,50.05
2017-08-23,49.35
2017-08-24,49.9
2017-08-28,49.5
2017-08-29,48.6
2017-08-30,49.1
2017-08-31,48.45
2017-09-01,48.8
2017-09-04,48.15
2017-09-05,50.85
2017-09-06,53.55
2017-09-07,52.6
2017-09-08,53.5
2017-09-11,48.8
2017-09-12,49.8
2017-09-13,49.25
2017-09-14,49.1
2017-09-15,48.5
2017-09-18,48.7
2017-09-19,48.2
2017-09-20,49.9
2017-09-21,49.0
2017-09-22,45.95
2017-09-25,44.05
2017-09-26,45.65
2017-09-27,44.2
2017-09-28,44.15
2017-09-29,44.85
2017-10-03,44.75
2017-10-04,44.8
2017-10-05,44.75
2017-10-06,45.15
2017-10-09,47.05
2017-10-10,46.75
2017-10-11,44.7
2017-10-12,45.6
2017-10-13,44.8
2017-10-16,43.7
2017-10-17,44.05
2017-10-18,44.05
2017-10-19,44.15
2017-10-23,43.85
2017-10-24,43.6
2017-10-25,44.65
2017-10-26,44.7
2017-10-27,44.85
2017-10-30,48.1
2017-10-31,46.75
2017-11-01,46.95
2017-11-02,46.55
2017-11-03,46.5
2017-11-06,46.5
2017-11-07,45.1
2017-11-08,44.4
2017-11-09,44.4
2017-11-10,45.3
2017-11-13,44.05
2017-11-14,44.2
2017-11-15,42.7
2017-11-16,43.25
2017-11-17,43.6
2017-11-20,43.4
2017-11-21,44.3
2017-11-22,43.85
2017-11-23,43.35
2017-11-24,43.7
2017-11-27,43.85
2017-11-28,44.4
2017-11-29,44.25
2017-11-30,43.5
2017-12-01,44.15
2017-12-04,44.6
2017-12-05,44.0
2017-12-06,44.05
2017-12-07,44.15
2017-12-08,44.25
2017-12-11,47.35
2017-12-12,47.6
2017-12-13,43.25
2017-12-14,43.0
2017-12-15,43.0
2017-12-18,42.65
2017-12-19,43.05
2017-12-20,43.35
2017-12-21,43.75
2017-12-22,47.55
2017-12-26,47.3
2017-12-27,46.25
2017-12-28,46.55
2017-12-29,46.65
