Date,MMFL
2017-01-02,436.15
2017-01-03,439.7
2017-01-04,440.1
2017-01-05,443.1
2017-01-06,453.45
2017-01-09,452.0
2017-01-10,446.35
2017-01-11,445.35
2017-01-12,440.25
2017-01-13,446.8
2017-01-16,446.25
2017-01-17,445.95
2017-01-18,454.1
2017-01-19,474.8
2017-01-20,465.1
2017-01-23,458.95
2017-01-24,467.9
2017-01-25,471.25
2017-01-27,472.35
2017-01-30,491.1
2017-01-31,502.3
2017-02-01,492.9
2017-02-02,496.0
2017-02-03,494.55
2017-02-06,486.45
2017-02-07,486.3
2017-02-08,490.5
2017-02-09,490.85
2017-02-10,482.5
2017-02-13,475.9
2017-02-14,465.75
2017-02-15,453.75
2017-02-16,466.75
2017-02-17,459.95
2017-02-20,457.85
2017-02-21,465.4
2017-02-22,463.45
2017-02-23,466.65
2017-02-27,469.3
2017-02-28,464.65
2017-03-01,468.65
2017-03-02,467.4
2017-03-03,469.0
2017-03-06,477.4
2017-03-07,485.45
2017-03-08,479.15
2017-03-09,484.5
2017-03-10,487.25
2017-03-14,496.35
2017-03-15,560.45
2017-03-16,546.15
2017-03-17,547.1
2017-03-20,549.05
2017-03-21,543.0
2017-03-22,538.45
2017-03-23,540.45
2017-03-24,547.35
2017-03-27,539.4
2017-03-28,535.35
2017-03-29,522.5
2017-03-30,535.5
2017-03-31,540.2
2017-04-03,549.3
2017-04-05,555.05
2017-04-06,556.95
2017-04-07,560.15
2017-04-10,546.5
2017-04-11,565.0
2017-04-12,567.3
2017-04-13,572.95
2017-04-17,598.25
2017-04-18,600.7
2017-04-19,591.85
2017-04-20,619.05
2017-04-21,614.75
2017-04-24,611.0
2017-04-25,612.7
2017-04-26,612.8
2017-04-27,599.05
2017-04-28,597.6
2017-05-02,623.65
2017-05-03,630.2
2017-05-04,628.05
2017-05-05,607.7
2017-05-08,637.05
2017-05-09,624.0
2017-05-10,637.35
2017-05-11,634.8
2017-05-12,633.65
2017-05-15,638.05
2017-05-16,635.0
2017-05-17,641.05
2017-05-18,629.8
2017-05-19,597.6
2017-05-22,606.2
2017-05-23,613.4
2017-05-24,589.65
2017-05-25,601.05
2017-05-26,604.5
2017-05-29,621.3
2017-05-30,619.9
2017-05-31,620.6
2017-06-01,619.85
2017-06-02,620.0
2017-06-05,609.35
2017-06-06,601.55
2017-06-07,618.7
2017-06-08,621.8
2017-06-09,610.0
2017-06-12,613.15
2017-06-13,605.15
2017-06-14,610.15
2017-06-15,615.0
2017-06-16,623.75
2017-06-19,622.35
2017-06-20,630.1
2017-06-21,621.9
2017-06-22,630.1
2017-06-23,619.25
2017-06-27,629.9
2017-06-28,619.15
2017-06-29,614.45
2017-06-30,613.1
2017-07-03,628.95
2017-07-04,630.85
2017-07-05,633.8
2017-07-06,642.4
2017-07-07,677.2
2017-07-10,667.6
2017-07-11,653.2
2017-07-12,649.1
2017-07-13,671.4
2017-07-14,665.75
2017-07-17,657.3
2017-07-18,641.0
2017-07-19,657.85
2017-07-20,642.3
2017-07-21,635.15
2017-07-24,624.05
2017-07-25,608.0
2017-07-26,611.1
2017-07-27,611.25
2017-07-28,597.85
2017-07-31,606.15
2017-08-01,614.45
2017-08-02,608.45
2017-08-03,604.7
2017-08-04,611.65
2017-08-07,593.6
2017-08-08,596.1
2017-08-09,574.65
2017-08-10,582.2
2017-08-11,555.85
2017-08-14,570.0
2017-08-16,589.15
2017-08-17,612.2
2017-08-18,608.0
2017-08-21,608.65
2017-08-22,607.6
2017-08-23,592.7
2017-08-24,594.9
2017-08-28,598.45
2017-08-29,595.3
2017-08-30,586.5
2017-08-31,608.05
2017-09-01,599.9
2017-09-04,603.7
2017-09-05,603.45
2017-09-06,604.25
2017-09-07,622.05
2017-09-08,619.15
2017-09-11,620.8
2017-09-12,627.05
2017-09-13,628.35
2017-09-14,622.7
2017-09-15,626.4
2017-09-18,637.7
2017-09-19,650.25
2017-09-20,660.35
2017-09-21,671.45
2017-09-22,652.0
2017-09-25,636.0
2017-09-26,642.75
2017-09-27,624.55
2017-09-28,624.5
2017-09-29,646.8
2017-10-03,650.35
2017-10-04,653.5
2017-10-05,688.75
2017-10-06,734.35
2017-10-09,776.45
2017-10-10,786.3
2017-10-11,786.75
2017-10-12,855.5
2017-10-13,838.95
2017-10-16,834.85
2017-10-17,832.5
2017-10-18,831.25
2017-10-19,844.45
2017-10-23,869.85
2017-10-24,866.6
2017-10-25,857.5
2017-10-26,837.35
2017-10-27,839.5
2017-10-30,839.9
2017-10-31,850.15
2017-11-01,853.55
2017-11-02,850.7
2017-11-03,860.3
2017-11-06,855.5
2017-11-07,833.55
2017-11-08,835.75
2017-11-09,834.1
2017-11-10,827.2
2017-11-13,833.35
2017-11-14,863.6
2017-11-15,847.75
2017-11-16,857.35
2017-11-17,855.95
2017-11-20,878.95
2017-11-21,882.0
2017-11-22,896.85
2017-11-23,897.95
2017-11-24,899.25
2017-11-27,872.0
2017-11-28,873.1
2017-11-29,897.1
2017-11-30,927.25
2017-12-01,920.65
2017-12-04,923.35
2017-12-05,938.1
2017-12-06,933.15
2017-12-07,937.7
2017-12-08,939.5
2017-12-11,982.8
2017-12-12,1007.15
2017-12-13,1019.6
2017-12-14,1028.8
2017-12-15,1043.05
2017-12-18,1092.4
2017-12-19,1103.2
2017-12-20,1104.1
2017-12-21,1183.8
2017-12-22,1151.5
2017-12-26,1169.85
2017-12-27,1170.1
2017-12-28,1190.85
2017-12-29,1174.1
