Date,INDNIPPON
2017-01-02,487.65
2017-01-03,509.9
2017-01-04,495.0
2017-01-05,558.7
2017-01-06,553.8
2017-01-09,556.8
2017-01-10,557.35
2017-01-11,553.7
2017-01-12,589.55
2017-01-13,592.05
2017-01-16,609.4
2017-01-17,599.95
2017-01-18,595.35
2017-01-19,584.6
2017-01-20,585.35
2017-01-23,613.7
2017-01-24,599.4
2017-01-25,599.15
2017-01-27,612.85
2017-01-30,592.15
2017-01-31,590.85
2017-02-01,591.9
2017-02-02,583.0
2017-02-03,573.65
2017-02-06,569.6
2017-02-07,568.45
2017-02-08,577.25
2017-02-09,566.35
2017-02-10,558.9
2017-02-13,549.0
2017-02-14,552.1
2017-02-15,540.05
2017-02-16,547.15
2017-02-17,547.5
2017-02-20,545.05
2017-02-21,550.7
2017-02-22,545.5
2017-02-23,558.8
2017-02-27,552.25
2017-02-28,542.75
2017-03-01,534.5
2017-03-02,521.6
2017-03-03,522.75
2017-03-06,520.85
2017-03-07,522.5
2017-03-08,511.65
2017-03-09,508.5
2017-03-10,515.6
2017-03-14,526.2
2017-03-15,517.75
2017-03-16,546.5
2017-03-17,547.85
2017-03-20,555.95
2017-03-21,555.7
2017-03-22,542.0
2017-03-23,556.05
2017-03-24,557.75
2017-03-27,546.65
2017-03-28,554.25
2017-03-29,552.7
2017-03-30,557.45
2017-03-31,549.75
2017-04-03,575.0
2017-04-05,577.85
2017-04-06,573.35
2017-04-07,570.95
2017-04-10,572.45
2017-04-11,573.05
2017-04-12,574.4
2017-04-13,605.8
2017-04-17,630.95
2017-04-18,623.25
2017-04-19,655.8
2017-04-20,698.15
2017-04-21,679.3
2017-04-24,689.2
2017-04-25,708.45
2017-04-26,681.85
2017-04-27,664.7
2017-04-28,671.6
2017-05-02,668.85
2017-05-03,660.75
2017-05-04,659.7
2017-05-05,655.8
2017-05-08,644.75
2017-05-09,642.55
2017-05-10,660.85
2017-05-11,663.8
2017-05-12,661.9
2017-05-15,657.35
2017-05-16,657.15
2017-05-17,655.95
2017-05-18,658.55
2017-05-19,634.75
2017-05-22,618.25
2017-05-23,598.55
2017-05-24,604.9
2017-05-25,610.95
2017-05-26,612.35
2017-05-29,606.0
2017-05-30,618.65
2017-05-31,620.3
2017-06-01,610.25
2017-06-02,617.15
2017-06-05,618.6
2017-06-06,615.2
2017-06-07,621.55
2017-06-08,623.6
2017-06-09,622.85
2017-06-12,623.55
2017-06-13,634.85
2017-06-14,635.05
2017-06-15,629.05
2017-06-16,643.0
2017-06-19,640.4
2017-06-20,643.8
2017-06-21,640.25
2017-06-22,644.15
2017-06-23,638.8
2017-06-27,627.85
2017-06-28,627.0
2017-06-29,630.35
2017-06-30,613.9
2017-07-03,645.1
2017-07-04,633.15
2017-07-05,640.0
2017-07-06,637.15
2017-07-07,645.45
2017-07-10,637.0
2017-07-11,630.9
2017-07-12,627.95
2017-07-13,642.25
2017-07-14,662.1
2017-07-17,697.0
2017-07-18,687.9
2017-07-19,685.15
2017-07-20,670.55
2017-07-21,678.55
2017-07-24,676.3
2017-07-25,661.45
2017-07-26,664.35
2017-07-27,658.15
2017-07-28,653.35
2017-07-31,648.9
2017-08-01,657.25
2017-08-02,663.1
2017-08-03,665.85
2017-08-04,667.3
2017-08-07,671.45
2017-08-08,670.05
2017-08-09,639.8
2017-08-10,755.85
2017-08-11,783.0
2017-08-14,768.05
2017-08-16,790.4
2017-08-17,791.4
2017-08-18,788.9
2017-08-21,788.9
2017-08-22,775.35
2017-08-23,786.9
2017-08-24,780.5
2017-08-28,792.05
2017-08-29,780.1
2017-08-30,777.75
2017-08-31,813.5
2017-09-01,835.35
2017-09-04,862.25
2017-09-05,871.9
2017-09-06,866.95
2017-09-07,861.7
2017-09-08,838.8
2017-09-11,851.15
2017-09-12,909.6
2017-09-13,895.65
2017-09-14,901.8
2017-09-15,883.85
2017-09-18,1060.6
2017-09-19,1095.5
2017-09-20,1044.6
2017-09-21,1090.95
2017-09-22,1033.4
2017-09-25,1012.45
2017-09-26,1069.65
2017-09-27,1023.0
2017-09-28,1045.8
2017-09-29,1043.05
2017-10-03,1076.55
2017-10-04,1070.7
2017-10-05,1070.75
2017-10-06,1086.45
2017-10-09,1087.85
2017-10-10,1167.1
2017-10-11,1104.05
2017-10-12,1109.55
2017-10-13,1101.2
2017-10-16,1111.0
2017-10-17,1119.95
2017-10-18,1329.05
2017-10-19,1267.15
2017-10-23,1281.4
2017-10-24,1220.6
2017-10-25,1213.8
2017-10-26,1199.35
2017-10-27,1201.3
2017-10-30,1385.05
2017-10-31,1346.4
2017-11-01,1320.75
2017-11-02,1348.8
2017-11-03,1359.6
2017-11-06,1234.25
2017-11-07,1173.65
2017-11-08,1098.2
2017-11-09,1128.1
2017-11-10,1117.65
2017-11-13,1095.65
2017-11-14,1115.8
2017-11-15,1086.0
2017-11-16,1091.95
2017-11-17,1088.3
2017-11-20,1089.2
2017-11-21,1107.6
2017-11-22,1103.1
2017-11-23,1149.7
2017-11-24,1141.9
2017-11-27,1117.8
2017-11-28,1095.95
2017-11-29,1091.8
2017-11-30,1091.05
2017-12-01,1087.85
2017-12-04,1117.25
2017-12-05,1102.7
2017-12-06,1086.85
2017-12-07,1095.9
2017-12-08,1100.75
2017-12-11,1103.8
2017-12-12,1096.45
2017-12-13,1077.9
2017-12-14,1065.85
2017-12-15,1074.15
2017-12-18,1066.25
2017-12-19,1062.25
2017-12-20,1053.65
2017-12-21,1116.1
2017-12-22,1121.15
2017-12-26,1130.75
2017-12-27,1118.85
2017-12-28,1116.95
2017-12-29,1155.55
