Date,M&M
2017-01-02,1229.8
2017-01-03,1222.55
2017-01-04,1221.95
2017-01-05,1227.35
2017-01-06,1220.45
2017-01-09,1204.0
2017-01-10,1213.5
2017-01-11,1232.0
2017-01-12,1213.4
2017-01-13,1217.85
2017-01-16,1211.0
2017-01-17,1204.45
2017-01-18,1214.6
2017-01-19,1210.8
2017-01-20,1192.05
2017-01-23,1188.9
2017-01-24,1220.7
2017-01-25,1243.8
2017-01-27,1251.7
2017-01-30,1245.6
2017-01-31,1240.1
2017-02-01,1302.4
2017-02-02,1264.95
2017-02-03,1260.7
2017-02-06,1265.9
2017-02-07,1258.95
2017-02-08,1277.3
2017-02-09,1291.7
2017-02-10,1277.65
2017-02-13,1298.65
2017-02-14,1301.85
2017-02-15,1300.85
2017-02-16,1319.85
2017-02-17,1317.15
2017-02-20,1315.95
2017-02-21,1311.65
2017-02-22,1311.2
2017-02-23,1304.85
2017-02-27,1293.85
2017-02-28,1312.15
2017-03-01,1348.75
2017-03-02,1325.0
2017-03-03,1322.05
2017-03-06,1329.8
2017-03-07,1320.25
2017-03-08,1303.55
2017-03-09,1303.95
2017-03-10,1302.75
2017-03-14,1326.0
2017-03-15,1323.55
2017-03-16,1320.9
2017-03-17,1303.85
2017-03-20,1300.2
2017-03-21,1294.4
2017-03-22,1270.85
2017-03-23,1274.55
2017-03-24,1275.8
2017-03-27,1265.75
2017-03-28,1277.0
2017-03-29,1270.65
2017-03-30,1279.85
2017-03-31,1286.9
2017-04-03,1286.5
2017-04-05,1290.75
2017-04-06,1288.9
2017-04-07,1275.55
2017-04-10,1280.8
2017-04-11,1281.55
2017-04-12,1279.95
2017-04-13,1280.5
2017-04-17,1269.35
2017-04-18,1263.15
2017-04-19,1259.45
2017-04-20,1271.7
2017-04-21,1258.2
2017-04-24,1264.6
2017-04-25,1307.45
2017-04-26,1352.75
2017-04-27,1337.2
2017-04-28,1335.55
2017-05-02,1340.95
2017-05-03,1348.65
2017-05-04,1334.9
2017-05-05,1321.25
2017-05-08,1333.35
2017-05-09,1343.65
2017-05-10,1376.4
2017-05-11,1376.15
2017-05-12,1367.85
2017-05-15,1375.65
2017-05-16,1366.35
2017-05-17,1378.8
2017-05-18,1352.85
2017-05-19,1333.4
2017-05-22,1306.25
2017-05-23,1331.75
2017-05-24,1308.65
2017-05-25,1327.5
2017-05-26,1340.85
2017-05-29,1360.05
2017-05-30,1361.1
2017-05-31,1416.95
2017-06-01,1425.25
2017-06-02,1418.5
2017-06-05,1423.7
2017-06-06,1411.45
2017-06-07,1431.9
2017-06-08,1417.5
