Date,VEDL
2017-01-02,220.95
2017-01-03,219.65
2017-01-04,216.8
2017-01-05,227.65
2017-01-06,230.6
2017-01-09,232.55
2017-01-10,232.6
2017-01-11,237.6
2017-01-12,240.75
2017-01-13,238.3
2017-01-16,243.35
2017-01-17,236.1
2017-01-18,244.4
2017-01-19,245.25
2017-01-20,238.55
2017-01-23,245.25
2017-01-24,252.45
2017-01-25,258.6
2017-01-27,257.55
2017-01-30,260.7
2017-01-31,253.1
2017-02-01,260.55
2017-02-02,259.85
2017-02-03,250.75
2017-02-06,250.75
2017-02-07,248.05
2017-02-08,252.35
2017-02-09,249.3
2017-02-10,248.0
2017-02-13,256.15
2017-02-14,253.6
2017-02-15,247.65
2017-02-16,263.2
2017-02-17,263.45
2017-02-20,270.4
2017-02-21,268.85
2017-02-22,262.9
2017-02-23,262.85
2017-02-27,255.55
2017-02-28,259.1
2017-03-01,265.5
2017-03-02,270.9
2017-03-03,267.5
2017-03-06,266.25
2017-03-07,260.35
2017-03-08,252.2
2017-03-09,252.6
2017-03-10,248.5
2017-03-14,253.7
2017-03-15,256.1
2017-03-16,264.55
2017-03-17,264.85
2017-03-20,263.3
2017-03-21,261.65
2017-03-22,261.1
2017-03-23,265.7
2017-03-24,267.05
2017-03-27,261.2
2017-03-28,265.1
2017-03-29,268.8
2017-03-30,274.5
2017-03-31,274.95
2017-04-03,272.7
2017-04-05,272.65
2017-04-06,270.35
2017-04-07,268.8
2017-04-10,272.35
2017-04-11,252.75
2017-04-12,258.25
2017-04-13,243.6
2017-04-17,235.8
2017-04-18,230.2
2017-04-19,234.15
2017-04-20,233.55
2017-04-21,231.85
2017-04-24,231.75
2017-04-25,235.35
2017-04-26,234.5
2017-04-27,233.85
2017-04-28,243.55
2017-05-02,241.85
2017-05-03,240.1
2017-05-04,232.5
2017-05-05,223.75
2017-05-08,221.85
2017-05-09,225.4
2017-05-10,228.6
2017-05-11,236.0
2017-05-12,236.75
2017-05-15,240.9
2017-05-16,238.1
2017-05-17,242.35
2017-05-18,231.15
2017-05-19,230.35
2017-05-22,228.9
2017-05-23,230.75
2017-05-24,223.9
2017-05-25,232.6
2017-05-26,242.65
2017-05-29,244.2
2017-05-30,244.9
2017-05-31,238.65
2017-06-01,231.25
2017-06-02,228.85
2017-06-05,229.4
2017-06-06,229.4
2017-06-07,233.2
2017-06-08,234.55
2017-06-09,244.75
2017-06-12,245.1
2017-06-13,238.5
2017-06-14,235.95
2017-06-15,235.9
2017-06-16,236.8
2017-06-19,241.9
2017-06-20,241.5
2017-06-21,238.6
2017-06-22,234.25
2017-06-23,236.85
2017-06-27,237.15
2017-06-28,242.55
2017-06-29,251.2
2017-06-30,249.05
2017-07-03,254.3
2017-07-04,255.25
2017-07-05,261.4
2017-07-06,261.65
2017-07-07,257.1
2017-07-10,260.7
2017-07-11,257.6
2017-07-12,259.9
2017-07-13,263.05
2017-07-14,262.3
2017-07-17,269.45
2017-07-18,268.35
2017-07-19,273.35
2017-07-20,269.55
2017-07-21,268.35
2017-07-24,264.6
2017-07-25,274.25
2017-07-26,280.95
2017-07-27,279.9
2017-07-28,274.6
2017-07-31,279.85
2017-08-01,282.05
2017-08-02,280.95
2017-08-03,279.95
2017-08-04,288.85
2017-08-07,287.7
2017-08-08,297.7
2017-08-09,300.2
2017-08-10,298.8
2017-08-11,279.1
2017-08-14,289.15
2017-08-16,297.2
2017-08-17,304.8
2017-08-18,298.4
2017-08-21,293.8
2017-08-22,293.05
2017-08-23,299.6
2017-08-24,298.55
2017-08-28,301.35
2017-08-29,299.05
2017-08-30,305.55
2017-08-31,308.9
2017-09-01,314.95
2017-09-04,315.8
2017-09-05,318.1
2017-09-06,318.25
2017-09-07,326.8
2017-09-08,330.1
2017-09-11,329.7
2017-09-12,330.7
2017-09-13,327.1
2017-09-14,319.7
2017-09-15,319.0
2017-09-18,325.85
2017-09-19,323.25
2017-09-20,323.25
2017-09-21,322.55
2017-09-22,307.9
2017-09-25,306.8
2017-09-26,318.25
2017-09-27,310.35
2017-09-28,308.9
2017-09-29,314.25
2017-10-03,318.25
2017-10-04,319.1
2017-10-05,318.4
2017-10-06,327.15
2017-10-09,324.0
2017-10-10,321.0
2017-10-11,313.4
2017-10-12,319.5
2017-10-13,321.4
2017-10-16,335.2
2017-10-17,334.35
2017-10-18,331.45
2017-10-19,327.95
2017-10-23,329.2
2017-10-24,333.65
2017-10-25,335.9
2017-10-26,342.85
2017-10-27,339.85
2017-10-30,340.95
2017-10-31,331.85
2017-11-01,343.35
2017-11-02,340.8
2017-11-03,338.1
2017-11-06,338.9
2017-11-07,335.7
2017-11-08,321.9
2017-11-09,323.75
2017-11-10,323.85
2017-11-13,314.7
2017-11-14,308.95
2017-11-15,295.5
2017-11-16,301.3
2017-11-17,307.6
2017-11-20,313.9
2017-11-21,312.9
2017-11-22,309.45
2017-11-23,308.8
2017-11-24,305.9
2017-11-27,305.25
2017-11-28,302.8
2017-11-29,298.35
2017-11-30,295.45
2017-12-01,286.7
2017-12-04,290.05
2017-12-05,288.45
2017-12-06,281.8
2017-12-07,285.65
2017-12-08,291.2
2017-12-11,291.35
2017-12-12,293.15
2017-12-13,283.55
2017-12-14,284.55
2017-12-15,298.0
2017-12-18,308.4
2017-12-19,316.25
2017-12-20,317.25
2017-12-21,317.15
2017-12-22,316.55
2017-12-26,321.95
2017-12-27,326.2
2017-12-28,332.7
2017-12-29,329.9
