Date,FAIRCHEM
2017-01-02,506.25
2017-01-03,513.45
2017-01-04,518.5
2017-01-05,544.1
2017-01-06,542.45
2017-01-09,546.4
2017-01-10,546.2
2017-01-11,547.95
2017-01-12,543.6
2017-01-13,537.7
2017-01-16,543.75
2017-01-17,545.7
2017-01-18,544.75
2017-01-19,536.1
2017-01-20,535.65
2017-01-23,544.65
2017-01-24,537.0
2017-01-25,534.15
2017-01-27,513.7
2017-01-30,514.95
2017-01-31,523.65
2017-02-01,532.2
2017-02-02,524.7
2017-02-03,527.75
2017-02-06,523.65
2017-02-07,517.95
2017-02-08,513.3
2017-02-09,504.6
2017-02-10,499.6
2017-02-13,494.2
2017-02-14,486.8
2017-02-15,478.2
2017-02-16,477.85
2017-02-17,483.2
2017-02-20,491.0
2017-02-21,488.3
2017-02-22,481.45
2017-02-23,487.5
2017-02-27,473.55
2017-02-28,482.9
2017-03-01,483.2
2017-03-02,475.3
2017-03-03,470.45
2017-03-06,481.9
2017-03-07,487.8
2017-03-08,482.45
2017-03-09,484.2
2017-03-10,486.6
2017-03-14,487.5
2017-03-15,479.1
2017-03-16,473.2
2017-03-17,471.15
2017-03-20,565.35
2017-03-21,583.45
2017-03-22,548.2
2017-03-23,547.4
2017-03-24,545.25
2017-03-27,552.15
2017-03-28,548.35
2017-03-29,545.35
2017-03-30,556.4
2017-03-31,554.25
2017-04-03,545.45
2017-04-05,538.25
2017-04-06,543.2
2017-04-07,520.55
2017-04-10,514.05
2017-04-11,506.8
2017-04-12,508.95
2017-04-13,488.75
2017-04-17,486.1
2017-04-18,488.55
2017-04-19,491.5
2017-04-20,542.8
2017-04-21,527.65
2017-04-24,522.65
2017-04-25,529.1
2017-04-26,513.75
2017-04-27,512.4
2017-04-28,511.25
2017-05-02,507.1
2017-05-03,507.1
2017-05-04,508.8
2017-05-05,509.0
2017-05-08,525.45
2017-05-09,514.9
2017-05-10,517.1
2017-05-11,529.95
2017-05-12,487.85
2017-05-15,496.1
2017-05-16,490.3
2017-05-17,501.75
2017-05-18,477.65
2017-05-19,485.55
2017-05-22,483.9
2017-05-23,467.8
2017-05-24,465.3
2017-05-25,476.8
2017-05-26,485.15
2017-05-29,474.7
2017-05-30,487.6
2017-05-31,485.45
2017-06-01,466.8
2017-06-02,479.45
2017-06-05,468.95
2017-06-06,460.25
2017-06-07,470.8
2017-06-08,482.3
2017-06-09,476.3
2017-06-12,483.2
2017-06-13,493.05
2017-06-14,482.8
2017-06-15,483.3
2017-06-16,482.9
2017-06-19,486.35
2017-06-20,480.5
2017-06-21,472.75
2017-06-22,479.25
2017-06-23,487.9
2017-06-27,484.15
2017-06-28,471.3
2017-06-29,471.95
2017-06-30,470.05
2017-07-03,473.45
2017-07-04,477.5
2017-07-05,478.75
2017-07-06,470.5
2017-07-07,483.3
2017-07-10,474.1
2017-07-11,482.6
2017-07-12,474.7
2017-07-13,468.9
2017-07-14,460.05
2017-07-17,459.25
2017-07-18,477.7
2017-07-19,469.75
2017-07-20,469.3
2017-07-21,459.15
2017-07-24,467.05
2017-07-25,458.25
2017-07-26,458.5
2017-07-27,454.8
2017-07-28,453.75
2017-07-31,449.05
2017-08-01,454.2
2017-08-02,445.5
2017-08-03,435.8
2017-08-04,431.6
2017-08-07,430.55
2017-08-08,439.15
2017-08-09,430.1
2017-08-10,413.2
2017-08-11,426.35
2017-08-14,421.85
2017-08-16,413.6
2017-08-17,411.8
2017-08-18,419.3
2017-08-21,419.65
2017-08-22,409.7
2017-08-23,415.0
2017-08-24,414.2
2017-08-28,413.25
2017-08-29,415.55
2017-08-30,418.55
2017-08-31,416.5
2017-09-01,416.95
2017-09-04,410.0
2017-09-05,405.15
2017-09-06,396.3
2017-09-07,401.85
2017-09-08,399.85
2017-09-11,389.7
2017-09-12,391.7
2017-09-13,393.15
2017-09-14,391.1
2017-09-15,379.1
2017-09-18,388.2
2017-09-19,412.05
2017-09-20,418.75
2017-09-21,430.5
2017-09-22,414.45
2017-09-25,396.75
2017-09-26,397.75
2017-09-27,385.05
2017-09-28,389.5
2017-09-29,386.45
2017-10-03,382.95
2017-10-04,390.15
2017-10-05,394.05
2017-10-06,383.35
2017-10-09,390.7
2017-10-10,392.95
2017-10-11,389.95
2017-10-12,389.45
2017-10-13,408.15
2017-10-16,443.4
2017-10-17,436.1
2017-10-18,433.7
2017-10-19,434.25
2017-10-23,424.2
2017-10-24,421.0
2017-10-25,418.15
2017-10-26,421.1
2017-10-27,427.05
2017-10-30,421.1
2017-10-31,420.05
2017-11-01,420.0
2017-11-02,425.6
2017-11-03,437.45
2017-11-06,431.8
2017-11-07,432.45
2017-11-08,419.2
2017-11-09,419.95
2017-11-10,416.6
2017-11-13,416.55
2017-11-14,426.25
2017-11-15,414.85
2017-11-16,413.3
2017-11-17,409.35
2017-11-20,413.75
2017-11-21,411.75
2017-11-22,416.6
2017-11-23,423.15
2017-11-24,439.55
2017-11-27,429.85
2017-11-28,428.6
2017-11-29,422.05
2017-11-30,429.85
2017-12-01,423.85
2017-12-04,414.8
2017-12-05,416.1
2017-12-06,409.5
2017-12-07,419.25
2017-12-08,425.65
2017-12-11,435.05
2017-12-12,444.35
2017-12-13,434.45
2017-12-14,433.35
2017-12-15,431.7
2017-12-18,433.4
2017-12-19,449.9
2017-12-20,489.1
2017-12-21,507.4
2017-12-22,520.15
2017-12-26,516.2
2017-12-27,501.55
2017-12-28,495.7
2017-12-29,502.2
