Date,AJANTPHARM
2017-01-02,1823.85
2017-01-03,1797.35
2017-01-04,1779.75
2017-01-05,1789.25
2017-01-06,1798.8
2017-01-09,1779.25
2017-01-10,1803.45
2017-01-11,1803.4
2017-01-12,1794.65
2017-01-13,1797.1
2017-01-16,1794.25
2017-01-17,1788.95
2017-01-18,1778.0
2017-01-19,1771.55
2017-01-20,1781.55
2017-01-23,1786.7
2017-01-24,1753.0
2017-01-25,1707.95
2017-01-27,1728.6
2017-01-30,1717.25
2017-01-31,1704.25
2017-02-01,1696.55
2017-02-02,1701.0
2017-02-03,1723.7
2017-02-06,1751.5
2017-02-07,1747.75
2017-02-08,1760.95
2017-02-09,1804.4
2017-02-10,1794.75
2017-02-13,1803.25
2017-02-14,1785.3
2017-02-15,1754.5
2017-02-16,1764.15
2017-02-17,1746.7
2017-02-20,1741.55
2017-02-21,1728.65
2017-02-22,1715.1
2017-02-23,1706.35
2017-02-27,1735.1
2017-02-28,1717.45
2017-03-01,1716.65
2017-03-02,1710.6
2017-03-03,1723.4
2017-03-06,1717.5
2017-03-07,1709.75
2017-03-08,1719.95
2017-03-09,1716.2
2017-03-10,1713.15
2017-03-14,1753.5
2017-03-15,1743.25
2017-03-16,1763.8
2017-03-17,1794.0
2017-03-20,1821.9
2017-03-21,1844.7
2017-03-22,1831.55
2017-03-23,1840.2
2017-03-24,1834.75
2017-03-27,1796.6
2017-03-28,1785.05
2017-03-29,1774.9
2017-03-30,1754.4
2017-03-31,1760.55
2017-04-03,1746.3
2017-04-05,1725.4
2017-04-06,1746.75
2017-04-07,1722.6
2017-04-10,1731.7
2017-04-11,1741.8
2017-04-12,1759.8
2017-04-13,1775.15
2017-04-17,1759.3
2017-04-18,1740.9
2017-04-19,1733.9
2017-04-20,1725.95
2017-04-21,1720.5
2017-04-24,1649.85
2017-04-25,1656.85
2017-04-26,1640.85
2017-04-27,1645.05
2017-04-28,1652.25
2017-05-02,1651.85
2017-05-03,1659.7
2017-05-04,1641.8
2017-05-05,1635.65
2017-05-08,1582.1
2017-05-09,1584.5
2017-05-10,1598.35
2017-05-11,1589.6
2017-05-12,1616.3
2017-05-15,1633.5
2017-05-16,1634.25
2017-05-17,1654.35
2017-05-18,1633.4
2017-05-19,1670.25
2017-05-22,1677.95
2017-05-23,1676.8
2017-05-24,1657.45
2017-05-25,1616.15
