Date,ANSALHSG
2017-01-02,21.6
2017-01-03,22.2
2017-01-04,21.9
2017-01-05,21.7
2017-01-06,21.7
2017-01-09,23.1
2017-01-10,22.9
2017-01-11,23.0
2017-01-12,22.75
2017-01-13,22.6
2017-01-16,24.0
2017-01-17,23.9
2017-01-18,23.55
2017-01-19,23.25
2017-01-20,22.85
2017-01-23,23.05
2017-01-24,23.1
2017-01-25,23.3
2017-01-27,24.65
2017-01-30,24.9
2017-01-31,24.25
2017-02-01,26.65
2017-02-02,26.05
2017-02-03,26.25
2017-02-06,25.35
2017-02-07,25.85
2017-02-08,25.5
2017-02-09,24.4
2017-02-10,24.35
2017-02-13,23.35
2017-02-14,23.9
2017-02-15,23.3
2017-02-16,23.15
2017-02-17,23.35
2017-02-20,23.3
2017-02-21,23.5
2017-02-22,23.15
2017-02-23,22.75
2017-02-27,22.9
2017-02-28,22.6
2017-03-01,24.6
2017-03-02,23.55
2017-03-03,24.35
2017-03-06,24.4
2017-03-07,23.55
2017-03-08,23.3
2017-03-09,23.3
2017-03-10,22.85
2017-03-14,23.2
2017-03-15,22.95
2017-03-16,23.1
2017-03-17,22.85
2017-03-20,22.5
2017-03-21,22.8
2017-03-22,22.5
2017-03-23,22.75
2017-03-24,22.65
2017-03-27,22.4
2017-03-28,22.65
2017-03-29,24.0
2017-03-30,24.15
2017-03-31,24.45
2017-04-03,24.8
2017-04-05,25.9
2017-04-06,28.2
2017-04-07,28.8
2017-04-10,28.8
2017-04-11,28.5
2017-04-12,28.05
2017-04-13,29.6
2017-04-17,33.85
2017-04-18,32.4
2017-04-19,33.9
2017-04-20,34.1
2017-04-21,33.85
2017-04-24,33.0
2017-04-25,32.4
2017-04-26,31.4
2017-04-27,31.2
2017-04-28,30.85
2017-05-02,32.35
2017-05-03,33.05
2017-05-04,31.95
2017-05-05,30.65
2017-05-08,33.25
2017-05-09,33.45
2017-05-10,32.55
2017-05-11,32.15
2017-05-12,31.8
2017-05-15,31.8
2017-05-16,31.45
2017-05-17,32.7
2017-05-18,30.8
2017-05-19,30.35
2017-05-22,29.25
2017-05-23,27.85
2017-05-24,26.8
2017-05-25,28.3
2017-05-26,29.05
2017-05-29,28.65
2017-05-30,27.75
2017-05-31,27.6
2017-06-01,27.35
2017-06-02,27.45
2017-06-05,29.15
2017-06-06,28.2
2017-06-07,30.1
2017-06-08,28.85
2017-06-09,29.85
2017-06-12,29.7
2017-06-13,29.75
2017-06-14,29.85
2017-06-15,31.75
2017-06-16,30.6
2017-06-19,29.85
2017-06-20,29.4
2017-06-21,29.2
2017-06-22,28.4
2017-06-23,28.35
2017-06-27,27.8
2017-06-28,26.9
2017-06-29,27.4
2017-06-30,28.15
2017-07-03,28.4
2017-07-04,28.1
2017-07-05,28.55
2017-07-06,28.65
2017-07-07,28.75
2017-07-10,28.8
2017-07-11,28.25
2017-07-12,28.15
2017-07-13,27.95
2017-07-14,27.5
2017-07-17,27.1
2017-07-18,26.5
2017-07-19,26.8
2017-07-20,26.55
2017-07-21,26.05
2017-07-24,26.15
2017-07-25,27.1
2017-07-26,27.0
2017-07-27,26.3
2017-07-28,26.3
2017-07-31,26.0
2017-08-01,25.85
2017-08-02,25.7
2017-08-03,25.4
2017-08-04,24.7
2017-08-07,24.95
2017-08-08,23.9
2017-08-09,22.3
2017-08-10,20.65
2017-08-11,21.05
2017-08-14,22.55
2017-08-16,22.45
2017-08-17,22.8
2017-08-18,22.1
2017-08-21,21.2
2017-08-22,20.75
2017-08-23,21.2
2017-08-24,20.6
2017-08-28,23.9
2017-08-29,23.2
2017-08-30,24.3
2017-08-31,23.8
2017-09-01,24.35
2017-09-04,23.75
2017-09-05,23.95
2017-09-06,23.4
2017-09-07,23.55
2017-09-08,23.0
2017-09-11,23.3
2017-09-12,23.4
2017-09-13,23.2
2017-09-14,22.75
2017-09-15,22.15
2017-09-18,22.45
2017-09-19,22.6
2017-09-20,22.55
2017-09-21,23.45
2017-09-22,22.35
2017-09-25,21.9
2017-09-26,22.05
2017-09-27,19.6
2017-09-28,20.95
2017-09-29,20.85
2017-10-03,21.0
2017-10-04,20.85
2017-10-05,20.85
2017-10-06,20.95
2017-10-09,21.25
2017-10-10,21.15
2017-10-11,20.9
2017-10-12,20.9
2017-10-13,20.85
2017-10-16,20.7
2017-10-17,20.4
2017-10-18,20.5
2017-10-19,20.5
2017-10-23,21.05
2017-10-24,22.4
2017-10-25,22.55
2017-10-26,23.0
2017-10-27,22.65
2017-10-30,22.75
2017-10-31,22.35
2017-11-01,23.9
2017-11-02,23.75
2017-11-03,23.4
2017-11-06,23.1
2017-11-07,21.55
2017-11-08,21.95
2017-11-09,22.2
2017-11-10,21.6
2017-11-13,21.95
2017-11-14,21.9
2017-11-15,20.7
2017-11-16,21.95
2017-11-17,23.85
2017-11-20,23.6
2017-11-21,22.8
2017-11-22,22.6
2017-11-23,22.65
2017-11-24,22.4
2017-11-27,22.55
2017-11-28,22.5
2017-11-29,23.9
2017-11-30,23.7
2017-12-01,23.0
2017-12-04,22.9
2017-12-05,22.8
2017-12-06,22.35
2017-12-07,23.25
2017-12-08,23.1
2017-12-11,23.15
2017-12-12,23.0
2017-12-13,21.85
2017-12-14,22.3
2017-12-15,22.4
2017-12-18,21.65
2017-12-19,22.2
2017-12-20,23.0
2017-12-21,27.6
2017-12-22,26.45
2017-12-26,28.55
2017-12-27,26.7
2017-12-28,27.05
2017-12-29,27.3
