Date,ESABINDIA
2017-01-02,569.3
2017-01-03,575.0
2017-01-04,570.45
2017-01-05,573.15
2017-01-06,573.85
2017-01-09,564.8
2017-01-10,569.15
2017-01-11,573.75
2017-01-12,573.45
2017-01-13,568.0
2017-01-16,567.35
2017-01-17,562.3
2017-01-18,569.45
2017-01-19,566.45
2017-01-20,567.75
2017-01-23,572.05
2017-01-24,573.55
2017-01-25,585.55
2017-01-27,584.35
2017-01-30,599.75
2017-01-31,602.35
2017-02-01,588.2
2017-02-02,585.3
2017-02-03,584.25
2017-02-06,589.95
2017-02-07,595.55
2017-02-08,580.3
2017-02-09,591.85
2017-02-10,581.35
2017-02-13,584.95
2017-02-14,586.2
2017-02-15,578.85
2017-02-16,590.0
2017-02-17,575.55
2017-02-20,599.35
2017-02-21,598.95
2017-02-22,584.0
2017-02-23,589.25
2017-02-27,574.7
2017-02-28,584.55
2017-03-01,580.0
2017-03-02,571.7
2017-03-03,575.3
2017-03-06,579.45
2017-03-07,567.45
2017-03-08,570.7
2017-03-09,566.2
2017-03-10,569.0
2017-03-14,595.9
2017-03-15,599.05
2017-03-16,600.0
2017-03-17,591.25
2017-03-20,583.0
2017-03-21,574.55
2017-03-22,570.25
2017-03-23,578.05
2017-03-24,597.15
2017-03-27,581.6
2017-03-28,573.3
2017-03-29,595.25
2017-03-30,605.0
2017-03-31,607.15
2017-04-03,601.0
2017-04-05,619.2
2017-04-06,616.7
2017-04-07,633.05
2017-04-10,626.25
2017-04-11,633.25
2017-04-12,621.05
2017-04-13,611.7
2017-04-17,624.65
2017-04-18,627.65
2017-04-19,626.35
2017-04-20,615.75
2017-04-21,628.3
2017-04-24,642.3
2017-04-25,639.35
2017-04-26,632.95
2017-04-27,656.75
2017-04-28,639.9
2017-05-02,638.1
2017-05-03,624.7
2017-05-04,625.3
2017-05-05,619.85
2017-05-08,611.5
2017-05-09,613.05
2017-05-10,611.75
2017-05-11,610.0
2017-05-12,608.35
2017-05-15,629.05
2017-05-16,627.3
2017-05-17,629.3
2017-05-18,632.4
2017-05-19,624.55
2017-05-22,617.3
2017-05-23,608.5
2017-05-24,593.0
2017-05-25,593.45
2017-05-26,582.5
2017-05-29,573.35
2017-05-30,552.65
2017-05-31,561.15
2017-06-01,574.55
2017-06-02,562.2
2017-06-05,560.95
2017-06-06,561.5
2017-06-07,561.9
2017-06-08,564.6
2017-06-09,563.4
2017-06-12,578.2
2017-06-13,578.55
2017-06-14,573.35
2017-06-15,587.0
2017-06-16,606.15
2017-06-19,597.1
2017-06-20,603.55
2017-06-21,606.1
2017-06-22,613.4
2017-06-23,614.3
2017-06-27,606.2
2017-06-28,611.6
2017-06-29,625.2
2017-06-30,651.35
2017-07-03,639.4
2017-07-04,644.2
2017-07-05,653.95
2017-07-06,698.2
2017-07-07,679.5
2017-07-10,678.0
2017-07-11,655.15
2017-07-12,665.45
2017-07-13,664.55
2017-07-14,658.55
2017-07-17,649.45
2017-07-18,665.6
2017-07-19,685.45
2017-07-20,689.95
2017-07-21,678.05
2017-07-24,681.2
2017-07-25,771.9
2017-07-26,788.0
2017-07-27,788.7
2017-07-28,765.35
2017-07-31,764.15
2017-08-01,759.75
2017-08-02,740.4
2017-08-03,741.85
2017-08-04,705.8
2017-08-07,712.9
2017-08-08,702.15
2017-08-09,685.5
2017-08-10,675.15
2017-08-11,678.35
2017-08-14,681.7
2017-08-16,685.25
2017-08-17,676.65
2017-08-18,678.1
2017-08-21,677.65
2017-08-22,677.45
2017-08-23,697.2
2017-08-24,682.2
2017-08-28,682.65
2017-08-29,680.0
2017-08-30,684.6
2017-08-31,689.8
2017-09-01,741.25
2017-09-04,721.05
2017-09-05,713.75
2017-09-06,714.7
2017-09-07,714.55
2017-09-08,718.15
2017-09-11,721.0
2017-09-12,716.5
2017-09-13,716.8
2017-09-14,714.15
2017-09-15,791.65
2017-09-18,786.75
2017-09-19,777.2
2017-09-20,763.4
2017-09-21,748.45
2017-09-22,743.2
2017-09-25,725.5
2017-09-26,785.9
2017-09-27,753.0
2017-09-28,760.7
2017-09-29,742.9
2017-10-03,819.9
2017-10-04,979.7
2017-10-05,963.9
2017-10-06,947.45
2017-10-09,966.7
2017-10-10,931.0
2017-10-11,881.05
2017-10-12,883.95
2017-10-13,870.1
2017-10-16,854.0
2017-10-17,856.95
2017-10-18,858.25
2017-10-19,846.35
2017-10-23,844.25
2017-10-24,867.55
2017-10-25,872.95
2017-10-26,867.5
2017-10-27,880.9
2017-10-30,898.2
2017-10-31,889.0
2017-11-01,881.7
2017-11-02,872.75
2017-11-03,980.35
2017-11-06,1024.6
2017-11-07,985.85
2017-11-08,941.75
2017-11-09,917.0
2017-11-10,875.3
2017-11-13,850.9
2017-11-14,841.8
2017-11-15,820.15
2017-11-16,828.2
2017-11-17,848.5
2017-11-20,831.6
2017-11-21,841.45
2017-11-22,873.05
2017-11-23,860.5
2017-11-24,849.35
2017-11-27,843.25
2017-11-28,832.15
2017-11-29,836.55
2017-11-30,818.45
2017-12-01,830.05
2017-12-04,830.75
2017-12-05,808.6
2017-12-06,810.85
2017-12-07,806.2
2017-12-08,823.95
2017-12-11,810.65
2017-12-12,816.35
2017-12-13,812.15
2017-12-14,808.6
2017-12-15,802.7
2017-12-18,817.7
2017-12-19,832.7
2017-12-20,815.0
2017-12-21,820.45
2017-12-22,821.8
2017-12-26,816.7
2017-12-27,793.65
2017-12-28,802.5
2017-12-29,800.6
