Date,MUKANDENGG
2017-01-02,34.4
2017-01-03,34.6
2017-01-04,34.65
2017-01-05,34.8
2017-01-06,34.2
2017-01-09,34.05
2017-01-10,37.85
2017-01-11,37.05
2017-01-12,36.55
2017-01-13,36.1
2017-01-16,35.7
2017-01-17,35.95
2017-01-18,36.35
2017-01-19,36.25
2017-01-20,36.0
2017-01-23,35.6
2017-01-24,35.8
2017-01-25,35.95
2017-01-27,37.35
2017-01-30,37.05
2017-01-31,36.65
2017-02-01,37.7
2017-02-02,37.0
2017-02-03,37.6
2017-02-06,37.3
2017-02-07,37.5
2017-02-08,42.2
2017-02-09,39.85
2017-02-10,39.6
2017-02-13,38.55
2017-02-14,37.7
2017-02-15,39.05
2017-02-16,39.4
2017-02-17,39.25
2017-02-20,40.5
2017-02-21,40.85
2017-02-22,40.95
2017-02-23,40.1
2017-02-27,39.5
2017-02-28,39.4
2017-03-01,39.8
2017-03-02,40.55
2017-03-03,41.05
2017-03-06,40.95
2017-03-07,40.7
2017-03-08,39.75
2017-03-09,38.65
2017-03-10,40.5
2017-03-14,45.85
2017-03-15,49.5
2017-03-16,50.2
2017-03-17,47.7
2017-03-20,43.95
2017-03-21,43.85
2017-03-22,45.8
2017-03-23,48.05
2017-03-24,47.7
2017-03-27,45.6
2017-03-28,46.9
2017-03-29,46.45
2017-03-30,47.5
2017-03-31,48.5
2017-04-03,50.15
2017-04-05,48.7
2017-04-06,47.85
2017-04-07,47.2
2017-04-10,46.7
2017-04-11,47.5
2017-04-12,47.95
2017-04-13,46.55
2017-04-17,46.2
2017-04-18,45.1
2017-04-19,45.1
2017-04-20,48.95
2017-04-21,49.6
2017-04-24,50.3
2017-04-25,60.35
2017-04-26,57.15
2017-04-27,58.1
2017-04-28,62.55
2017-05-02,62.45
2017-05-03,61.6
2017-05-04,60.8
2017-05-05,59.3
2017-05-08,60.85
2017-05-09,61.75
2017-05-10,62.0
2017-05-11,62.15
2017-05-12,61.4
2017-05-15,67.45
2017-05-16,66.7
2017-05-17,67.05
2017-05-18,64.5
2017-05-19,62.2
2017-05-22,59.45
2017-05-23,57.75
2017-05-24,53.45
2017-05-25,54.85
2017-05-26,55.85
2017-05-29,54.55
2017-05-30,52.8
2017-05-31,53.5
2017-06-01,53.05
2017-06-02,57.5
2017-06-05,59.45
2017-06-06,59.25
2017-06-07,58.65
2017-06-08,57.35
2017-06-09,56.2
2017-06-12,56.3
2017-06-13,57.3
2017-06-14,56.7
2017-06-15,56.55
2017-06-16,56.25
2017-06-19,55.7
2017-06-20,55.35
2017-06-21,55.05
2017-06-22,54.6
2017-06-23,53.75
2017-06-27,52.55
2017-06-28,52.55
2017-06-29,51.85
2017-06-30,51.85
2017-07-03,54.05
2017-07-04,54.7
2017-07-05,55.0
2017-07-06,54.9
2017-07-07,55.1
2017-07-10,54.0
2017-07-11,59.15
2017-07-12,61.45
2017-07-13,62.45
2017-07-14,59.1
2017-07-17,57.45
2017-07-18,57.2
2017-07-19,59.65
2017-07-20,58.25
2017-07-21,59.35
2017-07-24,55.1
2017-07-25,53.95
2017-07-26,55.05
2017-07-27,54.95
2017-07-28,57.1
2017-07-31,55.55
2017-08-01,54.7
2017-08-02,54.3
2017-08-03,53.0
2017-08-04,52.7
2017-08-07,53.1
2017-08-08,50.5
2017-08-09,48.85
2017-08-10,46.9
2017-08-11,45.9
2017-08-14,49.3
2017-08-16,50.75
2017-08-17,50.25
2017-08-18,48.8
2017-08-21,49.15
2017-08-22,48.55
2017-08-23,47.95
2017-08-24,48.0
2017-08-28,48.0
2017-08-29,47.45
2017-08-30,48.4
2017-08-31,48.45
2017-09-01,49.95
2017-09-04,49.2
2017-09-05,49.05
2017-09-06,48.25
2017-09-07,48.65
2017-09-08,51.75
2017-09-11,52.9
2017-09-12,51.55
2017-09-13,49.8
2017-09-14,50.1
2017-09-15,49.35
2017-09-18,52.55
2017-09-19,51.65
2017-09-20,50.4
2017-09-21,49.55
2017-09-22,47.8
2017-09-25,45.2
2017-09-26,46.75
2017-09-27,44.95
2017-09-28,45.85
2017-09-29,46.1
2017-10-03,45.55
2017-10-04,45.75
2017-10-05,45.8
2017-10-06,47.15
2017-10-09,46.95
2017-10-10,48.45
2017-10-11,50.65
2017-10-12,50.3
2017-10-13,49.45
2017-10-16,49.3
2017-10-17,48.75
2017-10-18,49.0
2017-10-19,49.35
2017-10-23,49.0
2017-10-24,52.85
2017-10-25,50.4
2017-10-26,51.15
2017-10-27,50.95
2017-10-30,51.3
2017-10-31,51.5
2017-11-01,53.5
2017-11-02,52.8
2017-11-03,53.0
2017-11-06,51.55
2017-11-07,50.75
2017-11-08,48.9
2017-11-09,49.65
2017-11-10,49.9
2017-11-13,49.4
2017-11-14,49.0
2017-11-15,48.75
2017-11-16,49.65
2017-11-17,48.25
2017-11-20,47.75
2017-11-21,47.6
2017-11-22,47.5
2017-11-23,47.2
2017-11-24,49.55
2017-11-27,50.2
2017-11-28,51.65
2017-11-29,51.75
2017-11-30,51.15
2017-12-01,50.1
2017-12-04,49.85
2017-12-05,49.1
2017-12-06,47.4
2017-12-07,48.0
2017-12-08,48.35
2017-12-11,47.05
2017-12-12,46.2
2017-12-13,45.65
2017-12-14,45.05
2017-12-15,46.25
2017-12-18,46.05
2017-12-19,46.5
2017-12-20,47.75
2017-12-21,50.6
2017-12-22,49.2
2017-12-26,48.65
2017-12-27,49.4
2017-12-28,49.4
2017-12-29,52.7
