Date,AMARAJABAT
2017-01-02,896.6
2017-01-03,889.7
2017-01-04,900.3
2017-01-05,920.5
2017-01-06,930.4
2017-01-09,904.3
2017-01-10,902.0
2017-01-11,906.8
2017-01-12,895.5
2017-01-13,900.2
2017-01-16,893.6
2017-01-17,905.7
2017-01-18,926.1
2017-01-19,924.65
2017-01-20,901.45
2017-01-23,870.6
2017-01-24,858.1
2017-01-25,886.15
2017-01-27,904.0
2017-01-30,914.15
2017-01-31,897.95
2017-02-01,900.15
2017-02-02,909.55
2017-02-03,908.15
2017-02-06,892.75
2017-02-07,886.55
2017-02-08,874.9
2017-02-09,880.3
2017-02-10,872.4
2017-02-13,869.3
2017-02-14,860.3
2017-02-15,848.5
2017-02-16,849.5
2017-02-17,854.4
2017-02-20,863.1
2017-02-21,859.0
2017-02-22,849.0
2017-02-23,845.7
2017-02-27,861.4
2017-02-28,858.4
2017-03-01,851.6
2017-03-02,844.55
2017-03-03,850.1
2017-03-06,848.7
2017-03-07,841.2
2017-03-08,831.95
2017-03-09,823.25
2017-03-10,828.55
2017-03-14,832.3
2017-03-15,865.4
2017-03-16,884.9
2017-03-17,877.75
2017-03-20,874.25
2017-03-21,862.8
2017-03-22,869.0
2017-03-23,881.05
2017-03-24,875.95
2017-03-27,860.6
2017-03-28,871.35
2017-03-29,873.7
2017-03-30,870.3
2017-03-31,890.05
2017-04-03,908.35
2017-04-05,896.05
2017-04-06,902.7
2017-04-07,892.05
2017-04-10,886.2
2017-04-11,880.65
2017-04-12,868.95
2017-04-13,865.75
2017-04-17,855.65
2017-04-18,855.65
2017-04-19,868.85
2017-04-20,867.0
2017-04-21,874.75
2017-04-24,875.55
2017-04-25,878.15
2017-04-26,883.85
2017-04-27,882.95
2017-04-28,890.1
2017-05-02,893.2
2017-05-03,877.05
2017-05-04,881.45
2017-05-05,875.7
2017-05-08,880.35
2017-05-09,882.75
2017-05-10,899.95
2017-05-11,923.5
2017-05-12,926.25
2017-05-15,933.4
2017-05-16,924.7
2017-05-17,937.7
2017-05-18,912.1
2017-05-19,895.75
2017-05-22,877.7
2017-05-23,874.2
2017-05-24,835.65
2017-05-25,837.45
2017-05-26,865.85
2017-05-29,858.35
2017-05-30,868.35
2017-05-31,874.4
2017-06-01,868.25
2017-06-02,873.65
2017-06-05,880.15
2017-06-06,877.9
2017-06-07,874.25
2017-06-08,866.95
2017-06-09,860.85
2017-06-12,847.9
2017-06-13,841.15
2017-06-14,844.1
2017-06-15,838.1
2017-06-16,839.55
2017-06-19,837.1
2017-06-20,835.25
2017-06-21,841.95
2017-06-22,849.75
2017-06-23,839.95
2017-06-27,839.3
2017-06-28,839.4
2017-06-29,837.4
2017-06-30,839.6
2017-07-03,841.5
2017-07-04,856.4
2017-07-05,848.3
2017-07-06,846.5
2017-07-07,859.1
2017-07-10,866.35
2017-07-11,850.35
2017-07-12,851.95
2017-07-13,852.15
2017-07-14,844.55
2017-07-17,840.15
2017-07-18,843.1
2017-07-19,834.2
2017-07-20,833.75
2017-07-21,839.1
2017-07-24,843.25
2017-07-25,846.05
2017-07-26,847.65
2017-07-27,846.95
2017-07-28,840.5
2017-07-31,834.4
2017-08-01,847.45
2017-08-02,842.7
2017-08-03,817.65
2017-08-04,805.8
2017-08-07,821.25
2017-08-08,800.95
2017-08-09,805.2
2017-08-10,800.25
2017-08-11,801.2
2017-08-14,811.25
2017-08-16,813.0
2017-08-17,806.0
2017-08-18,796.55
2017-08-21,759.75
2017-08-22,758.4
2017-08-23,767.3
2017-08-24,777.2
2017-08-28,772.2
2017-08-29,763.65
2017-08-30,781.85
2017-08-31,778.25
2017-09-01,800.75
2017-09-04,787.75
2017-09-05,800.3
2017-09-06,786.0
2017-09-07,780.15
2017-09-08,796.1
2017-09-11,783.75
2017-09-12,799.2
2017-09-13,781.05
2017-09-14,782.7
2017-09-15,772.45
2017-09-18,775.25
2017-09-19,779.9
2017-09-20,780.0
2017-09-21,774.05
2017-09-22,768.85
2017-09-25,737.9
2017-09-26,724.6
2017-09-27,710.75
2017-09-28,708.65
2017-09-29,709.0
2017-10-03,706.8
2017-10-04,699.9
2017-10-05,706.55
2017-10-06,701.8
2017-10-09,685.05
2017-10-10,690.55
2017-10-11,681.45
2017-10-12,694.85
2017-10-13,688.9
2017-10-16,681.1
2017-10-17,692.85
2017-10-18,682.1
2017-10-19,682.0
2017-10-23,691.7
2017-10-24,700.15
2017-10-25,704.8
2017-10-26,690.35
2017-10-27,683.7
2017-10-30,681.15
2017-10-31,699.6
2017-11-01,700.75
2017-11-02,691.4
2017-11-03,690.45
2017-11-06,691.2
2017-11-07,680.85
2017-11-08,682.35
2017-11-09,734.15
2017-11-10,752.2
2017-11-13,788.1
2017-11-14,797.2
2017-11-15,821.25
2017-11-16,792.9
2017-11-17,799.4
2017-11-20,804.65
2017-11-21,803.55
2017-11-22,786.6
2017-11-23,785.0
2017-11-24,789.6
2017-11-27,795.7
2017-11-28,798.75
2017-11-29,805.5
2017-11-30,798.95
2017-12-01,774.2
2017-12-04,762.35
2017-12-05,775.9
2017-12-06,762.2
2017-12-07,766.8
2017-12-08,773.1
2017-12-11,779.95
2017-12-12,771.4
2017-12-13,778.5
2017-12-14,770.95
2017-12-15,780.55
2017-12-18,773.6
2017-12-19,806.2
2017-12-20,833.05
2017-12-21,839.15
2017-12-22,835.15
2017-12-26,837.2
2017-12-27,835.75
2017-12-28,845.95
2017-12-29,840.2
