Date,JAICORPLTD
2017-01-02,72.3
2017-01-03,74.6
2017-01-04,73.75
2017-01-05,74.35
2017-01-06,73.25
2017-01-09,73.05
2017-01-10,72.9
2017-01-11,73.2
2017-01-12,72.5
2017-01-13,73.7
2017-01-16,73.3
2017-01-17,73.5
2017-01-18,72.55
2017-01-19,71.85
2017-01-20,69.45
2017-01-23,70.55
2017-01-24,71.3
2017-01-25,71.2
2017-01-27,71.9
2017-01-30,72.15
2017-01-31,69.9
2017-02-01,70.9
2017-02-02,70.4
2017-02-03,71.4
2017-02-06,73.8
2017-02-07,72.3
2017-02-08,72.3
2017-02-09,71.55
2017-02-10,71.65
2017-02-13,70.55
2017-02-14,73.95
2017-02-15,70.7
2017-02-16,71.0
2017-02-17,71.25
2017-02-20,71.65
2017-02-21,72.0
2017-02-22,74.4
2017-02-23,72.9
2017-02-27,75.25
2017-02-28,76.3
2017-03-01,75.55
2017-03-02,73.1
2017-03-03,73.45
2017-03-06,75.95
2017-03-07,75.0
2017-03-08,72.8
2017-03-09,72.55
2017-03-10,71.7
2017-03-14,72.55
2017-03-15,72.45
2017-03-16,74.45
2017-03-17,73.45
2017-03-20,73.45
2017-03-21,73.4
2017-03-22,74.7
2017-03-23,74.55
2017-03-24,74.0
2017-03-27,72.55
2017-03-28,72.55
2017-03-29,72.35
2017-03-30,73.0
2017-03-31,74.05
2017-04-03,75.4
2017-04-05,81.5
2017-04-06,81.35
2017-04-07,78.25
2017-04-10,78.15
2017-04-11,81.3
2017-04-12,82.1
2017-04-13,81.35
2017-04-17,86.9
2017-04-18,82.95
2017-04-19,84.3
2017-04-20,84.45
2017-04-21,85.5
2017-04-24,85.9
2017-04-25,86.7
2017-04-26,85.15
2017-04-27,84.95
2017-04-28,90.35
2017-05-02,88.3
2017-05-03,87.85
2017-05-04,87.2
2017-05-05,86.95
2017-05-08,87.95
2017-05-09,89.75
2017-05-10,89.5
2017-05-11,88.6
2017-05-12,87.15
2017-05-15,87.1
2017-05-16,87.5
2017-05-17,87.15
2017-05-18,82.55
2017-05-19,83.75
2017-05-22,82.0
2017-05-23,78.3
2017-05-24,74.25
2017-05-25,76.15
2017-05-26,78.75
2017-05-29,75.45
2017-05-30,80.15
2017-05-31,82.0
2017-06-01,81.25
2017-06-02,81.05
2017-06-05,81.2
2017-06-06,78.3
2017-06-07,79.2
2017-06-08,78.8
2017-06-09,78.95
2017-06-12,77.7
2017-06-13,77.0
2017-06-14,77.85
2017-06-15,77.9
2017-06-16,81.75
2017-06-19,80.1
2017-06-20,79.75
2017-06-21,79.15
2017-06-22,83.9
2017-06-23,82.8
2017-06-27,79.05
2017-06-28,79.3
2017-06-29,79.55
2017-06-30,78.65
2017-07-03,79.65
2017-07-04,79.5
2017-07-05,83.8
2017-07-06,84.0
2017-07-07,85.85
2017-07-10,84.1
2017-07-11,83.05
2017-07-12,84.25
2017-07-13,83.95
2017-07-14,82.45
2017-07-17,82.1
2017-07-18,80.95
2017-07-19,82.5
2017-07-20,82.35
2017-07-21,83.85
2017-07-24,86.65
2017-07-25,86.55
2017-07-26,87.85
2017-07-27,85.45
2017-07-28,86.2
2017-07-31,85.85
2017-08-01,84.7
2017-08-02,83.6
2017-08-03,81.1
2017-08-04,81.5
2017-08-07,82.3
2017-08-08,79.2
2017-08-09,77.2
2017-08-10,72.25
2017-08-11,69.7
2017-08-14,71.95
2017-08-16,75.05
2017-08-17,79.5
2017-08-18,81.5
2017-08-21,78.25
2017-08-22,76.5
2017-08-23,78.25
2017-08-24,77.65
2017-08-28,78.95
2017-08-29,78.6
2017-08-30,82.55
2017-08-31,85.15
2017-09-01,87.75
2017-09-04,84.3
2017-09-05,85.55
2017-09-06,98.9
2017-09-07,109.75
2017-09-08,108.75
2017-09-11,111.1
2017-09-12,110.75
2017-09-13,105.55
2017-09-14,104.8
2017-09-15,102.75
2017-09-18,110.7
2017-09-19,132.8
2017-09-20,131.7
2017-09-21,127.45
2017-09-22,115.35
2017-09-25,107.95
2017-09-26,113.2
2017-09-27,105.85
2017-09-28,106.05
2017-09-29,108.3
2017-10-03,110.45
2017-10-04,109.35
2017-10-05,120.25
2017-10-06,121.15
2017-10-09,124.6
2017-10-10,126.5
2017-10-11,120.85
2017-10-12,124.0
2017-10-13,121.55
2017-10-16,119.7
2017-10-17,122.5
2017-10-18,122.3
2017-10-19,119.25
2017-10-23,121.0
2017-10-24,130.85
2017-10-25,130.65
2017-10-26,131.45
2017-10-27,131.15
2017-10-30,129.5
2017-10-31,127.9
2017-11-01,128.65
2017-11-02,131.0
2017-11-03,129.6
2017-11-06,128.75
2017-11-07,122.85
2017-11-08,120.15
2017-11-09,121.75
2017-11-10,118.8
2017-11-13,122.2
2017-11-14,119.15
2017-11-15,115.0
2017-11-16,117.8
2017-11-17,118.45
2017-11-20,142.1
2017-11-21,136.75
2017-11-22,158.25
2017-11-23,161.05
2017-11-24,189.65
2017-11-27,198.2
2017-11-28,191.75
2017-11-29,186.2
2017-11-30,186.3
2017-12-01,183.85
2017-12-04,176.6
2017-12-05,179.95
2017-12-06,177.05
2017-12-07,179.75
2017-12-08,178.85
2017-12-11,177.7
2017-12-12,179.55
2017-12-13,175.85
2017-12-14,174.1
2017-12-15,172.35
2017-12-18,168.4
2017-12-19,177.9
2017-12-20,178.2
2017-12-21,176.65
2017-12-22,174.8
2017-12-26,179.85
2017-12-27,178.25
2017-12-28,177.45
2017-12-29,174.4
