Date,ONWARDTEC
2017-01-02,66.8
2017-01-03,66.85
2017-01-04,69.65
2017-01-05,70.95
2017-01-06,69.55
2017-01-09,71.7
2017-01-10,70.5
2017-01-11,69.9
2017-01-12,69.25
2017-01-13,68.1
2017-01-16,68.55
2017-01-17,72.05
2017-01-18,73.3
2017-01-19,73.55
2017-01-20,70.45
2017-01-23,70.45
2017-01-24,74.3
2017-01-25,72.85
2017-01-27,71.35
2017-01-30,68.8
2017-01-31,66.7
2017-02-01,68.35
2017-02-02,68.4
2017-02-03,68.7
2017-02-06,68.0
2017-02-07,67.0
2017-02-08,67.6
2017-02-09,67.7
2017-02-10,67.0
2017-02-13,66.55
2017-02-14,66.7
2017-02-15,65.05
2017-02-16,66.8
2017-02-17,67.25
2017-02-20,70.9
2017-02-21,70.35
2017-02-22,69.1
2017-02-23,67.5
2017-02-27,67.95
2017-02-28,67.75
2017-03-01,67.45
2017-03-02,67.2
2017-03-03,67.5
2017-03-06,71.1
2017-03-07,74.0
2017-03-08,72.55
2017-03-09,72.55
2017-03-10,71.35
2017-03-14,71.65
2017-03-15,71.9
2017-03-16,72.05
2017-03-17,71.3
2017-03-20,69.95
2017-03-21,70.65
2017-03-22,68.95
2017-03-23,70.65
2017-03-24,74.95
2017-03-27,76.4
2017-03-28,83.65
2017-03-29,79.05
2017-03-30,80.15
2017-03-31,80.0
2017-04-03,76.95
2017-04-05,77.15
2017-04-06,75.15
2017-04-07,75.8
2017-04-10,75.7
2017-04-11,75.0
2017-04-12,80.3
2017-04-13,96.35
2017-04-17,91.1
2017-04-18,90.3
2017-04-19,92.05
2017-04-20,92.75
2017-04-21,95.5
2017-04-24,94.55
2017-04-25,86.55
2017-04-26,82.55
2017-05-30,83.6
2017-05-31,81.55
2017-06-01,80.1
2017-06-02,80.5
2017-06-05,81.95
2017-06-06,79.6
2017-06-07,87.5
2017-06-08,87.15
2017-06-09,86.2
2017-06-12,83.85
2017-06-13,85.9
2017-06-14,83.45
2017-06-15,82.8
2017-06-16,85.6
2017-06-19,85.0
2017-06-20,84.7
2017-06-21,84.0
2017-06-22,83.4
2017-06-23,82.35
2017-06-27,79.85
2017-06-28,80.75
2017-06-29,82.75
2017-06-30,81.9
2017-07-03,82.25
2017-07-04,90.45
2017-07-05,89.35
2017-07-06,93.85
2017-07-07,92.35
2017-07-10,93.05
2017-07-11,95.8
2017-07-12,96.8
2017-07-13,98.05
2017-07-14,99.2
2017-07-17,98.15
2017-07-18,94.85
2017-07-19,97.7
2017-07-20,95.9
2017-07-21,101.7
2017-07-24,103.7
2017-07-25,102.6
2017-07-26,102.1
2017-07-27,98.5
2017-07-28,99.95
2017-07-31,101.6
2017-08-01,97.55
2017-08-02,98.75
2017-08-03,98.35
2017-08-04,101.1
2017-08-07,104.0
2017-08-08,99.2
2017-08-09,96.8
2017-08-10,85.75
2017-08-11,91.7
2017-08-14,96.35
2017-08-16,95.7
2017-08-17,94.05
2017-08-18,91.75
2017-08-21,90.6
2017-08-22,90.35
2017-08-23,91.15
2017-08-24,103.95
2017-08-28,124.7
2017-08-29,124.75
2017-08-30,122.4
2017-08-31,117.1
2017-09-01,119.5
2017-09-04,118.7
2017-09-05,114.9
2017-09-06,113.15
2017-09-07,116.9
2017-09-08,124.6
2017-09-11,125.15
2017-09-12,130.9
2017-09-13,133.5
2017-09-14,124.8
2017-09-15,125.15
2017-09-18,121.65
2017-09-19,115.0
2017-09-20,116.2
2017-09-21,119.65
2017-09-22,115.9
2017-09-25,112.75
2017-09-26,118.2
2017-09-27,112.9
2017-09-28,118.15
2017-09-29,130.25
2017-10-03,125.9
2017-10-04,124.0
2017-10-05,127.1
2017-10-06,125.5
2017-10-09,150.55
2017-10-10,152.45
2017-10-11,158.55
2017-10-12,160.95
2017-10-13,159.1
2017-10-16,155.8
2017-10-17,154.4
2017-10-18,142.75
2017-10-19,141.3
2017-10-23,138.05
2017-10-24,139.2
2017-10-25,135.6
2017-10-26,133.55
2017-10-27,136.85
2017-10-30,132.5
2017-10-31,130.0
2017-11-01,129.15
2017-11-02,127.2
2017-11-03,131.25
2017-11-06,130.05
2017-11-07,132.0
2017-11-08,133.55
2017-11-09,132.5
2017-11-10,131.15
2017-11-13,128.7
2017-11-14,128.7
2017-11-15,126.2
2017-11-16,127.45
2017-11-17,128.0
2017-11-20,124.75
2017-11-21,124.75
2017-11-22,125.5
2017-11-23,129.0
2017-11-24,136.45
2017-11-27,133.1
2017-11-28,131.15
2017-11-29,137.9
2017-11-30,137.95
2017-12-01,140.15
2017-12-04,143.55
2017-12-05,143.9
2017-12-06,141.45
2017-12-07,141.3
2017-12-08,140.35
2017-12-11,137.75
2017-12-12,141.3
2017-12-13,139.35
2017-12-14,135.95
2017-12-15,136.55
2017-12-18,136.15
2017-12-19,134.3
2017-12-20,134.35
2017-12-21,130.65
2017-12-22,133.85
2017-12-26,133.55
2017-12-27,135.0
2017-12-28,134.5
2017-12-29,138.05
